SA1_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
12702151701,0,0,0,0,0,0,0,0,0,11,0,5,5,0,4,5,0,0,0,15,8,26,30,20,20,29,3,0,0,134
12702151702,0,0,0,0,0,5,0,0,0,10,0,4,0,5,0,6,0,0,0,11,11,27,33,27,26,25,3,0,0,148
12702151703,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,4,9,18,16,9,8,0,0,68
12702151704,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,0,0,0,0,16,12,23,37,28,30,40,12,0,0,181
12702151705,0,5,0,0,0,5,0,0,0,12,0,0,3,0,0,7,0,0,0,9,0,17,32,28,22,42,5,0,0,153
12702151706,0,0,6,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,0,6,9,13,32,17,28,24,0,0,0,117
12702151707,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,8,13,19,26,27,18,0,0,0,109
12702151708,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,12,18,22,27,35,16,8,0,0,134
12702151709,0,0,4,0,0,0,0,0,0,14,0,0,0,0,3,4,0,0,0,9,12,22,31,22,40,24,7,0,0,155
12702151710,0,0,0,0,0,4,0,0,0,3,0,0,0,6,0,0,0,0,0,10,7,21,37,28,27,30,10,0,0,157
12702151711,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,5,0,0,0,15,0,14,41,36,18,35,6,0,0,152
12702151712,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,12,14,37,63,76,58,42,10,0,0,288
12702151713,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,14,16,27,32,17,11,0,0,116
12702151714,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,8,25,13,25,23,12,3,0,112
12702151715,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,9,12,27,32,25,21,9,0,0,141
12702151716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12702151717,0,0,3,0,3,0,0,0,0,10,0,3,8,3,4,0,0,0,0,16,12,25,35,24,34,29,11,0,0,160
12702151718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13,20,16,18,14,0,0,0,92
12702151719,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,8,5,17,18,18,20,11,3,0,0,94
12702151720,0,3,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,6,14,18,25,29,17,3,0,0,102
12702151721,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,24,13,14,16,3,3,3,86
12702151801,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,5,0,0,0,9,11,20,10,28,28,30,8,0,0,134
12702151802,0,0,0,0,3,6,0,0,0,13,3,0,4,4,3,0,0,0,0,15,18,16,38,32,53,51,13,0,0,219
12702151803,0,0,0,4,0,6,0,0,0,9,0,0,3,0,3,3,0,0,0,9,14,24,36,35,57,35,3,0,0,209
12702151804,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,24,24,31,36,24,6,0,0,157
12702151805,0,0,0,4,4,4,0,0,0,13,3,0,0,5,9,0,6,0,0,17,15,28,36,31,47,37,20,4,0,213
12702151806,0,0,5,5,0,8,5,0,0,16,0,0,0,0,3,0,0,0,0,6,18,33,35,24,42,53,20,3,0,231
12702151807,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,8,9,18,17,21,16,7,0,0,101
12702151808,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,7,10,3,19,13,8,4,0,64
12702151809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,9,9,8,0,0,0,39
12702151810,0,0,5,0,4,0,0,0,0,5,0,0,0,0,3,5,0,0,0,5,11,24,29,22,32,25,9,0,0,152
12702151811,0,7,0,5,3,3,0,0,0,17,0,0,0,5,4,0,0,0,0,8,12,23,38,45,47,28,17,0,0,210
12702151812,0,0,0,0,3,0,0,0,0,11,0,0,0,4,3,0,0,0,0,10,0,21,23,21,28,22,3,4,0,125
12702151901,0,0,4,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,6,8,7,26,33,26,36,15,0,0,154
12702151902,0,0,0,0,3,0,0,0,0,8,0,0,6,3,0,0,0,0,0,11,7,16,29,27,32,23,12,0,0,144
12702151903,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,3,15,30,25,32,26,10,0,0,138
12702151904,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,10,8,19,35,53,29,30,12,0,0,189
12702151905,0,0,3,4,0,0,0,0,0,9,3,0,0,0,3,0,0,0,0,12,14,26,54,26,44,41,7,0,0,221
12702151906,0,0,0,3,0,0,0,0,0,3,0,5,4,0,0,7,0,0,0,14,10,16,28,31,23,25,4,0,0,151
12702151907,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,9,17,40,18,26,14,8,0,0,134
12702151908,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,14,19,14,11,6,0,0,72
12702151909,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,3,11,42,28,27,32,10,0,0,164
12702151910,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,9,34,22,11,22,9,0,0,105
12702151911,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,10,0,13,30,26,22,29,7,0,0,127
12702151912,0,0,0,6,7,0,0,0,0,13,0,0,8,0,0,0,0,0,0,9,10,23,38,30,33,23,8,7,0,175
12702151913,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,13,9,14,25,12,26,15,0,0,0,108
12702151914,0,0,3,0,0,0,0,0,0,3,0,0,6,5,6,5,0,0,0,21,7,20,57,16,38,30,4,0,0,166
12702151915,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,12,3,8,15,27,17,17,3,0,0,95
12702151916,0,0,0,5,0,4,0,0,0,6,0,0,0,0,3,0,0,0,0,11,0,6,20,19,16,22,3,0,0,86
12702151917,0,0,5,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,7,7,11,32,33,21,21,4,0,0,135
12702151918,0,3,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,10,15,29,37,44,36,22,7,0,0,187
12702151919,0,0,6,0,0,0,0,0,0,7,0,0,3,0,6,0,0,0,0,8,11,32,51,39,43,28,7,0,0,203
12702151920,0,0,0,4,3,0,0,0,0,9,0,0,0,3,5,0,0,0,0,9,6,15,58,53,41,31,8,0,0,210
12702151921,0,0,0,0,0,0,3,0,0,7,0,0,0,7,5,0,4,0,0,15,6,16,26,28,27,28,11,0,0,144
12702151922,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,5,4,18,11,14,10,4,0,0,64
12702151923,0,0,0,0,0,0,3,0,0,7,4,0,0,4,0,0,0,0,0,10,17,27,47,42,57,44,4,0,0,228
12702151924,0,0,0,0,0,3,0,0,0,6,0,0,4,0,0,3,0,0,0,6,6,12,28,18,12,28,7,0,0,107
12702151925,0,0,0,4,3,0,0,0,0,11,0,4,4,4,7,3,0,0,0,22,14,27,56,43,50,40,13,0,0,236
12702151926,0,5,0,0,0,0,0,0,0,6,0,4,0,3,0,3,0,0,0,9,5,22,29,35,38,20,13,0,0,168
12702151927,0,0,3,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7,3,13,35,21,11,17,0,0,0,99
12702151928,0,0,5,3,0,0,0,0,0,8,0,0,5,0,3,0,0,0,0,9,12,21,40,21,43,39,10,0,0,180
12702151929,0,0,0,5,0,0,0,0,0,5,0,3,4,0,4,0,0,0,0,11,5,13,40,30,31,19,3,0,0,143
12702151930,0,0,0,5,4,3,0,0,0,11,0,0,0,6,4,5,0,0,0,11,8,22,44,38,31,24,3,0,0,171
12702151931,0,0,3,0,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,8,3,14,25,23,23,13,0,0,0,101
12702151932,0,0,0,3,0,0,0,0,0,7,0,0,5,5,4,4,0,0,0,12,8,8,27,42,21,23,6,0,0,131
12702151933,0,0,0,0,4,0,0,0,0,6,0,5,5,0,0,0,0,0,0,16,12,26,45,38,55,33,7,0,0,218
12702151934,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,11,8,20,49,22,34,21,0,0,0,156
12702151935,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,6,15,30,22,16,26,0,0,0,113
12702151936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,4,9,26,11,20,11,3,0,0,88
12702151937,0,0,0,0,0,0,0,0,0,4,0,0,6,4,0,6,0,0,0,16,5,20,44,27,39,28,8,0,0,169
12702151938,0,0,0,0,6,0,0,0,0,7,0,0,4,0,5,3,0,0,0,9,7,16,40,22,41,34,7,0,0,168
12702151939,0,0,0,4,0,0,0,0,0,9,5,0,0,0,3,0,0,0,0,8,8,19,39,35,38,30,8,0,0,176
12702151940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12702152001,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,5,4,18,36,24,24,30,10,0,0,147
12702152002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,6,16,42,27,28,32,0,0,0,158
12702152003,0,0,0,0,0,0,0,0,0,6,0,5,4,3,4,3,0,0,0,15,3,11,29,21,25,23,6,0,0,130
12702152004,0,4,0,0,0,0,0,0,0,7,3,0,0,4,0,0,0,0,0,9,9,28,26,36,24,30,12,0,0,164
12702152005,0,0,0,0,0,5,0,0,0,8,0,0,0,4,4,0,0,0,0,13,3,9,41,30,14,21,3,0,0,110
12702152006,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,6,10,18,24,18,12,7,0,0,99
12702152007,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,8,6,14,23,18,12,6,0,0,90
12702152008,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,4,16,27,26,24,18,7,0,0,130
12702152009,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,10,0,24,44,24,28,39,6,4,0,167
12702152010,0,0,0,3,7,0,3,0,0,6,0,0,0,0,0,0,0,0,0,10,0,17,43,41,31,18,15,0,0,163
12702152011,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,10,21,42,46,32,18,8,0,0,181
12702152012,0,4,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,8,0,7,24,20,25,23,10,0,0,105
12702152013,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,13,24,24,8,18,5,0,0,90
12702152014,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,3,9,18,27,22,9,3,0,0,97
12702152015,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,3,4,0,0,13,4,13,27,21,23,39,11,0,0,135
12702152016,0,0,3,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,5,0,13,39,17,21,20,7,0,0,119
12702152017,0,0,3,4,0,6,0,0,0,14,0,0,0,0,8,7,0,0,0,14,0,20,52,27,36,38,9,0,0,195
12702152018,0,0,3,4,0,0,0,0,0,4,0,0,0,5,5,0,0,0,0,12,10,5,28,22,32,17,10,0,0,128
12702152019,0,0,6,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,10,30,35,28,13,8,0,0,122
12702152020,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,3,0,0,0,10,3,19,43,42,39,31,10,0,0,194
12702152021,0,0,0,0,9,0,0,0,0,7,0,0,0,7,0,0,0,0,0,9,3,13,33,37,44,30,5,0,0,172
12702152022,0,0,3,0,5,0,0,0,0,6,0,3,0,6,0,0,0,0,0,10,10,29,36,27,34,22,13,0,0,164
12702152023,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,14,25,30,18,26,11,4,0,128
12702152024,0,0,0,0,3,0,0,0,0,14,0,0,6,0,5,0,0,0,0,12,6,16,63,43,38,35,15,0,0,219
12702152025,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,8,5,4,24,17,23,18,9,0,0,96
12702152026,0,0,0,4,0,0,0,0,0,4,4,0,0,3,5,0,0,0,0,9,6,8,31,34,26,15,8,0,0,135
12702152101,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,0,0,0,15
12703152201,0,3,0,0,0,0,0,0,0,5,0,0,3,5,4,5,0,0,0,23,9,36,40,55,48,52,5,0,0,257
12703152202,0,0,0,5,4,4,0,0,0,6,0,0,0,3,7,0,0,0,0,14,13,24,43,50,48,30,3,0,0,213
12703152203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12703152204,0,0,4,3,3,3,0,0,0,15,4,6,9,3,0,0,0,0,0,25,18,48,90,87,82,68,9,0,0,412
12703152205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
12703152206,0,0,3,0,0,0,0,0,0,10,0,3,0,5,0,3,0,0,0,11,7,19,52,48,39,30,0,0,0,199
12703152207,0,0,4,5,0,0,0,0,0,8,0,4,5,8,0,0,0,0,0,18,9,21,45,57,33,23,0,0,0,186
12703152208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,5,12,48,16,20,20,9,0,0,145
12703152209,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,4,13,23,24,17,17,7,0,0,104
12703152210,0,0,0,0,0,5,0,0,0,5,0,0,0,5,4,0,0,0,0,9,8,23,47,47,41,24,9,0,0,207
12703152211,0,0,4,0,4,9,0,0,0,16,0,0,3,6,4,0,0,0,0,14,13,29,70,57,76,62,9,0,0,322
12703152212,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,15,16,23,36,34,38,19,5,0,0,168
12703152213,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,11,21,30,24,29,30,5,0,0,152
12703152214,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,7,17,37,36,39,22,12,0,0,166
12703152215,0,0,4,5,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,13,7,8,34,24,32,34,10,3,0,147
12703152216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,25,23,29,34,5,0,0,131
12703152217,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,9,0,21,41,23,29,29,12,0,0,160
12703152218,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,18,14,37,27,49,37,6,0,0,186
12703152219,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,6,10,51,37,35,35,6,0,0,179
12703152220,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,8,6,23,44,29,17,0,0,0,128
12703152221,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,13,20,17,27,28,3,0,0,114
12703152222,0,0,0,0,0,0,0,0,0,3,0,3,0,5,4,0,0,0,0,13,11,30,42,55,54,37,4,0,0,222
12703152223,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,4,11,30,28,27,29,0,0,0,133
12703152224,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,3,0,0,0,11,4,5,37,31,21,14,3,0,0,119
12703152225,0,0,4,0,5,0,0,0,0,13,0,0,7,0,3,4,0,0,0,11,11,24,62,58,76,36,11,0,0,276
12703152226,0,0,3,0,0,0,0,0,0,8,0,0,0,3,7,4,0,0,0,22,32,29,44,67,83,50,21,0,0,324
12703152227,0,0,7,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,7,14,37,36,27,24,0,0,0,155
12703152228,0,0,5,0,3,0,0,0,0,12,0,0,5,0,0,0,0,0,0,5,4,9,40,36,55,21,3,0,0,173
12703152229,3,0,0,0,0,0,0,0,0,4,0,0,6,0,3,0,0,0,0,10,9,14,18,26,41,19,8,0,0,127
12703152230,0,0,0,3,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,12,8,24,44,50,48,43,4,0,0,223
12703152231,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,9,18,18,14,34,15,5,0,0,114
12703152232,0,0,0,3,0,3,0,0,0,13,0,0,0,4,0,0,0,0,0,3,9,13,26,37,30,23,9,0,0,142
12703152233,0,0,0,0,0,5,0,0,0,15,3,0,0,0,3,5,0,0,0,7,9,27,50,48,61,54,17,0,0,269
12703152234,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,8,7,15,52,40,37,17,0,0,0,167
12703152235,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,4,16,24,23,15,10,0,0,0,91
12703152236,0,0,4,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,8,9,15,35,35,29,29,8,0,3,164
12703152301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12703152302,0,0,0,5,0,0,0,0,0,10,0,0,0,7,5,0,0,0,0,12,15,19,29,64,51,36,9,0,0,214
12703152304,0,0,0,0,3,0,0,0,0,11,0,0,0,4,4,4,0,0,0,16,8,21,49,58,43,38,10,0,0,226
12703152305,0,0,0,4,0,0,0,0,0,7,0,0,5,0,6,3,0,0,0,13,8,16,31,44,47,28,4,0,0,172
12703152306,0,0,7,3,0,4,0,0,0,10,0,0,5,6,3,0,0,0,0,13,0,20,59,64,27,27,3,0,0,217
12703152307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12703152308,3,6,12,25,17,5,0,0,0,62,3,0,17,45,25,8,0,0,0,104,73,103,394,685,410,159,38,3,0,1875
12703152309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
12703152310,0,0,0,3,3,0,0,0,0,7,0,0,5,0,3,0,0,0,0,10,6,17,46,41,35,45,6,0,0,200
12703152311,0,3,3,4,4,3,0,0,0,17,0,0,4,0,4,0,0,0,0,8,17,24,64,66,52,28,12,0,0,269
12703152312,0,0,3,3,3,0,0,0,0,10,0,0,0,4,0,0,0,0,0,10,10,13,49,52,64,35,7,0,0,225
12703152313,0,0,0,7,3,0,0,0,0,7,0,0,0,7,0,0,0,0,0,9,3,9,17,35,32,15,4,0,0,109
12703152314,0,0,0,3,0,3,0,0,0,6,0,0,4,0,3,0,0,0,0,7,4,16,25,47,45,26,9,0,0,175
12703152315,0,0,9,0,0,0,0,0,0,11,0,0,4,0,0,4,0,0,0,6,0,7,25,25,21,25,8,0,0,117
12703152316,0,0,5,5,0,0,0,3,0,13,0,0,0,3,0,0,0,0,0,17,12,26,49,50,59,35,9,10,0,243
12703152317,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,8,0,0,0,9,6,10,18,24,30,25,6,0,0,117
12703152318,0,0,5,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,9,8,6,29,47,26,17,7,0,0,148
12703152319,0,0,0,5,4,0,0,0,0,11,0,0,4,0,0,0,0,0,0,11,10,16,33,57,47,28,12,3,0,205
12703152320,0,0,0,0,0,4,0,0,0,9,0,3,3,0,3,0,3,0,0,15,12,16,38,34,50,35,11,0,0,205
12703152321,0,0,0,10,0,0,0,0,0,9,0,0,0,5,9,0,3,0,0,19,12,29,66,76,50,33,14,0,0,275
12703152322,0,0,0,0,0,7,0,0,0,8,0,0,5,3,0,0,0,0,0,9,7,9,35,36,39,21,5,0,0,148
12703152323,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,3,0,0,0,17,6,15,31,29,26,24,11,0,0,151
12703152324,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,15,48,45,25,27,7,0,0,170
12703152325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
12703152326,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,7,26,39,42,47,43,18,0,0,224
12703152327,0,0,5,0,0,4,0,0,0,7,0,0,3,0,4,0,0,0,0,9,11,18,59,42,46,38,11,0,0,223
12703152328,0,0,0,3,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,8,10,15,34,53,24,24,9,0,0,170
12703152329,0,0,0,4,3,0,0,0,0,11,0,0,0,5,4,0,0,0,0,10,14,26,53,55,70,49,7,0,0,277
12703152330,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,9,14,21,17,28,13,16,0,0,113
12703152331,0,0,5,0,0,3,0,0,0,11,0,0,3,0,3,5,0,0,0,10,6,17,24,48,19,32,15,4,0,169
12703152332,0,0,0,5,5,4,0,0,0,15,0,0,0,0,0,0,0,0,0,6,10,10,26,48,32,28,3,0,0,162
12703152333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12703152334,0,0,0,3,4,0,0,0,0,7,0,0,0,0,6,0,0,0,0,5,4,15,38,27,38,47,12,0,0,186
12703152335,0,0,0,0,0,4,0,0,0,9,0,0,3,0,0,0,0,0,0,6,0,24,29,41,36,23,6,0,0,153
12703152336,0,3,5,0,5,4,0,0,0,12,0,0,7,0,4,0,0,0,0,10,12,18,30,34,46,36,16,0,0,196
12703152337,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,9,13,35,23,22,17,3,0,0,120
12703152338,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,12,14,23,24,22,4,0,0,110
12703152339,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,9,15,17,26,42,31,9,0,0,154
12703152340,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,5,5,16,30,32,43,36,5,0,0,163
12703152341,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,13,10,6,10,7,0,0,42
12703152342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
12703152343,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,18,34,43,46,66,65,9,0,0,289
12703152344,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,8,7,50,33,29,35,11,0,0,171
12703152345,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,8,3,13,40,37,32,24,8,0,0,164
12703152346,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,7,7,10,53,32,9,5,0,0,131
12703152347,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,12,5,22,60,62,50,28,11,0,0,244
12703152401,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,16,13,23,34,38,10,0,0,147
12703152402,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,14,27,16,27,58,43,7,0,0,188
12703152403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,13,13,39,25,0,0,0,108
12703152404,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,7,15,25,38,40,61,48,8,0,0,234
12703152405,0,3,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7,11,21,57,52,56,39,6,0,0,249
12703152406,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,12,8,15,58,63,44,23,5,0,0,213
12703152407,0,0,3,0,4,0,0,0,0,11,0,5,6,0,0,0,0,0,0,18,9,23,54,67,45,34,8,0,0,233
12703152408,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,9,21,40,35,60,23,0,0,0,190
12703152409,0,3,0,0,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,14,28,51,38,43,40,8,0,0,218
12703152410,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,3,18,27,35,36,23,4,0,0,146
12703152411,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,0,0,0,0,8,15,17,26,39,53,19,0,0,0,168
12703152412,0,0,0,0,8,0,0,0,0,14,0,0,3,3,3,4,0,0,0,14,19,22,68,80,77,58,8,0,0,330
12703152413,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,6,9,24,73,71,60,48,8,3,0,292
12703152414,0,0,0,4,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,8,3,16,38,36,39,15,3,0,0,160
12703152415,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,17,33,35,39,25,6,0,0,167
12703152416,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,5,12,39,55,34,26,0,0,0,173
12703152417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,23,19,48,59,58,31,5,0,0,242
12703152418,0,0,7,3,0,4,0,0,0,20,0,0,6,6,5,4,0,0,0,10,21,32,61,84,71,46,6,0,0,321
12703152419,0,4,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,11,5,32,73,73,76,47,9,0,0,310
12703152420,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,10,13,17,27,25,52,25,4,0,0,161
12703152421,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,5,0,0,0,11,11,17,57,67,68,48,9,0,0,282
12703152422,0,0,0,0,0,0,0,0,0,10,0,3,4,0,6,0,0,0,0,13,9,19,34,51,43,16,7,0,0,183
12703152423,0,0,0,0,0,0,0,0,0,7,0,0,4,7,6,0,0,0,0,18,8,22,61,65,69,39,4,0,0,273
12703152424,0,0,0,4,0,0,0,0,0,9,0,0,3,4,0,3,0,0,0,11,9,23,42,61,46,25,0,0,0,207
12703152425,0,4,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,6,9,18,52,52,48,32,6,0,0,225
12703152426,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,3,9,16,43,55,59,12,9,0,0,193
12703152427,0,0,6,0,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,13,12,20,76,122,72,37,23,0,0,363
