SUA_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
1026,37,1085,114,1239,234,2026,237,2493,88,995,99,1180,64,978,164,1214,105,2133,480,2721,100,1785,391,2277,116,1811,269,2195,193,1918,165,2271,282,1668,104,2055,254,918,73,1242,167,231,26,426,1640,15550,2122,19311,25,1023,106,1146,105,2146,218,2465,66,917,91,1075,42,963,84,1082,87,2203,188,2481,103,1981,160,2245,158,1956,154,2270,212,2043,111,2370,248,1909,99,2256,339,933,65,1346,337,264,33,628,1714,16335,1311,19369,59,2109,219,2385,341,4169,448,4960,147,1916,191,2257,107,1944,247,2296,191,4336,674,5201,200,3770,554,4520,275,3766,428,4469,411,3961,276,4643,531,3580,199,4314,591,1853,140,2581,505,496,54,1054,3357,31886,3439,38678
1027,20,1483,81,1584,213,2764,181,3161,67,1193,76,1337,50,1029,83,1167,55,2491,158,2702,88,2264,146,2495,125,2127,145,2396,128,1886,112,2127,190,1572,111,1873,201,816,70,1087,163,199,45,401,1300,17826,1211,20336,19,1258,86,1364,92,2685,177,2960,42,1131,61,1228,35,1086,68,1189,61,2801,165,3026,76,2566,144,2790,107,2282,111,2500,146,2116,117,2373,193,1869,101,2164,285,971,77,1334,300,268,74,635,1352,19041,1185,21582,37,2744,168,2953,305,5453,364,6121,107,2322,135,2567,86,2120,151,2354,115,5291,326,5732,159,4832,288,5281,231,4407,261,4902,274,3999,231,4500,383,3445,208,4040,487,1789,147,2424,460,462,115,1045,2655,36867,2390,41920
1028,27,1113,60,1204,267,2544,122,2925,96,1294,68,1452,69,1067,66,1197,108,2085,142,2336,84,2331,124,2541,129,2549,113,2791,208,2583,140,2937,291,2806,133,3230,383,1762,116,2263,293,471,76,842,1970,20600,1165,23733,18,1018,52,1091,184,2519,134,2846,59,1323,60,1447,34,1196,67,1307,70,2323,108,2500,96,2583,120,2796,136,2974,118,3228,206,3188,133,3528,288,3261,156,3699,493,2069,139,2702,643,524,156,1321,2220,22992,1252,26465,43,2129,118,2289,450,5062,255,5771,151,2622,128,2897,108,2269,141,2511,182,4410,255,4842,182,4914,245,5337,271,5521,231,6021,413,5772,278,6462,578,6067,288,6934,878,3832,256,4966,937,992,229,2162,4183,43592,2414,50193
1029,13,520,31,561,90,1103,65,1258,33,656,78,771,23,598,93,714,20,1193,97,1315,17,938,60,1021,40,967,55,1061,53,864,64,976,71,563,37,672,59,252,19,336,61,48,4,117,487,7699,612,8800,3,509,22,539,54,1092,58,1204,21,430,27,473,18,439,28,479,21,1119,62,1201,34,959,49,1041,49,1013,45,1101,54,831,40,930,76,583,34,690,102,253,23,382,109,76,7,189,534,7299,391,8219,20,1028,53,1101,144,2193,125,2463,58,1085,106,1243,39,1033,121,1192,46,2307,156,2513,52,1898,108,2061,83,1979,98,2163,106,1692,103,1905,142,1146,73,1364,156,511,45,713,174,124,13,306,1017,14999,1002,17018
1030,7,443,34,486,98,898,67,1067,45,405,40,490,21,366,33,423,43,809,62,919,34,884,72,990,58,968,82,1105,118,1171,72,1361,154,1429,77,1653,180,757,58,993,104,142,23,264,860,8268,619,9748,6,409,42,454,36,932,68,1036,16,417,31,468,15,348,25,392,32,877,69,976,36,973,69,1075,61,1076,52,1190,113,1346,66,1528,167,1555,73,1796,218,778,51,1049,186,172,26,387,877,8890,590,10354,15,849,74,944,135,1836,138,2099,60,825,72,958,42,713,59,815,66,1690,133,1891,65,1854,138,2061,113,2041,130,2291,230,2517,143,2885,321,2978,151,3453,399,1533,111,2043,292,317,47,656,1739,17155,1201,20105
1031,2317,138300,8351,148965,13063,279105,16127,308291,4410,128654,6797,139863,3284,152171,10128,165583,5164,349354,24902,379419,5600,336052,20675,362330,8073,278529,15059,301667,12922,232810,12308,258035,18359,159930,8867,187148,20962,74661,6579,102203,16072,16087,4356,36517,110222,2145652,134145,2390019,1196,131394,7857,140449,5992,271023,14969,291990,2558,122521,6012,131097,2192,145523,8354,156068,4493,360639,22383,387507,5835,343151,18360,367342,9562,290916,13412,313888,15998,242442,10913,269362,23439,173532,8911,205878,31447,79404,7796,118653,30647,18758,8391,57794,133353,2179304,127364,2440022,3512,269692,16203,289412,19055,550134,31094,600281,6972,251180,12806,270956,5471,297696,18487,321649,9651,709995,47284,766928,11437,679201,39037,729672,17635,569447,28469,615554,28919,475251,23223,527399,41792,333455,17781,393027,52413,154067,14371,220855,46719,34842,12748,94315,243574,4324955,261509,4830047
1032,33,1363,106,1506,239,2700,272,3210,76,1362,123,1564,60,1084,111,1263,79,2685,244,3001,90,2216,205,2511,107,2016,181,2309,150,1958,138,2244,220,1643,119,1988,217,942,111,1270,172,207,56,442,1454,18183,1668,21306,21,1183,110,1312,110,2635,275,3019,44,1170,118,1336,44,1152,100,1293,78,2914,230,3223,87,2373,205,2663,119,2243,158,2521,169,2263,143,2572,218,1920,125,2259,310,1163,151,1619,368,292,90,753,1554,19310,1708,22567,58,2543,211,2816,346,5332,551,6228,120,2533,244,2899,97,2242,216,2553,151,5602,472,6226,173,4592,404,5175,225,4257,340,4827,316,4222,275,4816,439,3564,243,4250,527,2100,259,2893,544,506,146,1193,3006,37495,3374,43874
1033,16,619,63,695,150,1388,182,1713,62,635,65,756,49,566,60,678,76,1138,105,1316,70,1029,123,1222,104,1161,105,1367,172,1386,149,1701,222,1359,99,1680,225,852,76,1157,157,187,41,391,1294,10329,1056,12682,15,621,63,695,57,1399,163,1608,36,644,49,731,26,553,46,626,73,1254,132,1463,65,1190,110,1366,103,1351,104,1551,169,1636,113,1922,220,1548,105,1877,298,906,99,1300,344,277,80,696,1394,11375,1064,13836,28,1239,123,1392,203,2779,341,3326,89,1283,112,1482,74,1122,105,1301,145,2393,236,2775,138,2223,231,2593,205,2508,208,2920,335,3021,260,3624,437,2907,212,3555,526,1761,176,2458,502,466,114,1086,2688,21703,2119,26519
1034,0,401,15,416,60,808,63,943,13,384,23,423,18,264,20,299,26,614,39,681,25,760,56,840,31,809,64,903,76,1036,73,1185,114,1273,59,1445,117,699,34,852,101,127,23,249,578,7182,460,8222,3,369,18,392,26,785,46,858,20,343,34,399,10,237,15,257,13,686,41,745,19,803,56,881,40,878,49,968,80,1262,78,1417,115,1427,54,1596,165,681,44,895,207,157,36,398,704,7624,477,8802,5,772,31,810,89,1598,107,1794,32,729,55,819,26,497,34,558,42,1303,86,1426,41,1570,107,1719,71,1682,112,1869,151,2296,154,2596,229,2695,117,3039,284,1379,79,1741,305,282,57,644,1279,14806,937,17026
1035,38,1769,108,1913,281,3414,217,3907,69,1729,96,1894,84,1770,119,1973,122,3637,223,3978,73,3041,182,3300,127,2766,174,3063,174,2657,126,2953,233,2138,111,2486,249,1072,106,1431,224,271,43,531,1671,24251,1506,27428,17,1744,86,1849,118,3409,211,3742,77,1716,91,1892,58,2095,110,2263,112,3840,200,4145,100,3263,181,3548,158,2962,150,3277,189,3013,140,3328,270,2399,128,2795,380,1292,110,1778,483,381,95,958,1964,26114,1497,29574,56,3515,193,3763,399,6819,430,7649,145,3454,187,3785,144,3861,225,4233,233,7470,422,8118,174,6309,368,6850,286,5727,323,6335,359,5663,264,6286,507,4534,241,5282,630,2366,214,3211,702,650,135,1488,3632,50368,3005,57003
1036,180,8406,411,8999,1220,17138,878,19240,423,8580,448,9459,349,9771,526,10643,514,18101,955,19563,521,17058,828,18412,716,17115,813,18640,1085,16588,730,18409,1527,12712,637,14879,1743,6516,524,8782,1322,1375,408,3098,9603,133355,7155,150115,78,7957,377,8406,608,16641,872,18125,268,8466,437,9169,256,9617,453,10330,429,18409,914,19752,525,17990,826,19340,901,18007,706,19619,1229,17621,667,19520,1677,13885,636,16195,2534,7086,633,10260,2583,1630,653,4869,11083,137307,7178,155575,259,16358,792,17406,1828,33783,1758,37363,698,17049,888,18627,603,19383,980,20968,940,36504,1872,39317,1046,35052,1654,37753,1619,35123,1521,38260,2317,34207,1396,37926,3205,26594,1270,31070,4278,13608,1156,19040,3908,3008,1062,7966,20692,270663,14339,305691
2000,284,15984,1303,17570,2651,37205,3442,43298,976,17567,1557,20096,656,13911,1379,15950,1048,29756,3552,34352,1123,32482,4058,37663,1770,40122,4234,46126,3045,48359,4418,55812,4222,45942,3961,54129,4165,20876,2162,27203,2851,3852,827,7533,22789,306057,30899,359738,186,15343,1196,16730,1314,35897,3215,40416,580,16405,1468,18448,384,12498,1085,13966,824,31005,2751,34580,1101,34841,3253,39196,2010,42008,3360,47378,3140,50108,3702,56946,3953,44044,3244,51245,4760,19737,2035,26527,5247,4387,1245,10876,23495,306267,26551,356315,473,31330,2496,34298,3959,73102,6656,83716,1549,33967,3026,38547,1044,26409,2461,29910,1873,60755,6305,68929,2219,67324,7314,76856,3781,82130,7593,93509,6185,98465,8116,112766,8179,89985,7209,105370,8923,40613,4200,53737,8102,8241,2071,18413,46288,612325,57447,716050
2001,18,793,44,846,154,1606,85,1849,41,622,32,696,28,631,23,684,38,1622,68,1735,46,1576,74,1692,68,1379,67,1510,71,1135,49,1260,132,942,54,1134,128,378,26,526,63,74,5,145,782,10754,530,12067,10,751,37,797,86,1507,75,1661,33,620,36,690,20,651,32,697,38,1721,72,1830,45,1647,58,1750,70,1488,59,1620,90,1250,66,1407,153,1034,55,1245,167,455,36,659,169,112,14,293,879,11228,542,12651,29,1541,79,1646,242,3109,158,3513,73,1245,69,1388,43,1288,52,1376,76,3343,147,3571,85,3221,132,3442,136,2872,126,3135,163,2381,119,2664,288,1976,114,2371,299,834,57,1187,233,186,14,431,1663,21986,1072,24717
2002,8,416,37,463,98,739,69,906,42,373,28,442,30,341,31,404,38,778,55,865,30,650,58,738,45,727,53,826,62,791,58,916,78,856,57,993,119,497,61,674,66,124,31,226,612,6293,539,7449,0,397,29,432,46,777,79,894,22,357,27,396,22,353,24,393,28,858,63,946,51,733,59,841,60,844,56,960,78,954,63,1091,98,965,63,1124,158,593,56,805,126,135,82,339,676,6951,601,8232,11,819,70,892,142,1518,147,1809,57,727,55,842,50,689,55,795,63,1637,113,1807,77,1379,121,1580,105,1571,110,1787,140,1747,122,2010,173,1824,119,2117,282,1083,118,1477,195,260,118,567,1287,13247,1143,15684
2003,82,3055,149,3289,578,6495,427,7499,217,3062,170,3449,174,3134,210,3513,251,6971,400,7627,237,5998,305,6541,315,5778,345,6439,438,5389,302,6124,583,4506,259,5345,617,2172,183,2967,444,477,93,1015,3933,47033,2841,53805,42,3022,179,3244,302,6389,306,6992,136,3033,193,3367,125,3290,197,3611,241,7124,408,7775,262,6734,344,7337,380,6448,299,7125,484,6148,267,6896,656,5387,275,6325,771,2674,213,3662,957,708,171,1834,4366,50954,2844,58167,126,6073,328,6523,881,12881,728,14490,353,6097,366,6815,303,6425,402,7130,493,14095,808,15403,497,12733,647,13881,694,12227,647,13566,921,11533,567,13020,1245,9890,537,11670,1390,4845,393,6629,1398,1188,263,2851,8299,97984,5686,111973
2004,81,2867,170,3118,631,5828,394,6860,223,2621,138,2984,150,2866,180,3196,237,6069,421,6723,206,5456,314,5982,272,5167,321,5766,343,4993,312,5649,497,4465,256,5212,563,2165,186,2909,441,504,130,1081,3640,43001,2825,49462,39,2848,183,3074,295,5721,332,6351,144,2683,166,2996,89,3057,143,3295,197,6650,409,7259,235,6026,344,6600,298,5779,293,6367,458,5795,311,6563,590,5060,239,5887,727,2510,215,3449,883,621,223,1728,3954,46751,2866,53577,120,5717,353,6186,922,11556,725,13209,366,5302,307,5980,243,5926,320,6489,440,12717,827,13979,434,11487,659,12582,567,10948,619,12136,801,10785,630,12212,1083,9521,492,11096,1287,4673,399,6354,1327,1129,351,2812,7596,89754,5689,103034
2005,6,237,12,260,38,523,34,597,9,226,28,260,10,152,47,202,16,371,229,615,12,518,174,713,25,587,126,746,35,661,73,771,36,709,67,819,44,358,50,457,39,70,56,169,277,4416,906,5598,3,202,10,216,16,493,38,546,4,227,11,245,7,121,10,128,7,411,21,442,14,608,34,657,24,715,49,788,31,783,40,856,61,845,62,967,83,450,76,605,75,100,126,303,337,4947,481,5759,9,439,23,469,53,1016,72,1140,21,454,33,510,10,270,53,334,22,778,247,1057,34,1125,211,1365,54,1299,176,1533,63,1444,118,1631,102,1552,127,1779,125,805,126,1064,118,174,185,472,607,9363,1384,11352
2006,7,319,28,356,53,675,48,777,16,331,16,358,8,334,13,356,39,758,61,852,31,649,33,714,45,647,35,727,53,643,41,736,71,598,38,708,109,345,33,492,84,78,15,173,519,5375,363,6256,0,319,19,336,27,627,48,706,12,325,10,347,12,308,7,326,30,729,40,799,25,629,36,698,44,692,30,767,51,733,28,819,89,693,45,826,120,415,31,561,191,114,19,327,602,5586,318,6503,11,634,47,690,84,1309,93,1483,30,657,23,704,16,638,18,677,71,1486,99,1657,57,1276,74,1409,88,1337,72,1489,106,1375,66,1553,155,1293,86,1536,226,762,66,1056,276,193,28,502,1117,10961,678,12756
2007,8,570,35,611,86,1160,83,1325,36,609,37,679,28,448,33,510,35,1018,77,1136,46,967,56,1066,41,1189,88,1314,70,1301,78,1446,144,1296,97,1532,159,717,78,949,82,159,46,290,732,9431,703,10860,9,529,31,563,44,1198,70,1311,23,570,22,608,16,496,26,542,25,1123,72,1214,41,1137,63,1240,47,1335,67,1449,96,1465,78,1644,137,1415,79,1634,185,749,100,1034,184,176,107,466,813,10186,706,11712,21,1092,63,1175,124,2358,152,2632,54,1173,54,1284,45,949,61,1051,64,2141,150,2351,86,2105,116,2308,85,2524,152,2763,165,2764,156,3085,286,2708,178,3166,345,1466,179,1985,270,331,153,753,1542,19621,1410,22568
2008,160,8171,358,8681,1316,16060,890,18260,485,7484,379,8352,326,8269,600,9198,469,18157,1464,20094,394,16697,1172,18266,583,15627,982,17197,798,14246,819,15871,1195,12585,715,14489,1422,5920,472,7821,1099,1390,243,2727,8258,124599,8089,140950,81,7824,351,8255,654,15811,846,17313,273,7324,363,7959,222,8195,451,8867,419,18764,898,20083,503,18166,885,19555,715,17041,767,18523,1042,16187,679,17905,1399,14207,755,16358,2046,6844,555,9450,2404,1613,383,4403,9768,131983,6929,148681,235,15991,707,16936,1971,31867,1735,35571,766,14812,740,16313,546,16472,1050,18066,888,36923,2370,40178,895,34861,2052,37815,1299,32673,1748,35719,1847,30436,1500,33780,2594,26787,1469,30849,3473,12765,1027,17271,3510,3005,627,7134,18028,256585,15016,289630
2009,5,616,20,641,109,1646,81,1832,32,767,40,835,15,492,22,522,21,788,32,837,16,1348,55,1423,23,1508,73,1603,37,1374,68,1476,50,1014,47,1113,88,480,25,587,65,59,4,127,449,10086,470,11006,11,620,22,645,46,1540,58,1638,26,653,36,711,10,407,34,448,17,842,26,887,17,1559,67,1638,34,1657,84,1776,43,1378,47,1475,70,1086,58,1210,104,455,20,581,121,68,14,192,491,10250,453,11198,15,1238,42,1294,155,3180,139,3477,56,1423,70,1544,27,892,52,970,34,1631,54,1727,41,2903,122,3066,52,3161,160,3378,74,2752,119,2951,120,2097,110,2322,187,939,46,1172,179,126,18,319,944,20339,924,22200
2010,3,461,22,492,88,977,73,1137,23,466,37,521,16,427,39,484,32,996,74,1099,32,850,41,921,25,837,39,900,51,928,51,1017,61,766,46,869,86,431,37,551,87,115,22,228,497,7245,480,8217,4,503,27,531,36,917,47,1007,10,392,30,433,16,448,40,496,32,1062,61,1152,22,926,45,988,42,911,45,999,66,1008,45,1118,76,870,44,984,124,534,45,700,184,150,25,359,617,7721,437,8764,9,966,51,1018,125,1896,121,2139,27,853,65,955,33,874,77,977,64,2050,137,2254,57,1772,89,1913,64,1752,76,1893,114,1930,95,2136,138,1638,89,1857,208,966,70,1245,275,270,44,589,1117,14964,909,16985
2011,2312,136638,7387,146338,15558,271124,14748,301431,5093,126329,6228,137659,3657,152899,9369,165928,5859,356207,23357,385424,6245,333022,18531,357794,8789,276598,14160,299544,12879,226045,11041,249970,18024,158577,8093,184692,22316,76670,5684,104673,17766,17108,2955,37830,118497,2131228,121564,2371285,1319,130000,7184,138502,7444,264330,13986,285762,3233,121848,5780,130864,2799,147286,7645,157732,5933,365861,20804,392597,6987,340958,16711,364658,10955,291713,12834,315500,16354,239691,10337,266382,23802,176711,8647,209161,34672,83661,6524,124858,35448,19935,5160,60543,148955,2181992,115616,2446560,3631,266637,14573,284845,23005,535457,28727,587191,8330,248177,12017,268525,6457,300187,17015,323658,11795,722069,44157,778028,13233,673979,35245,722456,19741,568308,26995,615047,29231,465738,21385,516353,41825,335290,16742,393854,56986,160334,12208,229530,53214,37035,8117,98370,267453,4313219,237175,4817843
2012,30,1434,134,1601,259,2947,319,3529,90,1365,152,1613,77,1341,127,1546,97,3116,302,3514,88,2622,287,2997,146,2756,302,3205,212,2831,252,3292,329,2298,224,2850,321,1152,115,1593,236,234,45,515,1887,22091,2280,26257,17,1401,144,1560,122,2913,312,3349,48,1330,123,1502,33,1313,110,1455,65,3272,320,3663,79,2902,292,3275,161,3062,256,3482,265,2992,221,3480,333,2422,203,2951,453,1193,121,1766,505,302,67,873,2084,23106,2172,27360,47,2834,280,3161,382,5862,635,6874,136,2692,278,3114,113,2655,234,3004,164,6389,626,7176,167,5526,583,6274,310,5817,566,6686,479,5823,474,6775,656,4721,428,5804,774,2344,236,3359,742,539,115,1391,3971,45195,4455,53620
2013,20,509,49,581,117,1071,105,1294,49,538,44,635,39,517,41,598,53,1189,107,1350,48,1003,94,1136,84,1083,95,1265,126,1335,108,1571,180,1153,93,1433,155,510,45,704,111,112,12,237,981,9022,798,10799,10,515,41,565,62,1079,102,1246,33,517,38,578,29,505,41,578,56,1203,96,1354,64,1087,96,1248,103,1226,97,1426,141,1328,109,1574,169,1199,93,1457,232,519,57,808,227,119,17,365,1129,9288,785,11200,26,1024,89,1142,175,2152,204,2536,78,1049,81,1212,64,1023,84,1175,116,2391,197,2703,115,2088,189,2390,185,2309,194,2689,264,2662,218,3141,355,2350,186,2886,387,1025,103,1515,341,230,35,602,2110,18306,1585,21997
2014,9,238,22,264,52,531,51,631,21,293,32,340,17,252,21,294,10,456,34,506,33,494,41,565,42,639,44,723,53,767,47,867,75,689,55,822,62,297,21,384,62,64,7,130,434,4723,376,5529,4,225,21,250,30,538,53,617,24,261,15,298,7,220,14,243,19,519,37,570,35,555,54,640,34,673,33,742,78,775,40,887,76,694,33,803,87,309,29,426,114,92,16,219,506,4857,343,5700,11,462,44,510,79,1070,104,1248,44,552,41,639,23,474,33,534,33,974,71,1080,64,1045,93,1204,76,1309,81,1474,129,1538,91,1755,150,1385,85,1622,153,608,54,816,174,152,23,346,937,9571,718,11230
2015,11,419,20,451,83,858,56,995,35,390,21,446,31,349,37,424,41,822,70,934,36,754,53,837,53,734,64,855,52,795,41,890,116,676,54,843,114,350,18,492,69,75,28,171,643,6222,462,7328,4,407,29,439,33,840,44,919,9,388,32,436,6,360,25,389,34,863,40,940,38,840,60,941,63,939,52,1045,75,890,40,1007,99,809,51,957,131,438,36,604,144,115,35,293,652,6881,444,7973,15,824,50,886,117,1698,100,1913,40,779,52,880,36,712,58,809,73,1681,115,1869,79,1590,113,1785,112,1674,112,1900,132,1688,79,1899,210,1487,101,1800,250,792,58,1098,217,187,60,465,1294,13103,902,15301
2016,28,1603,133,1765,275,3160,317,3752,85,1462,132,1679,71,1404,149,1626,93,3129,284,3503,107,2799,249,3158,168,2789,231,3184,261,2557,227,3039,272,2122,173,2570,320,1138,130,1591,237,254,52,546,1927,22413,2087,26422,28,1459,133,1622,130,3079,285,3494,47,1421,106,1575,55,1368,123,1541,89,3400,302,3792,117,3003,262,3376,201,2850,189,3236,247,2779,220,3250,323,2389,165,2874,429,1234,135,1797,482,298,83,862,2142,23270,2003,27417,57,3054,269,3387,406,6241,607,7250,136,2880,239,3248,125,2774,273,3166,184,6524,587,7295,228,5803,513,6540,365,5634,421,6425,508,5333,451,6290,598,4510,339,5443,747,2378,266,3386,719,551,135,1406,4071,45683,4092,53841
2017,3,343,21,363,47,594,40,683,16,263,22,300,7,308,17,339,19,694,56,774,12,585,37,638,22,504,38,559,28,577,45,653,55,444,26,531,61,259,17,334,54,81,18,153,324,4662,342,5324,0,344,36,381,27,630,57,717,4,244,13,261,3,313,30,353,17,792,58,866,23,635,45,698,21,529,29,575,29,597,38,673,52,511,32,588,99,355,18,477,127,112,24,266,414,5053,385,5858,6,683,54,747,75,1221,101,1401,17,507,36,563,13,625,49,690,40,1493,114,1643,34,1216,81,1338,42,1030,60,1133,61,1181,82,1321,105,955,62,1116,162,610,41,813,185,203,35,417,737,9716,731,11186
2018,32,1125,102,1258,220,2305,230,2755,79,1075,82,1242,64,1057,92,1205,102,2430,237,2770,99,2162,204,2468,146,2176,201,2524,212,2217,187,2619,298,1915,154,2367,259,955,121,1335,169,208,75,457,1695,17625,1687,21009,22,1119,93,1235,111,2201,231,2549,45,1064,87,1198,41,1086,106,1233,98,2669,232,3000,115,2291,212,2616,167,2292,150,2607,248,2524,197,2968,314,2082,144,2538,352,1066,123,1539,396,246,120,765,1907,18656,1692,22253,52,2246,193,2494,339,4511,462,5303,125,2142,170,2434,104,2139,195,2440,195,5096,469,5760,215,4455,418,5089,310,4474,351,5134,460,4741,378,5586,613,3996,296,4902,613,2028,243,2879,568,456,193,1221,3599,36276,3379,43252
2019,6,460,29,503,108,1065,75,1249,42,545,25,610,27,414,23,463,38,982,66,1086,44,968,57,1062,51,1002,58,1102,85,1009,59,1153,112,936,65,1115,149,563,47,755,110,149,27,285,786,8088,519,9395,6,502,33,539,50,1036,53,1138,21,520,37,578,24,462,32,516,29,1087,73,1192,49,1065,44,1158,46,1165,66,1285,102,1169,60,1329,122,1106,57,1284,221,684,58,959,277,193,35,509,948,8988,557,10488,16,965,59,1039,164,2099,126,2389,68,1062,64,1188,53,876,52,980,71,2067,142,2282,91,2033,103,2229,102,2165,123,2388,187,2178,114,2478,236,2038,125,2399,368,1241,106,1714,391,344,65,795,1729,17077,1073,19882
2020,26,1259,75,1359,224,2434,187,2849,67,1054,48,1173,43,991,61,1092,98,2443,151,2694,72,2137,171,2378,87,2148,159,2392,159,2191,118,2468,217,2063,120,2399,238,1110,73,1416,175,201,31,411,1407,18034,1192,20625,23,1297,81,1399,96,2444,177,2714,58,1071,69,1189,46,1033,43,1121,73,2725,193,2988,93,2307,154,2554,124,2396,139,2656,176,2542,136,2851,231,2204,129,2559,304,1146,89,1534,354,245,37,636,1562,19395,1237,22199,50,2556,152,2754,316,4878,363,5561,121,2122,114,2362,90,2025,107,2216,171,5169,344,5681,162,4443,325,4929,207,4544,296,5047,331,4731,255,5318,450,4261,246,4958,534,2253,162,2949,533,443,65,1045,2964,37431,2430,42827
