SUA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
1027,645,831,2302,2063,1899,1438,503,83,6,9768,4,10,22,13,18,16,12,9,0,104,0,25,74,61,19,11,0,0,0,188,7,17,66,52,38,28,11,0,0,213,0,0,10,0,4,4,3,0,0,27,5,12,41,50,38,34,20,0,0,194,0,14,21,15,12,16,0,0,0,79,221,128,224,172,151,140,33,0,0,1075,227,112,159,127,72,71,26,0,0,781,0,12,23,33,29,37,7,0,0,152,0,3,15,17,11,3,3,0,0,65,0,18,46,37,45,21,9,0,0,167,3,4,34,24,27,13,11,0,0,116,5,26,110,96,79,67,15,0,0,396,5,19,70,89,76,67,9,0,0,330,10,47,164,238,245,130,23,0,0,867,31,86,283,337,350,228,61,9,0,1372,56,262,815,692,619,516,110,6,0,3073,21,11,16,10,14,6,4,0,0,82,22,30,98,92,72,39,9,3,0,361
1028,744,853,1828,2087,2231,1818,604,93,11,10270,3,3,6,6,4,11,8,0,0,35,0,0,0,0,0,3,0,0,0,10,18,18,33,33,30,32,8,3,0,177,0,0,30,73,93,67,3,0,0,261,3,10,22,52,71,48,12,3,0,222,3,7,12,15,18,25,9,0,0,83,250,167,179,198,202,207,58,5,0,1271,348,198,182,141,124,108,29,0,0,1135,5,8,17,19,37,31,10,0,0,126,7,5,17,13,13,15,6,0,0,73,3,10,32,47,57,40,3,5,0,192,4,12,38,32,43,34,15,5,0,180,12,27,91,118,111,88,28,6,0,470,5,30,48,80,93,96,14,0,0,366,5,26,89,142,184,101,16,0,0,558,30,84,291,366,442,288,53,6,0,1561,94,293,678,694,839,733,164,9,0,3517,23,20,26,15,24,13,9,0,0,130,13,41,83,90,72,71,22,0,0,394
1029,455,552,1094,864,880,647,151,20,5,4664,5,9,8,11,10,8,3,0,0,49,6,28,108,105,89,21,0,0,0,349,12,17,32,20,21,10,4,0,0,109,0,3,10,14,10,4,0,0,0,41,4,4,31,27,33,15,7,0,0,119,0,10,7,12,16,7,3,0,0,61,69,60,85,91,82,64,15,0,0,459,126,64,72,46,51,37,5,0,0,397,0,10,10,12,19,13,5,0,0,62,0,3,5,0,0,0,0,0,0,10,0,0,14,16,14,12,0,0,0,52,0,0,17,16,10,6,0,0,0,56,0,8,54,25,32,13,8,0,0,133,6,26,66,51,49,26,4,0,0,229,8,8,41,36,38,22,3,0,0,156,8,22,76,98,110,64,13,0,0,391,21,74,145,143,152,126,18,0,0,681,3,0,9,12,4,3,0,0,0,31,19,26,49,33,32,9,0,0,0,168
1030,187,310,712,762,784,710,208,27,0,3698,0,4,0,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,13,5,11,19,19,16,0,0,0,85,0,4,8,0,4,0,0,0,0,19,0,6,33,24,29,21,4,0,0,126,0,0,5,10,6,3,0,0,0,27,61,50,61,87,91,73,14,5,0,448,82,50,62,50,62,62,12,0,0,380,3,0,3,13,19,12,11,0,0,55,0,0,0,4,0,3,3,0,0,14,0,8,17,22,14,11,0,0,0,71,0,0,15,9,18,20,4,0,0,72,0,3,37,41,44,38,13,0,0,176,4,7,32,39,50,33,6,0,0,168,4,18,72,82,86,50,3,0,0,316,4,21,106,110,124,100,35,0,0,488,17,58,166,204,246,249,50,3,0,991,0,0,6,11,18,0,6,0,0,40,13,12,36,34,28,20,5,0,0,146
1031,42371,103687,284120,286249,229906,164879,50343,7370,617,1169526,117,221,631,689,886,652,264,65,14,3537,0,38,212,241,223,141,27,10,0,894,1175,2329,8108,10011,10196,7242,1546,123,9,40732,21,239,1128,1476,1252,631,105,8,0,4856,418,1981,8140,8431,6792,3854,986,121,8,30732,308,1703,6724,8260,7377,4449,957,104,13,29892,11920,16970,23768,19316,16595,11826,2886,281,19,103573,15210,10887,12898,8355,6475,4643,977,86,11,59547,464,1998,6607,7327,7088,4690,942,73,4,29190,348,1713,6971,6506,4345,2051,445,51,3,22426,320,4842,21456,24940,16429,7352,1475,129,24,76956,391,1826,5463,5501,4330,2546,851,191,34,21138,1036,10336,36751,30221,20292,11214,3471,436,15,113771,499,2967,9638,8560,7440,5230,1320,136,7,35794,464,3266,12960,15218,13676,8917,1848,103,9,56462,4003,10696,31148,31218,31373,22317,5915,446,19,137131,3729,20943,56365,49251,45426,36364,9849,852,23,222792,1306,2290,4366,3424,2640,1694,560,94,6,16378,1319,3099,8180,7263,6642,4397,1104,137,11,32142
1032,739,898,2367,1969,1754,1500,516,77,7,9833,5,8,25,21,23,15,10,3,0,108,0,4,0,0,0,0,0,0,0,13,30,52,202,151,86,68,10,0,0,593,0,0,3,9,6,9,0,0,0,30,6,4,38,39,32,36,11,0,0,168,6,7,21,27,23,26,4,0,0,111,233,130,246,181,199,158,47,0,0,1187,246,104,165,128,80,83,14,7,0,827,8,15,31,36,46,47,14,0,0,180,0,12,33,16,9,6,4,0,0,77,0,18,58,35,51,35,12,0,0,205,3,9,34,25,23,15,6,7,0,121,4,35,114,81,78,50,17,4,0,375,8,23,67,81,83,59,15,0,0,337,3,23,90,137,127,92,14,0,0,488,36,85,287,293,333,254,58,6,0,1358,58,249,725,575,561,508,122,9,0,2808,17,10,16,22,13,5,10,0,0,98,28,36,95,65,68,51,19,4,0,366
1033,333,420,905,823,883,890,288,38,3,4584,4,3,9,3,15,11,5,0,0,49,0,0,0,0,0,0,0,0,0,6,7,9,18,22,25,33,7,0,0,117,0,4,0,5,0,3,0,0,0,10,3,0,12,15,23,8,0,0,0,71,0,0,7,10,9,6,5,0,0,34,118,69,127,120,130,106,27,7,0,698,120,41,73,65,42,51,5,0,0,387,0,0,6,11,7,22,6,0,0,59,0,4,5,4,10,5,3,0,0,32,0,8,15,14,30,13,6,0,0,75,7,10,16,15,13,17,3,4,0,77,3,11,33,37,24,28,7,3,0,149,9,14,41,34,50,36,10,0,0,191,0,9,28,39,48,30,0,0,0,147,10,44,103,117,120,125,23,6,0,541,44,130,334,305,412,374,78,5,0,1675,7,3,8,5,8,6,4,0,0,45,3,14,41,39,42,23,4,0,0,165
1034,243,211,537,667,691,615,245,25,0,3230,0,3,6,3,3,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,9,11,3,16,14,7,0,0,0,66,0,0,0,0,3,0,0,0,0,0,0,10,17,21,17,17,4,0,0,87,0,0,3,9,7,6,3,0,0,33,93,28,70,101,97,96,41,3,0,526,91,42,88,86,87,66,14,0,0,470,0,0,6,6,12,11,5,0,0,41,4,3,5,3,4,0,0,0,0,19,3,6,14,15,18,20,0,0,0,68,0,3,11,12,15,19,6,0,0,68,4,7,34,48,37,40,16,0,0,188,0,11,22,24,50,44,9,0,0,160,0,5,26,32,39,29,7,0,0,134,3,16,71,101,106,102,22,3,0,428,8,45,108,144,161,187,33,0,0,691,0,0,11,6,7,7,0,0,0,38,4,11,32,22,36,20,3,0,0,132
1035,1040,1460,3264,2762,2477,2094,677,102,10,13887,11,39,17,22,23,24,22,5,0,155,0,0,3,3,0,0,0,0,0,6,41,33,82,103,57,54,12,0,0,382,0,9,9,11,15,7,0,0,0,56,11,19,52,88,51,54,15,0,0,291,0,15,33,29,33,27,8,0,0,152,333,269,297,213,199,188,58,3,0,1565,337,243,198,133,107,95,30,6,0,1137,7,9,37,33,50,43,16,0,0,196,7,10,26,20,11,7,0,0,0,88,4,19,65,64,50,35,4,0,0,248,5,17,47,32,20,13,8,0,0,143,17,85,169,136,102,80,18,5,0,605,18,41,105,132,105,102,18,0,0,514,30,72,185,201,218,150,32,0,0,890,50,162,424,478,540,390,93,4,0,2151,97,403,1077,846,809,678,155,11,0,4082,27,22,23,18,9,10,0,0,0,110,33,83,132,101,78,83,21,3,0,530
1036,4031,7279,15606,15172,14680,11283,2663,299,29,71043,11,25,29,34,29,26,13,12,0,183,0,14,57,59,41,15,0,0,0,194,104,160,381,388,438,233,55,0,0,1763,3,17,49,56,66,31,6,0,0,226,38,113,379,382,360,223,58,6,0,1568,22,39,143,179,186,103,28,6,0,694,1123,1254,1273,1208,1243,993,197,14,0,7300,1826,1166,773,547,530,385,75,3,0,5308,32,95,241,247,287,225,48,4,0,1180,20,57,165,138,102,51,11,0,0,537,27,189,703,772,703,351,58,7,0,2805,30,95,203,237,218,137,33,5,4,962,83,428,1017,1003,717,445,122,16,0,3833,45,178,449,524,581,471,75,9,0,2333,54,265,983,1291,1220,731,84,0,0,4630,235,718,2269,2441,2547,1847,352,25,0,10434,394,1867,4448,3973,4212,3249,621,23,0,18794,111,131,201,193,155,93,29,0,0,912,148,306,576,494,459,312,71,8,0,2383
2000,9304,11640,26567,29174,34823,35642,14799,3202,388,165532,431,617,1563,1834,2372,2911,2304,761,83,12879,6,36,59,69,86,63,16,0,3,326,593,453,1087,1220,1680,1416,363,31,5,6852,8,36,163,236,245,178,36,4,0,898,71,227,779,896,1001,827,200,23,0,4027,93,152,356,385,549,471,122,20,7,2144,2588,1532,2220,2430,3293,3076,757,59,0,15952,3073,1410,1794,1566,1854,1747,525,43,3,12017,63,129,410,544,840,819,242,34,0,3081,27,60,193,196,230,213,69,10,0,1007,23,149,565,715,751,569,122,10,0,2896,35,111,324,330,398,330,103,19,0,1655,98,388,1241,1746,1706,1392,473,47,0,7091,101,225,689,871,1132,1036,258,38,0,4345,87,367,1428,2142,2558,2063,419,31,0,9094,295,859,3276,4367,4988,4169,1035,49,4,19042,505,2166,6291,6700,8833,9483,2162,92,3,36234,238,243,505,503,551,435,151,15,0,2651,241,451,1063,979,1025,823,255,26,0,4855
2001,329,540,1497,1463,1258,903,255,27,0,6266,0,16,13,14,6,12,3,0,0,73,0,0,0,6,0,7,0,0,0,6,25,11,20,40,40,28,3,0,0,172,0,0,9,13,16,4,0,0,0,34,3,23,70,68,48,35,6,0,0,253,0,3,21,30,25,17,0,0,0,93,73,108,135,91,119,83,21,4,0,632,155,70,65,48,27,18,9,0,0,385,3,15,66,57,56,38,10,0,0,252,0,3,13,7,8,3,0,0,0,36,0,9,49,42,50,9,9,0,0,170,0,12,26,15,19,5,4,0,0,87,6,30,93,88,64,33,11,4,0,323,8,13,44,36,46,25,4,0,0,163,0,17,117,127,127,79,23,0,0,494,22,70,240,250,236,141,20,3,0,983,7,93,295,276,248,215,37,0,0,1176,17,12,23,15,14,6,0,0,0,92,16,31,55,57,47,13,4,0,0,221
2002,229,281,682,566,628,573,230,41,3,3233,7,7,27,11,10,9,8,10,0,89,0,3,0,0,0,0,0,0,0,3,13,19,32,42,27,46,9,0,0,201,0,5,0,6,0,3,0,0,0,15,0,4,17,16,17,13,0,0,0,73,0,7,10,4,19,12,7,0,0,57,72,42,70,62,68,63,11,0,0,390,79,35,43,26,18,30,9,0,0,240,0,0,6,0,12,15,6,0,0,37,0,0,0,0,4,0,0,0,0,13,0,0,9,6,8,8,6,0,0,39,0,3,9,11,15,8,0,0,0,54,0,7,20,30,17,19,14,0,0,119,0,14,28,20,30,19,8,0,0,115,3,6,38,52,48,29,10,0,0,186,13,41,87,88,113,84,18,0,0,439,16,59,200,175,207,210,51,0,0,918,0,0,7,8,7,8,0,0,0,29,3,15,25,18,35,8,8,0,0,120
2003,1617,2579,6115,5364,5083,4055,1162,144,15,26116,5,27,23,35,28,23,24,8,0,170,0,0,11,16,10,3,0,0,0,49,101,84,151,199,229,170,33,0,0,976,0,4,33,33,41,18,7,0,0,140,16,43,115,155,129,97,26,0,0,576,19,19,52,52,58,40,9,0,0,249,498,505,615,439,453,422,86,6,0,3023,703,438,327,252,186,154,34,0,0,2097,4,34,103,87,87,85,20,3,0,420,14,32,89,70,74,35,17,0,0,322,4,30,102,101,117,71,7,0,0,433,12,29,85,65,54,40,17,0,0,301,11,101,335,352,270,154,38,3,0,1259,23,65,177,146,171,125,32,4,0,748,7,92,354,468,431,240,51,3,0,1654,78,218,860,999,972,694,149,8,0,3980,109,697,1861,1679,1654,1448,269,11,0,7717,53,75,94,111,89,58,18,0,0,498,36,114,228,166,155,114,30,3,3,850
2004,1466,2341,5499,4920,4546,3711,1141,138,12,23776,3,10,47,38,25,30,19,8,0,178,0,13,41,17,16,13,4,0,0,106,85,117,253,231,214,149,33,0,0,1079,0,23,32,38,42,20,9,0,0,166,15,63,125,106,135,94,20,4,0,554,5,14,45,46,39,45,11,0,0,208,504,409,518,382,446,371,79,13,0,2728,647,350,311,226,197,164,36,0,0,1936,0,17,52,50,73,73,18,0,0,289,8,28,53,29,36,24,10,0,0,181,8,47,183,283,226,120,20,0,0,895,7,27,62,41,51,38,5,4,0,236,14,87,268,247,212,132,47,5,0,1008,23,70,174,144,176,176,33,4,0,794,10,70,287,395,348,255,57,3,0,1426,62,197,671,760,708,518,111,3,0,3025,101,695,1868,1574,1485,1385,292,6,0,7400,35,58,64,74,64,44,11,0,0,352,28,77,208,175,139,138,35,3,0,811
2005,112,124,316,465,517,467,177,24,5,2209,0,0,6,3,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,10,0,29,27,35,29,11,0,0,146,0,0,0,4,3,0,0,0,0,5,0,0,7,10,7,7,6,0,0,41,0,0,0,8,6,0,6,0,0,14,52,17,25,26,47,44,17,0,0,229,35,16,32,21,23,18,8,0,0,152,0,0,6,6,9,14,0,0,0,35,0,0,6,12,15,13,0,0,0,46,0,3,0,15,3,7,0,0,0,27,0,0,6,5,4,8,4,0,0,27,0,6,23,36,35,28,11,0,0,140,0,0,9,13,12,19,11,0,0,52,0,0,29,41,65,45,12,0,0,191,5,6,32,106,106,83,26,0,0,367,4,16,94,121,154,183,42,0,0,625,0,0,13,16,26,19,0,4,0,82,0,7,10,18,20,7,11,0,0,77
2006,219,283,712,585,569,490,178,25,5,3057,4,7,28,19,6,10,8,0,0,96,0,0,0,0,0,0,0,0,0,0,23,59,123,68,51,28,3,0,0,361,0,0,0,4,4,3,3,0,0,13,0,0,10,13,10,9,3,0,0,48,0,4,12,0,10,9,3,0,0,31,85,43,59,48,67,50,14,0,0,372,73,21,45,36,33,32,5,0,0,238,0,0,0,9,11,3,6,0,0,28,0,4,4,8,9,6,0,0,0,30,0,4,3,8,12,4,0,0,0,28,0,3,4,9,6,3,0,0,0,27,0,13,14,22,23,20,9,0,0,103,4,8,15,31,21,26,3,0,0,110,5,4,14,32,41,20,14,0,0,131,14,23,59,76,78,69,8,0,0,321,11,44,145,137,167,179,43,0,0,723,4,5,8,9,0,4,4,0,0,31,3,10,20,15,22,9,10,0,0,91
2007,391,398,935,913,1058,1008,332,46,5,5083,0,7,8,10,17,12,7,3,0,66,0,0,0,0,0,0,0,0,0,0,38,23,33,60,60,39,11,0,0,269,0,0,7,3,7,0,0,0,0,20,3,0,24,27,39,39,5,0,0,139,0,0,3,18,17,6,0,0,0,55,87,79,97,96,128,114,38,0,0,638,140,66,93,74,95,92,18,8,0,578,0,6,3,11,26,15,13,0,0,73,0,3,7,7,3,0,0,0,0,19,3,11,13,20,34,15,8,0,0,97,0,0,9,18,14,14,0,0,0,62,4,11,47,45,45,30,5,3,0,186,4,4,26,34,33,33,10,0,0,150,5,12,37,65,63,44,6,0,0,233,12,37,108,147,151,116,19,0,0,589,16,108,300,256,327,329,73,4,0,1420,24,14,22,21,16,15,9,0,0,125,8,21,62,45,41,39,4,0,0,224
2008,3811,6682,16282,15421,13924,10637,3305,456,41,70550,26,44,65,70,84,90,48,20,0,443,0,4,7,7,8,10,0,0,0,45,223,204,409,463,512,363,85,3,0,2256,0,21,141,145,114,49,5,0,0,474,23,149,442,458,372,237,84,10,0,1780,26,63,197,229,252,166,38,3,0,976,1291,1454,1665,1386,1343,1049,233,11,3,8429,1769,1198,906,544,515,389,84,12,0,5418,32,89,220,253,258,199,44,0,0,1096,35,46,115,152,108,74,15,0,0,543,4,66,605,728,562,243,48,0,0,2253,10,77,223,197,207,134,41,5,0,893,32,280,1071,1052,897,532,181,17,0,4060,38,156,421,464,478,376,102,8,0,2031,26,153,985,1178,1192,789,146,15,0,4481,131,595,2129,2535,2320,1691,336,12,0,9757,202,1487,4715,4152,4110,3531,737,36,0,18965,118,161,258,211,181,116,32,9,0,1076,104,307,649,546,434,331,74,7,0,2451
2009,373,409,733,1297,1432,1111,306,61,3,5725,10,3,3,10,16,13,9,0,0,60,0,0,0,0,4,0,0,0,0,4,27,14,22,47,52,40,10,0,0,206,0,3,6,10,10,9,0,0,0,36,4,4,33,60,70,44,9,0,0,225,0,3,4,14,33,14,6,0,0,74,124,70,42,60,95,75,22,0,0,489,130,38,20,22,41,20,8,0,0,276,0,17,22,51,65,41,12,0,0,206,4,0,8,21,19,12,0,0,0,61,0,7,31,79,64,43,6,0,0,223,0,0,10,15,22,11,0,0,0,70,6,20,68,142,108,52,23,3,0,419,0,6,10,32,38,31,7,0,0,132,7,16,70,130,138,90,17,0,0,467,19,31,137,251,257,199,43,0,0,939,20,71,159,290,317,187,49,3,0,1108,8,20,13,16,13,13,5,0,0,94,8,18,23,60,45,37,4,0,0,193
2010,259,353,907,765,756,716,241,57,10,4063,3,4,16,4,9,21,13,11,0,83,0,0,0,0,0,0,0,0,0,3,19,13,15,6,14,12,0,0,0,82,0,3,20,17,5,9,0,0,0,52,5,8,18,14,19,17,0,0,0,77,0,7,16,16,11,19,5,0,0,70,87,56,88,60,102,106,21,3,0,518,76,30,36,38,37,38,11,0,0,267,0,7,8,10,11,7,0,0,0,53,0,10,8,8,9,3,0,0,0,32,0,9,23,24,28,6,0,0,0,96,0,3,3,4,3,8,3,0,0,30,3,11,42,44,35,16,5,0,0,167,5,11,25,33,26,31,6,0,0,127,0,13,51,52,32,50,3,0,0,208,5,38,120,95,124,88,24,4,0,503,22,106,321,264,255,251,52,3,0,1269,3,4,14,12,4,10,3,0,0,50,5,19,34,39,31,21,10,0,0,159
2011,48044,113775,311625,299939,242165,172143,51063,7253,575,1246580,128,387,1216,1250,1301,985,370,112,8,5765,4,32,187,296,297,103,28,3,0,957,2273,3282,10433,12563,13186,8816,1745,164,7,52469,30,346,2100,2861,1795,790,121,7,0,8049,358,2179,8536,8367,6849,4283,1030,120,0,31722,316,1633,5803,7000,6717,4084,909,98,5,26567,15768,23536,27079,20270,19651,13705,3211,286,12,123514,21415,15892,15826,9158,7416,4689,966,87,3,75456,353,2084,6645,6842,6460,4160,794,50,3,27383,553,1437,4788,4679,3188,1507,344,40,6,16537,166,2887,14848,17399,11347,5256,1090,92,5,53093,259,1558,5441,4527,3853,2327,764,137,14,18868,568,7593,33044,28267,19080,10189,3041,333,18,102142,511,3385,10626,8800,8125,5362,1427,125,7,38364,371,3316,15295,17424,15607,10193,2059,192,7,64453,2910,9780,35301,36249,34318,24094,5504,417,12,148589,2499,20597,66949,57878,52094,39364,9788,626,18,249824,2118,3142,5234,4366,3413,1935,563,82,8,20851,1167,3899,10650,9184,7994,5122,1261,119,7,39409
2012,691,1029,2631,2240,2349,2103,692,94,14,11844,3,40,191,132,140,103,60,9,0,669,0,0,10,0,0,6,0,0,0,27,19,33,74,85,91,62,11,4,0,375,0,8,6,14,24,17,3,0,0,76,4,15,45,63,51,49,12,0,0,239,0,17,49,51,33,41,13,0,0,206,316,183,224,215,261,236,43,3,0,1475,226,138,155,137,137,110,31,4,0,936,5,16,36,38,49,54,14,0,0,210,4,5,9,13,19,7,0,0,0,64,0,8,44,43,58,23,9,0,0,195,0,17,24,23,46,22,11,0,0,146,11,38,136,98,87,51,20,0,0,449,11,43,109,99,108,111,23,5,0,500,3,29,117,155,153,139,23,3,0,626,26,85,317,379,401,277,66,0,0,1551,40,247,705,571,667,576,122,4,0,2942,11,11,12,18,24,16,3,0,0,98,12,37,115,78,63,51,14,0,0,370
2013,280,392,985,830,845,863,234,23,5,4469,9,4,11,27,17,12,6,3,0,92,0,5,3,3,3,0,0,0,0,19,4,18,29,23,17,20,0,0,0,102,6,7,19,18,16,5,0,0,0,72,5,8,35,22,27,14,5,0,0,106,5,3,4,8,10,6,0,0,0,31,90,59,102,78,120,82,17,0,0,562,107,49,49,28,28,34,5,0,0,307,0,6,11,9,22,14,5,0,0,62,0,4,9,6,0,3,3,0,0,31,0,11,39,36,19,19,0,0,0,126,0,11,13,11,14,7,0,0,0,63,3,16,39,32,25,22,6,0,0,148,3,17,21,26,45,25,5,0,0,146,3,15,81,98,98,79,18,0,0,384,6,37,85,109,141,108,27,0,0,520,12,108,263,238,266,259,62,0,0,1210,9,3,14,8,0,6,0,0,0,36,11,16,38,31,32,19,12,0,0,159
2014,171,209,396,444,532,517,166,27,4,2465,0,8,8,10,9,8,9,0,0,56,0,0,0,0,0,0,0,0,0,0,9,9,10,19,28,22,3,0,0,109,0,0,4,6,8,4,0,0,0,17,4,0,3,6,7,10,0,0,0,27,3,0,5,13,9,4,4,0,0,33,61,20,27,36,60,22,13,0,0,237,57,28,34,34,33,42,6,0,0,237,0,3,9,10,13,13,0,0,0,56,0,0,3,0,0,3,0,0,0,15,0,0,5,13,14,3,0,0,0,34,0,0,9,3,3,3,6,0,0,29,0,0,13,11,15,15,0,0,0,63,0,6,14,17,24,17,0,0,0,82,3,14,21,43,32,47,8,0,0,162,5,20,55,73,89,60,8,0,0,310,6,40,144,110,153,154,48,0,0,647,5,6,5,9,4,6,5,0,0,43,9,6,24,20,19,12,8,0,0,88
2015,206,296,745,671,628,577,162,35,5,3315,0,8,9,16,9,4,0,4,0,59,0,3,3,6,5,3,0,0,0,21,8,0,12,14,13,12,0,0,0,68,0,3,8,4,9,4,4,0,0,23,0,5,17,17,25,14,0,0,0,82,0,0,0,8,3,0,0,0,0,19,94,61,55,49,82,59,9,3,0,424,73,34,41,23,24,25,3,0,0,227,0,4,8,5,4,10,0,0,0,34,0,3,3,3,4,0,0,0,0,18,0,0,7,3,14,9,0,0,0,40,0,5,10,9,16,4,6,0,0,46,0,13,47,34,23,15,4,0,0,135,0,0,17,19,15,21,5,0,0,81,5,21,64,64,84,52,11,0,0,305,9,19,101,105,128,89,22,0,0,465,7,61,217,204,220,195,38,0,0,946,0,5,12,10,8,4,0,0,0,40,6,10,33,28,26,17,10,0,0,131
