SUA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
1036,..,137,416,71,94,75,95,51,29,39,1006,..,94,414,129,104,170,145,51,13,34,1155,..,0,11,5,3,15,34,18,17,13,122,..,0,0,6,0,6,0,0,0,0,10,..,94,424,143,109,186,183,70,29,49,1283,..,0,5,0,0,0,0,0,0,0,9,..,226,842,213,208,266,280,120,52,90,2294,346,464,231,30,41,34,72,67,20,29,1332,161,335,419,172,151,215,311,200,7,36,2009,0,6,3,17,15,18,22,3,0,3,84,0,0,0,0,0,0,0,0,0,0,4,161,340,426,190,167,233,333,196,10,34,2095,0,0,0,0,0,0,0,0,0,7,8,511,803,659,214,207,272,405,267,24,70,3431,780,267,482,108,111,142,131,73,14,52,2158,463,417,1030,355,413,458,522,211,24,54,3938,8,30,69,41,25,38,55,13,4,3,283,0,0,0,0,0,0,0,0,0,0,3,465,450
2000,..,231,509,129,85,99,94,69,34,94,1343,..,58,285,82,93,91,141,64,43,52,899,..,3,4,0,8,7,25,14,40,12,113,..,0,3,0,0,0,5,0,0,7,10,..,57,290,81,105,92,169,78,86,71,1026,..,0,0,3,0,0,0,0,0,0,7,..,292,801,211,183,191,261,148,124,166,2379,331,649,260,49,38,56,80,32,28,59,1580,60,282,244,81,99,131,243,61,42,25,1275,8,3,6,12,28,41,45,10,9,10,171,0,0,0,0,0,0,7,0,0,3,10,65,289,252,96,126,176,296,75,49,41,1460,0,0,0,0,0,0,0,0,0,29,31,394,938,512,143,167,228,373,107,78,131,3078,828,429,656,136,144,176,216,84,51,93,2814,239,439,919,354,382,487,619,188,103,103,3830,23,44,134,84,102,117,192,50,7,47,798,0,0,0,0,0,3,7,0,6,3,24,265,488
2001,..,14,26,9,8,8,0,0,0,8,74,..,6,45,17,8,9,13,0,6,0,103,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,6,45,17,8,8,15,0,6,7,105,..,0,0,0,0,0,0,0,0,0,0,..,21,67,26,12,7,21,5,6,12,178,12,41,14,3,0,0,0,0,0,0,84,11,18,17,10,11,14,16,16,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,17,10,11,14,16,16,0,0,113,0,0,0,0,0,0,0,0,0,0,0,25,62,35,14,15,9,16,15,0,3,196,51,35,48,3,10,8,3,3,5,0,163,16,58,155,56,33,40,32,3,6,5,406,0,0,3,6,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,22,58
2002,..,3,18,4,5,0,0,0,0,3,36,..,4,16,4,3,0,0,0,3,0,36,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,4,16,4,3,3,0,0,5,0,38,..,0,0,0,0,0,0,0,0,0,0,..,7,37,5,6,6,5,3,5,6,73,7,11,16,0,4,0,0,0,0,0,35,4,4,10,0,0,3,5,6,0,3,38,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,4,10,5,3,9,11,6,0,3,44,0,0,0,0,0,0,0,0,0,0,0,11,18,27,6,4,9,8,6,0,3,82,27,12,15,6,5,4,9,0,0,3,82,5,16,38,16,16,15,24,12,0,0,146,0,0,6,4,4,6,9,0,0,0,32,0,0,3,0,0,0,0,0,0,0,3,5,20
2003,..,49,144,23,17,44,29,29,10,22,376,..,28,113,36,38,42,38,16,7,16,327,..,0,6,0,0,0,0,7,6,9,18,..,0,0,0,0,0,0,0,0,0,3,..,28,109,42,38,39,37,21,10,19,350,..,0,0,0,0,0,0,0,0,0,0,..,80,257,64,56,85,69,47,24,44,725,90,143,69,9,3,15,19,13,0,15,370,35,153,106,39,55,95,137,87,3,8,718,0,0,3,0,0,0,5,0,0,8,20,0,0,0,0,0,0,0,0,0,0,4,35,153,111,47,55,95,145,93,3,11,739,0,0,0,0,0,0,0,0,0,4,4,125,292,177,53,61,110,163,103,6,32,1117,215,98,148,32,41,44,29,13,5,12,629,58,213,445,142,144,180,207,41,13,19,1465,0,8,5,9,15,10,10,0,0,5,60,0,0,0,0,0,0,0,0,0,0,3,61,225
2004,..,32,65,28,25,18,23,15,11,6,221,..,57,131,67,53,62,43,23,4,7,450,..,3,3,5,9,17,13,9,0,0,70,..,0,0,0,0,0,0,0,0,0,6,..,58,140,70,63,86,62,34,9,13,524,..,0,0,0,0,0,0,0,0,0,0,..,86,208,104,91,105,82,44,19,18,746,68,108,38,13,14,14,10,5,6,10,270,24,233,187,61,63,58,51,23,5,17,713,0,8,15,9,21,24,6,0,7,3,85,0,0,0,0,0,0,0,0,0,0,0,24,239,200,68,86,82,58,23,5,17,798,0,4,0,0,0,0,0,0,0,0,4,91,345,240,75,94,99,70,29,7,26,1075,134,63,76,27,18,24,19,9,3,10,395,44,263,360,125,122,144,117,43,7,13,1248,7,71,72,16,16,24,25,9,0,4,242,0,0,0,0,0,0,0,0,0,0,7,54,333
2005,..,10,16,0,8,0,0,4,0,0,37,..,5,0,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,4,4,0,0,15,..,0,0,0,0,0,0,0,0,0,0,..,10,20,0,7,0,4,5,0,0,49,3,10,0,0,0,0,3,0,0,0,20,0,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,15,6,17,0,0,0,3,3,0,0,15,52,19,3,7,7,0,0,0,0,0,3,43,3,3,14,3,5,6,6,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2006,..,5,8,0,0,4,0,0,0,0,11,..,3,9,0,15,0,11,6,0,0,44,..,0,0,0,4,9,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,3,9,0,12,9,12,3,0,0,58,..,0,0,0,0,0,0,0,0,0,0,..,4,17,0,12,7,12,3,0,0,70,4,11,7,0,0,0,0,0,0,0,27,4,10,4,0,6,0,7,0,3,0,43,0,0,0,0,3,0,6,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,9,6,14,6,3,0,56,0,0,0,0,0,0,0,0,0,0,0,10,17,11,0,10,0,14,6,3,0,82,11,3,6,0,3,3,7,3,0,0,44,6,13,35,18,13,33,42,11,19,6,187,0,5,11,9,20,38,33,9,0,0,113,0,0,0,0,0,0,0,0,0,0,0,10,13
2007,..,4,20,5,0,8,4,8,0,3,50,..,0,11,0,10,13,14,4,0,0,49,..,0,0,0,0,0,4,0,0,0,10,..,0,0,0,0,0,5,0,0,0,0,..,0,11,0,10,13,22,5,0,0,63,..,0,0,0,0,0,0,0,0,0,0,..,4,36,12,5,16,22,7,0,4,112,6,18,5,0,0,0,0,0,0,0,33,0,4,7,3,6,3,9,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,6,3,9,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,9,21,11,3,6,3,9,3,0,0,72,25,14,23,9,3,0,9,0,0,0,91,4,11,53,21,23,31,32,5,0,7,183,0,0,9,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,16
2008,..,171,509,105,88,90,115,51,22,46,1196,..,106,421,155,143,154,149,66,21,35,1248,..,0,8,5,13,19,31,17,9,18,121,..,0,0,0,0,0,0,6,4,0,11,..,106,429,162,158,172,182,88,34,51,1376,..,0,0,0,0,0,5,0,0,4,9,..,273,933,267,242,257,299,139,58,99,2579,271,547,264,46,29,46,85,46,7,30,1369,116,486,561,161,171,252,422,203,17,46,2425,3,0,17,16,26,29,26,14,7,5,136,0,0,0,0,0,0,3,0,0,6,9,114,487,574,177,202,275,452,211,18,52,2572,0,0,0,0,0,0,0,0,0,27,33,391,1036,842,218,225,323,537,260,28,112,3970,669,341,519,131,125,140,172,67,22,58,2238,321,740,1624,521,594,715,790,232,29,65,5628,14,40,111,31,37,25,45,15,4,5,331,0,0,0,0,0,0,0,0,0,6,13,334,776
2009,..,20,35,12,7,3,0,3,8,4,94,..,0,10,0,0,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,0,0,0,4,3,0,25,..,0,0,0,0,0,0,0,0,0,0,..,20,47,16,11,5,0,12,5,5,117,26,41,15,4,0,0,0,0,0,5,84,0,7,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,30,44,16,5,3,0,3,0,0,5,104,30,14,21,0,3,6,4,6,0,0,91,10,13,31,10,8,7,4,0,3,0,85,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,14
2010,..,3,5,0,0,6,7,0,0,5,26,..,11,19,0,4,3,10,3,0,0,57,..,0,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,11,17,0,4,11,4,6,0,3,61,..,0,0,0,0,0,0,0,0,0,0,..,13,23,5,4,16,7,6,0,8,89,8,6,10,3,0,0,3,0,0,0,34,0,25,15,3,3,7,4,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,3,5,7,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,8,28,26,11,6,7,9,0,0,0,92,22,8,8,6,0,5,0,7,0,0,66,0,34,39,9,14,32,19,15,0,0,158,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,37
2011,..,3462,10412,2555,2617,2450,2486,1230,707,1039,26966,..,4618,20054,6761,7018,6743,6580,2366,931,1632,56697,..,47,254,256,401,803,1469,885,783,484,5378,..,9,25,21,26,48,144,86,102,51,510,..,4669,20327,7036,7450,7594,8193,3333,1812,2172,62581,..,0,45,12,21,18,23,12,19,131,279,..,8136,30784,9607,10083,10062,10708,4572,2537,3345,89829,8926,13779,6405,1143,1322,1706,2237,1043,400,799,37743,8175,22894,23387,8166,9617,12738,16815,6628,723,1558,110691,193,194,586,477,723,1174,1433,507,206,190,5683,12,30,25,12,11,11,24,12,0,24,166,8378,23121,24001,8658,10356,13922,18272,7142,927,1768,116545,16,30,40,10,12,22,36,11,0,362,548,17312,36932,30438,9812,11684,15646,20541,8204,1328,2932,154837,22336,10875,16225,4486,5010,5552,5967,1942,732,1426,74550,25689,45873,64023,18412,20539,23818,24121,6581,1691,2852,233609,580,2529,5750,1895,2270,2707,3024,937,279,605,20586,33,58,80,20,23,45,40,15,0,59,375,26313,48461
2012,..,3,38,8,10,8,17,4,0,9,109,..,15,65,22,19,49,52,14,0,11,248,..,0,0,3,0,6,3,6,6,6,34,..,0,0,0,0,0,0,4,0,0,4,..,15,65,25,27,56,52,27,6,16,280,..,0,0,0,0,0,0,0,0,0,0,..,22,99,36,37,63,73,30,12,29,389,20,35,22,3,0,6,9,0,0,8,104,13,58,72,23,38,63,60,24,4,0,357,5,0,8,0,18,23,28,7,0,5,95,0,0,0,0,0,0,0,0,0,0,4,15,64,81,27,56,86,86,30,4,5,454,0,0,0,0,0,0,0,0,0,0,0,37,96,107,27,52,84,96,36,5,11,566,52,44,52,13,21,9,27,7,4,6,246,47,107,236,118,109,115,139,47,15,23,969,16,16,53,48,64,55,86,27,0,20,384,0,0,5,0,0,0,0,0,0,3,14,64,123
2013,..,0,11,0,4,0,0,0,0,0,14,..,0,0,0,6,3,3,0,0,0,17,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,6,3,3,0,0,3,14,..,0,0,0,0,0,0,0,0,4,4,..,6,17,0,6,3,0,0,0,8,33,7,11,5,0,0,0,0,0,0,0,32,5,12,3,0,5,3,3,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,0,3,3,3,12,0,0,42,0,0,0,0,0,0,0,0,0,0,0,9,28,5,0,3,3,3,12,0,3,74,28,13,8,0,0,4,0,0,3,0,63,14,18,30,6,5,11,10,13,8,0,107,0,0,3,7,0,4,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,13,20
2014,..,3,7,4,3,0,0,0,0,0,16,..,0,4,4,4,4,3,0,0,0,20,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,4,4,8,3,0,3,0,23,..,0,0,0,0,0,0,0,0,0,0,..,3,14,4,5,8,8,0,3,0,45,3,10,3,4,0,0,0,0,0,3,32,0,4,0,3,8,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,14,8,5,7,4,0,0,0,3,55,17,3,3,0,3,3,0,0,0,0,30,0,6,24,9,12,9,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2015,..,5,12,0,5,7,0,7,0,0,42,..,5,17,4,0,10,13,3,4,0,57,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,5,17,4,0,12,13,3,4,0,58,..,0,0,0,0,0,0,0,0,0,0,..,12,24,4,8,15,15,17,4,0,99,11,20,11,3,0,3,0,0,0,0,57,6,13,22,0,7,4,0,9,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,22,0,7,4,7,9,0,0,61,0,0,0,0,0,0,0,0,0,0,0,12,36,29,6,7,6,8,9,0,0,112,27,22,19,7,8,8,7,4,0,5,98,7,29,42,10,13,16,21,5,0,0,136,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,25
2016,..,20,58,16,15,13,21,10,6,7,155,..,49,170,65,52,93,118,29,18,20,611,..,0,0,0,6,11,14,5,7,7,53,..,0,4,0,0,0,0,4,0,3,6,..,49,172,69,60,101,127,40,28,26,675,..,0,0,0,0,0,0,0,0,0,3,..,71,226,80,74,116,145,48,33,34,835,38,58,39,0,7,6,7,0,7,3,154,51,198,224,62,54,63,106,28,11,12,808,0,3,4,4,18,10,21,5,3,7,75,0,0,0,0,0,0,0,0,0,0,0,51,203,226,65,72,75,123,34,12,13,884,0,0,0,0,0,0,0,0,0,0,4,86,260,261,70,78,82,127,38,18,19,1042,72,35,54,7,11,27,14,7,0,13,251,148,307,428,135,148,191,187,58,11,23,1646,4,28,71,36,48,38,55,10,5,14,309,0,5,6,0,0,0,0,3,0,0,10,156,331
2017,..,0,6,3,0,3,0,0,0,0,18,..,3,15,0,25,19,18,4,6,0,89,..,0,0,0,0,6,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,3,15,0,27,21,21,4,10,0,107,..,0,0,0,0,0,0,0,0,0,0,..,0,27,5,25,26,19,7,10,3,124,7,4,10,0,0,0,0,0,0,0,25,4,13,15,7,10,20,13,5,0,3,77,0,0,5,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,13,16,7,12,25,16,6,0,3,95,0,0,0,0,0,0,0,0,0,0,0,9,15,30,7,12,25,16,3,0,0,116,7,6,12,5,0,3,7,0,0,0,42,3,27,60,17,45,34,33,8,6,8,236,0,3,4,3,15,26,14,0,0,3,76,0,0,0,0,0,0,0,0,0,0,0,3,27
2018,..,21,46,10,7,19,12,4,0,5,122,..,9,50,10,11,16,34,4,3,13,146,..,0,0,0,0,6,4,0,4,0,17,..,0,0,0,0,0,0,0,0,0,10,..,7,50,10,11,21,33,6,7,18,171,..,0,0,0,0,0,0,0,0,0,0,..,23,96,21,15,38,45,10,15,24,290,18,57,15,3,0,7,9,0,0,4,105,15,58,48,21,10,20,57,23,0,0,243,0,0,0,0,0,6,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,60,49,21,12,24,58,22,0,0,259,0,0,0,0,0,0,0,0,0,0,0,33,113,63,21,12,27,66,27,0,4,365,72,36,35,17,8,9,12,0,4,4,195,32,79,111,36,48,55,45,15,6,0,421,0,9,17,0,0,4,7,5,7,0,44,0,0,0,0,0,0,0,0,0,0,3,32,90
2019,..,7,20,4,0,0,7,7,0,0,38,..,0,8,5,11,0,5,5,0,0,35,..,0,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,8,6,11,3,7,5,3,0,48,..,0,0,0,0,0,0,0,0,0,0,..,8,24,7,10,4,10,13,9,0,82,10,12,7,8,0,3,0,0,0,3,47,3,9,10,9,6,12,11,0,0,0,57,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,9,9,6,13,11,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,15,15,23,11,9,14,11,0,0,11,104,24,12,19,12,6,4,4,5,0,0,81,6,20,59,26,23,34,29,10,5,0,209,0,0,3,5,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,27
2020,..,19,34,9,16,9,13,3,4,4,110,..,4,29,8,12,11,11,0,0,9,89,..,0,0,0,0,0,0,0,0,3,6,..,0,0,0,0,0,0,0,0,0,0,..,4,29,8,12,11,15,3,0,4,96,..,0,4,0,0,0,0,0,0,0,4,..,19,63,20,29,23,25,6,4,11,211,33,71,23,3,5,3,3,5,0,3,152,5,23,27,4,14,7,8,3,0,3,104,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,28,26,4,12,9,8,10,0,3,112,0,0,0,0,0,0,0,0,0,0,0,36,103,50,10,20,10,13,15,0,11,264,102,60,54,11,14,19,10,9,4,10,283,34,48,84,19,22,32,76,22,4,11,344,0,5,4,0,3,10,29,5,0,0,57,0,0,0,0,0,0,0,0,0,0,0,34,50
2021,..,16,37,6,4,9,12,0,3,3,94,..,0,17,4,8,27,39,0,4,0,103,..,0,0,0,0,0,13,0,0,7,22,..,0,0,0,0,0,0,0,0,0,3,..,0,17,4,9,25,53,0,11,6,126,..,0,0,0,0,0,0,0,0,0,0,..,20,59,11,17,32,69,9,6,8,229,28,43,23,6,5,0,9,5,0,4,120,4,25,19,8,5,14,22,5,0,0,120,5,0,0,0,4,4,10,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,13,25,19,8,6,19,30,14,0,3,145,0,0,0,0,0,0,0,0,0,0,0,39,74,44,18,11,22,34,15,0,12,264,57,22,32,11,8,17,14,8,0,9,187,17,47,90,40,48,74,85,21,0,0,419,0,0,12,8,18,29,33,4,0,7,119,0,0,0,0,0,0,0,0,0,0,0,17,46
3000,..,251,628,124,143,130,136,70,59,131,1670,..,68,320,99,105,125,180,72,79,56,1111,..,0,3,0,3,10,33,18,32,16,120,..,0,3,0,0,0,4,4,0,0,11,..,65,327,101,115,139,220,94,111,76,1240,..,0,0,0,0,0,0,0,0,12,16,..,321,958,219,257,271,351,158,167,220,2927,413,851,378,50,65,52,168,103,27,112,2233,65,359,340,101,131,157,308,175,60,62,1769,6,6,5,9,11,19,54,19,31,21,179,0,0,6,0,0,0,5,0,3,4,9,75,362,345,112,143,176,372,198,94,86,1964,0,3,0,0,0,0,9,0,0,59,67,489,1214,724,157,211,229,545,307,124,255,4263,1256,706,952,212,181,253,420,200,48,145,4375,301,524,1086,377,407,758,1462,563,216,203,5900,31,40,121,59,71,180,353,118,66,58,1086,0,0,0,4,0,0,10,5,13,19,54,330,566
3001,..,8,22,13,5,5,5,0,0,3,63,..,4,14,4,0,6,7,0,0,0,33,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,4,13,3,0,6,7,0,0,0,36,..,0,0,0,0,0,0,0,0,0,0,..,8,33,16,5,12,18,0,3,4,101,14,41,14,0,9,3,13,23,8,8,132,0,7,16,7,8,23,21,20,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,7,8,23,21,20,0,0,102,0,0,0,0,0,0,0,0,0,4,4,14,46,33,5,19,24,38,36,11,11,244,45,49,119,31,38,31,49,24,3,13,401,13,32,106,33,34,63,176,71,3,7,534,0,0,0,0,0,3,11,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,13,34
