SUA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
3008,113,7,0,0,0,116,77,0,0,0,0,81,67,0,0,0,0,71,145,4,0,0,0,148,253,4,0,0,0,261,710,23,0,3,0,738,586,4,0,6,0,593,318,5,0,0,0,317,80,0,0,0,0,79,41,0,0,0,0,42,24,0,0,0,0,27,163,0,0,0,0,163,2573,50,5,9,5,2644
3009,270,26,8,0,0,296,155,17,0,0,0,169,136,23,4,0,0,164,228,16,8,0,0,242,326,38,9,0,0,381,1236,73,20,3,3,1328,1249,29,11,0,3,1295,900,15,9,4,0,932,240,8,5,0,0,248,174,0,0,0,0,178,91,4,4,0,0,107,330,16,0,0,0,342,5335,260,69,14,13,5691
3010,44,4,0,0,0,43,26,0,0,0,0,28,39,4,0,0,0,46,88,3,4,0,0,92,149,6,4,0,0,157,293,5,7,0,0,307,213,0,0,0,0,212,105,0,0,0,0,107,33,0,0,0,0,33,15,0,0,0,0,19,18,0,0,0,0,18,62,0,0,0,0,62,1080,12,19,4,4,1117
3011,369,17,3,0,0,391,136,15,4,0,0,151,113,22,5,0,0,138,250,25,17,0,0,294,461,36,18,0,0,517,1861,97,33,0,3,1996,2401,67,24,0,0,2496,2502,32,27,6,3,2567,984,16,12,0,0,1010,570,5,5,0,0,584,333,3,11,0,0,342,640,23,6,0,0,670,10615,359,159,12,11,11149
3012,154,3,0,0,0,161,120,0,0,0,0,118,102,3,0,0,0,108,277,3,3,0,0,286,397,8,3,0,0,410,794,9,3,4,4,807,469,0,0,4,0,474,290,0,0,0,0,294,73,0,0,0,0,73,49,0,0,0,0,49,24,0,0,0,0,24,164,3,0,0,0,164,2908,23,12,11,3,2961
3013,34,3,0,0,0,36,19,3,0,0,0,27,34,3,0,0,0,37,71,0,4,0,0,81,137,3,0,0,0,141,377,14,0,0,0,393,374,3,0,4,0,387,384,14,0,0,0,397,122,0,0,0,0,122,89,0,0,0,0,89,34,0,0,0,0,40,143,0,0,5,0,150,1822,57,5,9,3,1897
3014,363,5,9,0,0,379,185,11,11,0,0,207,224,6,5,0,0,232,506,11,13,0,0,534,785,18,17,0,0,818,2461,34,30,4,0,2527,2168,33,20,4,0,2221,1654,6,8,0,3,1676,537,3,7,0,0,542,373,3,6,0,0,379,207,3,0,0,0,216,554,7,4,0,0,563,10019,131,127,9,8,10292
3015,1800,177,143,4,3,2131,732,138,52,4,4,921,566,100,74,0,0,735,1061,128,124,6,0,1317,1496,178,200,6,8,1886,4427,614,513,11,0,5568,6906,763,562,3,11,8248,11535,608,472,4,12,12636,5437,203,160,4,10,5819,3787,95,154,5,4,4046,2452,69,91,0,9,2625,2799,172,194,4,0,3170,43001,3249,2731,49,65,49097
3016,621,32,17,0,3,673,272,25,7,0,0,306,272,35,19,0,0,318,593,64,14,0,0,673,937,93,32,0,0,1062,3437,254,61,0,4,3758,3785,133,21,0,0,3946,3315,55,15,6,3,3389,1139,15,7,0,8,1167,749,10,0,0,0,765,457,9,0,0,0,469,779,40,10,0,0,828,16351,770,204,13,18,17361
3017,827,46,29,0,0,902,314,34,12,0,0,369,316,41,22,0,0,372,758,82,37,0,0,882,1340,104,56,0,0,1502,4616,174,115,0,0,4910,5058,91,82,6,8,5242,4290,56,76,0,6,4428,1372,8,26,0,0,1417,966,11,31,0,0,1011,595,13,18,0,0,627,1134,23,31,8,0,1195,21582,697,539,22,15,22856
3018,77,3,0,0,0,80,33,4,0,0,0,41,42,5,0,0,0,43,115,0,0,0,0,115,204,4,0,0,0,217,492,7,0,0,0,501,301,5,0,0,0,310,194,0,0,0,0,198,42,0,0,0,0,42,35,0,0,0,0,35,17,0,0,0,0,15,96,0,0,0,0,101,1650,35,0,3,4,1694
3019,83,4,7,0,0,99,47,3,0,0,0,52,35,0,0,0,0,45,58,3,5,0,0,65,92,6,12,0,0,109,371,11,23,0,0,402,581,19,15,0,0,610,641,11,9,0,6,661,239,3,3,0,0,241,142,3,0,0,0,139,97,0,0,0,0,101,170,0,4,0,0,176,2555,57,77,5,9,2697
4000,2008,38,0,14,4,2064,1534,46,0,4,6,1590,1516,52,0,7,0,1574,3004,58,10,12,4,3086,3588,49,5,5,9,3663,7332,80,3,23,10,7457,5376,39,0,16,11,5443,3850,15,0,15,9,3888,1337,8,0,9,5,1361,1018,6,0,6,0,1031,713,5,3,7,8,728,1657,32,0,6,3,1698,32927,428,33,122,74,33584
4001,7913,1028,313,13,15,9287,3613,542,167,8,0,4329,3405,529,185,4,0,4125,6501,1036,421,12,10,7973,9617,1506,765,10,6,11907,31030,4127,1800,19,64,37043,34785,4055,1201,10,57,40106,33038,3606,733,14,61,37457,12785,1307,212,11,28,14337,10367,936,158,9,16,11485,7391,597,132,8,14,8147,8143,953,295,5,14,9419,168593,20236,6390,110,302,195624
4002,149,12,3,0,0,160,118,15,10,0,0,139,124,11,7,0,0,142,312,27,17,0,0,360,555,29,9,0,0,596,1137,27,10,0,0,1178,680,5,7,0,0,697,392,10,0,0,0,400,93,0,0,3,0,96,63,3,0,0,0,67,41,0,0,0,0,37,157,4,7,0,0,164,3825,147,72,0,0,4051
4003,91,0,0,0,0,87,80,3,0,0,0,80,83,9,0,0,0,92,162,10,0,0,0,172,322,10,0,0,0,336,622,3,0,0,0,633,343,0,0,0,0,342,177,0,0,0,0,186,32,0,0,0,0,37,21,0,0,0,0,21,28,0,0,0,0,28,101,4,0,0,0,110,2062,39,0,0,8,2106
4004,39,4,0,0,0,47,33,7,0,0,0,41,81,11,0,0,0,88,121,12,4,0,0,136,183,8,0,0,0,192,337,4,7,0,0,349,219,5,0,0,0,222,143,0,0,0,0,150,32,3,0,0,0,34,20,0,0,0,0,22,18,0,0,0,0,21,78,10,6,0,0,90,1314,58,14,7,0,1395
4005,76,3,0,0,0,76,52,6,0,0,0,59,52,9,0,0,0,56,133,15,0,0,0,145,218,18,0,0,0,230,483,10,4,0,0,509,405,17,0,0,0,420,265,3,0,0,0,272,84,3,0,0,0,84,53,0,0,0,0,58,37,4,0,0,0,42,92,6,5,0,0,97,1945,91,14,3,0,2055
4006,67,3,0,6,0,75,111,12,0,0,0,121,143,6,0,0,0,153,262,10,0,0,0,277,290,8,0,0,0,297,397,9,0,0,0,410,197,0,0,0,0,199,135,4,0,0,0,137,24,0,0,0,0,24,19,0,0,0,0,19,12,0,0,0,0,14,90,0,0,0,0,94,1752,53,4,3,0,1813
4007,217,13,3,0,3,234,141,11,0,0,0,150,109,18,0,0,4,133,214,7,5,0,0,223,253,12,0,0,0,263,666,12,3,3,0,685,521,9,0,0,0,532,327,7,0,0,4,334,96,3,0,0,0,103,84,0,0,0,0,84,52,0,0,0,0,51,144,7,0,0,3,152,2820,94,16,4,14,2939
4008,72,48,5,0,0,133,61,83,0,0,0,145,67,69,3,0,0,140,152,152,4,0,0,307,224,159,3,0,0,384,536,147,4,0,0,687,355,32,0,6,0,396,258,26,0,0,0,281,76,4,6,0,0,85,46,4,0,0,0,50,27,3,0,0,0,28,101,30,5,0,0,141,1980,752,25,5,4,2771
5000,1644,20,0,11,17,1695,826,10,0,3,6,848,819,11,0,3,8,847,1483,28,3,9,5,1529,1767,37,4,11,4,1823,4593,58,9,28,12,4698,4162,44,8,15,12,4241,4557,36,11,24,5,4639,2035,16,0,11,3,2068,1588,13,0,14,5,1621,1040,11,0,23,24,1095,1587,13,7,21,6,1636,26099,307,51,178,112,26746
5001,181,4,0,0,0,186,126,5,0,0,0,136,68,5,0,0,0,74,156,4,0,0,0,164,241,3,0,0,0,247,878,21,0,0,0,899,984,11,0,0,0,994,866,7,0,0,3,876,273,6,0,0,0,279,172,4,0,0,0,177,106,3,0,0,0,113,226,10,0,0,0,234,4280,72,3,5,8,4372
5002,31,3,0,0,0,39,8,0,0,0,0,4,4,0,0,0,0,5,18,3,0,5,0,29,29,6,3,4,0,41,94,14,4,0,0,112,153,16,0,0,0,171,284,19,0,0,0,304,195,6,0,0,0,205,210,0,0,0,0,214,101,4,0,0,0,104,65,3,0,3,0,73,1199,70,14,13,0,1296
5003,411,28,3,0,0,439,174,15,0,0,0,197,170,11,3,0,0,185,319,16,6,3,0,349,539,36,3,4,0,584,1995,108,9,0,0,2117,2688,63,3,3,3,2756,2505,44,8,0,4,2565,852,21,0,0,0,875,545,17,4,0,0,564,331,8,4,0,0,340,560,26,3,0,4,596,11090,399,54,12,17,11571
5004,224,11,0,0,0,235,101,11,0,0,0,113,72,7,0,0,0,83,150,8,0,0,0,169,210,12,0,0,0,226,665,39,3,4,0,704,1013,38,3,3,0,1058,1299,41,0,0,0,1341,499,11,3,0,0,517,373,17,0,0,0,386,241,6,0,0,0,246,256,20,0,0,0,282,5109,222,11,16,4,5355
5005,64,0,0,0,0,64,17,0,0,0,0,22,24,0,0,0,0,23,58,7,0,0,0,58,83,5,0,0,0,89,265,10,0,0,0,274,259,6,0,0,0,258,289,5,0,0,0,294,119,0,0,0,0,116,75,0,0,0,3,80,41,0,0,0,0,39,71,0,0,0,0,77,1365,32,0,3,9,1399
5006,175,11,0,0,0,189,110,0,0,0,0,111,82,6,0,0,0,88,231,10,6,3,4,248,315,15,0,0,0,338,902,40,3,0,0,948,945,28,3,3,0,984,991,29,0,0,0,1026,323,3,0,0,0,329,269,13,0,0,0,282,161,7,0,0,0,172,254,6,4,0,0,262,4746,186,20,10,9,4972
5007,102,9,0,0,0,112,41,0,0,0,0,44,59,7,0,0,0,67,158,19,0,0,0,174,226,27,0,0,0,256,753,74,0,0,0,832,824,37,0,0,0,861,846,45,0,4,0,889,294,6,0,0,0,300,232,9,0,0,0,241,113,4,0,0,0,123,211,11,0,0,0,212,3869,236,10,5,0,4117
5008,31,7,0,0,0,31,3,4,0,0,0,12,9,4,0,0,0,10,23,4,0,0,0,32,26,6,0,0,0,32,137,28,0,0,0,167,219,16,0,0,0,240,275,31,0,0,0,308,127,12,0,0,0,140,119,7,0,0,0,127,119,0,0,0,0,122,60,5,0,0,0,67,1154,119,5,4,0,1285
5009,11828,1337,463,8,12,13648,3917,452,171,3,0,4545,3521,450,221,0,0,4193,6219,925,400,12,3,7560,9100,1348,658,15,7,11123,33394,4915,2217,13,18,40556,49823,5846,2285,19,33,58009,71025,5857,1937,15,51,78888,32735,2327,772,5,19,35865,26286,1972,700,7,8,28980,20699,1263,497,9,16,22486,15900,1413,507,13,14,17843,284440,28126,10832,128,175,323691
5010,25,3,0,0,0,31,17,4,0,0,0,22,11,8,0,0,0,19,45,9,0,0,0,56,63,15,0,4,0,81,137,15,3,0,0,150,113,8,0,0,0,123,101,12,0,4,0,120,49,4,0,0,0,51,61,0,0,0,0,61,49,4,0,0,0,59,48,0,0,0,0,52,716,84,12,10,0,822
6000,1223,13,10,4,5,1252,938,12,0,10,0,950,942,9,6,10,0,958,1704,17,11,7,6,1738,2168,21,10,3,4,2193,5161,35,20,12,9,5230,3843,15,8,8,3,3882,2615,7,0,8,4,2633,789,0,4,0,0,795,581,0,0,0,4,585,381,5,0,3,0,389,1107,3,9,3,3,1115,21436,128,69,60,33,21724
6001,153,0,0,0,0,158,148,3,0,0,0,152,121,5,0,0,0,121,299,8,0,0,0,305,475,3,0,0,0,477,990,7,0,0,0,1002,565,3,0,0,0,566,316,3,0,0,0,325,92,0,0,0,0,99,52,0,0,0,0,52,41,0,0,0,0,44,164,0,0,0,0,172,3419,38,10,5,3,3474
6002,171,9,0,0,0,184,145,11,0,0,0,149,128,3,0,0,0,131,293,9,0,0,0,298,454,9,0,0,0,466,1223,21,0,0,0,1247,707,11,0,0,0,716,407,0,0,3,0,415,111,0,0,0,0,111,83,0,0,0,0,84,52,0,0,0,0,52,178,3,0,0,0,177,3949,76,0,9,4,4035
6003,1383,49,44,0,3,1490,700,28,25,0,0,751,614,21,36,0,0,670,1190,48,59,3,0,1304,1748,64,87,0,3,1901,5393,205,240,4,0,5847,5746,152,151,3,0,6063,5328,109,84,4,8,5533,1945,49,15,4,6,2021,1451,35,27,4,0,1510,984,24,17,4,4,1028,1187,32,41,0,4,1271,27673,820,845,32,21,29392
6004,508,25,14,0,0,552,277,14,15,0,0,307,290,20,10,0,0,327,638,49,41,0,0,733,1094,49,43,0,0,1189,2847,99,77,0,0,3030,2243,74,31,0,0,2349,1508,67,11,0,5,1594,441,12,7,0,0,463,341,9,0,0,0,356,208,13,3,0,0,220,487,25,10,0,0,528,10893,465,271,10,9,11637
6005,96,7,0,0,0,103,52,0,0,0,0,58,64,0,0,0,0,66,137,5,0,0,0,148,210,8,0,0,0,219,530,12,0,5,0,540,338,0,0,0,0,340,232,0,0,0,0,233,55,0,0,0,0,55,38,0,0,0,0,38,21,0,0,0,0,22,82,0,0,0,0,84,1845,42,0,8,0,1894
7000,120,0,0,12,0,129,38,3,0,0,0,40,51,0,0,0,0,53,87,6,0,6,3,96,128,4,0,4,0,134,441,12,0,11,6,461,479,3,0,3,6,500,718,5,0,4,4,730,457,0,0,3,0,465,379,0,0,6,6,393,220,0,0,0,0,229,204,8,0,3,4,214,3327,37,3,49,30,3444
7001,69,14,0,0,0,87,36,10,0,0,0,47,24,6,0,0,0,33,47,24,5,3,0,79,98,48,9,0,0,153,259,154,7,3,3,425,535,156,7,0,0,700,724,86,4,0,3,831,329,23,0,0,3,353,211,19,0,0,0,232,119,8,0,0,4,130,121,24,4,0,0,147,2579,568,43,6,17,3210
7002,367,25,73,0,0,463,108,10,29,0,0,150,99,15,34,0,0,148,220,42,77,0,0,338,285,47,131,4,0,462,1056,196,380,4,0,1635,1600,220,436,3,0,2259,3113,217,394,0,3,3725,1846,93,166,0,0,2096,1477,51,122,3,0,1655,913,35,70,0,0,1018,608,51,86,0,0,750,11694,1007,1988,18,3,14707
8000,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,9,16,0,0,0,0,16,27,0,0,0,0,27,19,0,0,0,0,19,19,0,0,0,0,19,17,0,0,0,0,17,4,0,0,0,0,4,127,0,0,0,0,132
8001,2293,387,245,0,0,2925,657,112,79,0,0,854,572,134,106,0,0,814,968,242,269,0,0,1475,1296,354,475,0,0,2122,4106,1387,2098,0,3,7586,6156,2684,2464,0,6,11315,12781,3007,2014,0,0,17806,8586,1014,613,0,5,10207,7809,734,516,0,6,9062,5257,424,305,0,7,5996,2279,402,294,0,0,2976,52747,10875,9489,6,38,73155
9000,16,0,3,0,0,17,9,0,0,0,0,9,5,0,0,0,0,9,20,3,0,0,0,21,20,0,0,0,0,21,65,8,6,0,0,71,45,0,0,0,0,49,40,4,0,0,0,42,14,0,0,0,0,14,6,0,0,0,0,6,3,0,0,0,0,9,15,0,0,0,0,15,252,13,6,0,4,280
