SUA_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
2005,0,4,0,3,0,0,17,0,8,0,0,0,0,11,6,67,0,17,0,0,93,6,12,10,24,5,0,53,14,3,9,19,4,0,43,47,7,3,36,7,0,99,189,8,3,71,0,0,276,163,3,6,52,4,0,229,47,0,0,21,0,0,71,9,0,0,0,0,0,14,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,11,4,0,32,497,138,35,261,24,3,947
2006,0,9,6,4,0,0,17,0,3,0,3,0,0,7,10,82,5,30,12,4,138,28,38,7,21,18,0,119,47,22,6,37,11,0,121,151,34,12,55,13,6,274,255,3,8,61,4,0,332,170,5,3,33,3,0,207,20,4,0,6,0,0,24,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,0,9,10,3,59,697,224,43,269,72,17,1323
2007,0,10,12,8,5,0,38,4,26,5,0,0,0,31,10,151,11,15,10,0,197,45,53,3,38,16,0,164,59,22,3,47,4,0,135,204,47,0,73,10,0,339,382,15,3,103,13,0,519,384,15,4,75,9,0,480,145,4,3,23,3,0,173,12,0,0,0,0,0,16,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,11,21,23,6,22,11,6,88,1279,361,56,417,80,9,2197
2008,30,154,6,42,7,4,242,13,143,19,18,13,0,212,116,1018,72,217,32,11,1470,346,418,246,384,81,18,1502,543,171,76,372,70,11,1247,1661,252,105,589,79,19,2706,4971,168,110,1169,112,25,6549,8183,74,67,1066,105,24,9527,3322,11,11,381,37,3,3762,963,6,0,128,14,0,1108,335,0,0,65,3,0,408,122,0,0,24,4,0,159,48,0,0,7,6,0,58,88,0,0,19,5,0,110,318,172,35,257,111,60,955,21073,2588,763,4744,676,171,30018
2009,0,0,0,0,0,0,4,0,6,0,0,0,0,7,0,14,4,6,5,0,24,0,6,11,18,3,0,35,0,4,0,12,0,0,21,5,6,5,14,7,0,35,55,3,0,65,4,0,122,188,0,3,71,0,0,261,174,0,0,48,0,0,224,105,0,0,5,0,0,107,23,0,0,0,0,0,25,5,0,0,0,0,0,8,3,0,0,0,0,0,3,7,0,0,0,0,0,7,15,7,0,21,3,0,44,584,41,20,269,24,4,940
2010,0,24,0,3,0,0,30,5,27,0,0,0,0,26,24,118,4,26,5,0,174,155,44,10,62,6,0,269,177,29,3,45,8,0,259,294,14,0,51,0,3,367,328,5,10,55,6,6,403,195,9,5,33,10,0,241,31,0,0,6,0,0,41,5,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,35,23,3,15,11,6,93,1249,287,36,302,40,14,1922
2011,470,1453,183,489,98,17,2713,244,2051,241,372,95,16,3026,1107,12487,1021,2382,493,139,17621,2430,5086,1783,3776,702,105,13881,2954,2529,1072,3189,499,60,10301,12588,2536,1153,5802,1333,115,23533,71621,2278,918,15307,2206,271,92600,164852,1792,566,18618,2595,332,188751,72963,414,163,8723,784,121,83175,31491,106,51,3731,221,45,35648,15686,59,25,1907,130,29,17827,8572,43,21,1188,63,11,9892,4640,29,12,597,41,8,5325,8504,24,4,1296,156,24,10010,7463,2642,520,5614,1348,1150,18747,405597,33528,7724,72999,10770,2435,533047
2012,8,30,10,16,14,3,83,6,42,8,11,7,4,77,58,242,37,87,45,7,482,246,154,48,195,44,9,703,302,65,16,225,21,4,635,670,69,27,237,40,5,1049,1171,33,19,276,51,10,1560,755,7,10,137,35,4,949,134,3,0,35,9,0,180,22,0,0,13,0,0,38,8,0,0,9,0,0,18,8,0,0,5,0,0,16,0,0,0,3,0,0,7,0,0,0,11,4,0,17,54,44,8,64,36,30,238,3445,686,193,1322,318,81,6045
2013,6,29,0,6,0,0,38,3,38,3,6,4,0,53,82,188,18,47,14,7,346,243,83,15,84,4,0,434,160,26,10,96,11,4,308,296,48,20,81,15,0,461,307,14,10,66,4,6,396,81,6,5,28,6,0,125,10,5,0,3,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,4,26,9,0,90,1203,447,84,450,66,22,2272
2014,0,12,0,0,5,0,17,0,12,3,0,0,0,18,14,79,4,18,4,3,118,65,47,3,54,4,5,168,78,29,0,36,10,0,152,120,12,3,60,4,0,205,160,6,0,57,0,4,228,125,4,0,20,0,0,152,15,0,0,6,0,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,15,6,0,44,590,214,18,273,39,11,1139
2015,3,10,0,3,0,0,20,0,8,0,5,0,0,18,8,89,6,10,3,0,127,77,39,14,34,9,0,166,120,18,16,47,4,0,201,264,30,9,40,50,0,398,401,8,8,47,48,0,511,343,3,0,32,11,4,388,70,0,0,5,0,0,81,11,0,0,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,20,0,11,7,5,64,1317,239,53,234,135,15,1985
2016,3,31,0,9,0,0,47,5,38,0,9,4,0,56,41,253,28,99,26,4,450,241,161,63,126,27,7,634,285,119,32,135,31,3,612,805,83,33,243,49,5,1211,1146,42,40,250,71,17,1564,749,15,4,151,38,10,964,152,0,0,35,15,0,203,12,0,0,7,6,0,21,7,0,0,5,0,0,12,6,0,0,0,5,0,8,3,0,0,3,0,0,5,3,0,0,3,0,0,7,69,61,8,56,25,23,243,3525,807,219,1130,294,75,6047
2017,0,5,4,3,0,0,15,0,13,5,6,0,0,27,34,80,4,24,0,4,149,123,52,7,34,13,0,230,81,19,4,45,4,0,161,197,15,4,62,4,3,288,190,3,3,65,14,0,279,89,3,0,34,3,0,133,20,0,0,5,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,8,19,7,9,65,758,210,45,306,52,12,1381
2018,11,39,11,6,5,3,71,7,44,9,4,3,0,73,80,248,15,48,5,5,400,386,109,45,124,18,6,682,432,55,15,130,16,8,657,682,52,20,184,17,5,957,754,8,18,145,20,5,936,528,11,0,71,5,0,617,131,0,5,16,6,0,151,12,0,0,0,0,0,8,5,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,4,0,0,8,8,0,0,0,0,0,11,48,49,12,46,19,12,181,3079,610,149,770,110,44,4770
2019,0,21,0,0,0,0,22,0,17,0,0,0,0,22,15,144,9,20,7,4,192,118,65,24,46,14,0,266,122,29,6,66,9,0,235,307,39,8,97,6,0,460,385,10,10,89,9,0,502,332,4,0,48,0,0,389,54,0,0,8,0,0,64,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,34,4,20,7,9,100,1365,362,69,403,44,12,2264
2020,4,17,0,6,0,0,26,5,7,0,6,0,0,12,19,110,4,31,18,3,185,42,47,10,53,18,0,166,60,19,0,76,14,0,166,197,19,6,106,13,0,342,714,20,3,179,12,3,927,967,5,0,124,12,3,1104,127,0,0,23,5,0,154,21,0,0,3,0,0,27,10,0,0,5,0,0,11,0,0,0,3,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,10,37,23,3,47,12,8,127,2210,266,26,648,95,20,3262
2021,3,31,4,13,4,0,55,3,30,3,3,7,0,41,45,215,22,43,5,8,334,78,97,30,74,11,3,294,150,48,5,86,6,0,305,383,70,13,111,8,0,590,708,17,17,206,18,3,980,736,0,15,122,13,0,899,181,0,3,38,3,0,226,36,0,0,7,6,0,48,11,0,0,4,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,7,37,43,11,34,17,6,151,2378,567,127,746,98,24,3939
3000,114,838,180,309,2820,14,4274,55,770,211,185,636,17,1870,499,2697,681,1431,1079,75,6459,1736,1677,983,2411,812,123,7749,2297,350,203,2630,467,58,6004,5940,406,241,3407,644,75,10708,8474,207,101,3528,552,50,12917,5864,80,31,1951,291,29,8238,1679,15,10,528,103,9,2343,533,7,0,171,51,3,774,231,3,0,68,48,0,349,100,4,0,29,28,0,161,45,4,0,5,12,0,65,50,0,0,74,21,5,149,505,390,122,1266,1426,191,3908,28110,7442,2765,18005,8992,646,65970
3001,0,0,0,4,4,0,7,0,3,0,0,4,0,8,5,24,3,7,20,0,56,9,23,5,19,18,0,76,17,9,5,20,20,0,78,82,0,4,43,15,0,148,245,4,6,89,23,0,368,366,0,0,104,43,5,515,273,0,0,59,16,0,349,84,0,0,16,7,0,105,35,0,0,3,7,0,47,8,0,0,3,0,0,15,4,0,0,0,0,0,7,3,0,0,4,0,0,9,15,6,3,17,10,3,54,1166,70,31,384,171,8,1833
3002,163,1640,75,191,79,17,2157,67,2030,95,118,39,11,2356,567,9054,470,1034,355,75,11543,1450,4505,959,2004,665,80,9662,1825,1815,590,2089,509,50,6875,10024,1934,741,3741,2689,112,19250,41137,1457,706,9363,2717,208,55593,93507,531,338,13624,4611,266,112870,43717,136,81,6043,1187,81,51249,16347,35,27,2343,399,22,19173,6448,19,9,994,118,10,7598,2863,6,11,484,65,4,3444,1390,8,3,221,26,3,1649,1910,0,0,423,60,8,2406,3254,1766,268,2181,754,644,8869,224667,24930,4375,44857,14273,1593,314688
3003,3,65,4,19,7,0,99,0,90,13,12,23,0,139,34,317,30,92,36,8,514,128,192,63,157,78,6,617,300,93,16,222,54,0,683,975,91,13,485,74,10,1645,2053,53,51,759,111,22,3052,1116,14,12,278,39,7,1469,162,3,5,37,13,0,221,41,0,0,12,3,0,59,12,0,0,8,4,0,17,3,0,0,0,0,0,6,0,0,0,0,3,0,4,3,0,0,8,4,0,17,86,64,18,94,37,24,327,4922,973,230,2181,486,75,8865
3004,15,126,7,12,11,0,176,7,157,18,10,7,0,208,42,574,55,121,38,7,840,233,396,106,239,47,17,1039,407,142,43,319,69,8,983,1476,165,72,575,213,17,2523,2762,106,39,954,231,15,4110,4299,50,31,1144,280,15,5829,2112,3,10,384,54,8,2571,637,4,0,105,16,0,761,205,0,0,32,8,0,246,60,0,0,17,0,0,77,34,0,0,9,0,0,43,37,3,0,14,0,0,55,189,161,25,161,59,56,656,12519,1891,408,4108,1048,146,20114
3005,0,24,0,4,41,0,72,4,21,0,9,40,0,66,13,45,4,27,38,0,120,34,20,4,25,41,0,127,58,9,3,49,24,0,142,194,16,10,51,16,0,288,360,11,0,75,11,0,457,487,0,0,67,9,0,567,116,0,0,19,5,0,146,24,0,0,4,0,0,33,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,0,26,26,8,92,1324,144,24,361,247,9,2116
3006,8,80,8,3,10,4,113,5,53,10,6,7,0,82,89,234,19,56,32,4,436,496,147,60,128,28,9,872,391,47,43,160,33,0,676,762,33,26,204,30,0,1056,1501,10,11,178,22,0,1725,1088,0,5,95,16,0,1201,158,0,0,17,5,0,181,38,0,0,6,0,0,43,16,0,0,3,0,0,18,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,4,0,0,3,98,33,6,48,14,17,215,4653,640,181,901,201,35,6613
3007,53,205,9,38,30,4,342,11,336,22,29,7,3,408,56,1721,107,220,89,9,2203,255,631,230,477,228,16,1838,219,307,126,569,173,20,1416,823,289,153,824,276,17,2384,4124,235,155,1972,614,46,7146,17701,145,162,4431,2157,87,24688,17282,44,59,3155,1386,51,21978,8300,10,25,1385,452,36,10207,3696,4,3,644,167,11,4528,1778,0,0,320,49,4,2154,909,3,0,153,15,0,1082,1204,0,0,249,31,5,1491,983,333,79,794,248,207,2642,57396,4276,1145,15257,5925,510,84508
3008,3,14,5,4,0,0,20,0,18,4,4,6,0,26,7,78,10,20,6,0,114,32,62,32,57,15,3,195,112,22,14,64,9,0,216,286,24,15,156,14,3,494,696,4,12,210,28,5,949,465,0,7,86,13,0,574,53,0,0,17,7,0,70,6,0,0,3,0,0,10,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,4,36,3,9,84,1696,229,94,644,91,17,2774
3009,4,28,0,8,4,0,41,0,29,0,3,4,0,43,11,171,20,18,17,9,245,26,131,32,62,43,0,296,68,28,7,76,73,3,256,350,52,25,194,44,4,668,1277,30,12,448,72,4,1842,1904,6,7,334,93,9,2352,297,0,0,53,3,0,349,65,0,0,6,5,0,82,17,0,0,12,3,0,25,4,0,0,3,0,0,3,3,0,0,0,0,0,7,4,0,0,3,0,0,10,55,31,13,53,32,15,198,4090,510,133,1265,384,43,6420
3010,5,9,0,5,12,0,17,0,15,4,3,12,0,30,16,30,5,10,10,0,66,70,20,3,21,7,0,125,100,8,0,40,0,0,150,287,12,0,69,9,7,381,369,4,0,58,6,0,431,144,0,4,17,3,0,168,8,0,0,5,0,0,15,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,13,7,0,14,0,0,39,1019,100,17,239,51,11,1442
3011,3,98,0,14,11,0,124,0,95,7,10,0,0,116,19,353,19,55,28,0,469,115,238,46,143,56,7,603,183,81,26,189,40,8,526,594,101,32,300,34,10,1070,1266,48,40,487,70,8,1922,2451,14,31,499,60,7,3059,1149,5,3,156,17,0,1335,246,0,0,48,4,0,293,69,0,0,15,3,0,92,15,0,0,9,0,0,26,6,0,0,5,0,0,10,11,0,0,5,0,0,14,112,108,12,100,24,29,381,6256,1144,219,2010,344,72,10045
3012,4,31,0,4,4,0,37,0,30,7,3,0,0,37,14,160,17,32,7,0,231,77,55,18,85,30,6,268,159,26,9,129,28,7,362,425,32,10,245,33,7,756,565,9,9,209,16,5,818,189,11,5,63,0,0,264,10,0,0,6,0,0,20,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,7,32,11,10,114,1475,389,85,804,136,33,2924
3013,9,86,0,0,145,0,246,4,51,6,0,40,0,101,18,143,0,16,27,4,211,87,114,8,33,30,4,273,91,43,8,61,12,0,208,181,35,9,75,25,4,325,206,14,8,119,30,0,369,371,9,0,134,24,0,540,241,0,0,53,7,0,308,80,0,0,24,5,0,115,19,0,0,0,0,0,27,9,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,35,0,27,47,6,146,1344,526,42,556,390,24,2883
3014,3,110,20,9,0,8,150,3,121,6,15,0,0,143,39,297,37,100,21,3,494,180,208,102,155,38,11,693,337,78,47,261,28,7,746,1095,73,43,466,54,4,1735,1771,46,16,553,55,14,2455,1595,14,21,252,35,0,1922,328,0,0,49,11,0,392,84,0,4,14,0,0,108,10,0,0,0,0,0,16,3,0,0,3,0,0,6,0,0,0,0,0,0,0,4,0,0,3,0,0,7,103,88,14,113,49,18,393,5565,1040,310,1993,292,66,9262
3015,26,133,10,48,22,0,233,6,217,20,22,33,0,294,35,1034,43,127,41,5,1287,115,413,98,284,130,14,1056,116,178,50,344,77,14,782,479,140,54,560,157,21,1410,2143,139,78,1244,200,25,3826,7155,81,43,2166,319,33,9788,8804,20,11,1556,221,16,10631,4048,4,3,568,66,12,4697,1499,0,0,265,21,0,1782,613,0,0,108,4,0,734,303,0,5,59,0,0,367,344,0,0,102,9,0,457,418,181,23,378,100,81,1182,26097,2551,445,7828,1389,221,38533
3016,7,87,3,13,14,0,130,10,132,13,25,6,0,187,68,463,47,139,23,7,753,264,201,56,214,45,6,793,586,86,23,298,31,6,1040,2035,97,49,562,164,8,2916,4923,56,33,930,151,15,6112,3788,24,18,530,57,12,4421,781,0,4,115,21,0,920,188,3,0,27,0,0,224,37,0,0,10,0,0,47,12,3,0,4,0,0,22,9,0,0,5,0,0,13,14,0,0,9,7,0,28,167,93,16,123,54,39,491,12887,1253,248,3004,596,96,18090
3017,21,190,9,15,14,0,252,9,213,21,15,7,5,264,84,828,50,152,72,6,1189,302,501,100,290,42,12,1246,683,178,41,438,77,12,1432,2411,277,73,779,865,18,4425,4607,126,35,1297,328,25,6419,5672,36,35,891,192,17,6842,1139,22,0,192,41,9,1405,294,0,0,60,6,0,366,94,0,0,28,0,0,122,26,0,0,0,3,0,31,15,0,0,14,0,0,35,22,0,0,15,5,0,40,252,185,35,168,90,41,772,15630,2563,409,4360,1739,130,24838
3018,0,8,0,5,0,0,10,0,5,0,0,0,0,9,15,29,0,35,13,5,96,72,35,22,54,16,0,187,117,5,4,63,9,0,191,412,7,0,121,7,4,557,521,0,0,108,17,5,644,136,0,0,41,0,0,180,20,0,0,3,3,0,30,6,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,12,15,11,64,1319,92,29,436,77,19,1975
3019,0,10,0,0,4,0,16,0,17,3,4,4,0,30,5,43,4,11,6,0,64,27,31,40,31,9,4,142,27,13,7,40,3,0,92,98,8,4,63,8,0,183,278,0,0,112,33,5,428,489,3,0,97,9,0,599,268,0,0,43,0,0,316,67,0,0,9,0,0,77,21,0,0,0,0,0,26,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,4,13,7,0,66,1306,152,63,436,77,15,2051
4000,17,164,76,206,194,5,668,30,331,92,139,88,9,693,215,832,231,868,457,28,2627,955,479,325,1454,499,50,3766,873,168,95,1179,244,16,2572,2030,191,72,1349,223,23,3884,2061,35,36,1016,114,9,3275,1053,28,10,400,39,9,1537,167,6,5,80,20,0,272,34,0,0,25,0,0,61,11,0,0,14,6,0,24,11,0,0,9,0,0,25,0,0,0,0,0,0,4,8,3,0,19,4,0,33,113,153,73,471,432,70,1310,7565,2387,1024,7235,2317,226,20762
4001,58,688,108,194,36,14,1096,29,1501,232,142,36,15,1962,348,9223,1176,1143,257,112,12264,1028,3905,2502,2029,290,98,9863,1380,1575,819,2209,258,44,6290,8120,1889,1135,5023,1299,137,17603,24467,1553,836,10737,1247,119,38964,28248,660,422,8508,921,91,38851,10182,107,67,2570,222,22,13169,3042,19,23,735,66,8,3897,1128,16,16,252,24,4,1437,494,20,3,137,9,0,664,264,13,0,53,9,0,343,330,0,3,134,21,4,493,947,1218,474,1380,365,382,4762,80069,22387,7822,35260,5053,1047,151647
4002,0,22,5,11,0,0,37,0,62,0,5,0,0,75,76,300,18,58,15,7,473,382,200,32,108,37,0,757,236,68,11,110,12,5,439,489,71,18,135,23,6,736,484,16,5,94,8,3,615,191,5,4,30,0,0,228,35,0,3,4,0,0,43,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,21,35,5,34,9,11,117,1911,779,97,591,119,28,3520
4003,3,17,0,3,0,0,20,0,27,4,4,0,0,36,21,219,18,24,15,4,296,121,81,19,57,10,3,282,162,45,11,84,10,0,310,666,25,7,155,17,3,884,355,16,6,80,9,0,466,54,6,3,12,3,0,74,4,0,0,4,3,0,12,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,45,5,21,13,6,109,1407,478,73,467,75,22,2515
4004,3,22,4,0,0,0,30,4,49,4,10,0,0,67,25,201,25,30,22,0,307,196,144,12,65,35,3,447,108,55,4,65,19,0,261,198,53,3,49,18,0,327,180,27,0,37,9,0,257,58,0,0,12,0,0,78,15,3,0,3,0,0,25,4,3,0,3,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,36,0,17,18,5,86,819,594,57,297,120,14,1899
4005,4,15,0,10,0,0,28,0,46,11,10,5,0,72,9,181,7,25,8,0,235,99,91,14,73,21,4,300,90,38,4,72,8,0,205,186,40,11,115,15,0,369,276,25,0,135,15,0,454,153,4,0,64,10,0,231,14,0,0,10,3,0,28,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,4,22,5,8,73,841,476,46,532,88,24,1993
4006,0,25,0,3,0,0,34,3,34,0,4,0,0,47,40,274,16,33,10,4,381,306,125,23,102,21,4,579,143,41,0,62,7,0,262,236,21,3,62,17,0,338,132,0,0,35,3,0,170,24,0,0,9,6,0,39,8,3,0,3,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,4,12,7,8,62,894,563,58,327,71,17,1929
4007,3,0,0,12,6,0,22,0,0,6,4,0,0,12,13,25,16,40,15,0,105,43,26,70,74,38,0,256,57,9,16,94,14,0,189,281,22,28,207,8,3,554,640,3,14,241,28,0,924,345,4,0,90,0,3,438,32,0,0,21,4,0,56,6,0,0,0,0,0,10,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,8,23,12,10,71,1444,96,158,798,125,21,2648
4008,3,64,7,6,3,0,72,3,167,9,0,9,0,191,129,595,10,69,47,3,844,384,367,5,143,37,3,940,142,129,8,92,23,4,387,232,62,4,99,26,0,418,288,29,8,52,19,4,392,100,7,4,20,3,0,131,12,0,0,12,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,80,3,18,13,9,146,1311,1495,41,501,172,27,3548
5000,40,664,492,142,1294,19,2645,19,462,342,72,296,13,1198,108,1173,433,607,906,27,3251,406,775,377,822,550,23,2953,427,376,74,841,327,12,2056,944,501,127,1110,387,21,3096,1449,290,90,1230,275,16,3348,1337,81,34,916,144,19,2541,475,20,8,274,59,3,840,179,4,8,114,17,0,326,60,7,0,41,26,0,132,36,0,0,21,4,0,67,12,0,0,17,10,0,37,30,0,0,34,25,0,92,142,328,122,497,845,56,1991,5669,4690,2095,6743,5153,208,24559
5001,0,16,8,3,6,0,24,0,23,5,11,3,0,36,13,189,42,40,8,7,289,14,107,83,71,36,5,320,47,49,20,78,22,0,221,113,77,53,124,28,0,400,534,79,28,349,51,7,1047,642,18,12,211,34,0,917,133,6,0,41,8,0,188,18,0,0,9,0,0,28,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,40,17,37,11,3,123,1533,596,263,973,211,31,3604
5002,4,15,0,0,7,0,22,0,21,3,0,4,0,31,4,139,5,5,34,0,187,7,138,15,19,46,0,225,6,62,6,10,36,3,120,18,105,10,23,58,0,216,89,111,17,49,50,0,308,154,38,9,68,28,0,296,165,10,0,50,23,0,246,120,3,0,35,3,0,168,89,0,0,37,9,0,132,56,3,0,20,4,0,86,26,0,0,13,0,0,48,33,0,0,12,0,0,40,30,60,10,11,43,11,168,801,708,79,347,352,23,2299
5003,4,21,3,8,8,0,40,3,48,11,4,9,0,80,29,319,39,54,9,5,453,52,202,118,82,31,6,492,121,85,42,150,10,4,411,435,105,24,319,37,4,917,1315,50,19,728,54,6,2171,1658,15,24,491,52,6,2245,339,0,0,73,5,0,424,66,0,0,16,4,0,82,16,0,0,11,0,0,24,5,3,0,0,0,0,8,0,0,0,6,0,0,6,7,0,0,0,0,0,7,62,43,22,74,33,20,257,4116,907,298,2011,244,50,7622
