SUA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
1000,3,23,14,23,41,41,18,9,0,166,11,101,117,401,340,293,237,105,13,1616,0,13,8,122,38,46,39,19,5,285,3,6,11,106,3,11,3,0,0,142,3,59,46,111,30,15,11,0,3,276,0,8,0,22,17,23,15,3,5,95,23,118,90,311,174,248,322,120,14,1422,0,17,30,135,66,44,21,0,3,311,0,6,10,42,54,76,107,76,20,398,0,5,14,74,76,60,46,14,0,290,32,178,202,1184,646,854,1063,763,205,5139,1875,5321,4561,9890,6094,7419,6757,3881,1282,47084,27405,65731,53067,103363,64200,77761,73355,37359,10281,512521,0,0,0,3,0,0,0,0,0,11,23946,55256,43372,86179,53537,61751,52555,27802,11207,415599,0,0,0,53,7,6,0,0,0,76,0,0,0,22,6,8,12,3,0,55,0,9,13,152,36,23,9,8,0,241,0,9,9,56,15,9,9,0,0,101,6,35,39,301,157,162,132,36,10,870
1001,0,4,0,10,6,0,0,0,0,21,6,7,22,43,28,27,8,3,0,129,0,9,3,39,16,4,6,0,0,80,0,0,0,10,0,0,0,0,0,14,0,6,7,16,0,0,0,0,0,31,0,0,0,4,0,0,0,0,0,5,5,9,9,25,15,15,14,8,0,98,3,32,14,64,10,3,4,0,0,122,0,0,0,10,6,7,12,8,0,39,0,4,3,9,10,3,4,0,0,39,10,97,112,256,152,113,115,97,44,998,150,349,330,709,315,310,276,181,71,2699,3104,6456,6113,12254,5607,5510,4950,2565,831,47384,0,0,0,0,0,0,0,0,0,0,2890,5593,5141,10300,4994,5021,4355,2395,1056,41750,0,4,0,36,4,0,0,0,0,47,0,0,0,0,0,4,6,4,0,19,0,0,0,9,0,0,0,0,0,8,0,3,0,9,5,0,0,0,0,17,0,0,3,17,7,10,6,0,0,43
1002,0,0,0,5,0,0,0,0,0,5,0,3,8,16,15,0,3,0,0,56,0,0,0,21,3,3,5,0,0,40,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,13,4,15,8,7,9,7,0,61,0,11,0,17,3,4,0,0,0,32,0,0,0,0,3,0,3,0,0,13,0,0,3,9,3,0,0,0,0,14,5,28,23,91,34,21,20,11,3,245,58,133,302,225,71,96,60,71,35,1054,685,1440,1927,2844,1163,1324,1069,683,226,11358,0,0,0,0,0,0,0,0,0,3,556,1174,1554,1978,1042,1136,927,653,265,9283,0,3,0,29,4,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,3,9,3,7,8,3,0,37
1003,0,0,5,0,0,0,0,0,0,13,0,7,10,32,19,16,25,15,5,129,0,0,0,7,0,0,4,0,0,16,0,0,0,5,0,0,0,0,0,0,0,5,8,10,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,5,3,10,28,21,16,21,4,5,112,0,0,0,5,3,0,0,0,0,15,0,0,0,5,3,8,5,9,0,25,0,0,0,3,5,5,3,4,0,23,3,9,10,89,46,34,32,36,11,275,46,134,124,282,139,172,194,125,79,1291,1146,2786,2248,4499,2768,3078,3185,1824,691,22225,0,0,0,0,0,0,0,0,0,0,993,2313,1842,3748,2493,2743,2766,1648,842,19380,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,46,3,0,0,0,0,60,0,0,0,6,0,0,0,0,0,3,0,0,3,34,16,6,13,4,0,83
1004,0,0,0,0,0,0,0,0,0,7,0,4,0,9,3,10,11,3,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,3,5,0,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,7,5,3,0,13,0,0,0,0,0,0,0,0,0,3,0,3,3,17,8,22,27,29,17,120,25,81,70,111,99,92,111,74,24,698,396,905,775,1443,1034,1255,1570,855,258,8492,0,0,0,0,0,0,0,0,0,0,330,817,629,1204,808,1135,1111,603,269,6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,5,9,4,0,6,3,0,21
1005,0,0,0,3,6,3,0,0,0,12,0,5,8,13,18,4,8,3,0,59,0,5,4,17,6,4,6,0,0,48,0,0,0,0,0,0,0,0,0,5,0,0,6,12,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,7,13,11,6,3,0,0,38,0,0,3,17,8,3,0,3,0,39,0,0,0,5,0,0,0,3,0,11,0,0,0,4,4,0,0,0,0,11,5,8,7,50,27,21,24,20,10,183,38,114,150,254,98,111,94,64,27,964,1120,2532,2704,4929,2171,2062,1751,999,335,18603,0,0,0,10,0,0,0,0,0,9,1000,2219,2190,3824,1895,1846,1526,928,521,15950,0,5,0,20,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,5,0,3,5,4,0,0,0,0,20
1006,0,12,6,0,0,4,3,3,0,25,0,3,0,23,23,21,12,12,0,115,0,0,3,9,9,4,0,3,0,22,0,0,4,5,7,0,3,6,0,20,0,4,0,21,3,8,0,0,0,32,0,0,0,0,0,3,0,0,0,7,0,8,11,18,10,11,16,13,0,94,0,4,5,3,3,0,4,0,0,10,0,0,0,5,4,7,6,8,3,28,0,0,0,8,5,0,0,0,0,16,5,14,9,61,47,68,86,67,18,370,42,103,88,160,122,118,122,123,102,977,1060,2534,2074,4049,2465,2536,2593,1893,634,19838,0,0,0,0,0,0,0,0,0,0,1020,2258,1781,3127,2153,2107,2243,1519,528,16738,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,4,0,0,10,0,0,0,4,0,0,0,0,0,5,0,3,6,11,8,14,8,6,6,55
1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,6,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,10,9,3,8,10,0,45,42,82,110,180,95,86,91,49,38,768,486,1008,993,1971,1015,1244,1101,542,205,8565,0,0,0,0,0,0,0,0,0,0,449,892,779,1753,852,1175,962,589,273,7726,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1008,0,0,0,0,0,0,0,0,0,0,0,3,0,15,5,3,6,3,0,37,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,6,0,3,0,22,9,6,16,5,0,68,0,0,0,0,0,3,0,0,0,5,0,0,0,4,4,0,3,0,0,13,0,0,0,0,4,0,3,0,0,6,4,6,9,196,32,15,5,10,5,273,23,34,47,184,62,47,45,19,7,465,245,504,432,1817,688,675,620,237,50,5267,0,0,0,0,0,0,0,0,0,0,208,425,354,958,475,478,430,168,73,3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,77,3,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,5,24,8,8,3,0,0,42
1009,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,9,4,0,20,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,10,7,6,0,3,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,5,0,0,0,12,3,13,18,15,3,64,9,21,33,55,41,69,110,68,37,453,307,897,807,1167,1013,1361,1876,1201,348,8977,0,0,0,0,0,0,0,0,0,0,269,862,628,1175,911,1359,1514,908,379,8005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,7,6,5,5,0,0,20
1010,0,17,5,25,14,14,21,8,0,103,5,63,85,260,249,149,114,69,8,1005,4,8,8,51,25,22,28,17,4,162,0,7,0,15,5,3,3,0,0,42,0,30,24,86,33,12,3,0,0,199,0,4,0,14,15,25,13,4,0,75,0,48,57,151,112,86,91,45,4,601,0,20,17,53,36,21,10,9,0,158,4,7,8,28,51,39,43,52,11,246,0,9,19,53,43,20,12,10,0,158,16,78,97,566,434,442,453,409,137,2637,347,900,841,1875,1045,1019,974,774,415,8182,9926,21927,19675,38216,21128,20998,18693,11760,3916,166245,0,0,0,3,0,0,0,0,0,11,8887,18678,16558,31210,17054,17174,15432,9412,4503,138907,0,7,0,44,4,0,0,0,0,64,0,0,0,5,6,9,8,4,0,32,0,7,3,167,30,15,13,3,0,248,0,4,5,32,11,0,5,0,0,55,0,18,18,131,66,55,45,15,3,353
1011,0,0,0,6,3,0,0,0,0,18,0,17,17,49,49,32,29,8,0,197,0,3,4,7,4,0,3,3,0,24,0,0,3,17,0,0,0,0,0,26,0,13,20,9,0,5,0,0,0,47,0,0,0,5,5,0,0,0,0,5,3,13,0,30,15,16,35,3,0,113,0,4,0,17,5,11,3,0,0,36,0,0,3,0,3,11,8,3,5,36,0,0,0,6,0,7,6,0,0,23,6,59,73,247,88,104,63,71,25,740,86,218,206,557,264,255,241,178,108,2105,1907,4721,3886,8204,4331,4588,4612,2516,896,35658,0,0,8,12,10,0,0,0,0,30,1794,4054,3107,6395,3730,3998,3832,2152,977,30041,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,19,0,4,0,0,0,21,0,4,0,9,0,0,0,0,0,9,0,3,3,40,18,19,12,10,0,114
1012,0,0,0,0,4,0,0,0,0,7,0,4,3,13,13,5,0,0,0,39,0,12,5,45,13,12,4,0,0,91,0,0,0,9,0,0,0,0,0,9,0,3,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,0,0,0,0,16,0,0,0,11,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,3,4,17,12,9,3,0,0,43,0,11,8,45,19,21,15,11,9,136,118,249,222,476,201,167,126,88,41,1684,1538,2850,2367,5597,2146,2055,1646,982,337,19522,0,0,0,0,0,0,0,0,0,0,1384,2472,2046,4271,1909,1964,1572,1061,471,17155,0,3,0,51,4,3,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,10
1013,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,9,5,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,4,0,0,3,0,0,0,0,6,0,6,3,0,18,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,12,8,11,24,24,10,102,20,43,40,86,73,95,133,110,43,646,349,912,808,1523,1022,1413,2004,1393,524,9946,0,0,0,0,0,0,0,0,0,0,331,837,726,1339,946,1368,1717,1205,666,9131,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,9,7,4,6,0,0,21
1014,0,0,0,0,4,0,3,0,0,5,0,3,0,9,4,0,0,0,0,21,0,0,0,4,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,21,0,0,0,9,7,0,0,0,0,15,0,0,0,0,0,0,3,4,0,12,0,0,0,6,0,0,0,0,0,4,5,3,23,74,21,23,21,8,4,177,39,100,94,187,85,82,73,51,32,743,776,1537,1463,3202,1436,1508,1264,756,261,12212,0,0,0,0,0,0,0,0,0,0,647,1351,1125,2422,1237,1280,1165,748,384,10357,0,3,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,10,0,0,0,4,5,0,0,4,0,9
1015,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,3,4,0,3,3,0,14,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,11,8,13,11,12,0,50,42,74,81,166,81,72,74,41,19,653,582,1317,1132,1954,1020,1160,1130,711,269,9273,0,0,0,0,0,0,0,0,0,0,500,1092,934,1869,981,1067,1034,768,421,8666,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8
1016,0,0,0,0,0,0,0,0,0,0,6,8,7,14,7,7,4,0,0,51,0,0,4,9,7,0,0,0,0,20,0,0,0,45,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,12,13,12,0,0,0,36,0,0,3,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,4,8,0,3,0,0,0,19,0,5,15,94,37,36,18,14,6,225,38,81,70,196,89,76,58,55,32,702,707,1324,1239,3015,1230,1165,791,500,217,10202,0,7,0,7,4,0,0,0,0,15,613,1060,883,1644,816,792,621,374,217,7016,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,0,0,0,0,10,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7
1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,5,0,15,0,0,5,8,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,7,8,5,0,49,43,98,100,159,83,95,71,47,11,713,443,1003,1025,1918,885,983,948,516,154,7877,0,0,0,0,0,0,0,0,0,0,359,897,789,1344,749,865,805,496,244,6560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,6,4,15
1018,0,0,0,0,7,0,0,0,0,5,0,5,0,15,9,6,4,0,0,40,0,0,0,8,0,0,4,0,0,18,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,5,0,3,3,11,8,9,14,4,0,54,0,3,0,10,0,0,0,0,0,21,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,7,3,7,8,52,17,26,12,9,3,136,49,121,131,222,123,109,86,48,35,930,774,1783,1787,3335,1726,1854,1542,780,303,13877,0,0,0,0,0,0,0,0,0,0,659,1511,1460,2901,1558,1630,1420,875,430,12456,0,0,0,5,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,5,0,9,7,3,0,0,0,34
1019,0,0,0,0,0,0,3,0,0,3,0,0,3,0,5,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0,12,0,0,0,7,4,0,0,0,0,13,0,0,0,0,0,3,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,13,9,5,13,13,3,70,18,58,45,117,54,63,63,44,11,487,295,751,700,1449,735,855,821,491,137,6226,0,0,0,0,0,0,0,0,0,0,263,611,514,1069,595,720,633,450,192,5052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,9
1020,0,0,0,0,0,0,0,0,0,3,0,3,9,11,10,8,0,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,0,0,0,4,0,0,0,0,5,0,5,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,5,12,8,8,14,20,0,65,12,41,40,71,60,51,46,26,7,342,463,1158,928,1639,1023,980,865,451,72,7577,0,0,0,0,0,0,0,0,0,0,434,1018,756,1561,832,779,676,329,70,6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,9
1021,0,0,0,0,0,0,0,0,0,8,0,5,11,13,9,17,13,9,0,81,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,4,0,13,3,0,0,0,0,24,0,0,0,0,3,0,0,0,0,3,0,5,3,4,11,3,5,0,0,37,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,3,0,5,7,0,0,0,3,5,3,0,5,0,17,0,3,16,30,28,44,38,27,15,198,19,49,51,121,47,60,79,72,27,522,786,1604,1604,2939,1585,1678,1687,1180,455,13517,0,0,0,0,0,0,0,0,0,0,747,1479,1370,2575,1291,1435,1372,1017,510,11806,0,3,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,13
1022,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,6,5,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,9,0,0,0,4,0,3,0,0,0,10,0,0,0,6,0,0,0,4,0,6,4,0,0,3,0,0,0,0,0,12,0,0,0,13,7,4,4,11,3,51,19,52,34,95,33,43,35,24,9,336,468,895,712,1645,713,667,554,357,127,6134,0,0,0,0,0,0,0,0,0,0,416,809,583,1438,632,584,495,379,173,5519,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,10
1023,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,0,5,0,0,25,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13,0,0,0,8,11,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,13,0,13,6,15,11,7,0,4,3,62,23,56,50,126,64,40,33,24,9,423,442,974,788,1794,779,726,506,243,60,6308,0,0,0,0,0,0,0,0,0,0,363,814,613,1349,618,573,418,226,96,5065,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
1024,0,0,0,0,4,0,0,0,0,7,0,9,10,14,14,13,19,13,0,95,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,3,0,0,0,26,0,0,0,0,3,0,4,0,0,11,0,3,7,7,7,16,12,8,0,57,0,0,0,9,0,0,0,0,0,10,0,0,0,7,10,5,4,13,0,36,0,0,0,0,0,0,0,0,0,4,0,6,5,27,14,36,43,34,7,178,8,56,61,95,79,111,122,128,36,694,489,1415,1355,2185,1608,2116,2417,1668,434,13682,0,0,0,0,0,0,0,0,0,0,481,1284,1080,1832,1386,1853,1928,1188,486,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,10,0,0,0,8,0,0,0,0,0,8,0,0,0,14,13,4,5,5,0,41
1025,5,11,16,46,17,21,14,7,0,138,12,66,108,324,201,122,85,24,12,956,3,18,23,92,51,29,21,18,9,253,0,3,4,48,4,3,3,0,0,68,8,44,48,118,17,12,4,0,0,255,0,0,3,27,15,12,3,3,0,68,24,68,78,234,102,98,74,31,7,708,0,29,50,176,59,37,20,7,0,381,4,10,4,41,53,59,44,34,16,263,0,10,44,97,47,13,17,3,0,234,38,253,295,1022,408,366,382,289,127,3181,414,1149,1324,2884,1238,1240,1183,802,392,10629,15073,32792,32277,66357,30679,29120,24889,13719,4479,249387,6,40,18,79,8,5,4,0,0,163,13780,28388,27977,55631,26680,25971,21776,12538,6138,218876,0,20,16,132,13,4,6,0,0,198,0,0,0,30,10,42,35,12,0,123,0,3,7,134,21,4,3,0,0,175,0,6,0,43,26,10,9,0,0,90,7,24,26,222,78,54,42,9,3,466
1026,0,0,0,0,4,0,0,0,0,5,0,0,3,15,9,3,4,5,0,43,0,5,0,13,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,5,23,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,10,9,3,11,16,0,0,57,0,0,5,11,4,0,0,0,0,24,0,0,0,0,0,5,6,9,0,19,0,0,0,3,3,0,0,0,0,5,0,14,4,48,19,32,50,47,14,223,99,200,178,340,158,155,106,73,37,1349,1239,2493,2393,4993,2195,2271,2055,1242,426,19311,0,0,0,0,0,0,0,0,0,0,1051,2176,1886,3665,1802,1785,1694,946,445,15465,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,5,0,0,0,6,0,5,0,0,0,14,0,4,0,8,0,0,0,0,0,6,0,0,0,10,6,9,6,3,0,35
