SUA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
1034,0,5,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,13,24,70,3,4,5,3,0,3,0,112,5,6,0,0,0,0,0,0,0,5,10,22,0,0,0,0,0,0,0,33,3,9,0,0,0,0,0,0,0,14,77,185,28,44,13,10,0,11,6,370,0,0,0,0,0,0,0,0,0,0,25,24,16,15,6,10,0,8,5,96,37,21,24,24,3,3,3,13,0,138,158,37,668,68,32,68,77,140,25,1262,7,0,5,0,3,3,3,4,0,26,11,3,10,12,0,5,8,28,0,72,4,3,0,0,0,0,0,5,0,14,4,0,12,3,3,0,11,15,5,61,364,386,769,163,65,109,103,223,39,2222,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,14,20,108,9,5,5,0,0,3,0,149,0,3,0,0,0,0,0,0,0,4
1035,0,3,0,0,0,0,0,0,0,10,18,154,8,4,4,0,0,3,0,187,100,250,39,20,27,15,13,14,4,479,3,15,4,0,3,0,0,0,0,22,26,110,6,9,9,9,3,0,0,171,14,24,4,13,7,0,0,0,0,68,299,980,159,138,96,74,42,75,17,1877,0,0,0,0,0,0,0,0,0,9,81,69,47,55,30,19,15,20,4,350,126,126,135,121,60,39,31,37,7,686,589,223,2009,385,188,225,402,413,72,4503,21,11,22,28,6,20,32,37,6,171,21,21,26,25,12,19,21,40,6,191,3,14,13,3,3,6,7,18,0,64,28,18,33,20,16,14,32,38,26,214,1336,2011,2503,814,450,442,589,706,144,8991,3,18,0,0,0,0,0,0,0,19,17,115,3,0,5,0,0,0,0,142,67,410,12,46,39,13,4,7,5,601,4,16,0,0,0,0,0,0,0,26
1036,14,34,3,0,0,0,0,0,0,62,113,926,23,9,19,0,9,3,10,1114,882,2091,139,150,243,139,165,88,52,3946,25,55,3,8,0,0,0,6,0,93,135,543,41,58,39,15,13,16,7,860,83,121,15,21,29,5,4,9,3,291,2072,6053,756,923,683,410,306,356,119,11676,0,10,13,4,3,0,4,0,0,31,525,535,469,409,147,99,145,110,26,2463,874,819,1044,676,349,239,254,273,65,4585,2343,866,11043,1211,914,783,2871,2119,383,22531,61,44,94,92,42,71,101,152,8,665,174,121,151,102,92,78,166,134,26,1039,45,83,50,29,15,8,31,34,12,314,88,101,135,81,43,58,135,125,132,898,7429,12398,13971,3767,2612,1902,4216,3420,847,50565,19,96,0,3,6,0,0,0,0,126,85,736,11,12,27,0,0,7,5,879,698,3028,63,222,349,87,17,37,42,4539,26,94,0,9,11,4,0,0,0,141
2000,14,51,0,5,3,3,0,4,0,87,209,700,22,16,26,4,6,10,10,1005,1226,1940,128,133,177,71,39,105,60,3883,39,84,4,17,14,3,4,0,5,178,491,1088,91,172,96,35,28,59,26,2081,156,217,39,47,31,14,6,15,3,520,4747,7372,1122,1080,734,493,324,899,205,16980,31,7,27,7,9,5,7,7,5,104,2123,1040,883,554,317,246,266,419,91,5940,2261,1131,1355,1177,462,363,425,679,112,7969,11384,1621,24810,2436,1438,1825,6641,6903,1118,58172,321,67,270,145,67,162,246,413,28,1721,590,157,331,197,80,134,365,343,50,2250,145,107,105,37,29,25,48,88,22,599,846,211,568,202,89,212,507,682,395,3721,24585,15794,29762,6231,3577,3591,8916,10622,2124,105203,32,164,0,12,13,0,0,0,0,220,172,756,16,30,50,4,0,7,14,1053,1180,3931,88,334,399,84,10,77,78,6179,66,280,6,20,27,9,0,0,7,416
2001,0,5,0,0,0,0,0,0,0,6,3,20,0,0,0,0,0,0,0,23,50,94,9,8,12,7,14,5,4,208,0,5,0,0,0,0,0,0,0,5,9,25,5,9,6,0,0,0,0,50,7,10,0,0,0,0,0,0,0,19,140,316,51,53,53,34,28,25,7,712,0,0,0,0,0,0,0,0,0,7,34,32,46,24,24,14,20,15,3,211,69,54,83,68,31,11,38,29,4,389,235,67,1108,113,103,74,272,218,47,2235,9,0,11,13,4,7,9,9,0,57,16,5,20,3,10,7,14,6,0,84,0,3,6,0,0,0,4,0,0,20,10,4,21,3,3,8,12,14,14,90,590,639,1364,288,253,164,414,320,78,4113,0,10,0,0,0,0,0,0,0,14,5,31,0,0,0,0,0,0,0,36,31,167,11,27,20,5,3,6,3,273,0,17,0,0,0,0,0,0,0,26
2002,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,17,14,36,0,0,5,0,0,0,0,62,0,3,0,0,0,0,0,0,0,3,10,10,0,5,0,0,0,0,0,26,0,5,0,0,0,0,0,0,0,3,63,155,15,18,18,13,4,23,3,317,0,0,0,0,0,0,0,0,0,5,12,18,11,15,7,9,3,5,4,90,35,38,21,27,23,8,6,14,5,174,137,30,500,50,41,67,127,130,16,1106,3,3,5,0,3,5,8,8,0,37,5,10,6,12,0,3,3,6,0,46,0,0,3,0,0,0,0,7,0,21,6,5,12,5,5,0,6,13,8,61,295,337,580,128,99,119,167,213,39,1971,0,6,0,0,0,0,0,0,0,6,0,11,0,0,3,0,0,0,0,13,13,81,0,12,6,0,0,3,0,114,0,5,0,0,3,0,0,0,0,13
2003,3,13,0,0,0,0,0,0,0,24,27,243,3,5,5,6,3,4,0,290,302,722,50,39,70,32,56,40,18,1329,5,38,0,4,3,0,0,0,0,58,86,299,24,48,37,5,4,8,6,519,42,64,3,16,15,0,0,3,0,139,778,2230,299,320,292,156,122,145,40,4382,3,0,0,3,0,0,0,6,0,12,203,200,147,102,68,56,52,57,11,889,290,245,284,249,141,91,93,102,14,1502,910,241,3588,487,333,349,713,764,124,7515,37,10,42,38,21,41,35,54,0,285,40,42,43,40,15,33,37,45,5,292,11,29,16,10,0,3,3,12,4,95,36,39,52,32,11,24,41,38,47,322,2777,4426,4547,1384,1007,806,1154,1281,267,17650,4,47,5,0,4,0,0,0,0,59,29,223,0,6,11,0,0,0,4,274,225,1092,28,104,140,29,3,25,14,1667,11,66,0,3,3,5,0,0,0,97
2004,0,14,0,0,0,0,0,0,0,22,25,164,0,0,8,0,0,0,0,207,164,498,31,38,43,13,15,18,8,823,9,21,0,0,0,0,0,0,0,40,71,260,15,45,24,11,3,12,4,439,29,49,5,3,9,0,0,3,0,99,600,1881,184,239,212,114,93,142,33,3485,3,0,3,3,0,0,0,0,0,11,142,161,134,86,56,38,40,33,7,697,256,254,223,271,103,97,92,99,17,1409,853,318,3352,531,290,331,780,842,136,7432,25,12,44,24,19,34,32,68,7,260,38,22,35,44,21,18,29,49,9,263,13,30,11,8,3,4,4,15,3,96,26,29,52,27,16,31,43,36,47,310,2249,3710,4094,1327,803,675,1142,1315,269,15592,3,28,0,0,0,0,0,0,0,28,8,164,3,0,10,0,0,0,0,190,130,890,12,66,62,27,3,14,10,1218,6,63,0,6,5,0,0,0,0,82
2005,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,7,0,57,31,97,7,13,3,7,0,6,4,166,0,6,0,0,0,0,0,0,0,4,20,49,5,5,0,0,0,4,0,75,0,6,0,0,3,0,0,0,0,12,71,226,38,36,26,14,5,18,5,434,0,0,0,0,0,0,0,0,0,0,24,34,19,9,15,5,3,7,7,105,28,31,30,14,8,0,3,11,0,130,41,25,258,39,23,20,49,48,6,516,4,0,7,9,0,0,0,10,0,25,7,3,4,7,3,3,0,0,0,25,0,0,3,3,0,0,0,0,0,10,5,3,3,0,5,3,3,5,0,31,237,531,375,128,83,52,69,105,24,1593,0,8,0,0,0,0,0,0,0,14,14,59,0,4,0,0,0,3,0,77,34,165,3,19,19,7,0,3,4,249,0,5,0,0,0,0,0,0,0,10
2006,0,3,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,7,8,20,6,4,3,0,0,4,0,47,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,21,5,4,0,0,0,0,0,0,0,15,33,100,17,15,10,9,13,33,0,220,0,0,0,0,0,0,0,0,0,0,17,16,12,8,4,0,3,16,3,85,27,16,23,17,8,0,10,18,0,113,128,24,416,40,28,36,134,172,24,1003,10,0,4,0,0,0,3,15,0,35,10,0,10,5,0,0,8,9,0,45,0,3,4,3,0,0,0,3,0,17,4,0,8,0,4,3,10,16,9,54,240,208,495,94,69,58,185,287,36,1664,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,8,14,44,0,7,4,4,0,3,0,74,0,6,0,0,0,0,0,0,0,6
2007,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,11,30,54,3,3,3,9,0,3,0,107,0,0,0,0,0,0,0,0,0,0,15,32,0,4,3,0,0,0,0,53,3,3,0,5,0,0,0,0,0,12,144,266,37,39,16,14,6,25,3,552,0,0,0,0,0,0,0,0,0,3,35,38,28,18,0,15,3,3,0,140,54,27,55,38,12,8,8,21,0,223,300,50,892,92,40,72,191,205,25,1880,5,0,11,3,0,3,0,15,0,43,12,4,7,13,0,3,14,7,0,65,3,9,0,0,0,0,0,5,0,10,15,8,14,9,5,6,15,18,9,86,613,503,1047,218,88,136,250,297,44,3202,0,5,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,15,20,129,0,12,7,0,0,4,0,172,0,15,0,0,0,0,0,0,0,13
2008,19,48,0,4,0,0,0,0,0,75,104,785,28,3,21,4,0,9,8,970,840,1797,200,160,242,165,269,258,51,3976,39,85,3,5,8,4,9,0,0,155,218,656,56,84,58,20,14,21,6,1135,98,186,18,37,30,3,3,3,6,387,2647,6387,971,944,872,563,405,540,156,13485,7,4,14,5,0,0,5,5,0,40,558,667,517,319,179,127,160,180,44,2742,847,678,969,731,344,252,324,320,51,4513,2177,674,9739,1306,671,751,1781,2022,380,19505,60,41,97,69,40,64,105,147,6,622,148,88,109,108,39,75,113,118,11,790,57,89,50,39,19,14,29,33,9,342,112,98,159,85,41,56,105,152,147,948,7926,12274,12933,3902,2559,2088,3325,3805,888,49693,11,149,0,5,12,0,0,0,0,183,67,626,20,12,47,0,0,0,4,779,642,2687,111,290,336,119,31,99,35,4346,39,220,3,15,15,6,0,0,0,299
2009,3,0,0,0,0,0,0,0,0,9,13,49,0,0,0,0,0,0,0,62,97,138,11,6,11,5,6,6,5,281,9,5,3,0,0,0,0,0,0,20,30,67,3,12,4,0,0,0,0,118,18,7,0,3,4,0,0,4,0,34,288,450,57,71,49,36,14,28,9,994,0,5,0,0,0,0,0,0,0,3,59,71,42,29,24,11,13,11,3,253,75,71,78,68,44,16,13,17,5,381,274,79,968,61,52,45,150,134,32,1797,10,0,7,3,0,5,7,6,0,42,17,20,7,14,7,8,16,8,0,93,4,5,5,3,0,0,0,5,0,28,11,9,12,4,0,4,12,8,11,78,913,973,1182,267,192,134,230,228,69,4189,3,9,0,0,0,0,0,0,0,15,13,46,0,0,0,0,0,0,0,68,71,237,9,9,30,3,0,0,0,366,4,21,4,0,0,0,0,0,0,31
2010,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,38,27,53,5,9,7,3,0,0,0,96,0,0,0,0,0,0,0,0,0,9,5,27,0,4,0,0,3,0,0,38,0,6,0,0,0,0,0,0,0,12,76,206,23,31,13,8,12,13,8,390,0,0,0,0,0,0,0,0,0,0,43,26,15,23,4,11,4,7,0,135,50,37,20,47,10,12,15,13,4,210,218,47,658,78,44,63,163,127,27,1418,4,0,9,5,3,9,3,9,0,48,8,0,8,6,3,4,3,12,4,53,0,0,3,3,0,0,0,0,0,14,10,8,5,3,0,0,11,9,13,61,450,449,742,210,92,124,205,200,50,2520,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,21,25,102,3,10,4,0,0,0,0,147,0,3,0,0,0,0,0,0,0,8
2011,318,878,32,39,98,34,28,13,13,1464,2685,16689,295,202,453,111,131,144,157,20861,26579,60274,5761,3814,9395,4804,5389,3886,2025,121913,955,1959,170,119,312,179,204,120,81,4106,4788,12115,878,1078,1587,566,402,415,214,22049,1519,2433,254,359,483,168,105,90,59,5481,62593,141893,21786,15377,25669,14775,12731,12024,4553,311399,111,69,218,102,54,59,126,77,31,840,10366,10473,9759,4225,4049,3071,4222,3271,757,50188,14819,12096,16693,9024,7031,5171,7983,6404,1313,80539,27782,9880,113888,12487,10734,9739,22312,22495,4634,233953,958,593,1535,994,769,896,1360,1514,141,8763,2730,1813,2609,1528,1340,1483,2169,1802,311,15783,1326,1998,1322,542,516,469,856,718,254,8009,2180,2402,2745,1109,1038,1110,2143,2017,3320,18066,159709,275573,177945,50998,63532,42645,60174,54991,17852,903422,382,1678,30,98,223,44,4,12,12,2487,2220,14641,244,283,709,83,20,63,141,18406,19041,70908,2731,8272,14657,4249,838,2413,1723,124827,807,3181,84,351,532,145,27,91,82,5292
2012,0,0,0,0,0,0,0,0,0,3,12,37,0,0,0,0,0,0,0,52,62,149,3,13,13,5,3,12,0,259,0,7,0,0,0,0,0,0,0,12,22,69,12,14,9,4,7,3,0,126,8,17,0,0,0,0,0,0,4,35,264,596,61,98,60,21,25,68,4,1187,0,0,0,0,0,0,0,0,0,5,89,61,41,60,16,12,18,22,5,316,157,104,107,116,39,38,41,57,14,672,554,153,1663,207,124,193,405,405,75,3772,18,10,19,21,3,18,29,45,4,160,39,14,17,22,4,14,17,23,0,154,12,11,5,3,3,0,5,16,3,49,43,14,34,14,5,18,34,57,49,264,1282,1240,1963,555,285,316,578,712,157,7091,0,6,0,0,0,0,0,0,0,9,7,33,0,0,3,0,0,0,0,45,52,255,4,12,21,5,0,8,0,356,4,11,0,3,0,0,0,0,0,15
2013,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,6,30,3,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,9,13,4,0,0,0,0,0,0,26,3,5,0,0,3,0,0,0,0,8,48,135,21,21,17,9,10,7,5,272,0,0,0,0,0,0,0,0,0,4,25,14,18,14,10,6,13,11,0,99,38,34,45,27,8,14,19,20,0,214,171,52,1023,108,71,56,247,239,42,2011,0,3,3,0,4,0,10,17,0,48,5,0,3,11,3,0,7,10,4,48,0,0,5,3,0,0,0,0,0,5,4,11,18,3,4,5,8,21,13,81,316,307,1141,203,122,92,316,320,63,2881,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,16,80,0,5,12,0,0,0,0,115,0,7,0,0,0,0,0,0,0,7
2014,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,7,13,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,3,34,113,9,24,13,3,3,4,0,206,0,0,0,0,0,0,0,0,0,0,16,21,8,6,3,4,9,7,0,54,18,15,9,27,3,5,9,7,6,87,68,34,416,41,19,21,143,97,34,879,0,3,4,4,0,0,10,11,0,34,3,6,0,0,6,3,7,8,0,40,6,4,4,0,0,0,0,3,0,15,3,3,4,8,0,4,10,9,7,49,159,230,459,108,46,36,192,146,50,1422,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,11,42,0,9,0,0,0,0,0,65,0,4,0,0,0,0,0,0,0,9
2015,0,4,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,0,18,38,84,3,6,5,0,0,0,0,142,0,4,0,5,0,0,0,0,0,10,18,24,5,3,0,0,0,0,0,47,3,5,3,4,0,0,0,0,0,18,86,277,29,31,15,15,12,5,3,466,0,0,0,0,0,0,0,0,0,0,26,49,22,15,9,3,4,3,3,142,59,44,35,31,25,12,7,3,3,221,126,40,498,76,31,39,89,124,26,1049,5,4,13,8,4,10,3,10,0,56,6,4,7,0,0,4,4,9,0,30,4,0,0,0,0,0,6,4,0,11,13,7,10,4,0,3,9,3,4,57,380,556,626,174,95,90,127,170,48,2261,0,3,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,22,21,122,6,11,7,3,0,3,0,165,0,3,0,0,0,0,0,0,0,7
2016,0,10,0,0,0,0,0,0,0,10,8,61,4,0,0,0,0,0,0,69,87,232,20,20,18,10,4,15,9,416,4,14,0,0,0,0,0,0,0,23,22,113,5,15,10,3,6,4,3,175,11,15,0,7,0,0,0,0,0,39,220,671,81,76,69,39,47,82,18,1296,0,0,0,0,0,0,0,0,0,5,86,59,41,27,30,8,23,18,4,287,184,113,114,106,39,30,54,69,9,712,487,119,1618,197,127,157,304,436,70,3519,7,9,18,10,8,22,19,38,0,132,20,12,25,20,10,16,21,35,4,166,6,6,11,8,0,5,4,12,0,51,22,22,29,14,6,17,30,52,32,218,1162,1444,1963,486,318,305,521,762,140,7107,0,9,0,0,0,0,0,0,0,9,9,39,0,5,3,0,0,0,0,54,75,321,12,42,21,15,3,17,5,506,0,23,0,0,3,0,0,0,0,35
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,5,4,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0,5,8,22,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,12,55,140,17,14,13,4,6,12,4,262,0,0,0,0,0,0,0,0,0,0,12,23,11,7,0,3,3,6,4,69,45,31,24,33,12,4,5,15,6,177,159,41,379,24,26,38,68,88,17,847,10,0,0,3,5,3,4,5,0,32,9,3,4,6,4,7,0,10,0,35,0,0,0,4,0,0,0,0,0,10,6,4,10,0,0,3,4,18,5,57,316,287,445,96,62,68,94,167,37,1576,0,4,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,8,8,61,0,5,4,0,0,0,0,85,4,3,0,0,0,0,0,0,0,4
2018,0,6,0,0,0,0,0,0,0,6,6,46,3,0,0,0,0,0,0,56,44,158,13,9,13,5,5,4,3,252,0,10,0,0,0,0,0,0,0,13,8,45,10,6,6,0,3,5,0,79,3,16,0,5,0,0,0,0,0,31,149,541,85,59,72,29,22,39,15,1007,0,0,0,0,0,0,0,0,0,6,38,63,53,33,18,7,4,6,8,233,90,79,88,82,45,23,28,25,11,475,311,113,1575,178,149,124,413,396,64,3320,7,8,15,12,5,12,12,22,5,106,11,6,12,9,10,10,20,14,0,86,9,8,14,8,5,0,7,12,0,56,19,15,27,6,8,8,33,26,16,169,713,1099,1896,406,336,222,551,546,120,5888,0,12,0,0,0,0,0,0,0,11,5,43,3,0,0,0,0,0,0,48,42,268,7,23,7,8,0,0,0,358,4,13,0,0,0,0,0,0,0,15
2019,0,0,0,0,0,0,0,0,0,5,3,17,0,0,0,0,0,0,0,20,25,65,8,7,6,0,0,0,0,114,0,4,0,0,0,0,0,0,0,4,11,37,0,9,6,0,0,0,0,64,0,8,0,5,0,0,0,0,0,20,90,270,35,42,21,13,14,20,4,506,0,0,0,0,0,0,0,0,0,0,35,18,19,21,10,12,5,11,0,125,43,46,32,59,18,9,12,22,6,244,177,44,663,89,51,68,171,192,22,1468,8,0,11,0,4,3,6,8,0,43,6,0,9,14,6,6,4,7,0,53,5,6,0,0,5,0,0,7,0,22,12,8,9,10,7,3,16,16,18,98,413,538,781,250,115,119,230,280,48,2786,0,3,0,0,0,0,0,0,0,8,6,13,0,0,0,0,0,0,0,20,20,144,0,13,10,0,0,3,0,204,0,6,0,0,0,0,0,0,0,8
2020,0,9,0,0,0,0,0,0,0,7,5,48,0,0,0,0,0,0,0,60,60,155,10,10,20,6,0,4,0,266,3,3,0,0,0,0,0,0,0,8,28,84,3,12,8,3,0,3,0,136,11,17,6,0,0,0,0,0,0,41,219,580,63,78,58,31,21,75,14,1137,0,0,0,0,0,0,0,3,0,8,64,76,61,32,21,15,16,28,4,326,119,77,104,102,39,39,32,44,5,549,506,103,1747,119,91,146,437,449,66,3665,13,3,17,9,6,7,18,20,0,90,29,12,23,24,14,11,24,21,0,154,17,9,7,5,0,0,4,4,0,51,17,14,22,15,3,5,21,28,23,156,1092,1190,2065,399,261,268,580,685,120,6655,0,9,0,0,0,0,0,0,0,10,9,51,0,0,4,0,0,0,0,64,53,313,5,21,17,0,0,4,3,418,4,14,0,4,0,0,0,0,0,23
