RA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
RA61,6,50,3,6,4,4,0,3,0,78,182,1256,37,15,36,9,5,17,11,1572,1041,2247,532,636,399,368,467,704,94,6486,49,87,8,14,8,12,11,16,6,208,210,718,45,65,68,23,16,29,3,1180,169,258,21,56,43,5,5,7,7,563,2548,7160,1309,1317,977,626,584,914,198,15634,6,9,14,0,0,5,0,0,0,28,526,552,403,290,195,107,88,137,27,2322,941,770,846,566,421,246,193,290,81,4365,3172,994,10197,1674,1061,892,1780,1823,404,21989,92,57,171,152,83,112,145,227,17,1057,141,93,148,150,88,82,109,121,17,957,63,90,58,61,27,30,27,69,18,446,143,125,194,128,74,74,150,174,164,1225,9287,14468,13993,5127,3483,2593,3590,4535,1045,58122,16,121,0,3,8,8,0,0,0,154,167,1141,23,29,65,3,6,7,14,1448,829,3682,166,1126,727,379,26,374,100,7405,29,135,5,21,24,8,0,3,6,240
RA62,7,17,0,3,0,4,0,0,0,32,61,194,4,12,6,0,4,7,0,291,243,471,83,85,54,21,33,137,10,1155,4,17,0,3,5,3,0,0,0,39,54,205,17,28,14,0,9,5,10,351,41,58,13,16,5,6,4,4,0,137,849,1923,336,305,169,88,85,301,60,4121,8,0,8,0,0,0,0,0,0,17,371,269,174,114,76,39,43,64,18,1168,505,314,321,204,135,112,99,137,36,1865,2527,515,6779,764,494,483,2010,1737,292,15596,71,31,96,67,37,55,120,191,11,672,98,51,82,73,24,44,91,94,12,553,33,29,35,28,8,7,26,31,4,205,159,44,139,52,19,47,193,192,125,969,5037,4138,8081,1760,1052,903,2709,2895,587,27164,6,29,0,0,0,0,0,0,0,36,38,220,6,11,15,0,0,3,10,303,205,861,31,143,94,26,0,58,9,1428,12,46,0,8,4,0,0,0,0,69
RA63,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,15,21,11,8,5,0,0,26,3,96,4,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,9,49,50,23,19,10,0,3,27,0,189,0,0,0,0,0,0,0,0,0,0,14,10,6,7,4,0,0,4,0,50,25,12,18,8,3,3,0,8,0,79,98,16,215,29,3,4,99,87,11,559,0,0,0,0,3,4,4,16,0,21,3,3,7,0,0,0,5,6,0,28,0,0,0,0,0,0,0,0,0,6,10,3,8,3,0,0,8,19,11,63,223,131,297,79,36,18,126,206,24,1133,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,10,28,0,18,4,0,0,16,0,83,0,0,0,0,0,0,0,0,0,0
RA64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,16,21,5,4,0,4,0,6,0,56,0,0,0,0,0,0,0,0,0,0,15,6,3,3,3,0,0,3,0,30,15,0,3,0,0,0,0,3,0,35,65,3,89,0,7,4,20,39,4,230,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,0,9,0,17,128,44,108,13,10,12,31,71,8,421,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,8,3,0,3,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0
RA65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,4,21,4,0,0,7,7,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,9,11,12,31,8,0,3,7,20,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
RA72,4,17,0,4,0,0,0,0,3,31,60,340,12,4,11,0,3,0,4,438,472,1009,164,307,259,165,109,148,46,2676,19,32,10,13,6,4,0,5,0,88,121,273,19,39,28,5,4,4,3,505,79,80,6,29,19,6,0,3,4,225,1052,2577,603,695,486,229,271,281,86,6282,0,3,10,4,3,6,0,0,5,26,268,235,206,204,97,37,63,65,15,1185,514,378,529,577,238,95,139,141,57,2673,1315,532,5326,1035,569,337,914,748,220,10999,50,38,93,106,40,49,60,97,9,543,75,53,116,84,55,39,65,72,4,562,28,55,40,40,14,9,29,23,8,240,57,61,128,86,42,36,74,68,106,655,4119,5689,7264,3221,1873,1005,1737,1649,566,27125,7,36,0,0,3,0,0,0,0,50,52,335,9,8,28,0,0,0,5,442,472,1600,55,361,375,147,10,69,37,3123,26,79,0,10,16,3,0,3,0,142
RA73,3,0,0,0,0,0,0,0,0,11,8,70,3,0,0,0,0,0,0,89,143,249,31,90,56,23,9,11,18,626,6,5,0,0,0,0,0,0,0,17,22,63,7,14,12,0,0,4,0,115,18,27,3,12,0,0,0,0,0,63,254,674,140,231,91,44,38,87,26,1584,0,3,0,5,0,0,0,0,0,10,58,59,47,73,24,17,9,17,7,300,127,125,124,239,46,25,27,32,10,766,421,166,1415,396,131,91,230,248,68,3166,15,25,17,36,8,10,15,19,8,151,21,21,23,44,15,3,15,23,9,165,0,14,15,4,4,0,9,0,6,54,30,32,36,49,7,14,23,36,44,270,1133,1531,1861,1187,402,224,371,486,189,7381,0,15,0,0,0,0,0,0,0,14,15,93,0,9,0,0,0,0,6,122,130,519,19,73,92,22,0,12,9,860,0,22,0,0,6,0,0,0,0,29
RA74,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,10,53,76,16,17,24,3,7,0,0,188,0,0,0,0,0,0,0,0,0,0,18,37,0,4,0,0,0,0,0,62,11,6,0,6,0,0,0,0,0,17,133,215,33,68,33,14,15,17,5,525,0,0,0,0,0,0,0,0,0,4,32,33,14,27,3,0,7,7,0,135,52,37,31,71,13,3,21,24,4,261,214,106,534,188,47,28,145,233,29,1521,13,37,10,39,13,4,15,45,6,176,17,24,11,33,3,0,7,20,0,125,0,0,0,0,0,0,0,4,0,3,15,32,19,36,7,9,28,53,23,225,554,620,676,493,138,63,238,399,68,3258,0,9,0,0,5,0,0,0,0,20,0,12,0,0,0,0,0,0,0,18,52,151,3,14,20,3,0,11,0,261,5,14,0,0,0,0,0,0,0,15
RA75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,6,6,0,0,0,19,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA79,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,11,5,0,0,3,0,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,3,0,13,13,5,20,7,3,6,13,20,0,77,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,15,23,37,30,16,11,4,12,40,8,182,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
RA80,42,109,3,3,10,0,6,3,4,179,809,3175,72,36,169,8,13,14,54,4345,4835,7889,695,763,1431,631,448,622,366,17684,105,221,18,21,48,20,9,17,7,462,834,1684,99,139,276,32,23,27,44,3159,463,500,44,77,138,9,12,3,22,1270,6905,15404,1951,1812,2878,946,649,940,631,32117,6,6,12,8,0,0,0,0,0,40,1036,1092,600,416,450,163,159,167,71,4160,1730,1629,1272,963,837,335,274,362,183,7583,2609,1586,8558,1596,1374,674,1080,1387,374,19242,125,129,141,211,111,117,71,125,11,1040,205,233,210,178,126,85,108,124,38,1311,122,238,97,65,58,36,36,43,17,715,168,256,204,117,118,56,107,116,264,1406,19985,34156,13976,6403,8032,3120,2983,3955,2101,94714,38,175,0,10,20,7,0,4,4,253,704,2329,48,52,180,13,0,8,36,3367,4025,8300,269,1237,2039,557,33,292,339,17092,100,257,6,42,65,12,0,5,10,502
RA81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,11,0,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,12,4,5,3,7,0,0,0,0,0,17,10,3,41,3,0,0,0,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,38,43,10,5,0,5,4,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
RA85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,8,3,0,4,0,5,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,14,7,9,8,0,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
RA91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,19,4,3,5,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
RA94,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,8,8,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,19,38,8,16,7,0,3,4,0,100,0,0,0,0,0,0,0,0,0,3,12,3,11,0,0,4,0,8,0,38,12,0,5,4,8,0,0,3,4,35,58,16,214,26,7,10,22,37,4,395,0,0,6,9,0,0,6,7,0,23,4,0,3,0,0,0,0,0,0,11,0,0,3,0,0,0,0,3,0,11,7,3,12,0,0,0,0,10,6,41,130,78,257,57,34,20,42,66,17,697,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,13,26,0,10,7,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
RA95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
