UCL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
UCL214009,10,36,36,12,36,44,6,20,5,194,10,17,16,14,23,34,6,16,17,160,297,693,540,326,669,793,223,377,57,3969
UCL214010,13,18,4,12,6,9,3,3,3,68,8,11,11,3,11,8,5,6,14,80,192,471,326,207,335,435,108,249,48,2363
UCL214011,14,19,15,11,29,36,10,20,4,154,7,17,10,17,32,36,7,18,34,176,214,554,430,303,773,883,250,486,80,3972
UCL214012,12,22,13,11,23,19,8,17,0,121,3,15,7,9,14,16,4,8,25,103,137,345,288,230,484,468,167,268,65,2453
UCL214013,6,13,10,8,18,12,4,5,0,75,0,16,3,0,15,16,3,11,6,60,147,372,226,223,389,460,150,306,30,2307
UCL214014,8,12,14,8,14,11,4,5,0,70,14,12,3,7,12,8,0,4,23,86,158,417,295,197,326,340,75,188,51,2050
UCL214015,3,16,11,13,23,29,8,12,3,119,8,10,3,11,13,14,0,5,19,81,124,407,285,213,409,438,153,258,47,2342
UCL214016,10,20,12,5,18,14,3,15,0,94,12,15,10,9,28,24,5,8,24,131,148,455,320,276,575,442,111,224,64,2606
UCL214017,6,7,7,7,4,13,0,6,0,51,5,11,14,8,9,12,5,11,18,84,146,419,299,174,290,333,93,237,48,2038
UCL214018,15,21,25,14,22,23,9,15,0,132,6,18,10,5,14,20,4,10,24,121,249,562,414,294,568,605,173,319,67,3254
UCL214019,5,16,10,4,17,24,0,9,0,90,7,9,3,0,11,18,4,3,26,82,140,360,280,243,504,453,128,226,51,2389
UCL214020,4,10,8,3,12,18,3,4,0,50,8,8,9,3,11,11,5,12,11,75,137,362,239,235,454,456,104,272,47,2305
UCL214021,9,17,17,8,25,28,11,11,0,118,8,12,10,8,28,40,9,10,22,136,141,347,294,213,477,554,165,289,39,2519
UCL214022,18,34,27,13,37,25,0,12,0,157,12,27,10,7,14,17,3,4,25,119,206,612,431,341,560,537,125,220,57,3077
UCL215001,0,3,5,0,5,0,0,0,0,15,0,0,10,0,0,11,0,0,0,25,43,147,96,71,79,126,33,79,0,679
UCL215002,6,9,3,3,0,7,4,4,0,41,3,6,3,5,8,3,0,10,6,45,64,166,111,87,197,185,35,124,18,985
UCL215003,0,4,3,5,12,7,3,3,0,34,0,16,7,5,8,6,0,3,12,55,114,295,211,129,220,231,81,152,21,1449
UCL215004,0,0,0,0,0,0,0,3,0,10,0,0,3,0,4,4,0,0,3,21,68,150,81,65,106,78,27,57,12,651
UCL215005,0,0,0,0,0,4,0,3,0,13,0,0,4,0,0,8,3,0,13,24,22,49,55,38,54,67,16,58,12,376
UCL215006,5,4,7,3,12,7,0,3,0,32,0,4,4,7,8,15,4,0,4,45,77,150,139,91,246,261,75,134,11,1187
UCL215007,3,9,4,3,3,6,0,0,0,23,0,11,4,3,3,4,4,5,4,36,77,207,146,92,171,221,64,127,24,1129
UCL215008,0,5,6,0,5,8,0,10,0,33,0,3,3,0,8,4,0,0,11,28,49,143,108,69,213,219,61,153,12,1035
UCL215009,0,5,0,0,0,3,0,0,0,10,3,7,0,0,3,0,0,0,0,14,16,57,59,25,51,63,21,40,8,335
UCL215010,0,9,8,4,7,4,0,10,0,48,0,7,10,4,4,12,6,6,3,43,62,212,168,88,178,237,69,186,20,1222
UCL215011,0,0,0,0,5,0,0,0,0,13,0,7,4,0,8,0,0,4,7,27,33,83,40,29,69,97,27,43,13,437
UCL215012,0,6,4,3,4,9,0,11,0,30,0,10,3,0,9,7,0,3,5,41,114,248,216,140,256,260,67,169,21,1506
UCL215013,5,9,7,5,18,9,9,8,0,74,5,14,12,4,12,27,3,11,16,105,122,206,223,164,536,482,139,237,29,2136
UCL215014,5,5,3,6,8,7,5,0,0,36,0,0,5,4,5,5,0,0,5,27,34,81,73,52,151,138,35,63,9,636
UCL215015,3,4,3,4,4,4,0,4,0,29,3,6,7,0,6,0,0,4,7,35,104,211,151,117,196,178,63,110,20,1150
UCL215016,4,12,6,3,25,12,4,4,3,75,3,12,10,6,12,28,6,14,24,106,118,259,205,133,394,391,128,220,44,1891
UCL215017,3,14,5,6,7,10,4,6,7,64,5,13,9,0,12,13,4,4,10,72,76,195,151,82,225,272,77,152,42,1272
UCL215018,0,6,4,3,5,7,0,7,0,33,0,11,9,0,11,10,6,8,9,41,57,202,137,102,190,234,70,178,24,1187
UCL215019,3,6,6,0,5,8,0,3,0,30,0,8,0,0,5,9,0,0,3,30,90,199,160,75,177,187,63,107,12,1069
UCL215020,0,0,0,0,3,8,0,0,0,17,0,0,0,0,3,3,0,5,3,14,34,62,61,42,75,83,30,66,15,465
UCL215021,5,4,0,0,0,3,0,0,0,10,0,4,0,0,3,11,0,0,0,29,34,84,54,44,109,107,29,51,13,534
UCL215022,0,10,6,3,13,9,3,9,0,53,5,9,6,5,9,13,4,4,14,70,105,280,209,165,370,300,84,155,36,1711
UCL215023,0,0,0,0,7,4,0,0,0,15,0,0,0,0,0,3,5,0,7,26,36,91,73,63,96,131,46,75,24,627
UCL215024,0,3,0,0,5,5,4,3,0,20,0,4,3,0,8,7,0,0,16,35,25,91,74,57,131,131,33,74,17,645
UCL215025,4,3,0,5,6,8,0,0,0,21,0,0,3,0,5,8,0,0,11,16,30,67,58,30,73,89,15,42,11,412
UCL215026,0,0,3,0,4,8,4,0,0,23,0,3,0,0,4,3,0,0,7,25,35,69,58,32,70,79,19,43,19,416
UCL215027,0,3,3,0,4,8,3,5,0,29,0,0,3,0,0,0,0,0,0,8,20,79,67,32,76,99,21,59,15,462
UCL215028,3,10,5,0,11,17,8,10,0,65,3,10,3,3,3,14,0,3,6,46,73,173,131,106,179,189,57,110,12,1037
UCL215029,6,11,6,7,10,13,0,5,0,52,8,12,9,3,9,12,0,9,7,69,92,330,253,170,255,258,76,172,19,1626
UCL215030,0,3,0,0,5,0,0,0,0,11,0,0,0,0,5,6,0,5,8,18,22,53,58,50,115,78,20,45,13,459
UCL215031,0,4,0,0,0,9,0,0,0,20,7,0,0,0,3,8,0,0,3,20,29,81,51,48,69,122,32,69,14,523
UCL215032,0,13,3,4,4,9,0,8,0,47,5,3,3,0,6,7,0,3,12,50,98,180,127,128,189,258,48,123,31,1187
UCL215033,0,16,3,3,7,9,0,9,0,54,6,5,6,0,20,13,0,4,8,53,80,176,137,98,323,353,110,215,16,1494
UCL215034,0,0,0,0,0,9,0,0,3,17,0,3,0,0,0,0,0,3,7,11,30,79,60,46,61,70,24,34,11,415
UCL215035,0,6,4,4,9,11,6,10,3,45,3,5,3,0,8,7,4,3,6,35,40,126,87,59,139,157,45,91,16,765
UCL215036,3,0,0,0,6,6,0,4,0,29,8,3,3,4,3,14,0,7,4,39,44,92,63,53,95,111,34,69,23,574
UCL215037,0,7,6,4,9,6,4,3,0,27,0,4,0,0,7,5,0,5,7,35,28,82,68,42,115,120,34,57,17,562
UCL215038,3,9,5,0,6,4,0,0,0,36,3,6,0,5,5,4,0,8,7,32,34,101,72,49,98,119,28,68,18,589
UCL215039,0,6,3,0,9,8,3,3,0,24,0,3,0,0,6,3,0,3,8,17,33,86,57,36,91,112,27,68,10,518
UCL215040,0,0,0,0,3,3,0,3,0,14,7,5,0,0,3,4,0,0,8,30,21,64,75,35,96,89,21,52,16,475
UCL215041,3,7,7,0,10,11,6,4,0,46,3,5,0,4,15,18,3,8,13,69,70,188,165,125,241,282,97,167,26,1359
UCL215042,3,4,3,0,3,5,0,8,4,34,3,0,0,0,9,4,0,5,7,24,47,96,64,40,111,124,36,68,21,621
UCL215043,9,6,8,4,14,13,6,8,0,76,0,10,0,0,28,23,3,6,16,99,77,209,185,133,360,335,100,211,38,1637
UCL215044,4,11,3,0,14,8,0,7,0,46,0,0,3,0,6,4,0,0,6,32,57,132,112,75,147,154,33,90,25,817
UCL215045,6,13,8,3,16,11,3,15,3,75,4,14,13,8,11,10,6,7,19,80,90,259,225,158,290,282,76,182,35,1591
UCL215046,0,8,9,4,7,9,0,9,0,46,7,0,0,0,4,3,0,0,9,28,50,118,98,58,139,185,56,91,14,817
UCL215047,7,8,7,5,15,20,0,10,0,67,7,11,3,6,16,17,0,7,8,65,63,132,87,97,245,210,61,132,31,1058
UCL215048,3,11,6,9,8,12,7,0,0,48,0,10,0,0,16,13,4,8,9,59,44,112,98,72,185,146,56,87,24,825
UCL215049,0,4,0,0,6,0,0,0,0,10,7,0,0,0,0,0,0,7,6,26,68,114,64,61,76,93,28,47,12,561
UCL215050,0,10,7,7,3,4,8,3,0,38,0,4,3,13,0,12,6,10,8,55,92,237,160,109,182,304,89,215,28,1422
UCL215051,10,9,13,3,10,28,6,7,0,89,4,8,0,3,0,13,4,15,16,61,130,275,217,170,318,369,113,232,34,1859
UCL215052,0,3,0,0,3,7,0,3,0,18,7,4,0,0,3,0,0,3,7,23,37,97,85,50,82,82,24,61,13,537
UCL215053,0,14,12,12,10,17,3,4,0,76,4,9,7,3,11,7,4,7,11,65,108,276,227,195,305,329,133,209,34,1819
UCL215054,0,0,3,0,17,3,0,0,0,34,0,0,0,5,11,10,0,8,22,43,41,110,89,94,172,140,46,67,23,776
UCL215055,4,8,0,0,5,7,4,5,0,26,0,11,0,0,0,3,0,6,4,20,55,132,74,58,94,100,35,66,19,628
UCL215056,3,3,3,3,9,6,0,5,0,26,3,4,4,0,11,3,0,0,7,34,48,101,71,54,155,106,28,41,25,621
UCL215057,3,5,4,0,7,0,4,3,0,31,0,4,0,0,6,8,0,3,8,27,44,121,109,56,130,125,53,75,18,730
UCL215058,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,3,11,25,82,56,48,70,74,26,40,9,428
UCL215059,0,5,0,5,4,0,6,0,0,14,0,0,0,0,3,0,0,6,6,19,74,179,153,98,158,168,41,96,20,989
UCL215060,3,7,7,0,5,4,7,6,0,49,4,10,10,0,8,10,4,3,5,48,83,206,185,120,244,213,62,113,27,1255
UCL215061,0,5,0,0,0,9,0,0,0,22,3,10,4,3,4,6,0,4,0,33,44,127,85,68,156,205,41,103,10,835
UCL215062,3,5,3,0,3,3,4,4,0,31,6,3,0,0,4,5,0,14,10,38,29,96,74,58,114,119,32,87,24,631
UCL215063,0,3,0,0,6,4,0,3,0,21,0,0,3,0,3,4,0,0,3,17,28,79,60,37,86,88,29,52,5,465
UCL215064,3,4,4,4,9,9,4,10,0,35,3,0,3,3,19,8,0,4,3,39,45,84,102,84,186,204,35,90,20,852
UCL215065,0,8,9,3,17,9,3,7,3,67,5,3,5,0,10,6,5,10,17,64,83,192,145,134,268,309,85,155,39,1409
UCL215066,0,5,5,8,0,7,0,0,0,25,0,0,3,0,0,0,0,0,9,22,33,112,92,72,117,91,17,58,22,611
UCL215067,4,0,0,0,0,7,0,0,0,14,0,0,0,0,3,0,0,0,3,19,26,47,41,41,44,96,21,80,9,409
UCL215068,0,3,4,3,10,5,0,5,0,40,4,6,4,0,5,4,0,6,3,35,80,211,165,117,199,174,49,111,22,1122
UCL215069,3,11,7,5,0,3,0,3,0,34,0,8,0,7,3,8,0,0,11,40,117,267,194,110,172,276,85,159,32,1411
UCL215070,5,0,7,8,8,9,0,6,0,45,0,9,3,3,15,13,0,11,17,69,47,164,145,116,256,204,61,125,35,1161
UCL215071,4,13,11,3,5,15,8,7,0,71,4,7,10,0,14,14,0,7,16,75,107,270,232,152,337,417,124,209,30,1877
UCL215072,0,0,3,9,0,4,6,3,0,20,4,12,10,4,26,9,3,8,39,114,33,122,62,66,258,155,57,86,64,908
UCL215073,3,13,5,7,8,11,3,3,0,55,9,4,0,0,7,7,5,6,13,52,70,168,132,97,174,178,68,153,29,1059
UCL215074,11,10,20,8,22,24,14,23,4,137,3,9,4,8,19,27,4,17,12,109,152,331,271,168,460,572,194,326,39,2504
UCL215075,0,4,4,3,0,9,4,8,0,27,0,3,0,0,8,3,0,0,3,21,38,68,63,30,117,87,25,60,14,504
UCL215076,4,4,3,5,6,4,3,4,0,43,0,5,0,0,7,4,0,0,4,29,58,140,118,83,186,238,54,123,21,1026
UCL215077,0,8,4,0,0,4,0,3,0,19,0,0,3,3,3,4,0,0,3,16,40,126,97,74,100,127,41,69,12,678
UCL215078,3,10,9,3,10,21,0,5,0,64,5,3,9,3,11,10,9,3,7,48,59,147,129,76,206,233,58,102,14,1020
UCL215079,3,4,0,4,9,9,6,0,0,29,3,4,0,3,5,4,0,0,0,27,50,133,110,72,146,155,44,98,14,826
UCL215080,7,5,0,11,6,10,0,0,0,49,4,6,4,0,10,12,3,6,10,46,58,142,105,79,198,195,55,110,17,966
UCL215081,3,16,8,7,8,17,6,5,0,81,5,8,7,0,11,10,4,3,6,54,105,251,224,160,330,418,163,202,19,1873
UCL215082,5,9,6,3,11,11,6,0,0,43,4,6,4,0,12,10,7,9,7,55,86,174,105,84,219,239,67,133,24,1128
UCL215083,6,4,0,4,3,9,0,14,0,45,0,15,4,0,3,7,0,0,9,43,51,125,82,80,143,161,58,124,33,862
UCL215084,6,0,6,0,0,13,0,0,0,27,0,4,0,0,6,0,3,0,10,37,35,79,58,53,115,98,41,43,18,533
UCL215085,0,0,4,0,7,4,0,0,0,18,0,0,0,4,8,0,4,5,3,24,46,69,71,31,126,134,28,70,11,578
UCL215086,3,6,12,5,9,14,4,14,0,63,6,11,4,4,16,5,5,3,18,69,102,261,205,135,328,305,98,210,36,1672
UCL215087,0,4,7,3,16,12,0,5,0,46,5,0,4,7,4,12,5,4,10,38,49,114,100,56,153,168,51,114,24,825
UCL215088,4,3,4,4,4,4,4,0,0,27,4,11,6,5,5,10,0,4,6,52,58,133,94,77,133,123,30,75,8,742
UCL215089,5,5,3,0,8,10,4,3,0,34,0,3,0,0,3,5,0,5,12,32,63,129,111,77,161,196,38,92,25,886
UCL215090,3,0,0,4,5,5,4,0,0,25,3,4,5,4,4,10,0,7,7,40,62,134,87,82,169,194,43,111,17,892
UCL215091,8,5,4,6,7,3,0,0,0,32,0,9,0,0,10,11,0,13,0,46,45,149,105,81,114,180,42,145,8,868
UCL215092,8,14,11,4,6,11,3,8,0,68,4,14,0,5,7,12,5,16,6,64,139,332,225,199,298,441,145,273,13,2066
UCL215093,14,25,21,8,17,35,9,16,0,145,0,7,6,5,26,18,3,15,15,93,133,303,244,172,444,465,132,195,37,2123
UCL215094,0,9,0,0,4,3,0,6,0,20,3,8,0,0,5,7,0,0,5,21,34,77,40,42,86,91,25,45,13,453
UCL215095,0,0,0,0,6,9,0,0,0,21,0,3,6,3,6,9,4,0,8,27,26,76,61,39,109,89,33,37,14,476
UCL215096,4,12,6,3,17,8,4,12,0,76,0,6,5,4,4,11,6,0,12,57,67,168,142,97,224,273,71,155,25,1226
UCL215097,12,8,8,7,10,14,3,10,0,67,5,11,8,8,18,15,0,10,19,83,93,210,172,131,284,305,66,125,44,1426
UCL215098,6,0,0,0,6,5,5,3,0,28,0,8,0,0,6,0,0,0,4,21,45,92,79,46,119,121,40,63,9,620
UCL215099,0,6,3,5,0,0,0,0,0,25,4,0,5,0,5,4,0,6,9,31,33,102,78,65,81,106,32,61,16,570
UCL215100,0,5,3,3,0,0,0,0,0,15,0,5,4,0,4,4,0,3,3,16,29,84,66,48,65,96,24,54,11,464
UCL221001,0,0,0,3,4,4,0,0,0,13,0,0,3,0,0,6,0,0,0,16,31,50,45,26,63,91,30,38,11,396
UCL221002,0,4,0,0,3,3,0,0,0,12,0,0,0,4,4,0,0,0,0,8,25,71,47,26,82,73,22,51,5,391
UCL221003,0,0,0,0,5,4,0,0,0,11,0,4,0,0,8,0,0,4,5,16,15,41,26,37,52,53,13,34,6,280
UCL221004,0,7,6,3,0,5,0,5,0,30,0,3,3,0,3,3,0,5,3,22,32,124,73,48,100,104,29,95,12,606
UCL221005,0,3,0,3,0,4,0,0,0,16,0,4,0,0,0,3,0,0,5,12,14,40,34,25,35,70,15,62,5,304
UCL221006,0,0,0,0,5,0,0,0,0,12,0,0,0,0,4,0,0,0,0,8,20,50,45,38,50,67,17,32,9,308
UCL221007,0,3,3,0,0,0,0,0,0,6,4,4,0,0,5,6,0,0,0,11,20,34,30,19,46,36,11,26,3,218
UCL221008,0,4,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,13,19,49,26,33,28,53,15,33,5,267
UCL221009,4,0,0,0,0,6,4,0,0,12,4,5,0,0,0,0,0,0,0,13,20,39,31,25,61,49,15,28,4,277
UCL221010,0,0,3,0,0,0,4,3,0,12,0,0,0,0,0,4,0,0,5,10,24,46,33,18,50,46,15,29,8,267
UCL221011,0,0,0,0,0,4,0,4,0,11,0,0,0,0,0,0,0,3,0,6,15,61,41,30,52,65,20,60,0,353
UCL221012,0,3,3,0,0,0,3,4,0,16,0,0,0,0,4,0,0,0,0,7,12,31,25,21,44,51,14,53,3,254
UCL221013,0,0,0,0,3,0,0,0,0,6,0,0,5,5,8,3,0,3,3,22,17,42,37,25,65,81,12,29,3,310
UCL221014,0,5,3,0,6,0,0,0,0,10,0,4,0,0,0,3,0,5,0,10,29,70,56,43,63,88,24,31,6,407
UCL221015,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,9,15,47,25,18,34,44,20,35,4,242
UCL221016,0,4,7,0,4,0,3,6,0,23,0,0,0,3,0,0,0,3,0,10,32,73,46,38,97,94,37,65,5,475
UCL221017,0,5,0,0,0,3,0,0,0,12,4,6,0,0,0,3,0,0,6,11,18,81,45,41,63,64,16,43,16,395
UCL221018,0,0,0,0,0,0,0,0,0,10,3,0,0,0,7,3,0,0,0,20,14,73,52,29,61,60,22,61,3,372
UCL221019,6,3,3,0,0,0,0,0,0,13,0,0,0,0,3,5,0,0,6,8,20,56,43,41,51,57,10,27,7,315
UCL221020,0,3,0,0,0,0,0,0,0,9,4,0,0,0,6,3,0,5,0,16,12,55,43,31,35,60,22,38,9,298
UCL221021,0,0,3,0,4,0,0,0,0,13,6,4,0,0,3,6,0,0,3,15,21,64,51,34,68,65,10,32,7,356
UCL221022,0,0,0,0,0,0,0,0,0,7,0,3,4,0,4,0,0,0,0,5,17,46,46,12,38,46,21,23,0,252
UCL221023,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,6,23,27,27,17,19,29,4,19,0,175
UCL221024,0,4,0,3,10,0,4,0,0,23,0,4,0,0,0,0,0,0,8,13,25,78,43,32,73,70,26,36,14,381
UCL221025,0,0,0,5,0,0,0,0,0,8,5,0,0,0,0,3,0,0,3,15,14,27,30,22,26,73,16,32,7,257
UCL221026,0,4,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,29,51,35,22,54,35,7,23,7,257
UCL221027,0,0,3,0,0,3,0,3,0,11,0,6,0,0,4,0,0,4,5,11,15,35,24,22,44,42,9,42,9,243
UCL221028,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,6,24,72,55,29,20,48,17,36,6,316
UCL221029,0,3,0,0,3,5,0,0,0,15,0,0,0,3,0,3,0,5,4,18,20,54,41,27,62,75,28,43,12,364
UCL221030,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,8,11,6,17,28,16,26,33,10,10,9,151
UCL221031,0,0,0,0,0,6,0,0,0,5,0,4,0,0,4,0,0,0,5,14,24,45,33,26,52,65,21,32,7,296
UCL221032,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,7,44,32,25,39,49,15,19,8,238
UCL221033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,9,17,27,31,26,19,45,12,23,6,197
UCL221034,0,5,3,0,5,6,0,5,0,23,0,5,4,0,6,5,0,4,0,24,29,73,49,36,77,93,28,66,13,465
UCL221035,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,4,3,22,12,35,33,28,34,42,12,34,4,229
UCL221036,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,4,11,30,65,43,31,62,87,24,38,11,384
UCL221037,0,0,0,0,4,0,0,7,0,14,0,0,0,0,0,0,0,0,8,13,18,45,26,20,41,73,10,59,8,300
UCL221038,3,5,0,0,0,4,0,10,0,21,4,3,0,0,7,3,0,7,0,25,28,61,38,26,79,101,29,62,8,430
UCL221039,0,3,6,0,3,0,5,8,0,21,0,3,0,0,0,0,0,0,0,14,19,59,38,42,70,57,17,45,9,358
UCL221040,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,8,16,58,34,22,48,60,10,40,8,291
UCL221041,0,3,0,0,0,3,0,0,0,14,0,3,0,0,3,3,0,0,0,18,26,40,47,30,64,67,9,37,5,323
UCL221042,0,4,0,0,4,4,0,0,0,11,7,4,0,0,7,0,0,0,0,16,17,28,38,28,61,51,12,20,5,255
UCL221043,0,5,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,18,61,34,23,28,34,9,29,4,231
UCL221044,0,5,0,3,0,0,0,0,0,3,0,10,5,0,0,4,0,0,0,20,37,104,75,33,44,67,23,44,8,424
UCL221045,0,0,0,6,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,18,77,38,44,61,74,17,35,5,367
UCL221046,0,3,4,0,5,13,0,0,0,27,4,3,3,0,4,3,0,0,5,23,44,87,97,48,176,163,58,88,20,780
UCL221047,0,0,3,0,4,6,0,3,0,21,3,0,5,0,0,0,0,0,0,6,27,56,48,31,57,81,24,36,3,367
UCL221048,0,0,0,3,0,0,0,0,0,10,4,0,0,0,0,6,0,3,0,14,22,48,28,24,30,52,13,30,8,241
UCL221049,0,4,0,0,4,4,0,3,0,17,0,0,0,0,0,0,0,4,0,12,25,61,49,38,65,77,20,43,6,389
UCL221050,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,10,0,3,3,27,18,42,47,19,65,70,9,24,4,297
UCL221051,0,3,0,3,0,3,0,0,0,7,0,0,0,0,3,0,0,0,4,11,6,55,29,28,56,65,12,32,8,290
UCL221052,0,0,0,0,0,3,0,0,0,9,0,4,3,0,0,0,0,0,4,15,7,42,45,23,55,53,18,31,8,274
UCL221053,0,0,0,4,0,3,0,0,0,8,0,0,0,0,6,0,0,3,5,13,11,39,24,24,54,29,13,21,5,233
UCL221054,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,14,47,42,38,35,49,12,33,6,278
UCL221055,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,3,6,0,4,17,25,35,31,24,61,65,29,61,16,351
UCL221056,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,6,14,7,26,15,14,30,26,6,18,11,153
UCL221057,4,0,3,0,4,3,0,0,0,19,0,6,5,0,11,3,0,0,3,22,31,38,36,32,79,70,18,51,18,365
UCL221058,0,0,0,0,4,7,3,0,0,12,0,0,0,0,0,0,0,0,0,3,13,37,31,24,54,33,25,32,3,248
UCL221059,0,4,4,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,3,11,28,64,53,48,56,66,19,52,8,405
UCL221060,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,34,30,17,21,28,3,19,0,161
UCL221061,3,5,5,0,0,5,0,0,0,14,4,5,0,0,0,3,0,0,0,13,27,54,33,34,42,55,8,17,4,287
UCL221062,0,0,0,0,3,5,0,0,0,9,5,4,0,0,3,0,0,0,7,24,12,54,42,27,52,52,5,38,12,301
UCL221063,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,6,9,31,21,17,28,40,11,39,7,209
UCL221064,0,7,4,0,8,4,3,0,0,24,5,0,0,3,0,7,0,3,3,19,21,47,45,26,70,93,23,33,5,372
UCL221065,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,12,14,46,38,19,21,40,12,22,4,206
UCL221066,0,3,9,0,6,0,3,0,0,19,0,0,0,0,6,3,0,4,4,18,10,37,44,20,82,52,19,34,6,320
UCL221067,0,0,5,0,0,9,0,3,0,12,0,0,0,0,0,5,0,0,3,11,20,41,29,22,35,58,22,23,6,255
UCL221068,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,5,11,24,38,26,23,42,43,9,12,15,220
UCL221069,0,5,0,0,0,3,5,0,0,11,7,0,6,0,7,4,0,0,0,21,50,78,60,43,62,85,21,48,3,447
UCL221070,0,0,3,0,0,4,0,5,0,14,0,0,0,3,3,0,6,4,4,21,32,55,36,38,81,85,23,29,9,389
UCL221071,3,6,7,0,0,10,0,0,0,27,0,4,4,0,0,3,0,0,0,16,20,78,46,33,41,60,22,48,7,354
UCL221072,0,6,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,4,3,8,14,27,21,15,50,45,19,25,9,224
UCL221073,0,4,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,3,14,65,29,32,43,55,20,22,3,277
UCL221074,0,0,0,4,0,0,0,0,0,7,3,0,4,0,4,0,0,0,0,18,25,57,43,35,63,58,12,44,5,337
UCL221075,0,0,4,0,3,0,0,3,0,17,0,3,0,0,3,0,0,4,0,15,33,73,48,26,49,54,8,29,8,341
UCL221076,0,4,0,4,0,0,0,0,0,9,0,3,6,0,0,0,0,0,4,10,20,81,41,27,40,47,20,33,4,317
UCL221077,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,9,10,53,25,27,41,43,6,28,6,246
UCL221078,0,0,0,0,4,0,0,0,0,8,0,3,4,0,0,5,0,5,3,23,12,36,38,25,70,60,13,35,4,293
UCL221079,0,0,0,0,3,0,0,0,0,3,0,5,0,0,3,0,0,0,0,10,18,54,12,14,27,32,8,28,9,198
UCL221080,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,3,4,15,20,40,28,25,52,37,25,34,0,253
UCL221081,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,11,28,28,17,25,31,9,44,3,199
UCL221082,0,4,0,0,6,0,0,0,0,17,0,3,9,0,5,5,0,4,15,34,26,47,54,32,138,110,22,60,22,510
UCL221083,0,0,3,0,0,6,0,0,0,9,0,0,0,0,0,3,0,0,0,5,35,87,69,45,68,94,31,61,4,482
UCL221084,0,3,0,0,4,0,0,6,0,15,4,3,0,0,4,4,0,4,0,15,35,47,38,28,92,81,15,56,4,399
UCL222001,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,5,10,17,13,11,29,33,11,31,0,153
UCL222002,0,0,3,0,0,6,0,0,0,7,6,0,0,0,0,0,0,0,0,3,27,30,40,12,20,40,20,28,6,218
UCL222003,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,10,16,17,18,17,26,33,14,20,4,163
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,4,0,0,0,19
UCL222005,0,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,21,4,10,23,21,9,13,0,103
UCL222006,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,4,0,0,0,13,5,26,29,15,37,33,12,13,5,173
UCL222007,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,12,11,3,25,15,6,6,0,93
UCL222008,0,4,4,0,0,0,0,3,0,6,4,0,0,0,0,0,0,0,0,4,15,35,33,15,19,39,11,26,0,186
