UCL_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
UCL215084,0,0,8,0,4,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,3,9,19,16,15,12,3,0,0,75,0,0,0,3,0,0,0,0,0,9,3,0,10,4,4,3,4,0,0,31,0,0,4,0,0,4,0,0,0,6,6,0,7,0,3,0,0,0,0,17,0,0,0,0,3,0,0,0,0,9,0,0,0,4,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,19,3,0,5,6,4,5,0,0,0,21
UCL215085,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,5,0,9,16,13,6,5,0,0,43,0,0,0,0,4,0,0,0,0,9,5,6,30,24,23,17,0,6,0,104,0,0,4,6,3,7,0,0,0,23,3,0,0,0,0,3,0,0,0,12,4,0,0,0,0,0,0,0,0,12,0,0,4,6,6,7,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,6,0,0,0,0,3,5,0,0,0,10,0,0,0,9,3,0,0,0,0,14,0,0,0,3,0,4,0,0,0,5,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,3,3,4,0,0,0,15
UCL215086,0,0,12,9,6,9,5,6,0,42,0,0,3,3,0,0,0,0,0,9,3,7,33,20,17,13,0,0,0,99,0,0,6,16,9,14,4,0,0,51,4,27,48,34,32,26,3,0,0,174,0,0,6,10,12,3,0,0,0,30,11,7,12,11,7,3,0,0,0,48,22,9,0,0,7,0,6,0,0,44,0,0,5,17,14,9,0,0,0,46,0,0,0,0,4,0,0,0,0,6,0,0,0,0,8,0,0,0,0,13,0,3,0,0,0,4,0,0,0,9,0,0,6,8,4,5,4,0,0,32,0,0,0,0,3,4,0,0,0,14,0,0,8,11,11,3,3,0,0,43,0,4,13,11,10,11,6,0,0,52,0,0,7,14,8,10,3,0,0,42,0,0,6,0,0,0,0,0,0,8,0,0,6,7,11,4,3,0,0,36,0,0,20,16,12,4,0,0,0,45
UCL215087,0,0,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,8,7,13,17,5,0,0,57,0,0,0,0,0,0,0,0,0,3,10,13,39,29,29,14,0,0,0,138,0,0,3,4,3,0,0,0,0,18,0,4,0,5,4,4,4,0,0,21,3,0,0,0,0,0,0,0,0,7,0,0,0,6,11,20,5,0,0,43,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,4,0,0,9,0,0,0,0,15,0,0,4,7,8,7,3,0,0,24,0,0,0,0,7,3,5,0,0,14,0,0,0,3,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,4,4,6,5,3,0,0,31,3,0,5,8,4,3,3,0,0,22
UCL215088,0,3,4,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,4,9,9,7,9,3,0,0,46,0,0,0,0,0,0,0,0,0,6,0,9,8,13,12,12,4,0,0,61,0,0,0,0,4,0,0,0,0,10,0,0,6,0,4,7,5,0,0,24,12,0,0,0,4,7,0,0,0,19,0,0,0,6,3,8,4,0,0,13,0,0,0,6,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,4,4,15,6,4,0,0,29,0,0,0,4,0,0,0,0,0,9,0,0,0,0,3,6,4,0,0,15,0,0,0,7,15,6,6,0,0,28,0,0,0,0,12,6,6,0,0,22,0,0,0,5,3,4,0,0,0,9,0,0,3,3,3,7,0,0,0,16,0,0,4,5,10,3,3,3,0,36
UCL215089,3,8,15,11,9,18,5,5,5,73,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,8,0,0,0,30,0,0,4,0,5,0,0,0,0,11,4,7,14,5,12,13,3,0,0,61,0,3,0,4,5,10,0,0,0,27,15,0,7,5,4,9,0,0,0,45,0,0,7,0,0,5,0,0,0,8,0,0,9,4,6,6,0,0,0,30,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,10,0,0,4,0,0,3,0,0,0,9,0,0,0,5,7,10,0,0,0,30,0,0,6,3,3,7,0,0,0,17,4,7,9,12,5,17,6,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,4,0,0,26,0,0,4,0,3,7,0,0,0,19
UCL215090,0,3,4,9,3,6,6,0,0,26,0,0,3,3,0,0,0,0,0,9,0,0,13,11,0,7,0,0,0,45,0,0,0,4,0,3,0,0,0,8,6,15,46,21,16,8,0,0,0,115,0,0,5,10,6,3,0,0,0,23,0,3,9,5,3,8,0,0,0,22,7,0,3,0,0,0,0,0,0,12,0,0,0,9,8,9,5,0,0,31,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,3,4,0,4,4,0,0,16,0,0,4,0,0,4,0,0,0,13,0,0,4,4,3,6,3,0,0,26,0,0,8,13,6,5,0,0,0,25,0,0,8,5,0,10,0,0,0,23,0,0,4,0,0,0,0,0,0,9,0,0,4,0,7,0,0,0,0,17,0,0,3,7,7,3,0,0,0,24
UCL215091,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,7,10,10,9,0,0,43,0,0,0,0,0,3,0,0,0,10,8,28,11,23,26,31,9,4,0,137,0,0,0,6,6,3,0,0,0,22,7,3,7,0,5,6,6,0,0,33,5,4,0,0,0,0,0,0,0,14,0,0,0,3,7,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,12,6,0,0,0,24,0,0,0,0,0,0,0,0,0,9,0,5,0,4,14,13,11,0,0,48,0,4,0,0,0,0,0,0,0,7,0,3,4,5,6,10,0,0,0,25,0,0,3,0,6,4,0,0,0,15,0,4,3,0,0,6,5,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,3,5,0,0,0,0,14,0,4,6,0,3,13,0,0,0,30
UCL215092,0,0,0,6,3,3,0,0,0,15,0,0,0,0,3,0,0,0,0,3,3,9,8,15,20,15,5,0,0,74,0,0,3,4,4,4,0,0,0,20,8,22,41,43,29,18,0,0,0,168,0,0,0,6,3,0,0,0,0,18,10,10,13,12,9,8,4,0,0,70,11,5,4,11,0,8,0,0,0,42,0,3,7,17,19,18,8,0,0,73,0,0,0,9,8,3,0,0,0,23,0,0,3,8,28,8,0,0,0,47,0,0,0,0,0,3,6,0,0,7,0,3,13,42,40,23,7,6,0,138,0,0,3,4,8,4,5,0,0,28,0,0,18,26,27,17,7,0,0,91,4,0,7,22,17,15,3,0,0,68,0,3,7,14,12,16,10,0,0,65,0,3,0,5,9,6,0,0,0,21,0,0,4,3,3,4,0,0,0,23,0,5,7,5,11,7,7,0,0,41
UCL215093,0,0,3,7,3,4,7,0,0,24,0,0,0,0,5,0,0,0,0,7,8,9,35,22,34,31,9,0,0,144,0,0,6,4,0,6,0,0,0,16,21,49,143,82,52,30,3,0,0,385,0,3,3,8,13,10,0,0,0,41,11,7,26,22,9,14,3,0,0,92,12,6,0,0,0,3,0,0,0,27,0,0,0,11,12,12,12,0,0,48,0,0,0,3,0,0,0,0,0,7,0,0,0,5,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,5,9,4,6,0,0,0,31,0,4,12,3,4,4,3,0,0,37,0,3,14,9,9,7,0,0,0,44,3,0,5,6,4,9,0,0,0,24,0,0,3,7,0,4,8,0,0,28,0,0,0,4,0,0,0,0,0,9,5,8,17,17,17,19,0,0,0,83,3,11,18,9,17,5,9,0,0,76
UCL215094,0,0,0,3,0,3,0,0,0,10,0,0,0,4,11,5,0,0,0,19,0,0,0,3,0,5,0,0,0,13,0,0,0,0,3,4,0,0,0,6,0,4,4,6,8,7,0,0,0,29,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,3,0,0,0,21,4,0,0,0,0,0,0,0,0,6,0,0,0,6,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,6,14,11,0,0,0,29,0,0,0,4,3,0,0,0,0,8,0,0,3,0,5,5,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,10
UCL215095,0,3,0,4,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,5,0,4,8,4,7,7,5,0,0,28,0,5,4,4,7,10,3,0,0,34,4,11,13,7,4,8,0,0,0,54,0,0,0,0,0,0,0,0,0,4,5,0,3,3,5,0,0,0,0,15,0,4,0,0,0,0,0,0,0,3,0,0,4,8,7,4,0,0,0,15,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,4,0,0,3,5,0,5,0,0,0,14,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,11,0,5,4,4,3,4,0,0,0,16
UCL215096,0,6,4,4,4,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,14,13,19,17,0,0,0,64,0,0,0,0,0,4,0,0,0,7,17,23,59,46,37,13,3,0,0,202,0,0,4,0,3,6,0,0,0,19,13,8,6,15,6,0,4,0,0,60,4,4,5,0,0,3,0,0,0,16,0,5,5,9,10,5,5,0,0,30,0,5,3,4,4,0,0,0,0,15,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,4,3,0,0,27,0,3,3,6,3,3,0,0,0,20,0,0,9,12,8,10,3,0,0,31,0,0,5,7,4,6,6,0,0,19,0,4,0,0,0,3,0,0,0,9,0,0,3,0,3,0,0,0,0,6,0,3,5,6,9,11,6,0,0,41,5,0,4,6,5,8,7,0,0,28
UCL215097,0,3,0,8,11,6,3,0,0,38,0,0,0,0,0,0,0,0,0,8,3,6,21,18,17,16,0,0,0,86,0,0,0,5,0,6,0,0,0,21,14,38,61,49,45,19,4,0,0,238,0,0,0,3,3,5,4,0,0,19,10,13,13,12,10,5,5,0,0,68,8,6,3,0,4,3,5,0,0,24,0,0,5,3,12,7,3,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,9,0,0,0,5,4,0,0,0,0,17,0,4,9,10,0,3,4,0,0,32,0,0,11,0,11,6,4,0,0,29,0,0,6,5,6,6,4,0,0,22,0,0,0,5,8,9,0,0,0,20,3,0,3,0,0,0,0,0,0,12,0,4,9,8,6,9,0,0,0,37,8,6,10,10,16,10,3,0,0,54
UCL215098,0,4,8,0,6,6,0,0,0,21,0,0,0,3,0,4,0,0,0,4,0,0,10,10,6,8,0,0,0,39,0,0,3,4,0,3,0,0,0,18,0,18,29,7,4,12,0,0,0,74,0,0,6,0,6,0,0,0,0,8,4,7,4,3,4,4,0,0,0,23,7,0,0,0,0,0,0,0,0,13,0,0,3,6,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,3,3,3,3,0,0,0,14,0,4,0,3,3,4,0,0,0,18,0,0,0,4,0,10,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,10,0,0,4,0,0,0,15,0,0,0,6,3,5,0,0,0,15
UCL215099,0,3,10,11,3,6,4,0,0,36,0,0,0,0,0,3,0,0,0,3,0,3,6,11,10,5,0,0,0,37,0,0,0,0,0,0,5,0,0,9,5,3,5,9,9,9,0,0,0,31,0,0,0,0,0,3,0,0,0,8,0,6,7,7,4,0,0,0,0,27,0,7,0,6,0,4,3,0,0,16,0,0,0,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,9,0,0,0,0,6,5,0,0,0,9,0,0,0,3,5,3,0,0,0,13,0,4,0,0,0,0,0,0,0,12,0,3,5,0,6,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,14,0,3,3,0,4,5,0,0,0,22
UCL215100,0,0,4,4,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,6,8,3,13,11,4,0,0,56,0,0,0,4,4,3,0,0,0,5,0,0,4,0,0,0,0,0,0,12,6,0,4,0,0,4,0,0,0,16,0,0,0,0,5,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,4,0,0,3,0,0,0,9,5,0,3,3,0,7,6,0,0,23,0,0,0,3,0,7,5,0,0,12,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,5,0,5,0,0,14
UCL221001,0,0,3,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,4,3,10,3,8,12,0,0,0,32,0,0,4,0,0,0,0,0,0,9,5,3,11,10,10,5,0,0,0,45,0,0,0,3,4,0,0,0,0,9,8,3,8,3,4,0,0,0,0,22,3,0,0,0,3,0,0,0,0,13,0,0,3,6,6,7,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,7,0,6,0,0,0,0,9
UCL221002,0,0,0,3,0,3,0,0,0,17,0,0,0,0,3,0,0,0,0,8,0,6,3,3,9,7,3,0,0,20,0,0,0,0,0,0,0,0,0,4,4,8,20,8,3,18,3,0,0,56,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,11,3,0,0,0,0,0,0,0,0,11,0,0,3,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,4,4,0,0,18,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,3,0,0,0,26,0,0,0,0,5,0,0,0,0,4,0,3,8,3,0,0,0,0,0,15,0,0,9,4,0,0,0,0,0,13,0,0,0,3,5,0,0,0,0,17,4,0,0,0,0,0,0,0,0,3,0,0,4,9,5,5,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,3,3,3,0,0,0,0,12
UCL221004,0,0,0,0,9,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,7,0,0,0,23,0,0,0,0,3,0,0,0,0,4,8,10,6,18,28,17,0,0,0,85,0,0,0,7,4,5,3,0,0,15,3,0,0,6,6,6,0,0,0,27,7,0,0,0,0,0,0,0,0,11,0,5,3,6,3,3,6,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,13,4,0,0,0,29,0,0,0,0,3,3,0,0,0,10,0,0,5,3,3,0,0,0,0,15,0,0,0,9,3,0,0,0,0,15,0,0,0,3,4,5,0,0,0,16,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,3,3,0,0,15,0,0,0,4,0,5,0,0,0,11
UCL221005,0,5,18,7,11,9,14,5,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,6,5,3,0,0,0,28,0,0,0,0,4,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,11,0,0,0,4,4,0,0,0,0,8,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,3,4,0,0,0,0,8
UCL221006,0,0,0,3,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,4,4,5,6,3,3,3,0,0,21,0,0,0,0,0,0,0,0,0,7,4,3,6,14,6,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,7,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8
UCL221007,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,3,3,3,0,0,0,0,9,0,0,0,0,6,5,0,0,0,13,0,0,5,0,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,10,0,0,4,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4
UCL221008,3,5,5,7,7,6,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,3,0,0,5,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6
UCL221009,0,0,7,5,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,8,10,4,8,9,0,0,0,42,0,0,0,3,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,6
UCL221010,0,0,5,5,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,12,0,0,0,0,0,4,0,0,0,6,3,0,8,4,6,10,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,4,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,5
