UCL_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL415001,11,5,0,0,0,13,13,3,0,0,0,15,8,0,0,0,0,6,15,4,0,0,0,19,16,10,0,0,0,29,67,14,0,0,0,73,73,0,0,0,0,73,40,0,0,0,0,38,14,0,0,0,0,14,15,0,0,0,0,15,3,0,0,0,0,3,12,0,0,0,0,12,286,24,0,0,0,315
UCL415002,22,0,0,0,0,22,11,0,0,0,0,11,7,0,0,0,0,13,22,0,0,0,0,22,29,0,0,0,0,29,107,0,0,0,0,107,167,0,0,0,0,167,240,0,0,0,0,239,95,0,0,0,0,95,38,0,0,0,0,38,20,0,0,0,0,20,39,0,0,0,0,37,793,0,0,0,3,800
UCL415003,7,0,0,0,0,7,12,0,0,0,0,12,13,0,0,0,0,20,34,0,0,0,0,34,38,0,0,0,0,40,51,0,0,0,0,53,30,0,0,0,0,32,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,17,0,0,0,0,14,227,7,0,0,0,232
UCL415004,12,0,0,0,0,16,4,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,15,5,0,0,0,0,7,59,0,0,0,0,57,58,3,0,0,0,65,62,0,0,0,0,62,21,0,0,0,0,21,20,0,0,0,0,20,12,0,0,0,0,12,5,0,0,0,0,5,272,11,0,0,0,286
UCL415005,6,3,0,0,0,10,11,0,0,0,0,10,19,3,0,0,0,16,29,3,0,0,0,34,44,0,0,0,0,44,50,0,0,0,0,56,24,0,0,0,0,24,10,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,212,12,0,0,0,226
UCL415006,13,0,0,0,0,18,15,7,0,0,0,19,11,3,0,0,0,15,64,4,0,0,0,71,67,3,4,0,0,70,104,5,0,0,0,102,53,0,0,0,0,53,26,0,0,0,0,26,14,0,0,0,0,16,6,0,0,0,0,6,10,0,0,0,0,10,14,0,0,0,0,14,393,18,5,0,0,418
UCL415007,13,0,0,0,0,13,23,0,0,0,0,24,44,0,0,0,0,42,72,0,0,0,0,77,72,0,0,0,0,72,82,0,0,0,0,83,33,0,0,0,0,33,19,0,0,0,0,19,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14,376,3,0,4,0,378
UCL415008,3,0,0,0,0,3,7,0,0,0,0,8,8,0,0,0,0,12,23,0,0,0,0,23,25,0,0,0,0,25,64,0,0,0,0,64,27,0,0,0,0,27,24,0,0,0,0,24,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,212,0,0,0,0,217
UCL415009,17,0,0,0,0,17,18,0,0,0,0,19,12,0,0,0,0,12,37,0,0,0,0,37,46,4,0,0,0,44,123,0,0,0,3,126,101,0,0,0,0,106,48,0,0,0,0,48,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,17,434,6,0,0,3,445
UCL415010,12,0,0,0,0,12,16,0,0,0,0,16,9,0,0,0,0,9,5,0,0,0,0,5,3,0,0,0,0,3,18,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,77,0,0,0,0,82
UCL415011,4,0,0,0,0,8,7,3,0,0,0,14,20,4,0,0,0,22,25,0,0,0,0,24,26,0,0,0,0,26,38,0,0,0,0,40,18,0,0,0,0,18,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,151,11,0,0,0,165
UCL415012,16,0,0,0,0,16,7,0,0,0,0,7,9,0,0,0,0,9,28,0,0,0,0,33,39,0,0,0,0,39,143,0,0,0,0,143,153,0,0,0,0,153,77,0,0,0,0,77,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,21,524,3,0,0,0,524
UCL415013,11,0,0,0,0,11,6,0,0,0,0,10,8,0,0,0,0,8,8,3,0,0,0,12,14,0,0,0,0,14,24,0,0,0,0,27,39,0,0,0,0,39,75,0,0,0,0,75,39,0,0,0,0,38,27,0,0,0,0,27,14,0,0,0,0,14,5,0,0,0,0,5,273,8,0,0,6,287
UCL415014,8,0,0,0,0,8,13,0,0,0,0,17,18,0,0,0,0,18,29,0,0,0,0,29,22,0,0,0,0,22,31,0,0,0,0,31,30,0,0,0,0,30,14,0,0,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,5,8,0,0,0,0,8,181,0,0,0,0,189
UCL415015,29,0,0,0,0,29,30,0,0,0,0,30,25,0,0,0,0,25,58,0,0,0,0,58,95,0,0,0,0,95,158,0,0,0,0,163,94,0,0,0,0,94,45,0,0,0,0,45,6,0,0,0,0,6,5,0,0,0,0,5,5,0,0,0,0,5,35,0,0,0,0,35,580,0,0,0,0,587
UCL415016,29,0,0,0,0,29,21,0,0,0,0,21,21,0,0,0,0,21,36,0,0,0,0,36,62,0,0,0,0,60,121,3,0,3,0,124,66,0,0,0,0,66,23,0,0,0,0,28,10,0,0,0,0,10,5,0,0,0,0,5,6,0,0,0,0,6,14,0,0,0,0,17,425,3,0,3,0,430
UCL415017,4,0,0,0,0,4,15,0,0,0,0,12,7,0,0,0,0,9,31,0,0,0,0,30,25,0,0,0,0,25,51,0,0,0,0,53,32,0,0,0,0,32,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,194,6,0,0,0,200
UCL415018,9,0,0,0,0,9,10,0,0,0,0,13,8,0,0,0,0,8,22,0,0,0,0,22,27,0,0,0,0,26,44,0,0,0,0,51,25,0,0,0,0,25,19,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,180,11,0,0,0,187
UCL415019,19,0,0,0,0,19,4,0,0,0,0,4,19,0,0,0,0,19,20,0,0,0,0,20,24,0,0,0,0,24,80,0,0,0,0,81,96,0,0,0,0,96,118,0,0,0,0,121,37,0,0,0,0,37,11,0,0,0,0,11,10,0,0,0,0,10,35,0,0,0,0,35,462,0,0,0,3,466
UCL415020,14,0,0,0,0,14,13,4,0,0,0,11,9,0,0,0,0,9,16,0,0,0,0,23,37,0,0,0,0,37,95,0,0,0,0,94,115,0,0,0,0,115,61,0,0,0,0,67,14,0,0,0,0,14,7,0,0,0,0,7,4,0,0,0,0,4,12,0,0,0,0,18,399,6,3,0,0,405
UCL415021,22,0,0,0,0,21,15,0,0,0,0,18,24,3,0,0,0,30,57,3,0,0,0,65,83,0,0,0,0,79,125,0,0,0,0,125,56,0,0,0,0,56,33,0,0,0,0,33,14,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,20,448,10,0,0,0,467
UCL415022,5,0,0,0,0,7,7,0,0,0,0,7,13,0,0,0,0,13,16,0,0,0,0,15,26,0,0,0,0,26,74,0,0,0,0,79,104,0,0,0,0,107,41,0,0,0,0,41,9,0,0,0,0,9,4,0,0,0,0,4,4,0,0,0,0,4,11,0,0,0,0,11,319,7,0,0,0,333
UCL415023,9,0,0,0,0,9,12,0,0,0,0,13,8,0,0,0,0,8,14,0,0,0,0,14,22,0,0,0,0,22,31,0,0,0,0,28,5,0,0,0,0,10,9,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,114,5,0,0,0,124
UCL415024,15,0,0,0,0,15,16,0,0,0,0,16,26,0,0,0,0,25,30,0,0,0,0,30,34,0,0,0,0,34,87,0,0,0,0,90,26,0,0,0,0,27,15,0,0,0,0,15,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,5,18,0,0,0,0,18,272,4,0,5,0,277
UCL415025,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,34,0,0,0,0,34,51,0,0,0,0,51,63,0,0,0,0,63,24,0,0,0,0,24,7,0,0,0,0,7,10,0,0,0,0,10,4,0,0,0,0,4,216,0,0,0,0,216
UCL415026,22,0,0,0,0,23,19,0,0,0,0,19,9,0,0,0,0,10,17,3,4,0,0,21,30,0,0,0,0,30,74,6,0,0,0,85,82,0,0,0,0,82,80,4,0,0,0,85,26,0,0,0,0,25,19,0,0,0,0,19,12,0,0,0,0,16,17,6,0,0,0,19,405,22,3,0,0,435
UCL415027,6,0,0,0,0,6,8,0,0,0,0,8,4,0,0,0,0,4,8,0,0,0,0,8,15,0,0,0,0,15,48,0,0,0,0,48,51,0,0,0,0,51,71,0,0,0,0,71,21,0,0,0,0,21,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,243,0,0,0,0,243
UCL415028,11,0,0,0,0,11,4,0,0,0,0,4,8,0,0,0,0,8,14,0,0,0,0,14,14,0,0,0,0,14,21,0,0,0,0,21,29,0,0,0,0,32,18,0,0,0,0,18,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,140,0,0,0,0,137
UCL415029,29,4,0,0,0,31,37,0,0,0,0,43,48,9,0,0,0,50,97,7,0,0,0,105,107,0,0,0,0,107,118,3,0,0,0,123,62,0,0,0,0,61,32,0,0,0,0,32,17,0,0,0,0,17,6,0,0,0,0,6,7,0,0,0,0,7,35,0,0,0,0,35,593,24,0,0,0,615
UCL415030,24,0,0,0,0,30,27,0,0,0,0,27,14,3,0,0,0,17,43,0,0,0,0,43,50,0,0,0,0,52,105,0,0,0,0,104,103,0,0,0,0,105,43,0,0,0,0,44,14,0,0,0,0,16,10,0,0,0,0,9,12,0,0,0,0,14,22,3,0,0,0,26,464,16,0,0,3,484
UCL415031,13,0,0,0,0,13,11,0,0,0,0,11,5,0,0,0,0,5,3,0,0,0,0,3,15,0,0,0,0,15,54,0,0,0,0,54,73,0,0,0,0,73,44,0,0,0,0,44,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,249,0,0,0,0,249
UCL415032,19,0,0,0,0,18,11,0,0,0,0,11,11,0,0,0,0,10,18,0,0,0,0,19,18,0,0,0,0,18,60,0,0,0,0,64,51,0,0,0,0,55,32,0,0,0,0,32,13,0,0,0,0,13,7,0,0,0,0,7,4,0,0,0,0,4,14,0,0,0,0,14,255,11,0,0,0,261
UCL415033,11,0,0,0,0,6,4,0,0,0,0,4,4,0,0,0,0,4,19,0,0,0,0,14,27,0,0,0,0,27,44,0,0,0,0,44,16,0,0,0,0,16,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,144,0,0,0,0,141
UCL415034,5,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,12,26,0,0,0,0,23,46,3,0,0,0,47,44,0,0,5,0,48,27,0,0,0,0,27,17,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,4,0,0,0,11,182,9,4,4,0,192
UCL415035,20,0,0,0,0,23,31,0,0,0,0,31,20,0,0,0,0,20,35,0,0,0,0,35,11,0,0,0,0,11,10,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,138,0,0,0,0,138
UCL415036,5,0,0,0,0,5,8,0,0,0,0,5,3,0,0,0,0,3,9,0,0,0,0,9,5,0,0,0,0,5,20,0,0,0,0,20,24,0,0,0,0,24,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,91,0,0,0,0,93
UCL415037,21,0,0,0,0,22,12,0,0,0,0,13,24,7,0,0,0,32,59,4,0,0,0,69,93,3,0,0,0,98,117,4,0,0,0,121,56,5,0,0,0,59,16,0,0,0,0,20,9,0,0,0,0,9,5,0,0,0,0,5,4,0,0,0,0,4,26,4,0,0,0,30,450,28,0,0,0,480
UCL415038,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,16,0,0,0,0,16,42,0,0,0,0,42,23,0,0,0,0,20,16,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,0,0,0,0,0,0,129,0,0,0,0,126
UCL415039,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,12,0,0,0,0,14,28,0,0,0,0,30,49,0,0,0,0,49,51,0,0,0,0,51,57,0,0,0,0,57,20,0,0,0,0,20,14,0,0,0,0,14,8,0,0,0,0,8,16,0,0,0,0,16,261,0,0,0,0,259
UCL415040,6,0,0,0,0,6,15,0,0,0,0,15,18,0,0,0,0,16,37,0,0,0,0,37,29,0,0,0,0,29,47,0,0,0,0,47,10,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,194,0,0,0,0,192
UCL415041,24,0,0,0,0,24,11,0,0,0,0,11,15,0,0,0,0,15,24,0,0,0,0,24,54,0,0,0,0,54,146,4,0,0,0,153,134,0,0,0,0,130,100,0,0,0,0,100,46,0,0,0,0,46,28,0,0,0,0,28,10,0,0,0,0,10,20,0,0,0,0,21,599,10,0,0,0,608
UCL415042,10,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,7,0,0,0,0,7,14,5,0,0,0,17,35,0,0,0,0,39,26,0,0,0,0,26,11,0,0,0,0,17,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,138,8,0,0,3,146
UCL415043,9,0,0,0,0,9,11,0,0,0,0,11,14,0,0,0,0,14,8,0,0,0,0,8,47,0,0,0,0,47,106,0,0,0,0,106,168,0,0,0,0,168,168,0,0,0,0,174,44,0,0,0,0,44,30,0,0,0,0,30,12,0,0,0,0,12,29,0,0,0,0,29,641,0,0,0,0,645
UCL415044,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,10,62,4,0,0,0,63,89,4,0,0,0,99,101,0,0,0,0,103,45,0,0,0,0,47,14,0,0,0,0,16,7,0,0,0,0,7,17,0,0,0,0,20,366,14,0,0,0,382
UCL415045,6,0,0,0,0,3,5,0,0,0,0,5,7,3,0,0,0,13,20,0,0,0,0,23,18,0,0,0,0,22,42,0,0,0,0,42,5,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,13,138,10,0,0,0,146
UCL415046,27,0,0,0,0,27,10,0,0,0,0,15,15,0,0,0,0,16,38,5,0,0,0,47,38,3,0,0,0,37,92,5,0,0,0,96,57,0,0,0,0,57,53,0,0,0,0,53,13,0,0,0,0,16,9,0,0,0,0,9,10,0,0,0,0,11,26,0,0,0,0,28,387,16,0,0,4,408
UCL415047,15,0,0,0,0,15,15,0,0,0,0,15,8,0,0,0,0,8,23,0,0,0,0,23,26,0,0,0,0,26,122,0,0,0,0,122,110,0,0,0,0,110,92,0,0,0,0,92,25,0,0,0,0,25,16,0,0,0,0,16,5,0,0,0,0,5,15,0,0,0,0,13,454,0,0,0,0,459
UCL415048,17,0,0,0,0,17,8,0,0,0,0,8,4,0,0,0,0,4,19,0,0,0,0,19,17,0,0,0,0,17,63,0,0,0,0,63,68,0,0,0,0,68,92,0,0,0,0,94,22,0,0,0,0,22,19,0,0,0,0,19,4,0,0,0,0,4,15,0,0,0,0,15,342,0,0,0,0,343
UCL415049,9,0,0,0,0,9,10,0,0,0,0,10,6,4,0,0,0,10,12,0,0,0,0,12,5,0,0,0,0,13,57,0,0,0,0,57,77,0,0,0,0,77,69,0,0,0,0,66,12,0,0,0,0,12,4,0,0,0,0,4,7,0,0,0,0,7,11,0,0,0,0,11,278,4,0,0,0,285
UCL421001,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,12,0,0,0,0,12,18,0,0,0,0,18,24,0,0,0,0,24,16,0,0,0,0,16,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,100,0,0,0,0,100
UCL421002,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,7,0,0,0,0,7,14,0,0,0,0,14,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,54,0,0,0,0,57
UCL421003,6,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,7,41,0,0,0,0,41,38,0,0,0,0,38,25,0,0,0,0,25,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,148,0,0,0,0,150
UCL421004,6,0,0,0,0,6,6,0,0,0,0,5,11,0,0,0,0,11,14,0,0,0,0,19,21,0,0,0,0,20,16,0,0,0,0,20,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,96,10,0,0,0,101
UCL421005,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,19,0,0,0,0,19,13,0,0,0,0,13,21,0,0,0,0,21,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,96,0,0,0,0,96
UCL421006,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,11,0,0,0,0,11,18,0,0,0,0,18,12,0,0,0,0,12,48,0,0,0,0,48,14,0,0,0,0,14,10,0,0,0,0,10,4,0,0,0,0,4,6,0,0,0,0,6,141,0,0,0,0,141
UCL421007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,21,0,0,0,0,24,18,0,0,0,0,18,6,0,0,0,0,6,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,79,0,0,0,0,83
UCL421008,0,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,12,0,0,0,0,9,13,4,0,0,0,21,31,0,0,0,0,34,5,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,9,80,14,0,0,0,98
UCL421009,5,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,3,9,0,0,0,0,9,17,0,0,0,0,17,27,0,0,0,0,27,13,0,0,0,0,13,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,94
UCL421010,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,5,0,0,0,0,5,18,0,0,0,0,23,31,0,0,0,0,31,37,0,0,0,0,37,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,129,0,0,0,0,130
UCL421011,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,18,5,0,0,0,0,5,20,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,73,0,0,0,0,70
UCL421012,3,0,0,0,0,3,10,0,0,0,0,10,17,0,0,0,0,17,8,0,0,0,0,8,10,0,0,0,0,10,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,78,0,0,0,0,78
UCL421013,9,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,7,10,0,0,0,0,10,8,0,0,0,0,8,42,0,0,0,0,42,53,0,0,0,0,60,25,0,0,0,0,25,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,184,3,0,0,0,183
UCL421014,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,24,0,0,0,0,26,29,0,0,0,0,29,20,0,0,0,0,20,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,108,0,0,0,0,112
UCL421015,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,24,0,0,0,0,24,17,0,0,0,0,17,33,0,0,0,0,33,10,0,0,0,0,10,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,93,0,0,0,0,93
UCL421016,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14,10,0,0,0,0,15,23,0,0,0,0,23,7,0,0,0,0,7,12,0,0,0,0,12,0,0,0,0,0,0,14,0,0,0,0,14,87,0,0,0,0,94
UCL421017,3,0,0,0,0,3,4,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,42,0,0,0,0,42,34,0,0,0,0,34,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,118,0,0,0,0,124
UCL421018,6,0,0,0,0,6,15,0,0,0,0,15,23,0,0,0,0,23,38,0,0,0,0,38,15,0,0,0,0,15,33,0,0,0,0,33,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,150,0,0,0,0,150
UCL421019,5,0,0,0,0,5,6,0,0,0,0,6,7,0,0,0,0,7,10,0,0,0,0,10,11,0,0,0,0,11,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,63,0,0,0,0,63
UCL421020,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,9,0,0,0,0,9,13,0,0,0,0,13,10,0,0,0,0,10,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,59,0,0,0,0,59
UCL421021,4,0,0,0,0,4,8,0,0,0,0,8,5,0,0,0,0,5,12,0,0,0,0,12,3,0,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,53,0,0,0,0,53
UCL421022,11,0,0,0,0,11,13,0,0,0,0,13,3,0,0,0,0,3,9,0,0,0,0,9,17,0,0,0,0,17,54,0,0,0,0,54,53,0,0,0,0,53,31,0,0,0,0,31,13,0,0,0,0,13,10,0,0,0,0,10,4,0,0,0,0,4,9,0,0,0,0,9,219,0,0,0,0,219
UCL421023,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,20,0,0,0,0,21,39,0,0,0,0,39,27,0,0,0,0,27,6,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,8,0,0,0,0,8,127,0,0,0,0,127
UCL421024,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,3,15,0,0,0,0,15,14,0,0,0,0,14,16,0,0,0,0,16,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,76,0,0,0,0,80
UCL421025,10,0,0,0,0,10,4,0,0,0,0,4,9,0,0,0,0,9,15,0,0,0,0,15,22,0,0,0,0,22,43,0,0,0,0,43,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,123,0,0,0,0,123
UCL421026,4,0,0,0,0,4,9,0,0,0,0,9,4,0,0,0,0,4,9,0,0,0,0,9,19,0,0,0,0,19,22,0,0,0,0,22,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,88,0,0,0,0,86
UCL421027,7,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,5,0,3,0,0,5,12,0,0,0,0,12,36,0,0,0,0,37,21,0,0,0,0,25,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,10,98,5,9,0,0,112
UCL421028,3,0,0,0,0,3,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,14,0,0,0,0,14,14,0,0,0,0,14,6,0,0,0,0,6,11,0,0,0,0,11,3,0,0,0,0,3,5,0,0,0,0,5,83,0,0,0,0,83
UCL421029,7,0,0,0,0,7,7,0,0,0,0,7,10,0,0,0,0,10,12,0,0,0,0,12,8,0,0,0,0,8,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,58,0,0,0,0,58
