UCL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
UCL513004,3779,1619,3009,2783,1956,1568,455,103,25,15298
UCL513005,2755,1183,1488,1553,1409,1115,850,503,151,11009
UCL514001,1299,773,809,790,868,988,992,502,162,7184
UCL514002,1553,531,711,1151,986,813,877,459,101,7182
UCL514003,1647,667,975,1309,1103,743,626,240,117,7430
UCL514004,1284,798,731,728,809,926,799,425,182,6679
UCL515001,112,56,64,89,134,192,293,177,96,1211
UCL515002,221,119,129,162,179,196,191,54,10,1271
UCL515003,350,198,177,207,284,368,432,210,68,2300
UCL515004,552,332,423,273,245,172,150,61,19,2225
UCL515005,497,253,230,296,355,293,292,135,36,2402
UCL515006,791,452,547,482,579,598,433,208,67,4162
UCL515007,604,131,185,450,319,220,141,51,20,2119
UCL515008,358,108,163,235,223,156,35,13,0,1282
UCL515009,489,295,201,329,366,397,480,285,102,2944
UCL515010,643,352,475,369,392,400,264,87,24,3009
UCL515011,512,266,256,332,326,368,384,249,88,2786
UCL515012,569,254,367,305,309,196,151,50,14,2219
UCL515013,514,300,500,453,384,329,219,96,17,2806
UCL515014,198,131,208,148,138,133,53,13,3,1022
UCL515015,480,248,381,315,354,319,311,264,124,2797
UCL515016,240,96,163,172,189,274,300,133,36,1600
UCL515017,162,97,112,122,172,248,222,101,27,1270
UCL515018,370,209,213,242,244,230,118,33,11,1660
UCL515019,715,465,481,429,423,455,378,214,89,3641
UCL515020,1061,514,903,643,593,490,222,68,16,4515
UCL515021,274,169,122,174,221,269,257,136,36,1655
UCL515022,770,498,493,442,489,559,477,301,112,4138
UCL515023,440,291,319,273,291,322,274,122,61,2384
UCL515024,319,174,192,163,175,224,194,103,47,1591
UCL515025,350,218,177,183,230,271,242,140,82,1898
UCL515026,544,300,419,255,276,247,153,63,23,2284
UCL515027,656,448,460,408,451,488,450,246,143,3745
UCL515028,1175,429,864,766,543,360,87,7,0,4239
UCL515029,313,125,220,292,200,142,16,6,0,1319
UCL515030,721,433,355,442,453,506,512,327,126,3883
UCL515031,414,217,206,268,336,476,541,309,71,2841
UCL515032,312,191,169,185,260,202,119,32,11,1485
UCL515033,908,249,471,605,363,221,47,10,0,2874
UCL515034,638,261,349,353,391,377,292,148,31,2853
UCL515035,184,109,136,125,135,231,215,129,44,1311
UCL515036,425,214,234,242,296,345,335,194,85,2368
UCL515037,582,213,369,412,247,150,38,9,0,2016
UCL515038,318,157,183,201,269,391,505,290,92,2399
UCL521001,95,72,37,64,86,100,57,14,3,515
UCL521002,134,66,65,90,119,106,155,50,6,792
UCL521003,101,55,48,82,90,132,193,118,49,869
UCL521004,168,105,109,73,76,45,16,0,0,593
UCL521005,261,88,140,138,142,176,125,52,10,1129
UCL521006,173,68,67,102,103,163,120,70,5,878
UCL521007,83,58,47,54,59,89,80,56,21,540
UCL521008,88,46,41,55,61,73,70,68,39,532
UCL521009,97,45,44,51,57,72,110,65,25,564
UCL521010,146,106,97,79,109,105,95,52,12,807
UCL521011,162,60,65,103,87,63,36,14,0,591
UCL521012,75,42,60,48,77,107,99,23,9,538
UCL521013,179,110,113,94,141,137,99,27,8,907
UCL521014,123,60,63,82,132,151,115,35,4,763
UCL521015,84,55,67,59,64,85,115,60,38,625
UCL521016,123,85,101,69,84,75,74,40,25,661
UCL521017,159,73,105,107,74,80,56,38,19,713
UCL521018,113,65,64,61,77,59,57,34,11,545
UCL521019,99,50,73,86,95,127,129,61,8,723
UCL521020,115,72,52,72,125,126,146,55,8,764
UCL521021,211,74,93,129,92,115,108,65,13,902
UCL521022,132,62,75,87,146,115,96,11,4,723
UCL521023,122,49,73,83,58,85,71,18,12,568
UCL521024,405,240,270,240,193,143,81,29,3,1605
UCL521025,165,37,117,92,104,106,91,57,15,783
UCL521026,174,79,60,99,158,104,51,36,3,782
UCL521027,171,110,121,114,117,100,57,12,4,802
UCL521028,98,77,73,82,96,142,112,87,39,798
UCL521029,157,63,100,97,94,138,100,83,42,878
UCL521030,66,56,116,60,89,131,128,76,25,746
UCL521031,85,54,112,80,81,89,45,17,4,567
UCL521032,144,95,130,64,77,106,50,20,0,675
UCL521033,117,43,56,82,93,96,63,24,9,576
UCL521034,117,89,71,85,129,139,80,44,11,762
UCL521035,73,37,38,51,74,98,93,67,19,538
UCL521036,60,52,70,36,87,113,84,44,3,555
UCL521037,205,100,92,155,136,127,109,66,11,989
UCL521038,122,53,47,71,95,136,161,94,44,821
UCL521039,150,70,46,95,115,163,111,64,19,822
UCL521040,203,38,154,147,102,99,45,15,6,813
UCL521041,237,38,164,121,53,47,11,0,0,685
UCL521042,91,72,68,63,101,82,75,40,29,617
UCL521043,98,38,36,55,84,107,76,27,4,518
UCL521044,109,58,65,64,73,121,122,89,23,722
UCL521045,77,38,48,39,51,97,140,62,34,582
UCL521046,140,112,100,81,102,80,51,24,3,700
UCL521047,78,26,63,62,84,89,68,36,12,523
UCL521048,146,68,90,85,86,161,181,95,34,953
UCL521049,108,102,88,87,66,46,11,4,0,511
UCL521050,133,66,97,95,69,95,108,43,19,725
UCL521051,163,113,82,92,122,152,80,49,10,868
UCL521052,172,82,101,118,101,90,49,25,0,745
UCL522001,113,96,89,71,54,30,17,4,3,472
UCL522002,29,22,30,23,38,41,64,29,9,280
UCL522003,112,51,53,38,37,14,11,6,4,325
UCL522004,81,82,45,38,26,25,9,3,0,308
UCL522005,95,41,55,55,24,22,9,9,0,307
UCL522006,79,63,33,46,70,69,52,21,8,449
UCL522007,21,16,22,17,17,42,58,21,9,211
UCL522008,40,15,22,19,21,40,37,14,4,211
UCL522009,58,60,42,49,79,49,25,10,0,370
UCL522010,87,52,31,40,43,52,58,26,10,401
UCL522011,49,31,36,54,26,41,52,20,9,314
UCL522012,61,23,55,36,49,92,92,53,16,480
UCL522013,72,57,35,49,74,79,44,19,8,435
UCL522014,51,20,25,29,26,36,19,9,0,218
UCL522015,30,33,63,39,24,31,23,3,0,245
UCL522016,68,19,21,30,29,46,33,29,5,288
UCL522017,64,25,35,36,49,75,76,27,5,384
UCL522018,4,11,9,5,16,22,52,11,0,135
UCL522019,42,15,10,25,22,38,26,9,8,194
UCL522020,65,40,39,26,26,43,15,0,0,253
UCL522021,74,29,22,49,35,38,71,30,4,357
UCL522022,35,11,30,24,37,36,39,26,0,238
UCL522023,53,17,33,33,47,64,57,21,9,332
UCL522024,22,14,11,12,23,62,74,37,10,258
UCL522025,67,34,34,49,43,75,91,49,20,463
UCL522026,16,10,19,12,24,49,93,58,10,293
UCL522027,57,32,28,42,35,64,51,37,7,361
UCL522028,22,4,18,6,6,38,33,24,5,158
UCL522029,98,33,49,55,43,42,44,16,3,395
UCL522030,71,27,37,33,27,42,22,8,0,265
UCL522031,102,44,52,34,27,21,7,0,0,289
UCL522032,99,87,45,53,49,38,11,3,0,388
UCL522033,52,32,29,24,53,75,101,53,4,422
UCL522034,35,35,38,29,15,20,10,4,0,180
UCL522035,34,16,22,20,38,43,32,11,10,226
UCL522036,27,13,12,18,39,38,44,16,0,213
UCL522037,61,16,31,37,36,39,38,25,9,294
UCL522038,98,58,66,59,47,56,43,35,9,477
UCL522039,67,40,73,48,48,82,35,4,5,407
UCL522040,8,7,10,5,42,46,61,24,3,209
UCL522041,45,19,26,25,38,85,86,17,8,351
UCL522042,118,44,75,58,51,33,9,0,0,395
UCL522043,126,76,79,59,41,25,12,0,0,412
UCL522044,25,19,19,20,21,26,22,7,0,153
UCL522045,62,40,41,23,24,14,5,0,0,202
UCL522046,38,11,18,25,28,53,41,24,9,249
UCL522047,96,48,38,40,40,56,75,28,18,443
UCL522048,48,25,35,30,31,36,30,30,11,284
UCL522049,64,22,33,34,42,50,47,17,3,312
UCL522050,71,22,38,38,48,63,58,45,36,423
UCL522051,32,24,26,23,45,43,24,20,4,242
UCL522052,21,23,23,19,16,14,12,7,0,147
UCL522053,38,31,31,17,26,15,6,0,0,162
UCL522054,32,21,12,22,38,23,15,7,5,176
UCL522055,36,10,35,30,50,40,27,8,0,235
UCL522056,68,39,48,50,51,56,28,17,8,350
UCL522057,14,27,52,19,23,19,3,0,0,166
UCL522058,56,42,21,26,24,42,25,26,8,281
UCL522059,71,20,33,40,37,49,46,43,6,356
UCL522060,11,4,7,9,9,13,3,0,0,64
UCL522061,28,9,24,23,39,73,68,59,8,336
UCL522062,71,34,44,33,35,10,6,4,0,231
UCL522063,42,34,30,33,21,22,10,3,0,185
UCL522064,109,103,79,58,58,25,13,8,0,457
UCL522065,48,24,29,15,23,49,33,31,5,266
UCL522066,107,23,53,61,39,48,38,29,13,424
UCL522067,46,30,33,38,44,19,25,3,0,240
UCL522068,87,64,37,56,67,69,43,29,5,445
UCL522069,39,17,28,32,32,41,60,42,4,304
UCL522070,76,34,32,35,46,57,56,14,4,357
UCL522071,141,92,75,51,40,21,8,0,0,434
UCL531001,26586,16650,17368,20805,25420,27127,19970,8074,1649,163652
UCL579997,0,42,116,170,109,62,18,0,0,514
UCL599994,772,820,1512,1543,1313,1144,758,155,30,8055
UCL603001,32321,22907,34039,25323,23007,22706,20305,11961,4881,197451
UCL611001,13644,10041,12328,9767,9868,9428,8358,5299,2208,80943
UCL612001,3615,2433,2562,2328,2532,2664,2224,1378,549,20267
UCL612002,4171,2673,3314,2616,2972,3152,3066,1915,708,24591
UCL613001,1931,1357,1259,1264,1514,1898,1817,1218,471,12723
UCL614001,959,550,629,675,666,849,644,207,43,5219
UCL614002,1138,707,822,705,725,809,679,415,146,6153
UCL614003,873,492,500,519,578,774,880,587,179,5387
UCL615001,181,118,106,135,126,192,125,91,20,1093
UCL615002,148,93,100,76,146,234,288,128,23,1231
UCL615003,201,107,140,107,127,247,253,142,53,1371
UCL615004,205,121,85,117,134,125,175,84,16,1057
UCL615005,389,270,288,258,292,309,406,305,108,2631
UCL615006,136,92,92,88,145,188,190,108,26,1058
UCL615007,168,108,91,94,145,174,178,100,36,1092
UCL615008,785,478,467,455,506,641,646,328,98,4408
UCL615009,490,247,308,281,308,291,237,136,44,2337
UCL615010,368,240,295,236,225,247,226,170,66,2071
UCL615011,735,464,604,468,507,553,604,368,151,4456
UCL615012,807,467,529,502,543,504,454,322,128,4252
UCL615013,594,370,444,355,424,492,572,328,133,3711
UCL615014,624,285,353,377,284,236,215,152,41,2572
UCL615015,626,345,535,459,390,399,392,177,60,3384
UCL615016,517,344,366,345,434,482,447,289,116,3330
UCL615017,616,357,470,358,381,435,360,207,49,3233
UCL615018,523,283,326,323,432,602,780,451,139,3869
UCL615019,121,98,129,132,150,281,232,67,10,1209
UCL615020,287,178,191,173,279,270,245,115,28,1772
UCL615021,322,202,207,202,225,243,281,196,98,1979
UCL615022,153,100,100,105,145,182,213,133,64,1195
UCL615023,582,359,447,333,350,440,403,257,115,3282
UCL615024,433,179,166,238,245,203,186,123,65,1843
UCL615025,569,311,469,369,328,338,361,293,133,3180
UCL615026,176,101,129,130,145,278,331,204,72,1573
UCL615027,280,136,169,175,165,244,314,150,42,1666
UCL621001,125,56,85,57,44,68,39,23,3,501
UCL621002,94,41,105,83,86,162,145,68,12,797
UCL621003,132,78,108,58,77,66,47,29,9,608
UCL621004,107,75,78,59,111,120,156,84,34,823
UCL621005,92,60,53,56,75,74,57,23,7,503
UCL621006,127,75,40,91,113,101,51,15,3,618
UCL621007,128,33,49,87,86,87,80,14,6,577
UCL621008,114,73,100,78,106,86,68,41,15,668
UCL621009,96,50,86,71,66,87,109,57,28,659
UCL621010,58,31,48,48,58,97,104,60,17,521
UCL621011,150,51,84,99,64,62,65,23,0,601
UCL621012,138,79,63,100,151,98,99,36,3,763
UCL621013,130,74,70,71,74,97,78,55,9,658
UCL621014,92,81,58,76,84,120,85,36,5,641
UCL621015,171,108,59,99,143,137,160,134,24,1037
UCL621016,146,82,62,77,120,118,75,26,4,717
UCL621017,21,29,35,34,45,88,129,78,41,507
UCL621018,59,49,38,31,66,111,115,70,26,562
UCL621019,53,24,32,52,70,131,159,80,22,623
UCL621020,147,102,87,88,109,171,94,64,17,887
UCL621021,247,104,162,155,124,112,101,43,10,1058
UCL621022,150,72,67,97,114,153,157,96,25,934
UCL621023,101,71,79,87,116,147,99,42,3,749
UCL621024,94,38,60,78,71,126,109,55,6,639
UCL621025,99,59,66,82,94,89,130,53,18,691
UCL621026,74,34,55,62,58,100,80,40,6,504
UCL621027,90,32,42,53,71,143,188,102,12,724
UCL621028,99,49,121,79,74,95,54,42,21,634
UCL621029,115,50,84,68,73,109,85,36,4,631
UCL621030,46,36,40,55,62,141,160,92,64,711
UCL621031,101,79,82,54,92,106,118,78,14,722
UCL621032,118,50,73,76,110,130,93,31,9,702
UCL622001,23,11,8,33,31,55,59,29,3,247
UCL622002,58,25,41,37,35,73,82,29,0,379
UCL622003,80,41,55,42,35,63,34,22,7,392
UCL622004,34,29,16,23,30,31,18,8,0,186
UCL622005,49,27,20,44,41,57,54,26,8,316
UCL622006,53,29,31,28,39,48,53,22,3,304
UCL622007,36,18,26,44,46,91,95,29,9,391
UCL622008,41,29,12,38,49,67,72,30,10,350
UCL622009,57,33,59,46,36,63,67,30,0,398
UCL622010,45,29,31,27,36,51,71,59,90,444
UCL622011,52,25,31,30,38,46,27,18,9,277
UCL622012,49,28,44,23,43,65,58,21,3,339
UCL622013,61,41,43,48,63,96,71,26,5,454
UCL622014,66,34,48,36,35,63,65,21,5,371
UCL622015,58,41,17,48,65,61,84,41,9,408
UCL622016,62,27,34,35,45,30,38,31,4,307
UCL622017,33,24,15,19,33,47,40,10,3,216
UCL622018,53,25,31,31,48,66,66,43,11,362
UCL622019,41,26,27,39,50,84,82,31,7,383
UCL622020,69,68,61,35,63,46,37,19,8,401
UCL622021,22,22,6,18,39,66,85,32,6,291
UCL622022,91,42,46,50,75,74,79,20,0,481
UCL622023,62,37,30,39,82,94,84,53,18,494
UCL622024,33,24,21,22,44,70,61,22,0,300
UCL622025,41,12,29,23,26,29,30,16,0,196
UCL622026,21,19,17,23,35,50,43,27,3,235
UCL622027,10,11,13,23,39,73,93,39,0,305
UCL631001,17987,10581,10269,12366,15552,18867,14821,5751,1169,107361
UCL679997,0,0,4,4,7,0,0,0,0,19
UCL699994,129,215,228,198,203,199,163,31,3,1377
UCL703001,24754,14774,23991,19618,15409,12042,7784,3088,749,122207
UCL712001,5219,2666,4759,3916,3131,2837,1581,570,169,24855
UCL714001,1373,743,1208,857,675,612,347,129,30,5980
UCL715001,583,511,349,320,202,157,58,17,3,2199
UCL715002,289,205,236,196,109,85,29,11,0,1153
UCL715003,629,499,524,355,294,155,57,9,0,2518
UCL715004,266,234,180,168,126,82,36,9,3,1097
UCL715005,299,242,169,159,101,80,30,5,0,1088
UCL715006,880,319,541,641,473,288,102,21,0,3267
UCL715007,668,341,556,375,387,365,193,63,11,2949
UCL715008,512,370,375,288,189,122,47,14,7,1924
UCL715009,291,227,240,226,219,144,59,9,0,1421
UCL721001,250,32,107,167,97,77,20,0,0,751
UCL721002,176,237,173,114,107,56,23,3,0,883
UCL721003,181,120,108,93,107,86,42,14,0,755
UCL721004,171,96,102,68,61,54,23,3,3,575
UCL721005,147,126,151,115,77,66,23,6,0,705
UCL721006,150,100,106,58,67,49,19,3,0,551
UCL721007,95,54,72,78,91,97,52,14,8,569
UCL721008,141,77,88,96,97,58,77,25,0,660
UCL721009,161,80,137,114,136,96,23,9,0,755
UCL721010,234,141,90,89,43,35,13,5,0,653
UCL721011,200,159,103,71,75,25,15,3,0,650
UCL721012,137,125,143,97,83,49,27,7,4,681
UCL721013,199,128,173,120,92,68,32,0,0,814
UCL721014,188,109,89,92,58,46,18,11,3,603
UCL721015,154,105,96,65,65,41,15,3,0,542
UCL721016,139,106,114,107,82,62,31,10,0,657
UCL721017,208,113,133,86,75,73,40,5,0,740
UCL721018,53,181,264,144,94,94,19,0,0,853
UCL722001,49,13,35,20,27,50,35,13,3,243
UCL722002,125,77,59,53,27,24,10,3,0,394
UCL722003,104,67,72,45,29,26,11,0,0,350
UCL722004,65,32,39,30,27,19,7,0,0,229
UCL722005,135,84,69,48,48,29,15,6,0,439
UCL722006,52,31,32,33,16,11,11,0,0,191
UCL722007,53,41,50,32,30,18,16,0,0,236
UCL722008,60,35,34,24,23,20,7,0,0,204
UCL722009,111,40,60,50,38,18,8,0,0,337
UCL722010,78,30,36,43,57,56,50,12,0,371
UCL722011,82,37,45,34,36,9,4,0,0,240
UCL722012,72,43,53,37,18,21,14,0,0,263
UCL722013,50,13,30,22,17,6,6,0,0,147
UCL722014,85,44,49,48,36,14,15,4,0,287
UCL722015,63,41,33,32,25,29,5,6,0,241
UCL722016,79,45,46,43,80,78,34,10,0,424
UCL722017,69,61,39,37,34,17,4,0,0,263
UCL722018,47,23,44,37,35,24,11,7,0,229
UCL722019,41,24,42,31,20,16,11,3,6,189
UCL722020,44,31,63,36,50,45,45,11,0,327
UCL722021,98,75,75,55,65,40,13,4,0,414
UCL722022,79,50,47,29,29,23,10,4,0,265
UCL722023,63,51,53,45,32,29,15,7,0,296
UCL722024,95,67,69,42,32,26,27,3,0,350
UCL722025,125,76,65,52,28,16,4,4,0,364
UCL722026,68,40,42,33,32,25,4,0,0,251
UCL722027,122,83,82,64,35,27,10,6,0,438
UCL722028,61,46,46,24,49,45,35,12,0,318
UCL722029,80,36,51,52,44,36,16,0,0,317
UCL722030,49,45,21,23,28,11,10,0,0,180
UCL722031,55,34,56,33,41,21,27,3,0,278
UCL722032,61,20,47,21,22,13,13,8,0,196
UCL722033,69,102,80,74,44,33,9,3,0,419
UCL722034,56,23,12,47,79,88,83,25,0,422
UCL722035,99,80,80,60,35,43,19,3,4,420
UCL722036,116,93,65,57,47,24,18,3,0,432
UCL722037,75,35,28,38,14,21,7,0,0,222
UCL722038,42,20,24,30,3,14,3,4,0,143
UCL722039,85,58,50,35,22,12,14,3,0,283
UCL722040,37,35,24,18,16,7,6,7,0,149
UCL731001,6715,4556,4862,4771,5154,4426,2704,856,123,34172
UCL779997,0,15,23,22,19,17,0,0,0,99
UCL799994,446,276,661,573,591,579,318,49,7,3500
UCL802001,82666,60266,77465,69135,55949,45186,35529,19303,7174,452670
UCL822001,54,35,16,28,55,41,47,26,6,298
UCL822002,80,40,38,66,45,29,6,3,0,309
UCL831001,90,121,115,61,75,72,52,9,5,605
UCL879997,0,0,0,0,0,0,0,0,0,0
UCL899994,50,148,108,104,77,78,34,10,4,605
UCL915001,273,99,202,206,209,181,150,26,4,1355
UCL921001,269,151,126,209,228,344,258,129,38,1739
UCL922001,103,43,46,58,29,75,43,29,11,432
UCL922002,35,21,9,17,17,16,4,5,0,128
UCL922003,26,5,19,20,29,37,10,4,0,147
UCL931001,114,87,173,125,158,119,119,66,15,976
UCL979997,0,0,0,0,0,0,0,0,0,0
UCL999994,0,0,4,0,0,3,0,0,0,11
