UCL_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
UCL115132,18,10,16,5,4,72,182,113,75,0,51,74,9,48,124,14,87,816,30,1382,0,0,0,0,3,0,0,0,0,0,3,7,52,62,219,129,86,8,64,92,13,57,150,21,113,828,84,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,7,0,6,12,0,3,8,3,4,28,7,58,15,6,7,0,6,12,0,3,8,3,4,26,7,59,206,113,75,6,59,81,14,52,131,20,103,651,29,1241,5,0,0,0,6,0,0,0,0,3,4,9,44,62,219,118,86,8,64,92,13,57,140,21,110,683,78,1361
UCL115133,62,23,84,13,3,260,657,221,214,22,241,300,56,111,180,46,200,1057,79,2470,7,3,3,0,0,5,0,0,3,0,0,12,85,104,787,251,257,46,287,369,74,150,246,70,284,1082,164,2837,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,15,32,0,41,50,7,19,33,9,23,53,4,199,73,13,32,0,41,50,7,19,33,9,23,52,4,199,708,223,221,45,242,311,60,126,209,61,258,900,69,2373,14,5,4,0,6,9,0,0,3,3,0,9,78,104,787,236,257,46,287,369,74,150,242,70,280,958,154,2678
UCL115134,102,38,170,20,4,357,440,414,126,6,208,166,37,75,291,33,214,2018,138,3454,7,7,0,0,5,3,0,3,4,0,6,14,159,203,566,485,156,54,277,231,58,124,398,68,384,2056,303,4016,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,15,12,5,25,29,6,8,13,5,15,44,3,116,32,13,12,5,26,29,6,8,13,5,18,50,3,119,526,403,146,49,245,196,52,114,369,63,334,1462,125,3052,8,5,0,0,7,3,0,0,0,0,8,8,130,164,566,415,156,54,278,228,57,124,379,68,354,1521,258,3335
UCL115135,111,19,129,12,0,283,393,242,119,5,169,157,33,67,259,30,128,1270,65,2335,10,3,0,0,5,3,0,0,4,3,7,20,174,206,522,290,155,54,236,220,55,98,379,49,265,1302,242,2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,19,0,13,24,5,9,21,10,12,34,5,102,32,8,19,0,13,24,5,9,21,10,12,34,5,102,469,240,132,51,211,180,47,79,342,45,230,942,51,2112,21,7,6,0,11,11,3,3,7,0,5,11,137,185,524,255,155,54,238,217,55,93,371,49,246,984,192,2398
UCL115136,32,7,32,8,0,85,145,157,39,3,57,51,10,20,165,11,115,1377,70,2011,0,0,0,0,4,0,0,0,0,0,0,19,49,74,169,177,48,10,77,61,16,37,200,14,143,1407,124,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,4,8,0,4,8,0,7,7,0,0,26,5,50,14,4,8,0,4,8,0,7,8,0,0,22,5,49,153,139,41,7,74,60,12,34,173,10,125,946,49,1542,0,0,0,0,0,0,0,0,0,0,0,12,41,55,169,142,45,10,77,64,15,33,184,14,127,979,92,1644
UCL115137,77,17,98,27,0,255,427,383,117,3,171,152,40,76,356,13,270,2168,127,3634,4,3,0,4,0,3,0,0,3,0,0,16,203,226,522,420,139,26,215,197,56,94,439,34,365,2210,328,4118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,9,5,20,17,5,5,11,0,11,28,3,91,30,3,8,5,20,16,5,9,15,0,18,29,3,97,484,341,134,19,191,171,52,86,397,33,300,1522,105,3007,0,0,0,4,3,0,0,0,0,0,4,11,170,189,519,349,139,26,214,190,56,94,414,34,316,1562,271,3287
UCL115138,33,4,33,16,0,96,141,215,43,5,59,43,12,19,213,0,137,1245,56,1926,0,5,0,0,0,0,0,0,3,0,0,8,76,92,162,232,45,10,70,57,18,23,244,9,174,1267,129,2115,0,0,0,0,0,0,0,0,0,0,0,4,0,5,15,10,3,0,12,10,7,8,12,0,0,18,0,59,15,8,3,0,12,10,7,8,11,0,0,28,0,63,151,170,40,8,59,47,12,17,222,9,148,808,39,1427,0,4,0,0,3,0,0,0,0,0,0,4,58,68,162,182,49,10,70,57,19,23,230,9,147,840,98,1559
UCL115139,57,23,48,20,3,197,348,219,108,5,138,159,29,57,182,34,128,1121,89,2110,3,0,3,0,3,0,0,0,0,0,0,18,254,281,428,253,133,28,178,204,45,89,240,59,182,1159,351,2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,13,0,15,18,4,6,19,13,12,33,0,111,30,8,13,0,15,18,4,6,19,13,12,33,0,111,390,219,122,28,152,180,37,80,216,44,163,852,74,1881,3,0,0,0,5,8,0,4,4,0,0,9,211,235,428,223,133,28,172,204,45,89,243,59,170,891,284,2225
UCL115140,24,13,24,3,4,72,174,90,62,0,51,63,17,24,102,15,81,615,32,1083,5,6,0,0,5,6,0,0,0,0,0,8,63,77,205,109,71,10,68,83,21,39,122,27,111,629,99,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,8,0,10,10,4,4,6,5,7,25,4,62,17,5,8,0,10,10,4,4,6,5,7,21,4,63,179,85,57,5,55,65,15,34,107,21,99,453,25,913,4,0,4,0,6,0,0,0,0,3,0,3,52,74,205,92,71,10,68,83,26,39,118,27,106,483,81,1050
UCL115141,27,8,38,13,3,117,148,151,29,0,67,64,21,34,129,10,65,755,46,1294,7,4,0,0,0,0,0,3,4,0,5,11,75,98,198,179,42,6,89,90,26,47,157,20,106,778,128,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,3,6,0,3,9,3,7,24,0,49,14,6,5,0,3,6,0,3,9,3,7,24,0,49,182,145,44,3,81,76,24,40,143,16,89,553,39,1104,5,0,0,3,3,0,0,0,4,0,3,14,59,85,196,147,42,6,90,90,23,47,156,20,95,586,101,1242
UCL115142,48,15,59,13,5,162,401,176,100,3,149,139,36,61,193,15,145,1028,53,1993,0,3,0,0,0,0,0,0,0,0,0,6,118,131,475,194,126,19,184,169,45,81,240,31,206,1050,179,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,11,0,11,16,4,16,17,8,20,38,0,106,38,8,10,0,12,17,5,16,20,8,20,34,0,114,434,164,110,12,169,150,40,70,208,21,181,862,43,1847,4,5,5,0,3,0,0,5,4,0,3,12,110,139,475,175,126,19,184,171,45,81,234,31,196,909,160,2103
UCL115143,63,17,90,13,4,217,289,229,84,3,120,100,26,48,241,13,163,1159,85,2049,0,3,0,3,3,0,0,0,0,0,0,8,102,118,363,269,110,16,161,133,37,76,304,30,252,1186,186,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,13,8,0,9,8,0,5,11,0,17,24,0,75,16,13,8,0,9,8,0,5,11,0,15,25,0,79,343,215,100,15,145,125,37,64,280,25,205,832,63,1771,7,0,0,0,0,0,0,0,0,0,5,3,83,99,363,226,110,16,161,135,35,70,292,30,226,859,142,1946
UCL115144,55,16,71,9,5,204,343,178,121,9,130,147,30,87,252,24,156,1279,75,2309,3,0,0,0,0,3,0,3,0,0,3,15,191,218,421,209,153,31,171,193,50,126,309,42,222,1307,270,2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,0,22,11,5,14,19,3,11,24,4,88,19,0,10,0,22,11,5,14,19,3,11,27,4,92,400,186,140,29,151,176,41,109,274,35,192,979,61,2079,4,0,0,0,3,6,0,3,4,0,0,12,160,184,417,188,153,31,171,193,50,126,291,42,206,1015,228,2354
UCL115145,35,10,37,5,0,88,183,114,56,0,59,99,11,44,107,12,112,737,45,1290,0,0,0,0,0,0,0,0,0,0,0,3,76,85,222,131,72,8,66,115,16,62,136,15,154,747,124,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,9,12,0,0,11,3,11,19,5,51,14,6,8,0,9,12,0,0,11,3,11,19,5,52,206,111,60,8,61,100,12,54,127,15,139,557,40,1127,3,0,0,0,0,0,0,0,0,0,0,3,65,70,219,116,72,8,66,117,16,59,138,15,146,576,104,1253
UCL115146,41,9,52,13,0,145,364,176,102,3,127,127,28,41,199,18,189,1414,109,2444,3,0,0,0,0,0,0,0,0,0,0,7,107,115,416,195,128,17,154,166,45,61,244,27,237,1427,210,2705,6,4,0,0,0,0,0,0,4,0,0,56,0,74,31,7,6,0,10,15,0,5,11,3,16,43,3,102,34,5,12,0,11,15,0,5,14,3,24,96,8,174,372,170,119,14,143,148,39,55,228,21,206,1055,86,2088,8,0,0,0,0,5,0,0,0,3,3,8,85,107,416,182,128,17,151,166,45,61,237,27,230,1156,179,2374
UCL115147,12,0,22,0,0,51,105,79,29,0,36,36,8,12,89,7,72,696,32,1065,0,0,0,0,0,0,0,0,0,0,0,7,40,43,130,86,32,3,53,40,15,19,103,8,93,702,71,1162,5,5,0,0,0,0,0,0,0,0,7,71,0,91,11,8,0,0,7,7,4,0,12,0,4,15,0,57,15,7,6,0,10,7,4,0,15,0,9,95,0,150,109,60,36,3,38,31,10,15,82,8,73,385,25,711,0,0,0,0,0,0,0,0,0,0,0,4,33,35,130,74,32,3,49,40,15,15,97,8,83,481,59,902
UCL115148,24,10,20,6,0,103,183,127,57,6,81,88,16,40,106,21,78,627,41,1158,0,0,0,0,0,0,0,0,3,0,0,9,92,112,237,139,76,24,109,117,25,53,127,28,96,649,136,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,0,0,8,0,4,6,0,0,14,0,39,12,3,7,0,0,8,0,4,6,0,0,14,0,39,208,116,67,19,100,102,26,51,115,25,88,487,35,1029,13,5,4,8,6,0,0,6,9,6,4,8,72,100,237,118,76,24,109,117,27,53,123,28,93,509,103,1172
UCL115149,16,6,18,0,0,40,48,71,22,0,59,29,4,11,44,3,36,460,32,714,3,0,0,0,3,0,0,0,5,0,0,10,611,627,66,82,23,0,63,32,8,17,63,13,50,470,643,1377,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,4,0,0,4,0,17,0,0,0,0,4,0,0,0,4,0,0,11,0,19,58,60,23,0,59,28,8,20,56,7,48,324,16,565,7,0,0,0,3,4,0,7,0,0,0,5,467,486,66,62,23,0,62,32,8,17,60,13,48,335,481,1062
UCL115150,19,4,11,8,0,60,88,86,37,0,42,50,6,23,68,6,49,626,40,973,0,0,0,0,0,0,0,0,0,0,0,0,45,52,106,100,44,10,53,59,10,28,91,13,60,639,85,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,0,0,3,4,0,11,0,24,4,0,3,0,0,9,0,0,3,4,0,11,0,24,102,69,41,10,49,55,10,30,74,10,53,457,33,793,0,0,0,0,0,0,0,0,0,0,0,11,40,49,106,75,44,10,53,59,10,31,83,13,58,476,70,869
UCL115151,45,8,49,18,3,151,193,198,50,0,110,63,16,42,164,9,124,1105,79,1840,4,0,0,0,0,0,0,0,0,0,0,11,71,92,252,230,62,6,142,89,22,66,214,21,176,1134,150,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,0,6,3,0,0,3,0,0,9,0,29,7,5,6,0,6,3,0,0,3,0,0,9,0,29,243,177,59,6,131,87,22,62,193,21,146,779,60,1530,4,0,0,0,5,0,0,0,0,0,0,4,54,68,252,183,62,6,135,89,22,66,195,21,147,791,117,1622
UCL115152,44,20,65,9,8,150,125,118,41,4,90,51,10,18,90,14,64,476,29,892,8,0,0,0,0,0,0,3,7,0,5,5,73,83,179,131,49,18,111,62,19,33,132,33,132,496,99,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,5,0,0,4,4,7,9,0,25,3,0,3,0,4,5,0,0,4,4,7,9,0,25,169,103,41,19,102,55,19,30,119,27,115,353,30,833,11,3,3,0,3,4,0,0,0,0,4,9,48,78,179,110,49,18,109,62,19,33,128,33,120,371,77,941
UCL115153,22,9,31,9,0,95,146,132,32,5,74,75,4,27,73,15,55,614,48,1064,5,0,0,0,0,3,0,0,0,3,0,7,183,195,187,147,47,27,98,113,18,58,100,27,86,629,230,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,4,5,3,0,3,5,5,5,0,28,8,0,7,0,4,5,3,0,3,5,5,5,0,28,173,123,42,27,86,104,12,53,90,21,77,456,35,934,3,3,4,0,6,5,0,3,0,0,0,5,157,173,187,125,47,27,98,113,18,58,92,27,77,473,192,1137
UCL115154,37,9,29,16,0,130,118,140,37,0,93,53,10,26,108,10,43,773,37,1248,0,0,0,0,4,0,0,0,4,0,0,13,176,196,163,168,46,23,114,78,20,43,148,27,79,806,215,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,5,0,3,5,3,3,8,0,25,5,4,0,0,4,5,0,3,5,3,3,8,0,25,152,133,46,27,105,69,20,42,125,14,60,540,27,1040,0,0,0,0,3,0,0,0,0,5,0,4,132,151,162,135,46,23,114,78,20,43,137,27,68,550,158,1218
UCL115155,111,34,180,30,9,395,427,374,105,8,265,243,51,108,401,30,243,2023,160,3545,11,11,0,0,7,7,0,0,13,0,4,30,576,637,596,436,157,43,351,341,89,160,522,60,434,2084,745,4581,0,0,0,0,0,0,0,0,0,0,0,4,0,7,25,9,15,3,21,16,7,7,11,6,14,31,0,104,25,9,15,3,21,16,7,7,11,6,14,37,0,105,554,354,141,40,326,312,79,150,480,57,371,1402,121,3059,12,3,4,0,7,10,5,4,8,3,4,33,411,470,590,371,157,43,353,338,83,160,496,60,395,1467,536,3636
UCL115156,69,12,56,10,0,163,137,105,50,11,74,69,15,43,112,9,85,496,33,947,6,4,0,0,5,6,0,0,4,0,3,12,178,199,216,144,74,45,103,121,42,73,186,25,138,515,208,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,9,9,0,7,4,0,6,14,0,41,8,3,0,0,9,9,0,7,4,0,6,14,0,41,197,130,71,30,92,106,36,64,156,23,119,387,31,932,7,4,3,12,4,9,0,0,11,0,12,4,138,166,216,134,74,45,103,121,42,73,175,25,136,406,168,1142
UCL115157,41,18,48,14,4,154,159,133,36,0,92,71,19,32,126,5,84,563,39,1081,3,5,0,0,0,0,0,0,0,0,3,8,96,120,232,171,54,12,137,106,34,48,169,26,136,582,140,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,4,0,6,7,3,4,5,6,9,8,0,41,17,4,4,0,6,7,3,4,5,6,9,8,0,41,205,138,47,15,115,97,25,45,152,23,105,418,38,999,7,0,0,0,3,3,4,0,4,0,6,10,74,96,232,143,55,12,133,106,34,48,161,26,118,434,106,1130
UCL115158,31,9,34,16,5,159,287,202,73,3,115,84,16,44,142,18,120,1484,78,2324,3,0,0,0,0,0,0,0,0,0,0,16,196,214,352,218,93,18,137,115,24,73,174,26,154,1515,281,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,5,10,0,0,7,0,3,20,0,49,12,0,4,0,5,10,0,0,6,0,7,20,0,51,326,183,80,20,129,106,24,66,161,27,124,1085,59,1945,8,0,6,0,0,4,0,5,5,0,0,14,161,189,352,183,86,18,136,115,24,67,167,26,131,1120,228,2185
UCL115159,23,3,31,7,3,82,111,122,32,0,60,39,3,26,119,7,93,1110,79,1656,3,3,0,0,0,0,0,0,0,0,0,12,65,80,138,137,41,4,76,53,11,33,140,13,126,1127,142,1817,0,0,0,0,0,0,0,0,0,0,0,6,0,10,6,4,6,0,3,3,0,0,8,0,0,14,0,48,6,4,6,0,3,3,0,0,8,0,0,22,3,51,125,111,35,4,69,49,11,28,126,13,111,820,52,1354,0,0,0,0,0,0,0,0,0,0,0,6,44,50,138,113,37,4,80,57,11,33,134,13,113,850,99,1458
UCL115160,27,8,41,10,3,87,135,229,43,0,69,55,4,14,174,7,168,1984,107,2763,0,0,0,0,0,0,0,0,0,0,0,9,97,110,161,244,59,6,82,68,15,15,203,15,206,2004,211,2959,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,4,0,0,0,0,0,13,3,4,27,4,46,4,0,4,0,0,0,0,0,13,3,4,28,4,51,153,193,50,6,75,64,8,15,177,12,173,1209,73,1910,0,0,4,0,0,0,0,0,0,0,0,0,73,82,161,196,59,6,78,64,8,15,183,13,179,1244,148,2040
UCL115161,138,38,127,26,7,389,463,429,134,13,232,179,60,128,495,50,283,2111,161,3826,18,20,6,17,9,16,0,6,22,0,15,27,260,336,629,538,180,67,312,255,100,184,655,79,430,2168,434,4556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,20,5,15,30,5,13,22,5,21,38,0,128,40,13,20,5,21,30,11,14,22,5,21,35,0,127,563,423,151,41,280,210,90,160,577,64,347,1503,118,3275,27,19,15,22,12,21,3,5,24,9,20,20,213,299,629,445,180,67,307,254,97,185,623,79,389,1556,332,3702
UCL115162,42,14,61,9,3,138,212,265,83,0,105,101,14,38,284,20,193,1734,106,2763,0,0,0,0,0,0,0,0,0,0,0,13,75,87,253,288,95,16,124,127,20,46,324,28,256,1752,182,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,11,4,5,15,0,4,11,0,6,25,0,72,18,4,11,4,5,15,0,4,11,0,6,29,0,74,233,228,89,16,114,110,20,47,306,24,224,1231,81,2227,0,0,0,0,0,0,0,0,0,0,0,7,60,70,253,233,95,16,123,125,20,46,310,28,236,1264,142,2373
UCL115163,64,25,118,5,3,241,195,172,51,5,101,70,12,39,198,16,132,995,59,1682,0,0,0,0,0,0,0,0,3,0,0,8,48,60,301,199,82,83,150,111,25,60,264,39,248,1005,110,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,5,3,8,7,0,4,13,3,16,14,0,49,14,5,5,3,8,7,0,4,13,3,16,16,0,50,279,163,77,77,139,97,24,57,232,35,208,732,50,1529,5,0,0,4,0,0,0,0,5,0,5,5,40,56,300,169,82,83,150,111,25,60,252,39,228,750,87,1640
UCL115164,29,10,45,9,0,115,170,112,60,3,80,81,22,53,92,14,83,648,32,1150,9,4,0,0,0,0,0,0,0,0,0,7,66,76,236,128,77,18,114,108,37,66,122,27,132,660,98,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,10,0,14,12,3,9,9,8,5,15,0,50,10,6,10,0,14,12,3,9,9,8,5,15,0,48,220,110,65,15,100,91,30,64,113,21,110,513,25,1066,8,0,0,0,4,4,0,0,0,0,0,4,58,69,236,117,77,18,114,108,37,66,123,27,118,535,86,1182
UCL115165,12,6,14,4,3,44,84,147,27,0,53,24,3,10,90,7,31,588,22,958,0,0,0,0,0,0,0,0,0,0,0,4,63,67,97,160,36,0,62,34,6,19,102,12,45,596,83,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,6,0,19,3,4,3,0,0,0,0,0,0,0,0,6,0,19,89,120,29,0,57,32,6,14,97,12,39,450,20,789,4,3,0,0,5,0,0,0,3,0,0,4,44,57,97,120,36,0,64,34,6,19,100,12,39,461,65,864
UCL121001,18,3,16,7,0,60,96,106,18,0,50,25,10,23,68,5,50,414,24,753,0,0,0,0,0,0,0,0,0,0,0,0,41,42,114,119,31,0,56,39,10,26,83,9,72,421,67,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,4,0,0,8,0,6,8,0,31,3,4,7,0,0,4,0,0,8,0,6,8,0,31,108,85,24,0,52,28,10,26,74,8,60,328,17,654,5,4,0,0,0,0,0,0,0,0,0,3,27,44,114,97,31,0,60,39,10,26,82,9,63,338,53,723
UCL121002,15,3,9,0,5,57,78,65,16,0,24,24,5,9,44,4,20,223,19,432,0,0,0,0,0,0,0,0,0,0,0,7,84,90,106,76,27,9,37,43,4,22,58,6,32,234,105,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,9,3,4,0,0,0,0,0,0,0,0,0,3,0,9,101,57,24,9,39,36,4,23,53,10,27,165,13,393,3,3,0,0,0,0,0,6,0,0,0,0,65,72,106,61,25,9,37,43,4,22,57,6,27,172,79,473
UCL121003,5,0,3,4,0,18,89,54,29,4,29,28,11,18,44,7,38,399,23,646,0,0,0,0,0,0,0,0,0,0,0,11,36,51,98,57,29,3,34,28,12,18,46,10,50,409,59,716,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,0,0,0,0,4,0,0,0,5,9,0,25,11,4,0,0,0,0,4,0,0,0,5,11,0,31,84,49,30,3,32,30,12,18,39,10,45,311,16,535,0,0,0,0,0,0,0,0,0,0,0,7,32,34,98,50,29,4,34,28,12,18,45,10,50,327,42,605
UCL121004,15,4,19,14,4,55,75,75,23,0,41,30,0,6,79,4,62,484,51,814,0,0,0,0,0,0,0,0,0,0,0,11,39,48,96,84,27,3,50,36,0,12,95,8,88,500,90,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,0,0,4,0,6,9,0,25,3,0,4,0,3,4,0,0,4,0,6,9,0,25,90,71,21,3,49,30,0,8,84,4,65,334,36,654,0,0,0,0,0,0,0,0,0,0,0,3,34,37,96,69,27,3,50,28,0,12,94,8,75,345,68,711
UCL121005,10,0,16,4,0,33,59,48,21,0,32,14,0,5,35,7,18,342,23,531,0,0,0,0,0,0,0,0,0,0,0,0,13,18,71,56,22,0,36,22,0,3,49,5,42,344,34,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,3,0,11,3,5,0,0,3,0,0,0,0,0,0,3,0,11,66,41,19,0,26,22,0,3,41,5,31,250,20,431,0,0,0,0,0,0,0,0,0,0,0,0,14,15,71,43,22,0,33,20,0,3,45,5,31,254,29,463
UCL121006,6,6,9,0,0,35,91,38,25,0,29,36,5,12,52,4,34,307,17,524,0,0,0,0,0,0,0,0,0,0,0,0,54,60,108,43,37,3,35,44,12,22,62,8,47,310,69,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,6,5,0,0,4,0,7,5,0,21,6,0,3,0,6,5,0,0,4,0,7,5,0,22,99,39,27,3,30,40,12,17,52,8,39,239,10,466,4,0,0,0,0,0,0,0,3,0,0,0,48,60,108,39,37,3,35,44,12,22,62,8,41,249,67,547
UCL121007,34,17,50,3,0,113,123,98,26,4,62,36,13,21,76,0,49,407,27,766,0,0,0,0,0,0,0,0,0,0,0,7,60,73,179,116,46,27,90,64,21,37,106,17,103,417,94,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,3,6,9,0,0,4,4,0,11,0,38,12,3,10,3,6,9,0,0,4,4,0,11,0,38,144,85,28,12,75,42,15,31,81,7,64,332,25,698,23,8,4,16,11,12,7,7,12,4,20,4,52,105,179,94,46,27,90,64,21,37,103,17,93,344,74,837
UCL121008,9,0,9,0,0,26,15,23,10,0,24,15,0,12,17,0,11,236,11,333,0,0,0,0,0,0,0,0,0,0,0,0,171,172,26,32,17,6,33,20,8,15,32,5,15,241,186,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,21,29,16,3,31,18,5,14,28,3,15,166,9,276,0,0,0,0,0,0,0,0,0,0,0,3,133,141,26,29,17,6,33,18,8,15,31,5,15,174,148,424
