UCL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL213017,20,42,86,71,86,83,30,0,0,424,18,22,78,59,56,42,10,3,0,293,507,814,2075,1791,1756,1433,407,53,4,8831
UCL213018,9,10,34,26,18,13,8,0,0,121,4,5,16,20,16,23,5,4,0,86,232,249,590,620,740,668,212,29,0,3352
UCL214001,6,0,26,22,18,23,4,0,0,104,9,15,23,9,14,20,6,0,0,97,193,297,709,500,577,554,176,17,0,3027
UCL214002,9,12,26,36,26,16,3,0,0,119,4,4,24,30,30,16,3,0,0,121,200,217,701,817,699,337,83,7,0,3060
UCL214003,5,18,20,20,21,26,12,0,0,125,12,14,44,26,41,32,20,10,0,200,237,324,758,656,752,842,289,38,4,3899
UCL214004,4,12,27,15,13,12,4,5,0,86,10,6,19,14,15,19,9,7,0,98,137,172,468,428,429,384,115,22,0,2150
UCL214005,0,4,3,7,7,0,0,0,0,22,0,0,3,4,5,0,4,0,0,13,28,37,75,80,110,90,23,0,0,442
UCL214006,0,6,18,16,18,14,3,0,0,83,10,4,14,14,18,18,11,4,3,94,113,139,416,469,521,542,189,27,5,2426
UCL214007,3,14,51,21,18,8,0,0,0,118,7,14,29,23,18,18,0,0,0,116,75,222,1069,676,388,295,51,4,0,2782
UCL214008,8,20,24,29,43,42,15,0,0,176,19,9,33,19,25,27,17,9,7,162,274,382,849,748,818,843,276,49,6,4249
UCL214009,6,20,39,36,45,37,7,0,0,194,12,12,30,25,31,43,10,3,0,160,242,280,751,775,845,835,207,27,3,3969
UCL214010,4,4,4,14,23,15,8,0,0,68,0,3,11,18,14,21,9,0,0,80,135,134,359,515,506,518,176,23,0,2363
UCL214011,5,14,36,38,27,19,15,0,0,154,3,17,44,37,35,27,6,0,0,176,259,383,849,803,883,620,156,21,4,3972
UCL214012,10,10,24,18,19,31,13,0,0,121,10,10,17,23,14,9,6,3,3,103,133,211,458,457,518,494,159,14,3,2453
UCL214013,3,8,14,20,17,10,0,0,0,75,0,3,12,14,14,8,4,0,0,60,122,154,398,506,602,379,122,16,5,2307
UCL214014,3,6,8,12,19,11,4,0,0,70,10,3,11,10,19,17,8,4,0,86,139,145,322,389,421,441,172,16,4,2050
UCL214015,3,11,32,25,26,17,5,0,0,119,6,7,16,21,11,17,14,0,0,81,164,176,432,522,443,422,157,13,0,2342
UCL214016,11,11,23,13,13,18,9,0,0,94,7,11,20,20,30,25,10,6,0,131,164,225,535,418,541,536,169,22,5,2606
UCL214017,0,3,9,3,10,14,8,0,0,51,3,5,7,14,18,17,11,3,0,84,96,125,217,330,430,530,267,49,5,2038
UCL214018,0,8,28,22,28,35,13,0,0,132,9,6,12,18,34,34,12,0,0,121,114,201,468,543,733,858,302,30,0,3254
UCL214019,4,6,17,9,21,22,6,4,0,90,6,4,20,15,13,11,7,0,0,82,134,218,500,397,502,480,143,15,0,2389
UCL214020,0,13,11,3,9,8,8,0,0,50,3,8,19,16,12,14,0,4,0,75,123,244,517,389,446,438,133,19,0,2305
UCL214021,6,15,25,24,23,17,5,0,0,118,3,14,25,27,37,18,6,0,0,136,166,264,509,518,596,361,100,17,0,2519
UCL214022,3,8,30,29,44,32,8,0,0,157,10,10,22,13,28,23,12,0,0,119,238,259,566,594,643,597,158,16,3,3077
UCL215001,0,0,0,3,3,3,0,3,0,15,0,0,0,5,7,5,0,0,0,25,32,32,72,79,158,213,84,8,0,679
UCL215002,4,3,14,0,9,0,3,0,0,41,0,5,4,9,13,11,0,0,0,45,51,69,159,204,221,207,72,8,0,985
UCL215003,0,3,3,3,4,12,5,0,0,34,3,3,8,12,5,17,6,6,0,55,65,88,206,273,303,361,132,25,0,1449
UCL215004,0,0,0,0,0,3,0,0,0,10,0,0,6,3,7,5,0,0,0,21,37,36,119,116,154,134,44,9,0,651
UCL215005,0,0,0,4,0,0,0,0,0,13,5,8,3,0,6,4,0,0,0,24,13,27,78,62,89,64,33,4,0,376
UCL215006,0,0,5,4,13,10,0,0,0,32,0,4,13,9,3,16,0,0,0,45,54,86,251,302,225,221,39,7,0,1187
UCL215007,0,0,5,7,4,5,4,0,0,23,3,0,7,3,9,3,6,7,0,36,61,61,118,273,275,225,98,22,0,1129
UCL215008,0,0,8,9,8,3,0,0,0,33,0,0,0,9,10,8,0,0,0,28,79,57,205,239,254,151,35,0,0,1035
UCL215009,0,0,0,3,0,5,0,0,0,10,0,0,5,0,3,3,0,0,0,14,16,21,40,72,82,87,13,7,0,335
UCL215010,3,5,7,0,13,10,10,0,0,48,0,0,0,7,15,7,5,0,0,43,109,101,120,271,314,236,58,8,0,1222
UCL215011,0,0,0,0,0,5,0,0,0,13,0,0,0,3,4,7,5,4,0,27,20,36,65,74,104,91,38,10,0,437
UCL215012,0,0,7,5,12,10,0,0,0,30,0,0,0,4,10,10,0,0,0,41,94,62,186,321,399,302,112,21,0,1506
UCL215013,5,3,27,19,9,3,0,0,0,74,7,11,26,35,18,8,5,0,0,105,91,155,695,625,359,177,37,0,0,2136
UCL215014,0,6,7,11,4,12,0,0,0,36,0,0,5,3,4,6,0,0,0,27,35,47,152,110,152,121,11,6,0,636
UCL215015,0,3,3,3,8,8,0,3,0,29,0,0,8,12,4,8,3,0,0,35,63,80,177,237,273,235,73,12,0,1150
UCL215016,4,11,19,16,9,3,0,0,0,75,3,11,21,16,27,23,4,0,0,106,103,150,462,391,378,310,80,4,0,1891
UCL215017,0,5,15,12,7,10,5,0,0,64,4,9,13,11,17,11,3,3,0,72,85,123,249,292,257,220,47,10,0,1272
UCL215018,3,0,5,7,9,7,0,0,0,33,3,4,12,4,10,6,7,5,0,41,71,98,213,202,237,263,77,22,3,1187
UCL215019,4,0,6,10,6,6,0,0,0,30,6,5,0,7,7,3,0,0,0,30,63,73,176,243,265,202,47,4,0,1069
UCL215020,0,0,4,5,4,5,0,0,0,17,6,3,0,0,0,7,0,0,0,14,26,40,87,69,82,122,40,3,0,465
UCL215021,0,0,0,0,7,3,0,0,0,10,0,5,3,6,0,12,5,0,0,29,36,35,78,78,144,124,32,4,0,534
UCL215022,0,9,16,8,5,3,4,0,0,53,4,9,17,20,16,8,5,0,0,70,88,200,401,345,298,295,75,15,0,1711
UCL215023,0,7,4,0,6,0,0,0,0,15,0,0,0,3,4,7,5,0,0,26,44,52,100,88,160,139,38,7,0,627
UCL215024,0,0,4,7,0,0,4,0,0,20,0,3,6,4,8,13,0,3,0,35,26,37,111,125,148,129,63,12,4,645
UCL215025,0,4,3,3,6,6,0,0,0,21,0,0,5,3,0,5,3,0,0,16,10,27,59,78,72,124,41,4,0,412
UCL215026,0,0,3,7,9,3,0,0,0,23,4,0,4,3,8,3,0,0,0,25,18,31,69,74,93,100,24,6,0,416
UCL215027,0,3,6,4,4,5,7,0,0,29,0,0,0,5,0,4,0,0,0,8,22,26,80,81,88,111,32,17,3,462
UCL215028,4,3,8,16,12,14,4,0,0,65,4,3,9,3,10,9,9,0,0,46,54,56,172,204,242,232,71,10,0,1037
UCL215029,0,0,6,11,11,11,8,0,0,52,3,5,11,14,13,12,8,0,0,69,62,57,238,277,413,436,120,16,0,1626
UCL215030,0,5,5,0,0,0,0,0,0,11,0,0,4,0,3,5,5,3,0,18,26,26,90,72,88,122,21,11,0,459
UCL215031,0,0,4,4,3,7,6,0,0,20,0,0,4,0,7,7,0,0,0,20,32,29,80,87,106,123,53,4,0,523
UCL215032,0,3,9,12,4,12,3,0,0,47,0,3,7,7,8,9,8,7,0,50,79,82,221,234,221,228,104,27,0,1187
UCL215033,0,0,16,20,8,3,6,0,0,54,3,0,12,14,14,11,5,0,0,53,101,63,260,492,376,168,36,5,0,1494
UCL215034,0,0,0,4,0,12,0,0,0,17,0,0,0,0,0,4,0,0,0,11,34,35,58,68,84,103,39,9,0,415
UCL215035,6,0,24,5,11,3,0,0,0,45,4,0,3,8,9,0,5,3,0,35,45,58,178,161,167,114,29,5,0,765
UCL215036,3,5,8,0,7,5,3,0,0,29,0,3,4,4,10,14,0,0,0,39,43,44,99,114,140,104,30,0,0,574
UCL215037,0,5,4,4,8,6,0,0,0,27,0,3,10,3,7,8,6,0,0,35,15,45,117,95,117,119,43,3,0,562
UCL215038,3,0,8,11,4,3,3,0,0,36,0,3,3,8,11,8,0,0,0,32,19,34,92,110,126,140,48,11,0,589
UCL215039,8,3,0,8,3,4,0,0,0,24,0,0,5,6,7,6,0,0,0,17,44,37,100,113,97,101,25,3,0,518
UCL215040,0,3,6,0,0,0,0,0,0,14,3,3,0,0,8,6,0,0,0,30,34,40,86,84,91,105,27,4,0,475
UCL215041,4,4,15,3,3,15,6,0,0,46,0,3,9,9,24,6,3,0,0,69,70,102,226,254,272,320,94,20,4,1359
UCL215042,0,4,7,4,4,5,0,0,0,34,0,0,5,11,5,7,0,0,0,24,41,54,108,130,155,112,24,0,0,621
UCL215043,7,6,31,11,10,7,0,6,0,76,0,9,23,30,17,15,0,0,0,99,106,137,483,352,293,209,43,7,0,1637
UCL215044,0,0,14,15,10,7,0,0,0,46,3,3,8,3,5,7,3,0,0,32,38,53,176,162,171,159,49,8,0,817
UCL215045,0,11,21,12,12,17,3,0,0,75,9,3,15,15,17,19,4,0,0,80,97,129,330,273,346,305,94,17,3,1591
UCL215046,3,5,18,10,10,9,4,0,0,46,0,6,4,4,6,7,0,0,0,28,45,60,189,172,150,146,44,0,0,817
UCL215047,3,3,26,16,8,9,0,0,0,67,4,4,17,11,15,14,4,0,0,65,62,103,359,205,180,128,20,0,0,1058
UCL215048,0,0,18,8,11,6,0,0,0,48,3,3,19,18,9,3,0,0,0,59,36,82,261,183,128,112,19,0,0,825
UCL215049,0,0,0,0,6,0,3,0,0,10,0,0,0,0,5,8,4,0,0,26,14,38,126,78,87,134,74,6,0,561
UCL215050,0,0,3,12,12,5,8,0,0,38,0,0,5,17,16,9,8,0,0,55,80,70,124,315,386,312,128,20,0,1422
UCL215051,6,16,21,17,5,12,3,0,0,89,6,5,13,15,9,10,4,0,0,61,121,164,402,399,315,327,107,13,0,1859
UCL215052,0,0,3,3,3,0,0,0,0,18,0,3,0,0,3,8,4,0,0,23,26,24,64,75,119,161,56,5,0,537
UCL215053,6,3,24,16,12,10,7,0,0,76,0,5,14,18,9,13,3,5,0,65,79,107,375,408,351,363,124,13,0,1819
UCL215054,0,0,11,5,10,4,4,0,0,34,0,4,16,5,13,5,0,0,3,43,38,67,188,127,140,161,46,3,3,776
UCL215055,0,0,0,9,6,6,3,0,0,26,3,4,0,0,5,9,4,4,0,20,20,20,77,100,124,188,79,15,0,628
UCL215056,0,0,7,9,3,3,0,0,0,26,0,6,14,4,3,8,0,0,0,34,25,42,165,132,113,126,26,0,0,621
UCL215057,0,3,9,10,3,0,0,0,0,31,0,0,7,5,8,8,0,0,0,27,45,37,113,155,188,145,44,0,0,730
UCL215058,0,0,0,0,3,0,0,0,0,12,0,0,7,3,0,0,0,3,0,11,30,33,76,62,94,87,40,4,0,428
UCL215059,0,3,3,3,0,7,4,0,0,14,0,3,3,9,0,3,0,0,0,19,59,46,162,219,211,195,81,11,0,989
UCL215060,0,3,14,4,10,12,0,0,0,49,5,3,10,7,10,3,10,0,0,48,80,92,242,237,242,266,80,9,3,1255
UCL215061,0,0,4,4,4,3,0,0,0,22,4,0,5,4,3,10,3,0,0,33,50,54,171,163,150,183,53,6,5,835
UCL215062,0,3,0,6,3,0,3,0,3,31,0,4,6,10,6,0,0,0,0,38,46,69,121,115,117,111,49,0,6,631
UCL215063,0,4,6,6,9,3,5,0,0,21,0,0,6,0,0,3,0,0,0,17,21,42,96,85,76,97,41,4,0,465
UCL215064,4,7,5,7,4,8,0,3,0,35,0,4,14,7,7,9,5,0,0,39,36,81,226,120,167,154,40,25,6,852
UCL215065,6,7,14,9,5,8,5,0,0,67,5,8,14,8,19,13,4,0,0,64,77,123,288,236,294,296,88,4,0,1409
UCL215066,5,0,3,7,5,4,4,0,0,25,3,0,5,5,5,3,0,0,0,22,34,39,108,109,121,143,45,3,4,611
UCL215067,5,0,5,3,0,0,0,0,0,14,0,0,4,3,8,3,0,0,0,19,22,28,99,65,68,81,40,9,0,409
UCL215068,4,0,5,3,11,10,4,0,0,40,4,3,6,4,10,13,9,0,0,35,61,62,144,152,254,305,128,14,0,1122
UCL215069,0,0,0,11,4,8,4,0,0,34,6,0,3,3,10,6,6,3,0,40,81,46,198,330,294,299,138,24,0,1411
UCL215070,0,9,10,10,7,8,0,0,0,45,9,6,18,11,16,8,0,0,0,69,72,120,259,244,226,197,49,3,0,1161
UCL215071,3,4,11,15,17,15,6,0,0,71,0,9,17,15,26,9,0,0,0,75,103,151,278,392,473,392,79,9,0,1877
UCL215072,3,0,0,9,0,0,0,0,0,20,3,11,39,31,17,11,5,0,0,114,28,68,266,245,144,112,41,9,0,908
UCL215073,0,11,12,5,13,8,0,5,0,55,8,4,5,6,11,9,6,0,0,52,73,94,164,165,226,256,71,15,0,1059
UCL215074,7,11,37,26,19,21,5,0,0,137,6,4,28,17,20,26,0,4,0,109,144,178,625,529,549,370,93,11,0,2504
UCL215075,0,5,8,10,3,3,0,0,0,27,0,0,4,10,4,4,0,0,0,21,22,51,117,88,87,111,33,3,0,504
UCL215076,0,3,8,4,7,3,5,0,0,43,0,8,5,0,10,8,0,0,0,29,67,73,195,193,218,207,71,11,0,1026
UCL215077,0,0,3,0,0,5,6,0,0,19,0,0,0,0,4,7,4,0,0,16,31,27,101,152,134,169,60,3,0,678
UCL215078,4,7,11,19,15,7,0,0,0,64,3,3,11,14,9,13,0,0,0,48,42,92,244,223,207,171,37,3,0,1020
UCL215079,0,4,7,4,9,6,3,0,0,29,0,0,8,0,7,9,0,0,0,27,50,75,166,115,173,167,52,17,4,826
UCL215080,5,7,24,5,5,4,0,0,0,49,0,7,12,14,0,7,0,0,0,46,51,95,255,186,163,156,46,5,0,966
UCL215081,0,10,14,12,22,14,3,0,0,81,0,8,13,10,10,13,10,0,0,54,111,133,444,317,395,346,105,18,0,1873
UCL215082,4,4,7,14,3,4,0,0,0,43,4,6,13,14,11,5,3,0,0,55,82,83,204,283,261,172,46,0,0,1128
UCL215083,0,5,10,7,9,16,5,0,0,45,4,3,6,3,7,6,9,0,0,43,51,73,162,148,173,190,58,7,0,862
UCL215084,0,7,7,6,4,3,4,0,0,27,3,3,8,6,4,11,0,0,0,37,37,54,132,90,100,93,39,3,0,533
UCL215085,0,0,3,4,3,0,0,0,0,18,0,0,3,8,3,3,0,0,0,24,34,37,107,159,114,110,27,6,0,578
UCL215086,0,10,13,13,15,12,6,0,0,63,5,4,24,22,12,3,0,0,0,69,107,143,359,390,362,229,69,7,0,1672
UCL215087,4,3,11,5,17,6,3,0,0,46,3,4,13,7,6,5,4,0,0,38,41,62,150,165,194,162,36,5,0,825
UCL215088,0,0,3,4,4,8,0,0,0,27,0,0,7,12,16,6,4,3,0,52,27,41,83,126,217,193,49,6,0,742
UCL215089,0,11,0,8,8,14,4,0,0,34,5,4,3,0,7,9,0,0,0,32,49,75,166,139,161,226,56,9,5,886
UCL215090,0,7,6,4,7,3,0,0,0,25,3,4,3,6,12,6,0,0,0,40,34,64,255,192,147,152,39,0,0,892
UCL215091,0,8,4,7,10,9,0,0,0,32,0,3,6,3,6,18,6,0,0,46,55,115,94,127,190,217,63,3,0,868
UCL215092,0,4,12,6,20,14,7,0,0,68,0,3,7,12,18,13,11,0,0,64,102,103,296,496,570,355,123,24,0,2066
UCL215093,11,16,36,29,25,20,3,0,0,145,5,10,23,18,21,11,6,0,0,93,125,188,580,430,388,329,79,9,0,2123
UCL215094,0,0,0,6,3,3,0,0,0,20,0,0,0,7,9,3,0,0,0,21,37,38,53,90,136,93,14,0,0,453
UCL215095,0,0,9,6,4,0,0,0,0,21,0,0,4,5,7,4,0,0,0,27,25,55,112,85,101,84,21,0,0,476
UCL215096,3,7,14,11,16,10,6,0,0,76,3,0,12,14,16,9,3,0,0,57,79,98,262,257,278,189,58,5,0,1226
UCL215097,0,11,25,18,12,9,0,0,0,67,5,6,23,11,20,15,3,0,0,83,79,141,290,305,322,219,71,4,0,1426
UCL215098,0,6,12,8,6,5,0,0,0,28,0,0,0,8,3,10,0,0,0,21,26,61,173,117,93,121,24,0,0,620
UCL215099,3,0,4,8,3,5,0,0,0,25,0,0,3,3,6,9,0,0,0,31,26,56,100,109,103,125,43,6,0,570
UCL215100,0,0,0,0,0,9,3,0,0,15,0,0,3,3,5,0,4,0,0,16,27,23,70,77,91,122,45,10,0,464
UCL221001,0,0,0,3,9,3,0,0,0,13,0,0,7,6,3,0,0,0,0,16,28,32,81,81,96,62,11,0,0,396
UCL221002,0,0,4,0,4,0,0,0,0,12,0,0,0,0,3,3,0,0,0,8,18,29,63,71,86,89,36,0,0,391
UCL221003,0,0,0,0,0,0,0,0,0,11,4,0,0,3,4,0,0,0,0,16,16,15,70,56,54,55,5,0,0,280
UCL221004,5,4,3,7,4,3,3,0,0,30,6,0,0,4,6,5,0,0,0,22,71,53,49,138,167,110,26,0,0,606
UCL221005,0,0,0,0,0,4,5,0,0,16,0,0,0,3,4,0,6,0,0,12,4,17,63,49,62,61,37,5,0,304
UCL221006,0,0,0,0,0,3,0,0,0,12,0,0,0,0,4,0,0,5,0,8,17,12,60,79,63,50,24,7,0,308
UCL221007,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,7,0,0,0,11,8,15,47,44,42,59,7,0,0,218
UCL221008,0,0,0,0,0,0,5,0,0,9,0,0,5,4,0,3,0,5,0,13,19,14,36,48,46,63,30,6,0,267
UCL221009,0,0,3,0,3,4,0,0,0,12,0,0,0,6,3,0,0,0,0,13,18,23,61,59,47,51,12,3,0,277
UCL221010,0,0,0,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,10,12,20,53,55,50,65,9,0,0,267
UCL221011,5,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,46,16,46,69,97,72,14,0,0,353
UCL221012,0,0,4,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,20,13,35,46,65,68,4,0,0,254
UCL221013,0,3,0,0,0,0,0,0,0,6,3,0,0,3,0,8,0,0,0,22,11,24,56,59,67,77,9,0,0,310
UCL221014,0,5,4,0,0,0,0,0,0,10,0,0,0,0,4,3,0,0,0,10,26,25,57,76,94,93,29,7,0,407
UCL221015,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,9,8,11,30,30,53,72,27,3,0,242
UCL221016,0,0,3,8,8,3,0,0,0,23,0,0,3,0,0,0,0,0,0,10,45,35,87,152,97,42,15,0,0,475
UCL221017,0,5,4,0,0,0,0,0,0,12,0,0,5,4,6,3,0,0,0,11,21,33,71,60,78,89,33,3,0,395
UCL221018,0,0,3,4,0,0,0,0,0,10,0,0,5,0,6,0,3,0,0,20,22,29,52,38,79,96,50,4,0,372
UCL221019,0,0,0,3,0,0,0,0,0,13,0,0,0,0,3,6,0,0,0,8,9,13,58,56,72,86,14,0,0,315
UCL221020,0,0,0,0,4,3,0,0,0,9,0,6,0,4,0,6,0,0,0,16,17,25,36,48,56,86,25,4,0,298
UCL221021,0,0,4,3,0,0,0,0,0,13,0,0,5,0,3,4,3,0,0,15,13,32,93,72,62,70,15,0,0,356
UCL221022,0,0,0,5,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,5,8,11,45,44,63,44,35,0,0,252
UCL221023,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,6,10,14,22,22,47,51,18,0,0,175
UCL221024,0,0,3,5,3,8,4,0,0,23,0,0,3,0,0,4,0,0,0,13,26,32,47,44,84,111,28,5,0,381
UCL221025,0,0,3,0,4,3,0,0,0,8,0,0,4,0,3,0,0,0,0,15,18,9,52,44,54,68,20,0,4,257
UCL221026,0,4,5,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,8,13,17,51,42,59,64,10,0,0,257
UCL221027,3,0,6,0,0,7,5,0,0,11,0,0,3,0,0,11,0,0,0,11,6,20,52,32,50,66,14,4,0,243
UCL221028,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,0,6,13,19,15,33,62,99,70,15,0,316
UCL221029,0,0,3,0,0,0,0,0,0,15,0,6,5,0,3,7,0,0,0,18,26,31,86,59,77,69,12,0,0,364
UCL221030,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,11,3,3,13,12,48,56,16,0,0,151
UCL221031,0,0,0,5,0,0,0,0,0,5,3,0,0,0,3,0,5,0,0,14,19,19,55,85,62,54,8,0,0,296
UCL221032,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,5,0,0,0,5,16,20,27,61,58,36,14,0,0,238
UCL221033,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,9,7,10,37,21,28,62,23,0,0,197
UCL221034,5,0,0,3,5,4,0,0,0,23,0,4,4,6,8,4,0,0,0,24,30,45,46,136,132,65,11,0,0,465
UCL221035,0,0,0,0,0,0,0,0,0,3,3,3,3,0,6,0,0,0,0,22,9,19,37,35,56,49,20,0,0,229
UCL221036,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,11,25,30,66,79,92,77,18,0,0,384
UCL221037,0,0,0,0,7,4,0,0,0,14,5,0,0,5,0,5,0,0,0,13,17,26,47,49,62,58,27,0,0,300
UCL221038,0,3,5,0,10,5,0,0,0,21,0,0,4,4,9,0,0,0,0,25,23,24,76,95,125,65,15,4,0,430
UCL221039,3,0,0,0,5,5,6,0,0,21,0,0,0,0,0,5,0,0,0,14,25,26,61,53,68,78,31,11,0,358
UCL221040,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,30,18,41,45,76,71,17,0,0,291
UCL221041,0,0,0,0,0,0,0,0,0,14,0,0,4,0,4,0,0,0,0,18,20,13,71,66,78,57,22,0,0,323
UCL221042,0,0,0,0,4,4,5,0,0,11,0,4,6,3,0,5,0,0,0,16,15,19,56,54,48,49,22,0,0,255
UCL221043,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,11,3,6,10,18,76,96,19,0,0,231
UCL221044,0,0,0,6,0,0,0,0,0,3,0,0,0,3,3,0,5,0,0,20,18,16,55,81,82,130,44,6,0,424
UCL221045,0,0,3,0,3,0,3,0,0,15,0,3,0,0,0,0,0,0,0,6,10,13,54,75,89,83,22,4,0,367
UCL221046,4,6,8,8,5,0,0,0,0,27,3,3,4,6,3,0,0,0,0,23,47,44,299,219,87,60,11,0,0,780
UCL221047,0,0,0,3,9,3,0,0,0,21,0,0,0,0,4,0,5,0,0,6,28,36,48,77,99,62,16,0,0,367
UCL221048,0,0,5,0,3,0,0,0,0,10,0,0,3,3,0,0,0,0,0,14,16,23,51,45,56,32,18,3,0,241
UCL221049,0,0,5,3,8,0,0,0,0,17,0,0,3,0,5,0,0,0,0,12,24,26,52,106,89,68,17,0,0,389
UCL221050,0,0,7,0,0,0,0,0,0,12,0,0,3,4,11,4,0,0,0,27,17,16,51,46,71,69,21,6,0,297
UCL221051,0,0,0,0,0,4,0,0,0,7,0,0,3,5,0,4,0,0,0,11,22,16,42,48,65,74,20,4,0,290
UCL221052,0,0,0,4,0,0,0,0,0,9,0,4,0,0,4,3,0,0,0,15,17,14,61,41,51,70,12,0,0,274
UCL221053,0,0,5,6,0,0,0,0,0,8,0,0,3,0,6,5,0,0,0,13,9,8,24,37,63,59,19,4,0,233
UCL221054,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,0,0,0,8,13,14,41,55,62,61,28,3,0,278
UCL221055,0,0,0,7,0,0,0,0,0,8,0,0,0,5,3,0,0,0,0,17,22,20,44,103,94,54,11,0,0,351
UCL221056,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,9,8,42,29,35,31,3,0,0,153
UCL221057,0,0,3,3,6,6,0,0,0,19,0,0,3,4,9,3,0,0,0,22,17,28,60,89,89,60,17,0,0,365
UCL221058,0,0,3,0,5,0,0,0,0,12,0,0,0,0,0,3,0,0,0,3,24,7,37,62,58,45,11,0,0,248
UCL221059,0,0,3,4,4,0,4,0,0,15,0,0,3,4,0,4,0,0,0,11,17,18,70,97,101,82,20,0,0,405
UCL221060,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,14,19,34,53,19,6,0,161
UCL221061,0,0,0,3,3,5,3,0,0,14,0,0,0,5,0,0,0,0,0,13,22,10,27,48,60,90,34,0,0,287
UCL221062,0,0,0,5,0,3,0,0,0,9,0,0,4,9,6,6,0,0,0,24,16,19,44,45,82,79,18,4,0,301
UCL221063,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,6,12,21,38,37,41,36,15,0,0,209
UCL221064,0,0,9,10,5,0,0,0,0,24,0,0,0,7,3,4,0,0,0,19,19,36,96,94,74,47,6,0,0,372
UCL221065,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,14,25,34,46,55,27,10,0,206
UCL221066,0,3,7,6,4,0,0,0,0,19,0,0,0,4,5,3,0,0,0,18,18,32,63,72,66,51,13,0,0,320
UCL221067,0,0,0,3,3,0,0,0,0,12,0,0,4,3,4,0,0,0,0,11,17,28,56,53,51,41,14,0,0,255
UCL221068,0,0,6,5,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,11,8,15,44,63,37,42,5,0,0,220
UCL221069,0,0,9,0,5,0,0,0,0,11,0,0,4,3,0,4,0,0,0,21,30,29,76,90,97,115,18,0,0,447
UCL221070,4,0,0,0,5,0,0,0,0,14,0,0,0,3,3,7,0,0,0,21,20,28,79,58,75,94,28,8,0,389
UCL221071,0,3,5,3,3,8,0,0,0,27,5,0,0,0,3,0,0,0,0,16,33,34,62,60,72,79,19,6,0,354
UCL221072,0,0,0,0,0,3,0,0,0,7,5,0,6,0,0,0,0,0,0,8,12,22,66,44,30,50,3,0,0,224
UCL221073,0,5,0,7,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,37,26,38,54,66,50,4,0,0,277
UCL221074,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,18,12,11,43,61,79,105,28,6,0,337
UCL221075,0,0,7,3,3,8,0,0,0,17,0,0,0,0,8,5,3,3,0,15,11,3,43,61,77,99,35,8,0,341
UCL221076,0,0,4,0,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,10,16,5,42,62,82,87,32,0,0,317
UCL221077,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,9,10,14,33,36,48,78,29,0,0,246
UCL221078,0,0,0,0,5,4,0,0,0,8,0,0,9,3,4,8,0,0,0,23,10,24,58,58,69,62,13,0,0,293
UCL221079,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,11,10,30,21,43,60,23,3,5,198
UCL221080,0,0,0,0,5,0,0,0,0,7,0,0,0,0,8,4,0,0,0,15,14,8,28,55,65,64,20,0,0,253
UCL221081,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,7,40,24,55,46,22,3,0,199
