SED_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SED53105,28,149,125,75,203,201,68,102,3,952,51,134,103,66,211,298,86,166,193,1300,1067,3107,2653,1763,4786,4918,1535,3457,428,23712
SED53204,20,187,152,100,245,217,83,144,10,1156,25,148,105,75,251,242,54,118,182,1206,1006,3726,3003,1997,5388,5369,1588,3426,395,25905
SED53306,26,127,92,51,127,136,41,79,8,682,36,108,79,44,114,136,38,113,150,820,1033,2922,2321,1390,3233,2842,1029,3057,358,18179
SED53402,19,129,112,84,163,190,58,100,15,873,35,86,102,47,185,209,60,117,135,969,957,3193,2824,1826,4876,5061,1767,3336,311,24156
SED53502,38,148,116,61,235,186,91,153,5,1030,45,121,105,55,211,231,48,147,184,1158,1055,3062,2570,1717,4611,4460,1510,3533,383,22896
SED53602,31,185,177,72,215,201,73,101,19,1064,32,173,151,92,305,264,51,118,283,1461,668,3189,2838,1708,4558,3900,1063,2312,562,20790
SED53701,23,83,74,43,88,115,36,107,12,577,56,109,62,38,72,122,38,123,127,749,972,2342,1869,1145,2065,2897,1110,4388,401,17184
SED53802,32,191,194,90,231,185,56,110,10,1106,29,161,118,58,232,222,46,96,191,1157,798,3286,2900,1793,4915,4557,1319,2815,397,22769
SED53902,24,153,93,75,160,145,46,110,4,809,32,121,103,47,141,181,46,113,132,908,812,3434,2745,1711,4286,4703,1491,3162,288,22627
SED54006,36,141,91,55,80,122,41,126,14,709,38,104,75,45,113,108,46,134,134,791,1119,2891,2136,1360,3022,2950,1229,3783,406,18889
SED54104,18,135,86,40,93,67,32,68,10,554,21,168,102,56,129,212,63,131,122,1007,796,4637,2770,1715,3487,5104,1660,3881,252,24311
SED54203,7,42,24,17,39,53,13,55,3,262,21,51,39,11,45,56,25,99,112,453,719,956,802,579,1258,1634,650,3467,328,10389
SED54304,30,146,140,82,207,179,54,107,8,947,28,134,121,69,213,278,64,160,211,1286,1191,3721,3636,2153,6302,7574,2269,5119,433,32392
SED54403,26,104,60,42,115,116,67,248,11,790,51,75,38,32,93,165,68,290,173,994,1546,1915,1430,1022,2854,3797,2203,8481,496,23732
SED54505,20,142,88,67,123,125,33,66,0,669,18,162,97,60,166,244,50,112,113,1016,657,3871,2644,1688,4088,4688,1242,2500,226,21593
SED54605,20,114,79,55,100,137,38,76,10,636,49,84,52,56,135,160,39,115,135,837,990,2353,1971,1304,3128,3292,1058,2812,306,17216
SED54701,25,80,67,41,98,181,62,106,8,679,42,111,50,35,75,105,37,103,141,703,991,2318,1797,1251,2204,3315,1214,4293,388,17768
SED54804,38,161,127,84,164,181,57,106,3,923,31,122,82,64,132,234,58,144,147,1017,1147,3497,2767,1870,4333,5555,1850,4111,306,25435
SED54905,19,128,95,57,128,144,40,84,4,698,25,115,88,64,130,216,48,105,133,930,847,3709,2758,1629,3914,4915,1551,3452,252,23038
SED55005,24,170,129,86,230,219,69,122,9,1053,32,135,120,80,281,300,70,145,220,1391,857,3561,2831,1952,5470,5228,1493,3197,446,25028
SED55102,32,172,111,74,207,252,83,186,19,1137,46,143,90,73,210,263,63,173,200,1261,1137,3324,2694,1646,4384,4595,1588,4262,481,24114
SED55202,31,142,106,68,232,199,69,93,20,944,27,124,116,70,272,273,70,135,213,1301,774,3032,2595,1693,4665,4109,1258,2587,460,21163
SED55306,31,162,103,66,125,146,52,84,7,771,42,126,85,71,79,110,39,105,117,763,1322,3619,2830,1889,3004,3395,1215,3224,321,20820
SED55405,27,166,128,78,160,153,61,100,7,880,30,132,123,67,202,269,55,105,209,1184,961,3971,3552,1978,5188,5518,1695,3310,418,26592
SED55504,37,209,148,104,238,266,76,134,9,1226,37,142,85,83,246,279,66,138,231,1306,1107,3604,2993,2015,5007,5013,1581,3580,468,25381
SED55605,29,160,103,68,170,148,40,120,9,858,56,115,80,61,186,249,62,171,172,1145,1287,3459,2661,1748,4229,4427,1520,4168,389,23889
SED55706,32,110,80,59,101,119,37,78,11,623,54,144,91,43,78,131,33,103,151,828,1296,3342,2644,1763,2569,3243,1065,3453,420,19794
SED55802,25,179,167,90,270,269,88,138,23,1249,34,141,113,96,285,290,50,159,218,1394,1065,3600,3124,2051,5911,5487,1642,3871,476,27227
SED55905,29,142,113,76,161,158,55,84,9,821,33,123,83,58,171,210,50,124,134,1001,897,3060,2499,1537,3839,4084,1297,2576,312,20095
SED59494,6,12,6,4,9,4,0,10,0,52,9,13,0,3,5,20,0,24,12,78,181,208,163,110,217,250,70,370,33,1614
SED59797,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,0,0,29,0,35,13,14,5,3,5,5,11,220,5,277
SED60105,7,68,65,42,85,103,23,45,5,441,13,30,25,15,43,48,9,21,45,252,483,1782,1569,1177,2606,2229,716,1268,123,11951
SED60106,5,16,6,14,11,24,8,14,8,110,4,16,7,4,13,11,12,16,26,109,159,548,428,264,517,493,211,622,83,3323
SED60113,29,115,108,61,146,141,41,85,8,734,13,48,47,33,75,69,27,48,92,458,815,2795,2493,1606,3816,3265,1069,1833,226,17920
SED60115,11,102,98,64,162,115,36,54,11,652,41,82,57,46,98,85,19,42,154,629,732,2690,2420,1531,3608,2735,864,1604,392,16587
SED60207,27,117,80,64,148,128,27,79,8,681,22,57,44,25,65,64,23,41,109,457,828,2594,2216,1530,3414,3017,932,1829,308,16666
SED60208,24,104,67,46,130,129,30,52,11,597,23,62,31,14,62,74,23,50,87,429,793,2272,1854,1294,2732,2550,889,1692,255,14341
SED60209,21,100,90,55,133,121,29,79,6,638,23,73,39,31,64,72,18,43,97,460,877,2485,2062,1332,2938,2840,994,2463,310,16295
SED60301,5,47,41,21,89,64,20,20,4,316,15,21,19,14,57,31,8,10,51,224,333,1031,1006,692,2051,1355,410,545,116,7530
SED60302,17,109,126,79,191,114,34,54,6,722,11,65,72,32,110,80,20,29,133,554,695,2600,2772,1810,4620,2921,832,1242,333,17820
SED60303,15,118,102,50,95,97,31,53,7,554,12,65,44,28,45,42,8,23,101,366,819,3299,2940,1963,4290,3175,1070,1885,222,19662
SED60304,0,0,0,3,0,3,0,0,0,9,0,0,5,0,5,0,0,0,0,7,9,25,25,28,37,45,12,6,0,187
SED60310,6,54,53,33,52,35,15,28,3,286,11,30,22,18,24,42,0,30,65,243,398,2057,1571,955,1999,1570,526,1106,126,10317
SED60404,13,119,94,43,102,108,31,63,7,583,27,75,51,25,52,76,23,46,97,475,816,2768,2380,1559,3188,2839,822,1624,288,16292
SED60410,8,53,38,23,51,45,11,25,5,267,15,23,18,12,36,25,4,14,39,183,339,1252,1117,722,1819,1375,396,635,98,7753
SED60411,23,93,82,52,137,99,29,32,5,560,12,32,25,17,50,44,14,17,64,274,691,2245,2082,1461,3665,2724,822,1278,172,15131
SED60414,20,87,74,62,131,91,24,53,0,540,15,46,40,14,54,51,9,21,64,311,618,1848,1688,1227,3066,2525,692,1164,176,13008
SED60501,9,50,49,23,80,56,19,22,7,317,16,38,30,24,63,52,13,38,99,371,436,1216,1098,787,1855,1524,406,824,240,8388
SED60505,6,36,42,18,63,55,9,29,0,250,10,9,13,12,22,23,9,10,27,124,223,784,656,440,1198,962,310,560,49,5187
SED60506,18,74,52,34,92,114,22,41,8,462,24,72,51,30,61,74,15,42,103,471,646,2105,1764,1169,2350,2336,732,1680,275,13058
SED60508,4,8,16,8,21,9,0,10,3,88,5,8,0,6,14,3,0,5,13,69,140,360,280,192,423,391,133,320,41,2271
SED60512,18,79,70,51,131,136,42,59,10,593,26,76,52,31,82,78,28,45,120,530,867,2282,2047,1490,3194,2922,817,1645,355,15616
SED60514,4,42,27,17,56,43,10,19,5,226,0,10,13,3,34,20,6,15,23,129,258,624,651,461,1206,1004,326,508,64,5095
SED69494,0,0,0,5,3,6,0,0,0,10,5,0,0,0,0,4,0,4,7,18,26,48,49,24,56,56,18,23,10,309
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12
SED70001,0,10,11,6,11,19,3,5,4,66,19,3,3,0,3,0,3,7,47,87,151,191,177,132,498,307,95,296,87,1926
SED70002,8,22,16,16,68,65,12,29,3,235,8,24,11,8,35,42,8,28,33,206,233,452,408,384,1649,1337,390,738,71,5665
SED70003,5,11,5,4,18,8,0,12,3,68,13,7,3,3,20,4,0,3,40,98,135,199,198,141,581,485,140,428,71,2395
SED70004,0,10,6,3,15,9,0,13,5,61,5,10,8,5,6,5,0,3,44,95,113,190,166,125,529,419,144,676,108,2460
SED70005,4,19,16,10,47,67,13,15,3,204,12,11,13,9,36,46,11,20,30,187,247,367,357,279,1030,1025,308,654,68,4337
SED70006,14,21,20,19,81,60,15,32,0,265,6,5,11,12,27,24,14,20,47,168,255,405,347,334,1312,971,341,674,100,4750
SED70007,3,17,15,9,46,45,15,28,3,191,0,13,10,6,50,47,9,36,42,220,236,455,372,307,1250,1086,327,770,87,4886
SED70008,4,25,19,11,42,20,7,15,3,143,6,10,22,5,29,31,4,11,33,156,255,560,493,384,1247,1027,311,585,81,4937
SED70009,6,16,6,11,44,35,4,20,4,152,18,22,11,6,20,28,4,27,52,188,185,332,235,188,585,530,165,651,116,3000
SED70010,7,19,13,7,43,34,12,11,0,155,12,10,13,9,38,41,3,24,37,185,190,369,316,271,1047,732,267,549,83,3830
SED70011,5,26,20,18,47,38,17,17,0,183,0,16,6,7,37,25,7,16,23,143,214,420,388,335,1094,1003,326,695,66,4536
SED70012,8,17,12,8,42,36,10,35,6,173,11,10,13,0,38,38,18,32,32,183,205,399,428,298,1272,1093,405,854,99,5043
SED70013,9,17,17,9,47,72,24,46,7,241,9,14,24,17,44,51,12,36,44,249,259,439,386,319,1009,1036,300,951,111,4816
SED70014,0,9,5,4,17,9,0,0,0,43,3,3,0,4,6,4,5,3,34,63,126,183,189,160,479,430,126,418,71,2183
SED70015,4,15,16,21,45,34,13,16,0,172,6,22,14,10,26,34,7,27,35,181,211,476,486,337,1139,916,274,536,89,4466
SED70016,5,22,16,6,59,43,13,22,0,196,5,32,17,4,35,41,6,23,50,214,164,427,350,284,1061,752,201,436,94,3755
SED70017,8,6,16,3,56,39,9,36,0,169,8,23,12,7,37,27,9,25,49,184,179,263,273,203,1046,781,262,746,102,3850
SED70018,0,12,4,4,21,14,9,24,4,88,11,4,4,4,11,22,0,3,69,125,124,243,208,156,571,558,253,377,116,2609
SED70019,5,15,12,9,39,32,6,21,5,154,13,19,15,5,33,30,4,15,27,164,183,375,307,238,1032,851,244,621,75,3930
SED70020,14,22,22,17,40,46,22,49,4,231,9,24,17,11,33,57,13,48,44,265,310,459,344,319,915,1168,408,1024,103,5048
SED70021,10,18,30,16,34,48,10,21,4,182,8,23,17,14,30,40,11,12,26,187,229,493,528,420,1209,1113,314,683,77,5064
SED70022,3,16,33,14,67,42,13,21,4,217,9,18,19,21,48,40,8,32,84,290,250,508,696,460,1829,1661,494,1208,152,7271
SED70023,5,20,17,12,33,40,12,20,0,153,4,15,17,10,32,30,6,25,29,173,206,423,389,307,1035,878,256,510,71,4073
SED70024,9,29,30,21,61,50,20,47,0,260,7,16,22,10,54,47,7,40,47,263,335,510,479,403,1652,1545,431,988,108,6452
SED70025,5,16,18,9,44,47,11,16,0,168,0,10,10,8,40,33,10,19,36,156,241,458,452,361,1342,1241,332,690,78,5196
SED79494,0,0,0,0,0,0,0,0,0,11,5,6,0,4,3,0,0,4,15,39,92,62,38,34,83,59,22,82,27,500
SED79797,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,7,5,4,0,0,0,0,0,42,3,56
SED80001,56,232,192,125,314,338,121,158,13,1547,20,71,67,42,187,162,29,69,170,822,2173,4904,4265,3230,11583,10224,2881,4375,478,44108
SED80002,42,280,227,123,351,300,90,163,18,1604,34,115,96,43,188,182,39,80,262,1039,2330,6470,5514,3636,13519,11102,3111,4678,594,50961
SED80003,38,277,155,70,221,200,73,115,3,1153,23,96,71,51,149,157,34,75,175,830,2268,6978,4813,3012,12004,11934,3907,6700,402,52025
SED80004,47,174,166,125,244,246,64,125,6,1190,28,97,72,43,161,158,20,60,190,833,2051,5284,4599,3319,11314,10753,3118,5402,452,46284
SED80005,57,230,256,110,380,322,82,146,15,1614,32,134,133,64,267,230,43,76,335,1307,2158,5859,5655,3771,15597,12902,3328,5044,711,55022
SED89494,0,0,6,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,16,45,20,12,45,33,12,25,3,216
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,4,6,4,9,13,10,5,9,0,67,10,21,4,6,25,19,5,14,15,117,131,342,206,171,529,416,116,284,47,2243
SED99494,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
