SED_CODE_2021,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
SED30032,20,25,22,19,30,3,0,124,7,12,6,8,11,0,0,47,4,4,0,0,3,0,0,11,0,0,0,0,0,0,0,7,35,44,33,30,46,7,0,192,3,0,5,0,6,0,0,17,0,0,4,0,0,0,0,9,6,8,6,0,6,0,0,19,35,47,36,31,49,7,0,209,7,21,17,21,26,3,0,96,0,0,0,0,0,0,0,0,48,70,59,54,73,3,0,312,34,71,67,64,86,11,7,345,90,200,156,107,121,30,7,719,11,15,13,8,10,0,0,52,8,11,4,6,7,3,0,32,148,297,238,189,219,46,11,1147,15,10,7,8,4,0,0,43,8,19,13,11,6,0,0,59,19,31,19,17,12,0,0,101,164,332,252,204,236,49,11,1249,282,289,213,126,105,10,0,1020,7,6,4,7,0,0,0,18,454,621,471,333,337,58,13,2285,58,97,91,89,116,12,7,470
SED30033,15,40,26,22,25,3,3,148,9,20,18,23,17,0,0,88,4,0,0,0,5,0,0,10,0,3,5,0,0,0,0,8,27,63,47,47,50,9,3,250,0,4,10,5,3,0,0,22,0,4,0,0,0,0,0,11,0,6,9,5,11,0,0,35,35,70,58,55,56,9,3,287,20,38,32,25,28,6,0,141,0,0,0,0,0,0,0,5,51,108,91,80,83,10,3,431,44,122,101,87,127,17,0,501,109,241,185,130,119,9,4,792,9,16,14,12,14,3,0,57,5,14,8,0,3,0,0,37,173,387,311,227,259,31,6,1390,10,30,25,11,14,0,0,81,17,31,14,9,15,0,0,90,21,58,36,17,27,0,0,171,200,445,350,246,283,31,6,1561,266,318,173,120,112,10,4,1001,7,0,0,3,6,0,0,19,476,764,519,367,399,36,16,2580,65,165,131,107,149,21,8,649
SED30034,13,35,37,29,43,3,0,164,5,15,12,11,4,0,0,51,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,19,23,56,52,40,58,6,0,233,0,11,3,0,0,0,0,17,0,3,0,0,0,0,0,12,0,14,10,5,3,0,0,31,22,72,60,49,58,6,0,265,10,28,24,19,18,0,0,100,0,0,5,0,0,0,0,4,37,104,89,66,79,6,0,374,37,110,95,83,118,11,3,453,85,176,160,110,127,4,0,667,8,8,15,4,5,0,0,51,3,14,9,7,3,0,0,45,141,312,278,201,258,16,3,1209,10,22,20,23,14,0,0,85,19,37,15,11,8,4,0,93,31,60,35,32,24,0,3,176,171,374,309,232,282,17,5,1387,263,252,145,100,84,15,3,855,8,13,4,5,3,0,0,31,432,636,457,334,370,34,8,2277,52,143,136,111,161,16,7,612
SED30035,26,55,44,27,32,7,5,200,9,19,4,7,4,4,0,54,0,8,0,0,0,0,0,6,3,4,0,3,0,0,0,10,41,89,47,45,43,10,4,280,0,4,0,10,6,0,0,23,0,0,0,0,0,0,0,9,3,4,6,10,6,0,0,23,45,93,52,51,43,10,4,304,5,19,25,9,7,3,3,72,0,3,0,4,0,0,0,15,51,121,78,62,50,14,9,384,70,158,117,81,98,14,6,542,106,210,134,79,92,15,4,643,16,11,14,9,7,0,0,60,4,13,9,6,6,5,0,31,194,391,267,175,203,33,12,1275,13,19,8,7,9,0,0,50,24,31,10,6,8,0,0,69,35,48,19,14,14,0,0,129,224,440,287,186,217,33,12,1397,190,193,103,63,57,8,0,613,4,13,5,9,0,0,0,30,417,646,398,255,276,42,13,2045,98,213,161,109,130,23,11,736
SED30036,25,46,42,29,35,13,9,207,16,12,10,7,6,8,0,61,4,6,0,0,4,4,0,13,4,4,4,0,0,0,0,18,51,65,58,44,51,26,14,301,0,3,0,7,4,0,0,19,0,0,0,5,0,0,0,11,0,8,0,6,3,3,0,33,55,76,62,47,56,27,15,332,23,39,33,23,24,11,3,165,3,5,0,0,0,0,0,6,78,115,100,75,79,42,18,513,98,156,135,103,144,66,33,725,124,212,140,97,140,49,27,786,38,42,20,18,35,11,8,172,11,17,4,11,6,3,0,52,273,429,299,222,328,128,61,1736,10,43,30,24,33,7,5,159,36,55,24,14,18,5,0,146,48,98,53,44,48,13,5,305,320,522,349,264,381,142,67,2042,447,446,244,173,158,73,50,1580,17,18,11,7,7,0,0,63,782,984,601,440,543,211,115,3685,128,200,176,134,178,75,43,933
SED30037,23,39,42,43,49,10,3,219,3,8,6,7,12,0,0,42,5,7,4,4,0,0,0,22,3,3,0,0,0,0,0,9,40,64,53,51,64,13,3,291,0,12,4,7,5,0,0,18,0,5,3,0,0,0,0,9,3,11,6,5,5,0,0,30,40,73,62,57,64,13,3,321,16,21,17,12,19,0,0,82,0,0,5,0,0,0,0,10,53,104,79,65,83,16,7,406,65,154,139,137,151,27,12,695,120,216,137,90,115,19,9,696,42,37,28,18,14,3,0,144,11,3,0,0,0,0,0,14,239,420,310,246,281,48,20,1550,13,34,16,15,14,3,0,87,23,36,17,11,3,3,0,83,36,66,27,24,18,6,0,169,272,481,333,263,293,54,22,1724,348,344,190,121,103,13,7,1121,14,9,10,3,3,0,0,31,635,828,536,391,401,65,26,2880,91,204,180,177,203,38,19,911
SED30038,31,50,42,37,50,10,4,223,7,18,12,10,13,0,0,58,0,3,6,7,3,0,0,22,0,3,0,0,0,0,0,7,41,65,59,55,66,10,3,305,4,0,7,5,4,0,0,21,0,14,5,0,0,0,0,16,3,11,11,8,6,0,0,39,45,79,66,64,72,10,4,346,8,31,25,26,19,0,0,103,3,0,9,0,0,0,0,8,58,110,93,91,91,13,7,466,61,150,142,111,142,36,19,668,119,223,131,105,108,21,7,708,47,40,29,18,18,4,6,164,5,12,5,8,5,0,3,41,233,423,309,247,277,65,29,1580,15,26,23,9,11,0,0,87,22,40,21,17,20,0,0,120,37,68,47,28,31,0,0,209,268,492,351,272,308,66,29,1788,400,411,208,135,93,16,10,1277,8,7,7,0,4,0,0,26,677,907,573,404,408,82,42,3088,88,204,181,150,195,46,20,890
SED30039,31,71,56,55,62,11,9,293,11,18,14,11,9,0,0,66,0,4,0,6,4,0,0,17,4,3,4,3,0,0,0,17,43,96,79,71,77,18,9,393,4,3,0,0,3,0,0,22,0,0,6,0,0,0,0,10,3,9,9,0,3,0,0,23,48,107,86,74,80,16,9,416,11,17,10,13,10,3,0,64,0,4,0,0,0,0,0,10,60,127,98,83,92,15,13,488,112,251,174,140,201,67,18,967,130,227,152,98,131,32,6,773,31,41,29,16,23,13,8,156,5,5,5,7,0,0,0,25,280,528,361,266,346,106,29,1921,15,32,16,12,9,0,0,82,24,29,8,4,13,4,0,88,37,61,24,17,23,3,0,169,319,592,387,284,369,111,33,2095,293,282,172,109,83,13,13,959,5,0,3,0,0,0,0,9,613,872,560,390,462,130,42,3069,138,327,234,195,256,77,31,1264
SED30040,22,42,41,28,47,11,11,198,3,8,11,6,16,0,0,54,0,9,0,0,0,0,0,5,0,4,0,0,0,0,0,4,25,58,50,40,60,10,12,264,0,0,4,0,0,0,0,5,0,0,5,0,0,0,0,6,0,0,6,0,0,0,0,13,28,62,61,41,64,10,15,276,0,8,9,0,13,5,4,48,0,0,0,3,0,0,0,0,31,69,69,51,75,16,15,324,20,88,103,89,120,29,11,472,74,194,138,102,134,33,7,689,17,49,24,12,25,6,0,134,5,12,5,3,0,0,0,27,115,338,276,215,281,75,25,1322,0,10,6,5,3,0,0,29,9,26,13,11,6,4,0,70,13,35,21,12,14,4,0,95,126,368,299,229,295,76,25,1423,113,131,86,53,68,16,7,468,7,3,4,0,0,0,0,12,249,507,389,284,361,87,28,1898,39,129,144,118,167,39,22,667
SED30041,20,37,37,31,51,14,3,192,0,4,6,14,5,0,0,37,0,0,0,4,3,0,0,9,0,3,0,3,0,0,0,8,23,47,50,49,58,15,3,246,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,8,27,49,49,53,61,15,3,255,12,25,13,9,11,0,0,65,0,0,0,0,0,0,0,0,36,69,67,59,73,15,3,330,61,135,112,82,125,22,13,543,111,207,134,94,123,10,3,675,11,21,11,9,6,0,0,67,6,11,8,5,0,0,0,26,188,373,263,181,252,32,16,1313,8,16,18,10,5,0,0,57,8,12,10,8,3,0,0,39,17,33,22,18,10,0,0,99,209,400,285,199,262,34,16,1406,201,216,100,62,65,9,0,646,10,5,3,3,0,0,0,29,419,623,387,269,340,41,16,2087,80,168,154,112,175,38,13,738
SED30042,24,49,41,44,51,4,8,216,8,14,14,13,16,8,0,66,0,4,7,0,3,0,0,16,0,0,0,0,0,0,0,3,34,70,65,57,63,17,3,301,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,9,0,3,0,0,5,0,0,10,35,69,67,60,68,17,3,313,10,23,19,13,21,9,0,100,3,6,4,6,0,0,0,12,50,98,87,73,89,15,8,423,76,176,145,119,163,47,21,754,123,197,143,111,129,26,12,740,27,36,27,23,26,7,4,144,11,9,5,3,6,3,0,29,235,417,321,243,327,84,37,1666,8,21,7,10,4,0,0,52,14,36,17,11,11,0,0,91,26,56,24,16,21,0,0,149,261,469,345,262,351,84,37,1809,277,272,141,95,76,12,9,881,0,8,0,4,0,0,0,18,542,746,489,361,426,94,49,2712,105,229,188,159,212,53,24,973
SED30043,17,28,26,23,35,3,4,137,4,11,15,4,8,0,0,38,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,6,22,43,44,28,48,6,4,186,0,3,0,3,0,0,0,7,0,3,0,0,0,0,0,8,0,7,0,9,6,0,0,18,23,49,42,32,55,6,4,202,12,33,20,13,29,4,0,106,0,3,0,3,0,0,0,7,38,81,65,47,81,3,4,315,35,106,84,67,100,20,4,416,86,205,130,111,104,19,7,651,26,34,24,19,18,3,0,129,10,12,4,6,3,0,0,31,160,357,245,196,226,46,11,1233,11,18,15,7,4,0,0,58,25,33,19,9,10,0,0,98,33,49,33,21,14,7,0,154,193,406,272,213,243,46,11,1383,284,305,174,145,92,8,3,1012,4,13,4,0,0,0,0,24,484,724,451,356,340,57,12,2419,53,138,107,87,137,25,11,553
SED30044,34,66,41,34,38,8,0,213,6,18,19,9,11,0,0,60,4,7,0,5,3,0,0,22,3,4,4,5,0,0,0,13,47,95,61,45,55,7,0,311,11,4,8,6,4,0,0,29,4,4,0,0,0,0,0,16,11,10,6,6,5,0,0,36,58,106,66,50,62,11,0,350,17,31,17,19,15,0,5,99,3,0,4,0,0,0,0,7,85,133,85,69,73,14,4,463,117,171,153,117,112,35,13,715,136,229,207,95,107,26,6,812,56,53,34,24,15,7,0,179,22,14,9,4,6,3,0,55,327,469,397,244,235,74,22,1766,23,41,17,9,6,5,0,106,27,53,25,16,4,0,0,124,57,96,43,22,14,4,0,235,383,560,441,271,249,72,25,1998,467,448,236,118,128,17,7,1427,10,13,8,0,0,0,0,36,861,1023,679,389,375,88,29,3460,151,240,192,148,154,41,13,937
SED30045,21,54,52,37,41,17,4,222,3,12,8,3,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,70,68,46,41,18,0,273,0,0,0,0,9,0,0,13,0,0,3,0,0,0,0,10,0,4,6,0,9,0,0,18,26,70,70,51,49,23,0,291,10,14,14,15,11,4,0,76,0,0,0,0,0,0,0,0,37,83,87,60,64,26,9,363,59,192,126,119,157,70,33,757,63,162,106,71,101,12,15,537,28,33,22,7,16,10,0,105,5,10,5,8,3,0,0,26,161,397,261,201,276,91,46,1434,0,7,8,8,5,0,0,44,7,21,13,12,0,4,0,51,8,33,18,21,9,4,3,92,168,427,281,227,287,95,46,1533,155,144,80,68,58,14,7,528,0,0,0,4,0,0,0,5,323,570,369,298,348,108,54,2065,80,242,180,152,195,83,32,977
SED30046,32,54,55,33,53,14,8,249,8,11,13,17,10,0,0,60,3,3,0,3,5,0,0,11,3,5,0,6,0,0,0,15,47,74,63,55,75,14,8,339,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,8,6,4,0,3,0,0,0,12,48,76,66,55,75,14,4,350,17,45,32,16,21,0,0,136,3,3,6,0,0,0,0,12,66,126,102,78,93,15,4,498,88,170,160,121,145,32,15,733,127,246,169,111,124,27,9,805,53,50,35,25,27,4,3,195,4,18,8,3,5,0,0,42,279,486,370,261,305,62,27,1781,23,30,25,17,13,0,0,104,28,52,17,16,15,5,0,124,51,78,36,29,29,5,0,233,323,560,407,287,333,64,32,2015,430,384,192,128,112,23,14,1276,15,9,8,3,0,0,0,28,769,951,602,421,446,85,45,3321,119,231,212,160,201,46,25,986
SED30047,26,74,50,50,67,11,5,283,5,8,5,3,9,0,0,31,0,4,0,0,0,0,0,9,0,5,0,3,3,0,0,14,31,89,63,57,79,8,5,335,5,10,8,0,6,0,0,31,4,9,6,0,0,0,0,16,9,12,10,0,6,0,0,45,44,107,76,60,83,8,5,382,14,19,13,5,7,0,0,58,0,0,0,0,5,0,0,5,61,126,82,65,93,11,5,440,66,153,118,100,143,14,13,608,138,234,180,106,102,10,4,780,11,10,6,3,6,0,0,43,4,0,6,0,4,0,0,14,222,408,308,215,250,27,7,1442,12,21,18,11,0,0,0,56,13,29,20,8,13,0,0,78,20,51,37,16,19,0,0,140,243,453,346,233,265,27,7,1585,276,222,128,89,59,0,0,786,5,4,4,0,3,0,0,21,517,684,479,323,331,27,15,2391,95,229,168,150,208,24,11,892
SED30048,15,34,42,32,48,32,9,211,0,6,3,5,10,5,6,29,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,11,46,46,39,57,34,14,249,0,4,3,5,0,0,0,17,0,0,0,3,0,0,0,6,0,3,5,3,0,0,0,19,17,49,53,46,56,34,13,268,6,8,5,7,5,8,4,38,0,0,0,0,0,0,0,4,21,56,56,49,65,42,20,311,35,85,74,66,103,78,45,480,43,82,67,56,58,45,19,377,11,16,17,11,18,9,8,92,3,7,3,5,0,0,0,14,91,190,165,136,174,137,75,963,0,8,5,4,3,0,0,23,4,16,8,0,0,0,0,32,9,24,6,3,4,3,0,53,97,211,174,141,181,139,72,1016,37,68,53,60,79,60,23,372,0,3,0,0,0,0,0,7,131,276,225,206,258,193,99,1395,47,119,116,100,144,107,58,687
SED30049,16,47,34,30,44,23,3,194,8,15,3,12,11,0,0,50,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,19,65,40,38,57,28,11,258,3,4,3,3,4,0,0,21,0,3,0,0,0,0,0,0,3,9,3,3,4,0,0,25,24,68,48,45,62,30,11,282,3,15,16,8,9,14,3,62,3,6,0,0,0,0,0,8,30,85,62,55,67,43,7,346,44,114,93,87,155,74,24,595,47,154,107,102,107,50,20,576,15,24,12,14,14,8,0,87,0,6,3,0,3,5,0,22,110,297,219,203,282,138,44,1279,7,20,15,3,11,0,0,55,0,8,8,6,5,0,0,24,10,25,18,7,11,0,4,76,121,325,238,209,294,138,42,1359,110,116,82,61,69,27,14,480,3,3,0,0,0,0,0,13,234,445,315,268,367,169,61,1860,62,164,131,113,204,95,25,791
SED30050,9,39,24,28,39,9,10,160,7,6,8,16,9,0,0,49,0,4,4,4,3,0,0,16,0,0,0,0,0,0,0,9,23,52,37,48,52,9,10,229,0,0,3,0,0,0,0,12,0,5,0,0,0,0,0,0,0,4,5,3,0,0,0,16,19,58,42,48,52,9,10,242,0,16,4,4,14,0,0,46,0,0,0,0,0,0,0,0,27,70,50,56,70,8,11,284,37,70,76,51,97,22,9,359,73,137,95,61,93,28,11,499,20,22,11,14,19,5,3,99,0,3,0,0,0,0,0,7,131,229,187,130,211,46,26,959,3,5,5,0,4,0,0,14,8,18,0,4,6,4,0,34,14,18,9,8,8,4,0,56,140,252,189,131,222,49,26,1015,83,109,50,45,51,16,5,358,5,9,0,3,0,3,0,21,227,367,242,182,274,71,30,1392,52,107,94,75,136,25,20,517
SED30051,6,33,33,27,37,4,0,152,6,12,4,9,6,0,0,47,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,6,15,44,40,44,45,6,0,202,3,5,8,3,5,0,0,22,0,0,0,8,0,0,0,12,3,5,10,7,5,0,0,31,19,53,51,52,55,6,0,232,16,42,33,25,20,0,0,140,0,0,0,0,0,0,0,4,38,96,88,74,73,6,3,382,35,78,78,76,101,4,0,368,78,168,131,83,80,5,0,536,16,14,11,8,6,0,0,57,7,15,4,6,4,3,0,36,136,269,225,175,188,9,0,1000,10,29,7,16,7,0,0,74,32,36,20,16,0,3,0,109,41,62,33,34,14,3,0,181,177,330,250,203,201,11,4,1182,290,269,157,128,97,11,3,954,3,11,6,0,3,0,0,20,467,610,409,336,300,25,5,2158,41,108,113,106,138,9,0,522
SED30052,13,30,23,17,32,27,5,150,4,3,3,0,6,0,0,22,0,4,4,0,0,6,0,11,0,0,0,0,0,0,0,0,18,36,31,19,30,29,9,176,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,10,20,38,32,19,30,31,9,184,3,4,9,7,0,3,3,20,0,0,0,0,0,0,0,0,21,44,41,20,38,34,7,206,41,83,58,56,90,47,21,392,34,58,31,38,35,22,8,228,7,8,3,6,9,3,0,40,0,0,0,0,0,0,0,0,87,150,94,95,137,72,33,665,3,6,7,3,6,9,0,32,11,12,0,0,6,0,0,24,8,15,7,5,11,9,0,58,99,168,100,102,141,73,31,717,61,47,35,24,41,28,21,256,5,0,0,0,0,0,0,6,160,220,139,127,185,103,49,983,54,114,82,73,120,66,26,540
SED30053,16,31,27,29,47,11,3,158,6,12,13,6,13,4,0,58,4,7,4,0,4,0,0,13,0,0,0,0,0,0,0,6,18,52,46,34,63,19,5,237,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,13,16,53,49,42,63,19,5,252,5,0,15,10,3,0,3,35,0,4,0,0,0,0,0,5,19,55,65,45,70,19,10,291,41,84,91,74,155,56,23,521,76,161,109,86,100,34,10,576,11,24,25,14,20,9,4,103,3,3,5,11,0,0,0,26,134,269,226,185,269,97,46,1223,4,10,4,4,3,0,0,38,15,20,0,4,9,0,0,47,18,28,13,16,14,3,0,86,153,298,234,197,280,98,39,1307,98,119,87,44,65,21,18,450,0,0,8,0,0,0,0,7,249,415,329,243,351,118,62,1768,52,121,115,103,192,67,31,678
SED30054,8,33,24,19,29,12,11,140,3,10,6,8,8,0,0,45,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,11,46,37,29,40,14,13,184,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,46,36,29,40,14,13,189,0,6,12,3,8,5,3,38,0,0,0,0,0,0,0,0,10,54,48,36,51,14,15,225,30,108,88,52,109,53,34,478,48,95,71,53,77,22,16,392,10,13,6,8,12,5,0,51,0,4,0,0,0,0,0,10,92,220,174,110,196,88,51,927,0,6,6,3,5,3,0,24,7,10,6,8,5,4,0,39,9,14,13,13,12,7,0,69,101,235,188,122,201,91,54,994,54,56,35,28,27,13,4,219,0,0,0,0,0,0,0,8,153,290,222,157,232,105,60,1223,39,145,117,73,136,71,40,615
SED30055,13,39,39,33,44,6,3,176,6,8,9,0,4,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,20,49,51,34,46,3,3,206,6,3,11,10,0,0,0,27,0,4,0,0,0,0,0,7,6,10,15,10,0,0,0,32,30,53,62,36,48,3,3,239,6,14,15,10,5,0,0,54,0,0,0,0,0,0,0,4,37,71,72,47,56,3,4,300,26,97,106,68,84,13,4,401,52,141,94,37,68,4,4,401,5,4,0,0,0,0,0,16,10,15,5,4,3,0,0,34,97,254,211,111,154,24,3,850,9,11,6,5,3,0,0,41,12,21,6,4,5,0,0,47,21,29,13,14,12,0,0,88,112,283,223,122,161,22,6,932,177,112,66,40,38,3,0,438,0,7,5,3,0,0,0,18,296,405,297,167,201,28,6,1393,40,133,146,101,128,20,3,572
SED30056,15,41,37,29,48,21,19,212,4,6,12,3,4,0,5,32,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,18,48,52,37,61,22,18,259,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,10,18,47,50,40,63,31,25,268,0,6,5,9,6,4,0,28,0,0,0,0,0,0,0,0,21,49,59,50,64,31,22,295,28,98,105,87,116,71,27,529,30,75,89,54,82,29,22,384,4,17,29,16,18,8,6,96,0,3,6,4,6,0,0,10,65,197,220,157,215,113,53,1020,5,5,0,3,8,3,0,26,3,5,7,3,4,0,0,28,10,10,8,10,11,3,0,55,70,206,225,164,227,118,53,1071,39,68,43,28,52,26,16,274,3,0,0,0,0,0,0,4,111,282,268,191,279,140,70,1349,39,138,142,115,166,97,42,736
