SED_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SED30020,31,164,0,46,27,4,0,8,3,279,15,61,3,3,3,0,0,0,0,90,239,1539,46,193,306,53,11,61,20,2460,0,6,3,6,0,0,0,0,0,12,73,107,20,98,105,14,4,14,3,437,152,153,68,401,375,73,7,48,12,1280,219,142,267,818,735,235,61,249,30,2765,14,16,10,61,74,66,5,35,0,288,30,12,15,70,93,36,3,36,3,299,6,13,0,8,7,4,0,0,0,52,21,20,9,36,43,22,3,44,28,229,869,2546,446,1757,1803,510,100,504,108,8645,0,10,0,0,0,0,0,0,0,9,19,96,0,0,0,0,0,0,3,118,123,358,12,30,35,9,9,14,5,599,5,23,0,0,0,0,0,0,0,25,45,210,9,56,32,8,7,8,6,386,28,73,5,7,5,0,0,3,0,136,507,2120,130,273,366,82,45,130,29,3666,0,4,3,6,0,0,0,4,0,18
SED30021,27,131,0,55,14,6,0,3,0,247,5,47,0,4,6,0,0,0,0,63,218,939,40,217,158,47,14,144,22,1797,0,0,0,11,6,0,0,5,0,31,63,81,14,101,82,25,3,26,3,407,134,127,29,290,187,52,14,64,15,915,198,162,151,594,467,168,77,156,26,2003,25,15,11,62,50,40,7,44,8,270,27,23,11,40,43,40,3,28,4,221,4,6,0,8,7,4,0,8,0,40,25,36,12,68,56,40,11,58,51,355,805,1773,282,1478,1113,430,149,552,135,6715,0,8,0,0,0,0,0,0,0,11,18,52,0,0,0,0,0,0,0,80,101,251,10,44,32,8,4,8,8,472,3,9,0,0,0,0,0,0,0,18,35,173,4,61,18,6,0,3,0,310,19,49,0,7,6,0,0,4,0,85,392,1329,126,322,206,71,38,243,37,2748,0,0,8,9,6,0,0,5,0,40
SED30022,40,195,0,180,33,9,0,4,4,461,19,87,4,10,14,5,0,0,6,140,396,2118,103,406,471,192,18,81,42,3819,0,5,0,12,5,6,0,0,0,26,117,152,29,137,181,59,12,22,6,726,303,294,131,938,607,253,38,112,29,2712,359,276,389,1158,970,446,104,286,51,4047,44,7,17,60,94,86,8,41,5,368,44,29,16,117,144,77,12,33,6,482,13,24,14,19,28,11,0,5,0,118,29,35,11,45,60,38,7,22,65,317,1482,3851,743,3144,2708,1213,210,624,224,14196,3,28,0,0,5,0,0,0,5,38,15,155,0,3,7,0,0,0,0,188,271,853,50,79,129,64,31,33,19,1538,6,32,0,0,4,0,0,0,0,52,67,299,12,193,46,10,7,3,7,639,39,120,4,11,17,6,0,3,6,214,879,3153,309,593,609,311,128,181,68,6229,0,8,4,13,4,7,0,3,0,41
SED30023,116,451,13,38,78,17,0,4,6,715,51,180,4,8,28,3,0,0,5,278,831,3378,133,400,679,173,17,72,56,5749,0,3,0,0,0,0,0,0,0,5,73,158,25,81,96,33,0,11,5,481,151,173,42,214,228,77,6,23,14,931,108,90,116,275,253,100,9,43,6,999,9,12,6,25,44,16,0,0,0,122,24,24,5,44,65,23,4,8,0,199,11,23,7,9,15,6,3,6,0,80,12,37,5,21,34,13,4,3,31,151,1839,6102,383,1200,1689,483,45,191,135,12065,12,34,0,0,0,0,0,0,0,48,142,824,13,15,17,0,6,5,10,1021,891,2050,54,96,237,54,16,29,27,3465,40,65,0,0,5,0,0,0,0,117,209,696,19,52,105,24,6,10,5,1134,92,251,14,17,46,7,0,0,5,432,2025,6315,376,595,998,374,82,179,107,11058,0,4,0,0,0,0,0,0,0,11
SED30024,26,172,4,54,20,8,4,0,4,291,20,82,0,9,8,0,0,0,0,120,362,1700,74,235,337,130,8,48,34,2937,0,0,0,8,6,3,0,0,0,21,70,136,12,122,131,35,0,21,3,531,117,194,63,379,310,134,14,38,22,1266,152,129,215,569,432,202,27,113,28,1877,17,11,3,42,52,26,4,12,4,169,37,20,14,77,84,41,7,22,6,296,13,21,0,9,16,8,0,3,0,71,21,41,11,49,53,18,0,21,28,244,965,3060,405,1581,1487,622,67,295,147,8619,4,18,0,0,0,0,0,0,0,28,24,171,4,4,0,0,0,0,0,208,212,672,23,42,44,35,3,8,16,1058,11,30,0,5,3,0,0,0,0,50,53,249,7,59,25,8,4,5,9,418,31,102,0,8,15,3,0,0,0,161,718,2696,199,360,407,228,58,112,62,4842,5,3,3,8,6,3,0,0,0,24
SED30025,64,306,4,71,52,13,0,0,7,514,45,170,0,15,27,0,0,0,0,252,512,2606,73,356,587,148,20,56,28,4380,0,3,0,8,5,0,0,0,0,13,89,152,19,102,149,31,0,10,5,567,203,205,53,375,423,99,9,26,12,1412,193,156,214,578,573,198,22,103,22,2057,19,11,3,33,61,35,3,13,0,182,24,27,13,70,106,28,0,12,5,277,3,25,7,15,15,0,0,3,0,67,16,36,3,22,48,13,0,7,32,177,1346,4473,412,1703,2140,590,59,232,118,11074,8,27,0,0,3,0,0,0,0,39,41,254,9,4,0,3,0,0,0,311,388,1093,52,87,136,41,20,17,19,1849,19,33,3,0,6,0,0,0,0,61,130,464,12,87,70,18,4,0,4,796,83,211,7,21,42,3,3,5,0,379,1174,4220,266,551,830,247,54,136,53,7529,4,5,6,8,5,0,0,0,0,19
SED30026,86,337,13,58,65,8,0,8,3,569,43,192,3,18,27,6,0,3,3,286,519,2580,89,348,584,144,17,49,43,4375,0,0,0,3,3,0,0,0,0,5,74,135,24,90,125,37,7,7,3,500,150,216,54,287,326,84,13,33,14,1168,156,148,191,452,453,160,35,66,25,1688,9,8,4,21,34,33,5,19,0,139,16,29,10,62,78,22,0,12,5,236,6,21,0,8,10,3,0,0,0,62,12,30,3,18,34,12,0,8,17,139,1304,4660,407,1434,1830,535,78,217,125,10581,9,37,0,0,3,3,0,0,0,55,51,397,0,10,9,0,3,0,0,476,508,1301,35,90,137,42,8,26,19,2170,13,52,0,3,0,0,0,0,0,77,150,520,17,83,78,7,3,8,4,881,90,256,15,16,46,3,0,4,5,437,1252,4465,253,531,833,262,77,123,82,7874,0,0,0,8,4,4,0,0,0,18
SED30027,24,151,3,78,31,7,0,4,4,297,8,66,3,9,14,0,0,0,0,101,237,1319,67,244,303,125,15,72,28,2419,3,0,4,7,6,5,0,0,0,24,46,99,18,116,107,52,5,21,6,480,175,168,58,522,331,147,14,50,14,1478,168,127,267,707,577,269,42,174,20,2363,20,7,4,25,53,46,4,22,8,182,28,19,18,74,110,54,5,21,3,345,11,10,5,10,14,12,0,8,0,76,18,29,10,51,48,27,3,24,39,234,796,2438,467,1882,1646,765,102,406,133,8639,0,23,0,0,0,0,0,0,3,29,20,118,0,0,9,0,0,0,5,151,144,534,27,60,73,36,19,29,11,934,3,28,0,0,5,0,0,0,0,50,37,207,8,86,35,6,0,4,3,397,13,94,3,9,18,3,0,0,0,143,462,1961,211,337,390,213,69,131,46,3822,3,0,4,7,5,3,0,0,0,29
SED30028,23,131,4,42,13,6,0,0,0,218,10,63,3,3,4,0,0,0,0,82,137,1254,55,175,166,42,13,49,15,1901,0,0,0,4,0,0,0,0,0,7,39,74,9,69,50,20,7,8,4,283,81,134,54,263,203,56,25,26,14,853,172,139,329,711,565,243,138,185,23,2505,25,15,28,61,61,78,10,35,5,319,15,14,12,58,64,36,3,35,4,232,0,15,4,11,4,3,0,12,0,46,13,16,4,42,36,28,10,22,31,200,546,2086,510,1443,1180,517,215,370,98,6962,0,13,0,0,4,0,0,0,0,17,11,49,4,4,0,0,0,0,0,69,96,325,29,26,26,18,9,0,0,522,6,10,0,0,0,0,0,0,0,14,45,194,13,48,13,6,4,6,0,319,25,73,14,10,10,0,0,4,4,131,305,1868,171,237,212,62,59,75,32,3020,0,0,0,4,0,0,0,0,0,9
SED30029,35,161,10,50,34,6,3,5,3,291,11,75,0,10,6,0,0,0,0,107,246,1145,58,211,252,54,8,82,26,2077,0,0,0,0,4,0,0,0,0,11,68,128,25,95,107,23,6,23,9,478,135,126,62,369,290,80,18,58,11,1146,192,120,283,618,504,191,42,148,30,2124,22,8,16,47,58,46,3,32,0,228,26,12,14,50,64,32,7,25,5,238,3,13,6,4,12,3,0,3,0,52,25,39,11,47,36,29,4,18,26,236,852,2201,492,1519,1409,471,93,405,109,7549,7,19,0,0,0,0,0,0,0,22,28,132,3,0,8,5,0,0,0,178,131,448,13,31,43,9,0,12,5,697,5,30,0,0,3,0,0,0,0,35,53,225,16,50,41,7,3,10,8,409,32,86,6,16,10,4,0,0,0,152,489,1741,141,285,313,91,32,129,44,3270,9,0,4,0,4,0,0,0,0,21
SED30030,83,453,9,42,67,12,0,3,3,677,45,192,0,10,40,3,0,0,0,303,769,3505,151,473,750,225,24,110,60,6057,0,4,0,4,0,0,0,0,0,14,71,130,18,93,115,35,8,24,3,494,154,207,47,326,287,97,11,34,12,1175,104,115,152,318,368,103,25,65,11,1261,10,13,4,22,35,25,0,10,0,123,17,20,3,48,80,28,3,12,4,213,6,20,6,12,13,10,0,8,0,71,16,32,7,23,31,12,7,14,25,163,1616,6116,429,1463,1971,579,76,301,146,12701,14,37,0,5,4,0,0,0,0,57,66,603,6,10,13,5,0,5,6,712,658,1885,85,123,241,72,42,61,35,3197,33,77,0,4,13,3,0,0,0,132,167,684,34,55,99,14,3,4,7,1060,88,258,9,23,69,5,0,0,0,457,1738,6234,443,701,1092,403,116,263,104,11096,3,4,5,4,0,5,0,0,0,24
SED30031,38,83,5,45,20,10,0,0,0,198,10,37,0,0,4,0,0,0,0,57,249,895,43,136,171,31,12,95,12,1638,0,3,0,5,0,0,0,4,0,13,63,38,13,45,53,17,3,20,4,250,114,76,32,173,189,40,24,56,5,704,173,80,162,378,437,170,135,187,36,1764,26,10,12,28,53,55,22,42,0,255,29,5,12,28,38,26,9,23,0,175,7,4,0,5,7,9,4,3,0,38,27,18,8,13,30,19,17,49,22,195,796,1401,281,879,1018,372,224,479,81,5527,3,6,0,0,0,0,0,0,0,14,9,25,0,0,4,0,0,3,0,40,85,178,10,16,18,7,3,8,6,331,0,10,0,3,0,0,0,0,0,14,66,123,5,47,22,10,0,5,0,275,16,38,0,12,3,0,0,0,0,71,406,1236,93,170,191,42,41,137,17,2328,0,3,3,5,3,0,0,4,0,17
SED30032,21,113,3,45,22,9,0,6,3,211,3,28,0,4,4,0,0,0,0,42,157,924,36,126,140,34,9,33,17,1474,0,0,0,4,0,0,0,0,0,8,62,71,9,100,86,22,3,20,5,375,106,93,43,313,212,65,8,59,8,904,164,106,238,842,536,270,47,233,21,2450,21,14,9,47,65,71,6,46,3,287,26,14,15,64,66,38,0,26,3,257,6,9,3,12,10,0,0,4,0,52,26,19,8,51,38,40,5,47,36,272,629,1583,373,1615,1208,549,82,480,98,6615,9,5,0,0,0,0,0,0,0,14,11,61,0,0,8,0,0,0,0,78,58,210,8,20,21,7,7,7,3,341,4,16,0,0,0,0,0,0,0,25,37,158,8,53,23,9,0,5,3,295,7,38,0,6,5,0,0,0,0,62,293,1281,85,175,174,59,31,77,24,2191,0,0,0,7,0,0,0,0,0,16
SED30033,14,136,0,53,9,0,0,0,0,221,13,61,0,9,6,0,0,0,0,89,111,1268,34,165,144,49,0,33,12,1814,0,0,0,0,0,0,0,0,0,4,50,89,9,93,66,22,0,19,7,354,101,105,26,366,212,57,10,36,17,927,143,75,198,981,432,220,20,150,31,2246,8,8,17,37,45,40,3,36,0,196,15,13,8,84,54,27,0,24,0,232,6,7,0,9,10,3,0,10,0,45,13,25,7,41,23,34,0,31,32,212,522,2072,305,1859,1032,461,38,343,100,6729,0,13,0,0,0,0,0,0,0,13,9,87,0,0,4,0,0,0,0,101,77,389,11,22,24,5,6,4,6,546,0,29,0,0,0,0,0,0,0,37,19,198,5,56,15,3,0,0,0,304,14,74,3,7,14,0,0,0,0,114,235,1798,90,227,184,77,16,56,16,2704,0,0,0,0,0,0,0,0,0,8
SED30034,23,119,0,53,11,0,0,4,0,224,11,77,3,5,8,0,0,0,0,101,198,1138,30,175,166,36,8,96,17,1854,3,7,0,8,0,0,0,4,0,19,70,136,11,96,95,16,9,25,3,461,126,111,31,292,219,55,8,58,5,910,196,104,211,707,523,222,33,214,31,2249,22,8,7,42,57,69,4,48,3,261,20,12,14,74,45,36,3,39,5,243,8,10,8,7,7,0,0,9,0,52,37,29,12,48,39,36,3,82,38,328,783,1997,342,1535,1196,482,73,598,112,7116,5,8,0,0,0,0,0,0,0,17,22,58,3,0,5,0,0,0,0,92,79,308,15,35,35,6,4,33,4,519,3,18,0,0,0,0,0,0,0,25,45,172,8,61,11,4,0,4,0,311,21,81,4,10,9,0,0,0,0,135,416,1591,88,269,214,59,30,165,25,2852,4,6,0,7,0,0,0,5,0,26
SED30035,35,123,3,78,18,4,0,3,5,264,10,83,0,0,7,0,0,0,0,109,206,1400,24,202,211,47,11,26,15,2133,0,3,0,10,3,0,0,0,0,19,43,67,7,88,72,20,7,9,4,314,107,146,48,419,295,59,13,40,13,1142,226,143,275,793,733,248,51,144,39,2651,13,9,23,37,67,62,9,23,3,251,25,18,12,76,56,39,6,25,0,250,5,13,0,14,8,3,0,6,0,48,16,28,6,46,31,22,5,31,30,212,737,2338,412,1772,1514,513,99,316,106,7811,4,12,0,0,0,0,0,0,0,18,9,91,0,3,3,0,0,0,0,106,90,304,14,30,20,10,3,3,0,469,3,21,0,0,3,0,0,0,0,29,41,158,4,79,30,4,0,8,6,331,16,93,8,5,7,0,0,0,0,136,356,1856,100,274,258,57,39,50,21,3020,6,7,0,12,3,4,0,0,0,22
SED30036,23,140,3,83,36,0,0,7,3,289,13,41,3,6,7,0,0,0,0,76,220,1403,104,381,433,113,24,101,22,2807,0,0,0,6,0,0,0,8,0,16,38,62,26,80,78,17,0,29,4,325,117,133,62,472,273,116,25,79,23,1287,127,101,141,727,411,168,53,181,21,1944,13,4,4,43,45,38,11,41,4,211,27,11,7,101,61,36,17,28,0,285,7,7,0,12,12,4,0,10,5,65,12,24,9,54,32,9,13,34,36,222,690,2430,385,2036,1502,531,153,542,133,8400,0,12,0,0,0,0,0,0,0,20,25,208,5,6,8,0,6,5,5,274,228,755,61,101,163,67,60,47,19,1497,6,23,0,3,6,0,0,0,0,47,41,203,6,88,45,5,9,9,5,414,27,71,0,9,14,3,0,4,0,131,469,2379,315,544,615,194,181,239,61,4993,4,3,0,12,0,0,0,8,0,30
SED30037,21,152,3,68,28,4,0,3,0,280,13,82,0,6,10,0,0,0,0,110,173,1278,51,228,229,59,5,41,15,2079,0,4,0,9,4,0,0,0,0,10,48,83,13,74,75,15,3,14,8,319,157,155,49,424,287,86,6,53,14,1233,165,154,258,784,588,246,53,176,27,2457,29,11,15,63,75,68,5,42,4,311,17,13,13,64,82,36,9,28,7,260,0,8,0,10,10,5,0,3,0,40,10,12,6,30,35,23,5,16,32,177,719,2258,415,1781,1451,557,92,381,103,7761,4,10,0,0,0,5,0,0,0,19,9,82,0,0,0,0,0,0,0,105,126,406,13,33,43,29,6,21,10,684,4,21,0,0,4,0,0,0,0,31,33,230,11,75,37,8,0,3,0,394,26,98,3,13,12,0,0,0,0,155,358,1841,145,351,316,94,45,77,35,3259,0,6,0,3,4,0,0,0,0,14
SED30038,34,140,4,77,23,9,3,3,0,290,15,87,0,7,11,0,0,0,0,127,188,1205,72,213,227,57,10,37,15,2027,0,3,0,11,0,0,0,0,0,18,43,77,13,67,86,9,10,8,3,310,170,157,49,447,329,74,11,53,15,1308,186,144,288,911,658,252,68,180,26,2708,17,13,33,47,87,66,7,34,0,305,13,13,10,87,74,42,4,21,0,268,9,9,6,12,16,0,0,3,0,52,7,20,7,43,32,20,7,20,23,192,747,2191,488,1926,1569,542,114,357,102,8050,0,12,0,0,4,0,0,0,0,16,12,65,9,0,3,0,0,0,0,86,115,388,11,16,42,0,3,10,5,599,5,20,3,0,0,0,0,3,0,36,54,197,10,89,29,9,3,4,0,395,24,99,4,12,13,0,0,0,0,160,402,1764,137,306,291,86,52,59,33,3129,4,5,0,10,0,0,0,0,0,20
SED30039,47,205,4,115,34,5,5,3,0,423,22,118,0,4,18,9,6,0,0,174,362,2162,98,414,532,131,19,72,35,3831,6,3,4,3,7,0,0,0,0,22,71,117,25,104,152,33,3,17,0,525,232,235,88,619,531,148,21,55,29,1951,249,187,302,853,840,279,82,190,37,3019,28,18,19,45,107,69,16,38,0,341,43,23,11,86,135,47,7,21,3,374,9,33,4,15,18,10,0,6,0,103,19,37,9,48,57,30,8,18,49,266,1231,3785,592,2410,2547,781,170,425,167,12111,5,25,0,0,0,0,0,0,0,34,25,201,0,4,9,0,3,0,3,244,320,964,75,120,182,51,36,20,29,1798,19,54,0,3,7,0,0,0,6,89,79,318,12,129,46,9,9,3,4,610,39,158,6,10,21,7,6,6,5,249,801,3356,286,571,728,236,140,155,62,6344,6,8,4,4,7,0,4,0,0,30
SED30040,28,171,3,55,22,6,0,4,4,289,18,96,0,5,13,0,0,0,0,133,284,1824,66,281,320,79,9,46,18,2930,0,0,0,0,0,0,0,0,0,7,64,103,16,123,122,40,4,13,4,488,128,205,53,395,318,109,9,30,10,1268,161,122,262,720,577,228,35,135,24,2253,19,13,7,38,44,51,0,23,0,210,22,24,16,67,87,54,4,23,0,297,6,24,3,12,9,10,0,7,0,77,13,29,9,45,47,12,4,13,24,193,800,3176,445,1768,1608,610,65,305,95,8870,4,17,0,0,0,0,0,0,0,25,7,199,3,0,3,3,0,0,0,221,174,672,16,43,48,23,0,15,12,1000,3,39,0,0,9,0,0,0,0,50,55,245,17,67,34,7,0,6,7,432,32,122,4,7,12,8,0,5,0,196,632,2858,175,398,422,145,44,111,40,4826,0,0,3,0,0,0,0,0,0,11
SED30041,30,170,7,59,22,0,0,3,3,295,14,70,0,5,14,0,0,0,0,106,202,1648,54,218,274,38,3,38,27,2501,0,3,0,0,0,0,0,0,0,8,58,109,15,84,66,17,4,12,0,363,107,164,38,365,272,53,11,26,7,1039,181,146,252,752,648,229,66,153,19,2446,23,15,7,57,81,42,8,25,0,267,27,14,13,73,55,27,5,21,3,226,4,13,0,9,20,3,0,6,0,52,19,39,4,50,38,17,7,33,23,224,720,2773,396,1697,1507,434,109,326,90,8056,4,14,0,0,0,0,0,0,0,20,16,173,0,4,0,0,0,0,0,200,113,457,17,40,43,14,15,9,10,721,4,31,0,0,5,0,0,0,0,40,40,244,14,70,35,8,8,9,3,431,39,90,13,6,17,8,3,0,0,168,394,2359,194,319,326,61,45,82,40,3818,6,5,0,0,0,0,0,0,0,14
SED30042,33,154,4,87,38,4,0,0,0,324,12,87,0,9,3,0,0,0,5,121,249,1480,78,237,316,106,15,56,21,2561,0,0,0,5,8,4,0,0,0,13,71,98,18,114,114,15,0,15,7,450,187,221,74,497,463,113,19,62,14,1650,225,173,314,950,809,324,53,181,26,3055,25,12,12,49,71,58,9,36,0,269,27,21,14,85,96,41,10,32,4,326,8,10,4,10,21,5,0,6,0,72,21,16,8,39,38,22,4,15,31,196,916,2608,525,2125,2015,710,117,409,118,9534,3,11,0,4,0,0,0,0,0,20,8,72,0,3,0,0,0,0,0,87,127,424,18,40,54,15,7,10,14,722,3,24,0,0,5,3,0,0,0,37,54,218,10,98,49,8,3,3,0,439,31,110,6,14,15,5,0,0,5,183,487,2197,200,332,428,161,59,105,36,4006,0,4,5,10,6,4,0,0,0,25
SED30043,24,112,0,59,13,0,0,3,0,221,12,48,3,6,4,0,0,0,0,77,177,915,63,144,191,43,13,197,18,1752,5,0,0,10,0,7,0,0,0,16,48,72,13,93,63,18,4,19,7,347,125,116,54,357,255,62,15,90,10,1078,177,131,242,750,511,218,49,240,30,2354,18,7,24,48,68,80,9,64,0,322,34,13,14,67,68,39,8,38,3,277,6,6,0,6,12,7,0,20,0,57,18,18,6,51,20,15,5,53,35,224,697,1674,427,1603,1226,486,104,758,103,7077,5,16,0,0,4,0,0,0,0,21,14,90,3,6,0,0,0,0,0,121,93,243,6,17,29,6,3,54,6,459,0,14,0,0,0,0,0,0,0,15,34,154,3,69,14,4,0,7,0,289,27,56,3,16,4,5,0,4,0,108,336,1253,121,196,237,69,27,324,37,2590,4,0,0,8,0,7,0,5,0,22
