SOSR_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SOSR699,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,41,56,67,46,48,27,20,8,0,310,41,56,67,46,48,27,20,8,0,310,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR703,..,98,2802,4513,3553,2825,1923,820,124,16666,..,622,2277,1367,958,628,267,72,3,6197,..,25,98,262,317,223,115,37,21,1094,11461,..,..,..,..,..,..,..,..,11461,..,2011,..,..,..,..,..,..,..,2011,..,1800,935,354,182,63,3,0,0,3336,..,420,392,124,136,132,122,57,21,1419,..,273,616,164,96,80,43,7,0,1289,..,602,1301,410,308,276,169,51,7,3124,..,303,919,745,900,955,829,299,71,5021,174,154,231,152,120,111,67,19,4,1034,11636,6315,9563,8095,6586,5288,3546,1361,249,52648,..,264,4000,4911,3582,2600,1534,464,39,17389,..,887,2592,1498,928,537,195,34,0,6657,..,154,715,1124,1015,509,251,118,56,3949,10963,..,..,..,..,..,..,..,..,10963,..,2047,..,..,..,..,..,..,..,2047,..,1191,517,193,91,54,4,0,0,2052,..,345,296,88,152,288,302,164,60,1704,..,269,484,114,56,42,18,8,0,990
SOSR712,..,20,524,843,634,619,347,118,18,3125,..,108,476,327,212,162,62,6,4,1355,..,4,24,48,55,39,26,4,0,212,2489,..,..,..,..,..,..,..,..,2489,..,365,..,..,..,..,..,..,..,365,..,386,155,57,25,10,0,0,0,628,..,107,88,49,34,37,31,4,4,351,..,35,109,38,22,13,7,0,0,225,..,62,246,102,71,56,26,8,0,569,..,68,225,180,216,232,155,56,9,1134,48,53,64,42,31,31,20,5,0,296,2536,1205,1917,1684,1287,1194,685,214,39,10747,..,52,729,868,608,576,263,80,8,3197,..,150,556,328,224,137,40,10,0,1441,..,52,179,252,224,99,57,24,10,905,2296,..,..,..,..,..,..,..,..,2296,..,338,..,..,..,..,..,..,..,338,..,283,112,30,29,6,0,0,0,458,..,113,69,32,61,91,74,31,10,472,..,37,102,24,21,10,4,0,0,204
SOSR714,..,8,109,156,99,119,66,19,0,577,..,31,113,85,59,39,24,3,0,354,..,0,12,6,13,7,3,6,0,50,621,..,..,..,..,..,..,..,..,621,..,67,..,..,..,..,..,..,..,67,..,95,41,9,9,0,0,0,0,157,..,38,10,11,9,8,8,0,4,93,..,16,44,5,8,4,0,0,0,80,..,39,51,16,9,20,7,0,0,148,..,20,57,35,26,44,47,22,4,264,13,16,19,8,8,3,0,3,0,73,638,337,460,344,250,244,155,58,8,2484,..,19,159,158,107,96,46,17,0,598,..,38,136,67,67,32,12,0,0,363,..,9,54,71,56,24,17,6,0,236,568,..,..,..,..,..,..,..,..,568,..,48,..,..,..,..,..,..,..,48,..,61,16,3,3,0,0,0,0,88,..,31,18,17,14,12,9,3,0,103,..,11,16,0,0,0,0,0,0,35
SOSR715,..,151,456,553,420,280,129,26,5,2023,..,57,227,181,140,59,22,3,0,688,..,11,31,39,41,32,25,6,0,191,2104,..,..,..,..,..,..,..,..,2104,..,232,..,..,..,..,..,..,..,232,..,587,232,89,31,8,0,0,0,938,..,277,188,166,132,104,32,9,0,921,..,20,8,7,6,5,3,0,0,51,..,15,34,17,15,9,8,0,0,106,..,20,71,77,71,93,48,14,0,391,45,41,39,34,21,11,13,0,0,207,2148,1408,1290,1170,885,610,270,65,10,7857,..,199,529,565,412,229,77,13,0,2027,..,82,249,177,133,51,6,0,0,694,..,70,210,233,135,95,36,14,0,793,1930,..,..,..,..,..,..,..,..,1930,..,239,..,..,..,..,..,..,..,239,..,454,194,63,23,3,0,0,0,734,..,217,132,104,125,121,53,19,4,772,..,9,14,4,8,3,0,0,0,43
SOSR721,..,107,351,364,318,234,103,19,3,1501,..,69,149,134,90,54,19,0,0,516,..,4,16,33,20,25,12,10,0,128,1429,..,..,..,..,..,..,..,..,1429,..,122,..,..,..,..,..,..,..,122,..,354,167,56,16,9,0,0,0,602,..,211,118,72,78,54,36,8,4,571,..,20,9,5,4,8,3,0,0,55,..,15,18,3,12,0,0,5,0,63,..,30,107,76,90,69,27,8,0,402,35,34,26,18,23,15,6,4,0,163,1464,969,959,756,661,457,208,51,3,5541,..,134,408,381,323,176,76,9,0,1507,..,91,159,141,76,44,9,0,0,523,..,57,151,134,124,72,36,20,5,587,1321,..,..,..,..,..,..,..,..,1321,..,141,..,..,..,..,..,..,..,141,..,296,125,41,27,5,0,0,0,495,..,155,83,63,78,101,68,13,12,566,..,25,7,10,4,4,4,0,0,50
SOSR722,..,137,346,342,255,206,109,39,8,1446,..,40,105,80,80,43,13,3,0,368,..,6,18,37,43,21,22,3,0,147,1478,..,..,..,..,..,..,..,..,1478,..,93,..,..,..,..,..,..,..,93,..,368,167,58,18,7,0,0,0,613,..,209,131,94,73,56,30,14,7,612,..,13,4,0,9,7,0,3,0,41,..,8,13,8,12,17,10,4,0,74,..,0,38,42,62,65,57,19,5,287,58,32,30,28,15,14,8,0,0,183,1530,914,852,691,571,430,257,87,13,5337,..,174,382,366,266,184,80,15,0,1468,..,52,109,81,84,31,11,0,0,379,..,47,172,125,123,90,36,10,3,615,1289,..,..,..,..,..,..,..,..,1289,..,91,..,..,..,..,..,..,..,91,..,299,113,41,18,3,0,0,0,475,..,166,77,61,101,87,88,35,7,616,..,12,7,7,7,4,4,0,0,39
SOSR731,..,89,484,883,1050,933,659,221,24,4352,..,115,454,363,390,276,113,26,0,1740,..,13,25,55,82,73,31,16,4,296,3075,..,..,..,..,..,..,..,..,3075,..,389,..,..,..,..,..,..,..,389,..,730,299,126,64,21,3,0,0,1235,..,256,130,88,92,112,60,39,15,781,..,73,79,33,44,45,18,8,0,303,..,47,67,42,67,75,58,17,0,369,..,55,128,120,237,330,276,84,17,1240,51,72,67,40,49,35,40,10,0,361,3129,1839,1735,1754,2080,1892,1260,416,58,14164,..,142,651,1075,1124,892,522,115,12,4541,..,162,548,396,392,247,79,21,3,1844,..,59,142,218,195,127,71,50,11,876,2926,..,..,..,..,..,..,..,..,2926,..,416,..,..,..,..,..,..,..,416,..,473,166,74,48,12,3,0,0,784,..,181,94,78,92,138,147,51,21,805,..,70,44,27,33,27,10,6,0,216
SOSR779,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,47,24,47,34,30,26,23,8,0,239,47,24,47,34,30,26,23,8,0,239,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR802,..,283,10193,20088,16636,13176,10843,5835,1392,78446,..,1887,8641,4473,2997,1852,888,248,31,21028,..,22,241,878,1310,739,280,144,88,3708,40738,..,..,..,..,..,..,..,..,40738,..,10370,..,..,..,..,..,..,..,10370,..,6578,3845,1226,779,323,55,0,0,12809,..,1198,1311,385,314,341,275,153,87,4051,..,1103,2131,495,231,161,51,21,3,4189,..,3158,4879,1165,650,531,289,98,22,10788,..,895,3960,3249,3053,2993,2398,1353,625,18532,408,701,766,497,364,301,230,102,32,3400,41143,26192,35969,32453,26336,20413,15307,7952,2285,208045,..,679,13805,20963,16127,12619,9871,4289,659,79009,..,2767,8909,4217,2803,1593,670,172,19,21152,..,207,1530,3358,3932,2105,865,560,356,12908,38223,..,..,..,..,..,..,..,..,38223,..,10161,..,..,..,..,..,..,..,10161,..,4687,2357,656,387,211,65,0,0,8362,..,1020,965,298,282,694,829,607,268,4961,..,997,1384,257,115,74,36,10,7,2881
SOSR822,..,0,7,25,41,23,26,10,0,131,..,0,5,12,8,0,0,0,0,24,..,0,0,0,0,0,0,0,0,3,67,..,..,..,..,..,..,..,..,67,..,22,..,..,..,..,..,..,..,22,..,8,9,3,0,0,0,0,0,25,..,0,0,4,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,3,67,38,30,44,47,26,24,13,0,295,..,0,9,34,32,23,24,8,0,131,..,4,6,9,5,0,0,0,0,27,..,0,0,4,3,6,0,0,0,14,62,..,..,..,..,..,..,..,..,62,..,16,..,..,..,..,..,..,..,16,..,14,3,0,5,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR831,..,0,10,9,19,20,17,4,0,75,..,0,13,6,6,0,3,0,0,31,..,0,0,3,0,0,0,0,0,3,53,..,..,..,..,..,..,..,..,53,..,8,..,..,..,..,..,..,..,8,..,6,5,0,4,0,0,0,0,11,..,4,0,0,0,0,0,0,0,4,..,0,6,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,11,..,0,0,0,0,3,3,0,0,11,0,0,3,0,0,0,0,0,0,6,53,23,30,22,30,25,26,3,0,209,..,0,13,12,15,22,8,7,0,70,..,4,10,5,4,0,5,0,0,27,..,0,4,4,3,0,0,0,0,7,34,..,..,..,..,..,..,..,..,34,..,11,..,..,..,..,..,..,..,11,..,8,3,0,0,0,0,0,0,7,..,5,0,0,0,0,3,0,0,10,..,3,9,0,0,0,0,0,0,9
SOSR879,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR899,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,23,30,23,20,7,11,4,0,132,9,23,30,23,20,7,11,4,0,132,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR915,..,0,30,41,49,40,47,3,3,204,..,0,15,4,13,9,3,0,0,46,..,0,0,0,3,6,0,0,0,11,127,..,..,..,..,..,..,..,..,127,..,16,..,..,..,..,..,..,..,16,..,17,10,5,6,0,0,0,0,32,..,0,0,3,0,7,3,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,4,..,5,13,4,11,21,26,5,0,85,0,0,0,0,0,5,7,0,0,21,132,39,71,66,76,84,83,13,4,551,..,0,26,64,52,39,22,3,0,215,..,4,14,6,12,4,0,0,0,43,..,0,3,3,7,3,0,0,0,20,109,..,..,..,..,..,..,..,..,109,..,21,..,..,..,..,..,..,..,21,..,8,5,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
SOSR921,..,0,11,29,46,62,65,27,8,248,..,8,15,15,24,24,15,4,0,98,..,0,0,6,3,4,0,5,0,14,114,..,..,..,..,..,..,..,..,114,..,16,..,..,..,..,..,..,..,16,..,23,6,5,0,0,0,0,0,29,..,7,0,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,3,..,5,0,0,0,12,3,0,0,22,..,4,7,10,15,41,12,12,5,102,4,0,0,0,0,5,0,3,0,20,119,61,51,80,88,142,97,48,15,694,..,5,13,38,37,79,52,19,4,243,..,11,22,27,21,23,10,0,0,111,..,4,6,12,25,8,3,0,0,46,101,..,..,..,..,..,..,..,..,101,..,19,..,..,..,..,..,..,..,19,..,14,0,3,0,0,0,0,0,23,..,6,0,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,6
SOSR922,..,3,16,33,17,40,26,16,0,146,..,0,0,5,3,9,0,0,0,14,..,0,0,0,0,0,0,0,0,4,76,..,..,..,..,..,..,..,..,76,..,5,..,..,..,..,..,..,..,5,..,14,0,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,6,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,3,0,4,0,15,0,5,0,0,0,0,3,0,0,14,77,27,21,41,29,50,28,16,3,294,..,3,19,29,20,40,19,10,0,147,..,0,4,3,5,8,0,0,0,12,..,0,0,3,0,0,0,0,0,11,67,..,..,..,..,..,..,..,..,67,..,0,..,..,..,..,..,..,..,0,..,17,0,0,0,3,0,0,0,16,..,0,0,0,0,0,0,3,3,12,..,0,0,0,0,0,0,0,0,0
SOSR931,..,0,5,15,21,19,23,16,0,92,..,0,0,0,8,3,0,0,0,28,..,0,0,0,0,0,5,0,0,11,58,..,..,..,..,..,..,..,..,58,..,3,..,..,..,..,..,..,..,3,..,9,0,8,0,0,0,0,0,23,..,3,6,3,0,7,3,3,0,23,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,..,0,0,0,9,4,8,4,4,30,0,0,0,0,0,3,0,0,0,11,61,25,22,28,41,36,46,26,3,290,..,0,8,13,22,14,20,12,0,92,..,5,10,7,7,8,5,0,0,30,..,0,4,3,6,5,0,6,0,20,37,..,..,..,..,..,..,..,..,37,..,8,..,..,..,..,..,..,..,8,..,10,6,0,0,0,0,0,0,18,..,3,0,0,4,6,3,0,0,23,..,0,0,0,0,0,0,0,0,0
SOSR979,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR999,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
