SOSR_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SOSR321,421,984,2526,2962,3397,2812,650,65,0,13818,661,322,504,520,697,959,482,90,8,4237,105,65,130,163,244,283,102,10,5,1109,42,67,117,112,125,87,33,6,0,591,1238,1445,3275,3757,4457,4141,1265,170,10,19755,117,142,183,179,187,192,30,4,0,1029,98,41,42,26,57,72,27,3,0,371,220,184,230,206,246,269,58,3,0,1404,1451,1626,3503,3961,4702,4409,1320,178,10,21157,1188,415,776,834,1076,2308,4951,2878,587,15019,235,210,509,513,598,580,476,321,86,3530,2878,2254,4791,5307,6372,7293,6753,3373,683,39712,169,580,1511,1849,2273,1619,287,22,0,8309,882,534,1270,1736,1835,1817,512,47,9,8644,124,111,306,227,254,304,84,16,0,1424,44,41,88,70,88,72,15,10,0,427,1221,1269,3160,3887,4448,3813,902,90,6,18795,70,76,130,123,142,105,10,0,0,660,99,44,88,70,95,108,17,0,0,523,171,123,222,193,237,217,32,0,0,1182
SOSR322,180,452,1086,1199,1386,1516,380,37,0,6239,182,116,218,185,283,384,211,63,4,1644,29,24,79,77,109,131,37,10,0,499,17,18,51,38,53,59,26,5,0,275,404,615,1441,1503,1839,2087,657,114,7,8656,32,63,101,79,85,106,13,0,0,479,55,29,25,21,24,41,12,3,0,205,81,84,121,96,107,149,30,3,0,683,483,698,1561,1603,1944,2233,686,118,7,9335,493,204,317,303,483,1130,2374,1305,253,6869,95,98,229,240,285,323,276,180,54,1777,1082,991,2114,2141,2708,3684,3343,1605,312,17986,84,279,629,660,1024,863,134,10,0,3691,282,207,540,695,748,818,250,30,5,3574,31,43,109,89,81,131,28,5,0,520,17,19,36,40,46,43,20,6,3,222,413,550,1318,1488,1902,1857,431,52,6,8012,22,29,50,48,51,46,8,0,0,253,33,19,45,32,30,42,8,0,4,224,58,52,96,77,83,90,14,0,4,479
SOSR331,2769,5379,12168,15810,20239,17548,5539,1184,94,80721,3478,1485,1911,2271,3287,4471,2817,783,111,20619,467,327,678,760,1159,1428,536,114,16,5482,233,285,481,500,622,476,286,199,45,3112,6937,7475,15236,19346,25306,23921,9174,2276,268,109937,300,424,589,461,656,701,115,4,0,3253,498,148,163,143,167,309,109,10,0,1553,796,570,757,602,822,1010,221,15,0,4801,7733,8049,15996,19954,26127,24930,9392,2296,263,114738,5210,1546,2842,3041,4271,9631,19391,10545,2077,58551,1169,1109,2574,2874,3736,3652,2602,1302,350,19361,14115,10707,21406,25861,34129,38217,31383,14142,2696,192653,1128,3055,6395,8754,12872,9131,2215,380,20,43947,4687,2469,5583,8682,9849,9236,3176,536,39,44254,663,529,1460,1080,1237,1419,382,62,9,6839,211,169,311,346,462,358,197,114,28,2187,6694,6223,13743,18862,24421,20142,5969,1092,93,97228,173,237,272,259,387,367,41,0,0,1739,469,185,276,254,320,441,69,7,0,2011,639,424,546,513,709,809,109,7,0,3751
SOSR379,0,0,0,8,12,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,9,13,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,15,0,0,0,0,31,0,0,4,0,0,0,3,0,0,6,0,9,30,40,31,3,0,0,0,109,0,4,37,55,42,3,3,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,20,89,319,230,167,150,32,0,0,1003,32,41,142,88,56,65,34,5,0,462,6,15,35,41,29,37,10,3,0,167,4,12,22,19,11,6,3,0,0,74,58,155,510,369,266,259,77,4,0,1705,18,41,98,69,59,46,9,0,0,346,17,7,22,22,20,28,7,0,0,122,32,48,126,89,81,70,15,4,0,466,90,206,635,460,344,331,95,3,0,2172,112,95,260,277,301,648,961,226,15,2898,66,149,402,455,389,312,205,44,6,2040,272,444,1301,1194,1042,1297,1253,283,23,7108,4,70,256,91,90,69,11,0,0,602,38,75,188,126,104,91,20,3,0,658,16,18,53,43,24,35,8,0,0,205,3,7,15,10,7,3,0,0,0,44,69,169,518,272,232,210,41,3,0,1512,18,29,54,35,43,29,5,0,0,218,20,15,31,21,31,33,8,0,0,163,42,51,89,58,73,59,11,0,0,384
SOSR401,2779,14426,52446,54759,48741,34202,6542,495,27,214421,10569,13405,16526,11191,9629,10362,5847,1141,86,78758,704,1035,1996,1690,1650,1973,603,108,12,9767,218,577,1324,949,679,431,163,56,20,4417,14270,29451,72285,68590,60700,46967,13158,1793,140,307367,748,2041,3112,2274,2178,1792,243,8,0,12402,2509,1690,1232,675,579,741,253,36,8,7718,3261,3729,4345,2950,2761,2537,495,43,3,20122,17534,33177,76634,71543,63463,49508,13653,1841,151,327488,16991,7722,8611,7892,10149,19453,42524,29204,11431,153976,1113,1638,3886,3334,2959,2525,2034,1598,929,20015,35644,42541,89123,82765,76573,71483,58214,32643,12507,501480,1054,10192,34073,29985,31132,20772,3075,114,9,130402,13919,17248,26907,30432,25833,22128,6649,658,40,143818,835,1342,4778,3125,1812,2209,684,63,10,14847,211,480,900,596,487,372,130,58,24,3265,16010,29270,66658,64146,59258,45476,10540,899,81,292332,400,1042,1757,1301,1167,729,75,0,4,6472,2336,1505,1738,1561,1216,980,185,10,3,9544,2736,2546,3499,2866,2390,1710,256,12,7,16018
SOSR412,398,1393,3893,3773,3932,2903,532,28,3,16860,936,634,868,555,632,758,453,75,3,4912,70,65,138,142,157,208,72,5,3,859,34,49,95,78,57,58,17,7,0,388,1434,2138,4996,4547,4775,3926,1074,109,8,23012,62,190,216,139,160,149,14,3,0,931,177,97,76,41,40,53,15,0,0,496,236,285,295,179,191,204,30,3,0,1426,1664,2425,5284,4725,4970,4129,1106,113,8,24438,1247,380,573,544,762,1562,3525,2446,866,11899,114,153,314,275,298,225,221,174,110,1877,3029,2955,6174,5552,6024,5918,4848,2729,990,38217,160,914,2140,2045,2652,1563,217,6,0,9699,1312,1033,1970,2243,2088,1889,459,39,4,11052,79,107,414,210,161,215,49,0,0,1245,31,34,66,52,53,43,17,11,0,300,1590,2091,4589,4550,4960,3714,741,64,9,22293,50,87,100,68,103,60,3,0,0,473,156,73,108,86,81,86,16,0,0,612,202,160,214,154,187,149,19,0,0,1084
SOSR413,303,930,2593,2670,3028,2393,519,43,0,12474,804,524,701,595,671,892,574,102,3,4872,49,69,167,133,167,210,74,7,0,881,45,41,81,60,60,47,21,12,3,363,1196,1561,3543,3461,3929,3540,1180,170,11,18589,67,140,195,160,155,139,23,0,0,860,110,74,57,40,52,78,23,0,0,437,173,210,249,194,205,215,47,4,0,1299,1370,1767,3791,3654,4137,3762,1227,173,11,19888,1099,433,939,938,993,1765,4329,3357,1075,14921,130,135,316,301,305,323,255,204,95,2068,2604,2336,5052,4896,5437,5845,5811,3729,1181,36884,141,623,1498,1523,2044,1392,238,17,0,7465,1042,823,1585,1828,1935,1894,555,56,9,9719,64,66,294,160,130,202,66,10,0,998,26,31,55,32,60,45,14,15,5,287,1268,1544,3431,3543,4166,3536,878,96,7,18467,37,56,80,70,81,68,7,0,0,399,128,71,74,77,91,89,18,0,0,556,161,129,152,146,172,160,29,0,0,949
SOSR414,95,363,1037,1055,1046,826,189,19,0,4636,263,148,254,189,263,319,221,44,0,1709,12,17,46,41,54,65,28,3,0,261,10,16,26,29,21,13,6,9,0,135,378,551,1360,1318,1387,1224,440,76,0,6731,12,20,50,32,41,43,3,0,0,205,37,19,19,15,15,23,6,0,0,120,47,37,69,42,55,62,5,0,0,323,424,586,1429,1358,1441,1289,448,80,3,7058,349,91,163,148,231,533,1753,1381,404,5049,25,34,85,82,91,77,80,85,39,603,795,708,1674,1592,1759,1905,2281,1544,451,12713,39,224,514,546,714,440,69,7,0,2544,351,255,592,725,668,726,204,32,0,3558,23,33,113,57,55,84,29,0,0,389,10,14,17,13,16,12,3,3,0,92,423,527,1236,1339,1453,1256,311,45,6,6582,9,16,26,16,18,25,4,0,0,113,50,16,28,37,24,12,13,0,0,183,54,32,52,52,43,38,14,0,0,294
SOSR415,464,1455,3922,4016,4132,3479,776,77,4,18333,886,554,781,660,768,1121,720,173,17,5688,55,54,178,176,203,291,122,19,0,1104,46,57,121,73,103,77,34,22,4,542,1455,2123,5005,4931,5210,4968,1647,295,32,25663,63,128,191,143,170,181,29,0,0,915,107,63,63,53,53,95,24,3,3,458,171,191,254,196,218,274,52,3,4,1368,1623,2312,5259,5131,5428,5245,1699,301,31,27031,1305,313,560,603,960,2235,5834,3913,1380,17097,189,178,402,411,448,471,425,376,162,3057,3116,2802,6220,6141,6840,7954,7952,4589,1568,47182,191,836,2044,2102,2669,1836,297,19,6,9998,1188,920,2067,2531,2547,2430,786,98,4,12569,90,97,409,217,201,278,90,17,0,1396,53,36,79,63,55,68,35,16,0,407,1527,1886,4601,4911,5477,4605,1205,150,8,24370,40,67,94,75,104,75,5,0,0,464,109,58,96,88,80,119,19,3,0,568,155,120,192,163,182,188,27,3,0,1028
SOSR421,141,368,943,1047,1161,1059,291,23,3,5031,200,133,204,177,225,356,250,54,4,1604,20,18,32,42,59,93,45,6,0,324,11,5,32,32,36,23,15,7,0,153,371,526,1216,1295,1486,1530,599,92,5,7123,19,24,46,23,41,64,3,0,0,223,17,16,28,9,10,21,13,0,0,113,39,45,74,31,48,81,14,0,0,336,410,569,1286,1328,1532,1612,618,94,5,7459,355,86,137,166,229,672,1650,1013,379,4688,45,44,109,138,141,158,174,116,63,994,815,700,1533,1637,1901,2441,2443,1228,448,13143,49,188,465,506,657,581,99,12,0,2559,325,251,551,661,741,799,258,16,3,3605,27,28,122,70,69,92,32,4,0,440,17,5,29,12,25,22,7,4,0,123,409,472,1171,1247,1489,1494,393,36,8,6724,6,25,20,23,27,29,0,0,0,128,25,12,28,21,26,28,9,0,0,145,32,36,41,45,44,61,12,0,0,277
SOSR422,65,171,495,470,576,633,147,18,0,2565,102,75,108,110,155,222,139,33,7,947,10,4,17,25,40,70,22,3,0,197,8,5,19,21,17,13,8,3,4,98,179,263,638,615,788,930,326,57,11,3806,27,38,62,40,45,48,0,0,0,255,24,11,10,13,15,21,0,0,0,87,48,47,69,48,59,70,9,0,0,347,229,311,702,671,848,999,333,57,11,4153,218,87,141,155,267,537,1177,679,166,3422,35,29,61,69,112,144,148,68,24,703,490,425,906,891,1228,1682,1655,805,198,8278,21,94,227,240,363,333,48,3,0,1335,131,113,288,342,380,471,145,16,0,1888,10,6,44,25,35,40,15,10,3,191,8,6,8,10,20,19,7,0,0,70,167,223,572,621,801,870,213,28,3,3491,9,14,23,15,20,22,0,0,0,105,21,8,17,9,19,26,4,0,0,99,28,21,40,25,35,46,4,0,0,202
SOSR431,859,1823,4148,5395,6997,6497,2233,372,27,28360,1164,672,694,729,1205,1885,1281,411,39,8096,95,80,186,202,268,430,183,38,4,1494,81,77,127,136,186,168,100,47,10,937,2200,2662,5160,6466,8663,8984,3802,873,81,38884,71,125,178,115,185,222,26,0,0,919,143,48,56,41,71,109,33,0,0,497,214,176,228,154,256,331,56,4,0,1419,2413,2838,5391,6617,8917,9313,3866,872,79,40301,1836,449,715,931,1254,3018,6230,3338,703,18473,304,290,562,570,795,886,744,415,95,4670,4556,3577,6667,8119,10966,13220,10839,4625,878,63446,310,873,1814,2479,3774,2947,752,123,7,13076,1593,1094,2115,3345,3826,3973,1412,227,24,17600,121,100,404,292,329,381,155,27,4,1817,92,76,99,101,144,127,76,30,7,749,2108,2142,4429,6222,8070,7427,2397,413,44,33245,38,72,78,74,105,76,12,6,0,454,120,49,62,71,91,142,26,0,0,559,156,126,140,139,201,220,35,6,0,1016
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,3,11,58,67,56,30,7,0,0,233,9,11,36,15,20,24,9,0,0,124,0,3,4,6,9,10,0,0,0,35,0,3,11,3,0,6,0,0,0,28,13,33,116,93,83,63,16,5,0,419,7,3,23,26,17,21,0,0,0,99,9,9,12,9,5,11,0,0,0,52,12,11,32,33,25,30,3,0,0,150,26,41,147,127,111,92,17,5,0,562,34,39,86,77,97,123,154,34,7,651,14,23,87,87,95,96,46,0,0,447,74,108,320,289,299,311,214,40,7,1668,0,4,48,27,21,17,4,0,0,117,14,21,41,24,22,16,5,0,0,141,4,0,7,9,5,11,3,0,0,42,0,3,4,0,0,0,0,0,0,10,18,31,97,63,45,47,14,0,0,311,6,9,14,12,10,7,0,0,0,56,18,5,16,6,7,9,0,0,0,60,23,13,28,20,14,11,0,0,0,113
SOSR501,6506,24896,90977,103527,88954,60749,12220,835,42,388718,18820,20088,20590,14942,13064,14796,10618,2058,146,115132,861,1314,3983,3887,3520,3801,1242,146,17,18780,395,1153,2790,2014,1429,898,286,97,24,9084,26585,47456,118342,124376,106970,80244,24362,3132,235,531710,1359,2744,4359,3362,3317,2906,519,30,3,18599,4563,2026,1479,712,728,987,571,63,7,11134,5923,4769,5837,4077,4044,3893,1091,92,8,29739,32511,52227,124178,128455,111013,84142,25459,3227,238,561453,26015,9170,11094,9802,11724,21789,57522,40126,13321,200560,2127,3414,9684,8981,7543,5706,3724,2845,1822,45838,60648,64814,144955,147237,130284,111637,86701,46197,15377,807849,2727,18384,59976,52178,53757,33571,5203,202,4,225993,24519,26493,42010,52970,43676,34472,11357,1151,59,236707,936,1690,7871,5345,3097,3645,1031,113,5,23735,440,916,1852,1237,1055,684,227,83,37,6533,28619,47486,111712,111734,101583,72375,17809,1540,99,492968,858,1478,2515,2235,2178,1417,135,13,0,10834,4600,1961,2815,2991,2169,1773,376,27,3,16711,5458,3438,5325,5226,4352,3190,516,37,7,27543
SOSR511,372,1042,2843,3280,3157,2424,448,21,0,13585,709,343,488,418,380,474,353,61,5,3233,51,55,152,151,203,229,67,11,3,925,22,28,79,57,58,27,8,3,3,280,1159,1467,3564,3907,3792,3153,880,90,10,18015,74,98,147,116,110,91,16,0,0,637,112,46,49,17,27,32,16,3,0,308,179,139,195,133,137,126,29,3,0,948,1341,1603,3761,4041,3934,3280,902,90,10,18960,894,230,474,510,492,992,2589,1693,497,8366,90,126,334,331,320,282,199,112,79,1866,2312,1951,4567,4882,4750,4551,3690,1901,584,29199,224,680,1515,1508,1936,1185,119,5,0,7164,994,569,1411,2054,1780,1382,439,31,0,8672,57,69,264,162,143,186,39,7,0,930,21,32,42,50,35,20,13,0,0,214,1292,1357,3234,3767,3893,2777,611,46,3,16983,56,47,68,55,55,56,9,0,0,344,148,56,87,95,81,56,12,4,0,534,207,99,157,151,135,114,18,4,0,879
SOSR512,726,1707,4535,4761,4792,3803,827,59,5,21212,1136,518,777,714,716,991,659,118,8,5636,65,89,239,241,317,340,99,13,6,1414,35,74,139,98,98,71,18,8,4,550,1966,2383,5694,5810,5922,5204,1602,206,23,28812,98,135,188,157,167,123,15,0,0,879,172,44,79,51,41,67,36,0,0,494,269,182,265,205,209,191,54,3,0,1375,2229,2566,5964,6017,6126,5391,1659,202,23,30186,1220,413,757,702,821,1501,4025,2860,987,13282,246,258,698,690,657,601,414,289,126,3992,3694,3238,7417,7407,7607,7498,6098,3357,1143,47455,427,1186,2462,2612,3310,2134,344,13,0,12475,1526,844,2059,2760,2608,2291,761,72,0,12920,71,87,388,224,247,298,83,15,0,1415,24,42,72,62,74,48,15,14,5,361,2046,2153,4978,5656,6236,4774,1209,108,11,27169,56,74,73,73,95,52,7,0,0,432,151,54,101,106,86,111,14,0,0,631,212,131,176,176,188,165,24,0,0,1064
SOSR513,346,937,3348,3733,3045,1983,363,21,0,13784,503,186,406,388,324,340,169,27,3,2345,36,44,230,237,179,185,50,0,0,960,21,38,143,116,58,51,11,0,0,427,909,1200,4128,4476,3601,2562,592,53,9,17522,67,90,96,84,76,60,9,0,0,474,86,28,19,21,21,19,13,0,0,206,152,113,116,106,92,80,26,5,0,682,1058,1310,4244,4581,3696,2641,611,53,9,18208,697,179,315,287,352,555,1018,648,158,4215,262,300,819,798,690,530,195,107,42,3742,2021,1796,5376,5664,4739,3721,1823,814,207,26160,210,658,2288,2142,1914,1132,196,10,0,8535,625,345,1278,1625,1009,679,201,27,0,5784,35,71,354,204,133,133,30,4,0,959,39,33,96,49,29,36,3,0,0,290,904,1104,4020,4016,3085,1981,435,37,3,15573,40,41,72,56,55,33,5,0,0,294,68,30,84,70,42,40,11,0,0,339,108,73,150,122,94,75,12,0,0,633
SOSR514,122,302,887,1158,1064,718,173,6,0,4438,246,109,235,191,224,263,162,29,0,1465,22,12,67,92,97,87,25,6,0,408,19,12,35,24,24,4,10,3,0,125,410,440,1215,1461,1412,1077,373,45,5,6436,28,26,63,51,32,36,7,0,0,246,26,20,8,11,15,8,6,0,0,88,50,45,71,60,49,48,11,0,0,336,460,483,1289,1523,1457,1132,383,49,5,6769,338,79,124,145,174,408,1165,645,180,3254,83,62,174,178,193,138,109,87,38,1061,876,616,1583,1850,1829,1670,1657,777,226,11094,67,184,474,568,628,371,53,7,0,2351,294,162,515,886,747,548,186,24,0,3357,26,20,89,99,54,74,27,0,0,384,6,11,18,25,14,13,4,0,0,91,390,368,1099,1576,1445,1001,269,26,0,6175,18,12,37,17,30,21,0,0,0,139,35,4,20,33,30,30,5,0,0,158,55,18,59,50,61,52,8,0,0,298
SOSR515,469,1194,3479,3508,3531,2779,654,74,0,15699,601,277,547,478,552,739,470,99,11,3772,57,58,217,272,255,277,111,13,0,1258,37,65,130,122,86,71,21,15,0,538,1163,1590,4376,4376,4426,3870,1263,199,11,21270,61,116,161,110,150,141,20,3,0,758,93,28,35,32,28,56,25,4,3,301,157,142,198,144,174,191,44,6,3,1057,1318,1727,4570,4522,4596,4065,1301,210,12,22328,1020,268,422,494,643,1249,3178,2079,616,9978,322,286,760,741,753,625,451,257,127,4325,2657,2289,5755,5755,5998,5946,4934,2547,755,36634,243,797,2059,2010,2185,1535,296,17,0,9131,793,485,1557,1941,1694,1554,500,64,5,8593,44,85,363,205,199,244,60,3,0,1206,40,43,66,66,66,52,21,12,0,361,1111,1411,4045,4220,4139,3379,876,98,7,19294,37,54,87,73,88,59,3,0,0,408,97,37,74,99,72,72,13,6,0,475,135,86,160,176,161,135,19,6,0,879
SOSR521,165,408,1103,1171,1270,1239,340,23,3,5734,166,100,178,177,218,325,196,52,3,1416,23,19,80,67,99,142,53,3,5,493,19,25,55,45,57,46,13,11,0,270,381,552,1408,1460,1647,1751,606,90,15,7915,24,45,85,65,65,73,15,0,0,372,20,13,15,14,18,22,11,0,0,113,41,58,102,75,87,88,28,0,0,484,425,614,1512,1539,1738,1837,633,93,15,8400,466,168,280,314,405,669,1567,929,263,5064,89,114,285,285,370,352,221,155,44,1914,977,897,2075,2137,2513,2859,2418,1177,320,15377,88,218,638,646,829,650,132,20,0,3227,227,164,506,671,664,667,215,30,0,3138,18,28,111,76,88,107,33,7,0,470,17,20,36,33,23,33,7,3,0,172,349,428,1295,1422,1605,1456,392,54,3,7011,29,26,36,42,38,28,3,0,0,195,32,14,30,37,35,33,14,0,0,197,62,40,63,76,70,61,16,0,0,394
SOSR522,91,190,589,566,659,623,212,24,0,2952,55,71,108,101,113,179,113,32,0,780,9,7,31,37,58,65,27,10,0,235,5,14,38,16,19,31,11,0,6,141,149,280,766,726,853,896,361,67,10,4113,18,41,62,52,41,41,6,0,0,260,16,11,17,19,18,22,6,0,0,110,33,57,78,70,58,61,9,0,0,369,186,338,844,798,911,956,375,67,10,4479,383,171,275,258,273,403,894,538,133,3320,64,49,144,147,171,182,169,85,34,1043,632,557,1263,1202,1348,1543,1432,688,176,8847,43,153,345,296,401,370,61,9,0,1677,115,114,259,337,299,331,140,16,0,1620,3,14,48,50,39,60,22,5,0,238,6,5,17,12,14,10,5,0,0,77,164,284,674,696,753,776,225,32,0,3609,11,17,26,32,28,20,3,0,0,139,17,12,35,34,19,17,4,0,0,134,34,27,60,63,46,34,6,0,0,271
SOSR531,993,2209,5184,6442,8148,7310,2367,434,47,33138,1025,589,698,815,1141,1762,1412,439,56,7933,97,129,301,421,576,655,275,47,5,2504,69,83,159,174,182,177,96,57,18,1017,2186,3006,6351,7854,10045,9908,4154,968,125,44592,86,121,175,185,207,198,43,0,0,1021,158,52,46,32,51,78,56,4,0,476,246,176,220,218,260,279,95,8,0,1505,2430,3183,6569,8070,10302,10184,4252,977,126,46098,1889,710,1649,1593,1513,2645,5811,3094,626,19531,416,747,1840,1834,1919,1638,984,443,93,9912,4741,4644,10059,11495,13733,14468,11045,4509,841,75535,396,1106,2335,2806,4281,3472,842,136,10,15383,1464,855,1897,3442,3836,3765,1465,230,13,16981,94,106,438,328,400,535,173,21,0,2092,78,74,98,120,154,114,70,37,0,743,2027,2139,4769,6690,8680,7890,2551,433,27,35194,54,54,89,87,103,104,12,0,0,512,160,47,76,103,110,116,20,0,0,639,218,104,164,193,210,224,32,0,0,1144
