SOSR_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SOSR422,0,45,5,51,379,59,490,29,36,7,57,327,35,425,303,55,24,386,449,77,906,423,47,26,493,331,65,891,227,64,11,303,811,114,1228,49,131,0,185,1343,154,1682,9,114,0,127,1367,162,1655,4,20,0,22,704,76,805,0,3,0,6,178,20,198,1047,514,71,1627,5879,769,8278,6,64,6,75,293,62,427,50,53,14,114,219,27,366,411,66,53,532,320,74,926,506,53,41,604,253,71,931,204,119,24,340,719,102,1172,27,287,3,319,1183,128,1631,7,168,3,171,1150,130,1459,3,15,0,18,651,86,754,0,4,0,4,210,27,239,1213,828,139,2180,5005,711,7899,10,110,5,124,672,121,915,81,83,14,181,544,63,787,715,125,73,915,770,152,1832,932,104,70,1097,582,141,1815,436,179,33,648,1539,214,2399,74,425,10,502,2526,283,3314,15,280,0,297,2526,291,3111,9,33,0,39,1348,161,1556,0,3,0,8
SOSR431,16,199,0,216,3873,467,4556,95,117,0,213,3005,361,3577,1967,177,58,2196,3658,810,6667,4401,132,168,4702,2473,943,8119,3136,340,86,3563,6379,1019,10966,581,1074,13,1669,10508,1044,13220,105,1142,8,1256,8737,843,10839,22,213,0,234,3951,441,4625,3,5,0,10,769,102,878,10319,3403,330,14056,43366,6020,63446,30,337,3,367,3298,411,4075,198,199,11,406,2294,207,2908,2776,284,168,3223,2438,447,6110,5122,260,329,5706,1798,464,7971,2642,828,108,3585,6186,702,10470,213,2420,21,2655,8503,757,11916,60,1733,12,1798,6631,632,9060,16,208,0,225,3060,326,3608,0,12,0,12,724,124,859,11054,6274,647,17983,34925,4074,56981,43,537,4,581,7174,874,8627,297,313,10,622,5304,567,6493,4741,459,227,5423,6098,1258,12777,9526,390,490,10409,4269,1408,16088,5775,1177,194,7142,12560,1724,21437,803,3496,28,4324,19012,1804,25136,161,2880,17,3054,15374,1473,19900,31,420,0,458,7009,769,8239,3,18,0,22
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,54,14,74,7,0,0,10,71,24,108,45,4,0,53,180,93,320,55,6,4,64,129,94,289,29,6,5,34,170,94,299,4,13,0,19,192,97,311,0,3,0,3,165,46,214,0,0,0,0,31,5,40,0,0,0,0,6,0,7,144,45,11,198,1006,471,1668,7,10,0,19,78,17,112,7,6,0,10,68,16,95,67,12,3,87,147,72,305,64,8,5,72,85,82,245,25,10,0,34,95,43,178,3,22,0,29,144,27,197,0,10,0,10,110,17,141,0,5,0,6,23,4,26,0,0,0,0,10,0,10,177,83,9,263,759,288,1306,7,16,0,21,134,35,186,12,7,0,23,147,40,206,112,23,4,139,321,166,627,119,9,9,143,214,176,534,54,19,5,76,265,138,478,9,33,0,46,339,129,513,0,18,0,18,276,60,359,0,7,0,3,51,11,64,0,0,0,0
SOSR501,196,2844,17,3061,54902,2686,60648,1353,2024,46,3424,57291,4100,64814,30131,3427,801,34367,99095,11496,144955,73646,2594,2094,78336,58594,10310,147237,43696,3049,1139,47883,74112,8289,130284,7850,8614,207,16682,88790,6170,111637,1379,13590,59,15030,67717,3960,86701,253,3510,22,3782,39397,3019,46197,36,183,0,219,13276,1884,15377,158531,39844,4390,202763,553177,51907,807849,302,4625,46,4981,50305,2613,57892,3349,3967,198,7511,52741,3283,63540,51081,6449,2508,60042,82637,8263,150941,89963,4649,5106,99719,44370,6604,150691,41298,8127,1867,51297,76865,5247,133403,3477,24132,284,27893,85778,4377,118041,955,23479,133,24569,67009,4037,95610,224,4260,26,4509,44870,3961,53346,35,249,0,281,20873,3408,24562,190695,79940,10170,280803,525435,41792,848032,498,7474,72,8041,105206,5293,118535,4706,5987,244,10933,110033,7380,128352,81215,9880,3313,94404,181729,19760,295897,163610,7246,7198,178051,102964,16914,297929,84991,11177,3004,99177,150972,13534,263686,11329,32748,494,44569,174564,10540,229678,2339,37074,191,39597,134722,7999,182320,477,7762,51,8293,84268,6984,99540,69,424,0,497
SOSR511,15,121,0,133,2060,126,2312,123,70,4,192,1596,165,1951,1324,121,50,1489,2541,532,4567,2529,100,114,2742,1618,520,4882,1381,144,40,1564,2760,429,4750,230,405,9,643,3577,338,4551,41,434,0,478,2974,244,3690,10,78,0,84,1687,125,1901,0,4,0,4,485,92,584,5643,1477,213,7332,19296,2567,29199,16,207,0,222,2003,105,2329,249,136,14,397,1381,103,1888,2165,197,167,2525,1946,289,4762,3093,170,244,3497,1320,220,5039,1303,389,79,1778,3052,221,5044,91,1085,16,1197,3418,211,4828,27,698,0,725,3040,206,3978,12,102,0,111,1932,173,2221,6,8,0,10,770,159,942,6963,2988,515,10470,18870,1689,31028,29,329,4,354,4065,226,4649,364,201,21,591,2981,272,3838,3486,317,216,4015,4481,826,9322,5615,272,352,6242,2938,735,9920,2685,538,123,3341,5810,649,9801,325,1494,23,1834,6993,550,9377,75,1129,3,1203,6016,448,7670,26,174,0,200,3616,298,4119,6,10,0,14
SOSR512,5,191,3,198,3190,309,3694,159,108,12,277,2629,333,3238,2029,195,72,2293,4177,951,7417,3474,154,130,3753,2768,879,7407,2042,209,67,2316,4518,772,7607,382,516,17,909,5940,650,7498,58,517,0,574,5086,438,6098,16,107,0,123,2953,278,3357,0,4,0,4,993,141,1143,8168,1996,292,10452,32255,4746,47455,27,309,4,335,2886,267,3487,363,209,24,603,2190,255,3044,3068,315,249,3631,3027,607,7268,4429,270,337,5030,2096,571,7697,1965,619,112,2695,4878,511,8081,163,1352,14,1530,5718,488,7735,37,933,6,982,5080,438,6500,11,142,0,148,3319,343,3805,0,10,0,13,1536,230,1776,10068,4151,749,14968,30723,3709,49404,31,490,3,528,6078,581,7185,531,313,31,877,4820,591,6283,5099,510,317,5924,7204,1555,14681,7898,421,463,8787,4869,1450,15102,4009,830,175,5014,9394,1282,15690,547,1867,31,2441,11655,1140,15229,95,1451,5,1555,10168,876,12592,23,246,0,272,6272,618,7165,6,15,0,23
SOSR513,18,102,0,119,1603,299,2021,86,64,4,161,1313,319,1796,1413,140,50,1606,2893,880,5376,2569,94,78,2748,2059,862,5664,1186,121,43,1350,2656,738,4739,173,247,0,428,2732,563,3721,18,163,0,181,1437,210,1823,4,33,0,43,669,108,814,0,3,0,0,176,26,207,5476,970,180,6626,15543,3990,26160,18,179,0,202,1351,262,1813,189,119,17,323,1111,258,1686,2220,225,179,2622,2555,852,6031,2929,186,233,3350,1583,696,5635,976,314,65,1354,2423,538,4315,72,531,5,605,2247,355,3205,5,258,4,266,1331,180,1774,0,53,0,56,709,102,860,0,3,0,5,254,42,300,6418,1864,495,8785,13554,3282,25619,39,282,5,322,2950,561,3837,278,183,20,482,2424,575,3483,3635,366,231,4226,5449,1729,11408,5502,285,312,6096,3645,1558,11301,2164,436,98,2696,5077,1273,9050,248,772,4,1034,4975,918,6923,21,423,4,449,2771,386,3599,8,89,0,98,1373,202,1677,4,6,0,7
SOSR514,0,40,0,48,731,103,876,34,13,0,43,510,65,616,417,43,10,470,934,188,1583,919,42,36,996,666,185,1850,606,47,27,680,941,215,1829,92,127,0,213,1314,140,1670,17,179,0,202,1331,128,1657,3,33,0,37,668,71,777,0,0,0,0,180,43,226,2093,520,75,2690,7267,1137,11094,8,65,0,65,603,75,744,53,26,7,83,385,54,533,668,83,48,795,720,119,1637,1236,77,98,1407,559,155,2123,564,119,39,723,1069,138,1933,40,345,0,387,1295,110,1797,12,292,0,303,1239,102,1645,0,39,0,46,705,98,849,0,5,0,5,275,65,346,2576,1050,191,3824,6856,922,11600,11,101,0,115,1333,171,1625,89,34,7,132,899,119,1148,1080,126,52,1264,1651,308,3227,2155,116,134,2409,1223,345,3973,1169,163,62,1401,2008,353,3760,125,471,3,608,2609,250,3470,27,471,4,504,2568,228,3298,7,75,0,84,1370,167,1624,0,5,0,5
SOSR515,12,139,5,152,2134,368,2657,124,82,10,219,1780,290,2289,1696,139,70,1898,3060,792,5755,2670,123,123,2911,2078,768,5755,1396,188,50,1637,3606,760,5998,291,375,13,672,4626,642,5946,39,348,3,386,4085,464,4934,10,63,0,76,2199,274,2547,0,7,0,9,616,129,755,6234,1461,267,7954,24187,4490,36634,26,254,15,289,1827,325,2441,313,157,17,487,1406,302,2191,2503,267,218,2992,2464,713,6169,3284,217,282,3782,1622,689,6095,1273,475,91,1833,3408,590,5835,101,943,18,1065,4316,484,5868,15,602,4,625,3867,402,4901,7,99,0,107,2140,288,2538,0,10,0,10,855,207,1077,7532,3018,635,11186,21916,4002,37107,37,393,17,438,3959,692,5095,443,237,26,704,3187,591,4481,4199,408,289,4885,5523,1505,11923,5957,337,401,6692,3701,1457,11851,2664,667,137,3465,7015,1346,11838,394,1318,29,1735,8947,1122,11810,58,947,7,1016,7957,867,9832,19,164,0,184,4337,564,5083,0,13,0,19
SOSR521,12,67,0,79,780,123,977,64,49,0,113,658,122,897,615,78,29,718,1057,300,2075,915,60,53,1024,819,292,2137,475,95,16,594,1541,382,2513,122,199,3,319,2187,350,2859,24,149,3,182,2006,237,2418,0,35,0,33,983,158,1177,0,0,0,0,269,50,320,2227,731,111,3066,10296,2011,15377,19,107,6,133,696,124,953,138,74,10,229,502,116,847,949,111,89,1146,865,261,2271,1166,118,115,1401,670,267,2332,444,245,30,715,1488,268,2473,48,386,11,444,1993,268,2706,14,293,5,310,1724,213,2245,0,41,0,41,956,169,1169,0,4,0,4,362,68,436,2777,1384,261,4425,9250,1754,15431,32,170,7,210,1470,244,1926,202,126,15,344,1162,243,1740,1561,190,122,1868,1921,560,4346,2079,178,169,2428,1494,563,4477,924,336,45,1305,3026,652,4984,170,579,10,765,4184,620,5562,37,449,3,486,3725,452,4668,0,79,3,78,1940,328,2347,0,8,0,10
SOSR522,10,81,0,91,445,90,632,62,75,10,139,362,53,557,356,81,47,480,633,152,1263,467,79,51,602,452,152,1202,255,75,17,346,825,178,1348,54,105,5,161,1188,189,1543,16,93,0,104,1161,169,1432,3,20,0,21,581,87,688,0,0,0,0,133,38,176,1214,596,133,1946,5786,1109,8847,19,106,3,129,365,82,577,120,78,28,225,329,66,612,518,79,94,695,479,121,1292,549,110,106,772,333,116,1218,227,166,29,420,714,125,1262,32,245,7,282,1076,164,1517,5,152,5,164,939,125,1225,3,28,4,34,524,89,648,0,3,3,7,151,48,201,1475,972,279,2724,4902,932,8560,34,184,7,228,813,170,1206,183,150,27,361,688,117,1168,873,156,138,1172,1112,267,2556,1018,189,157,1366,785,268,2419,481,242,49,767,1541,301,2606,78,348,10,441,2266,354,3061,17,244,5,269,2098,295,2656,7,50,4,54,1108,179,1336,0,10,3,8
SOSR531,26,211,0,234,3948,558,4741,102,151,16,267,3335,1046,4644,2040,206,74,2325,4828,2906,10059,4734,214,194,5142,3529,2820,11495,3345,378,112,3836,7429,2473,13733,665,986,30,1682,10859,1925,14468,110,1036,9,1153,8776,1116,11045,15,175,3,189,3814,499,4509,3,0,0,7,740,95,841,11040,3359,436,14835,47264,13438,75535,24,384,6,413,3322,453,4187,196,223,23,447,2250,381,3081,2795,327,210,3345,3091,881,7309,5412,312,427,6150,2209,948,9310,2853,877,144,3867,6755,1059,11683,271,2430,22,2726,8898,1040,12660,55,1545,14,1613,6558,749,8919,20,204,3,224,2991,354,3563,5,13,4,13,718,73,805,11630,6317,853,18793,36793,5939,61530,47,594,6,645,7268,1011,8927,296,372,38,710,5582,1428,7726,4842,538,290,5665,7917,3783,17368,10144,531,622,11296,5741,3766,20805,6196,1252,253,7707,14182,3530,25420,931,3414,57,4403,19760,2968,27127,167,2585,19,2765,15339,1864,19970,34,373,3,415,6805,856,8074,4,13,0,24
SOSR579,0,0,0,0,3,7,7,0,0,0,0,9,13,25,10,0,0,13,48,44,99,18,0,0,22,67,68,157,4,0,0,4,50,45,103,0,3,0,4,27,20,55,0,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,3,45,211,197,455,0,0,0,0,0,0,3,0,0,0,0,5,5,11,0,0,0,0,10,3,14,0,0,0,0,9,3,11,0,0,0,0,5,8,9,0,0,0,0,5,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,19,61,0,0,0,0,5,3,6,0,0,0,0,15,15,31,11,0,0,14,56,46,116,18,0,0,22,75,76,170,9,0,0,9,56,47,109,0,3,0,4,35,21,62,0,0,0,0,12,3,18,0,0,0,0,0,0,0,0,0,0,0
SOSR599,6,11,0,6,67,40,118,10,6,0,16,151,133,295,83,16,4,105,326,390,822,144,11,5,164,232,531,926,52,6,0,61,267,512,842,9,15,0,23,306,336,667,5,10,0,15,283,146,444,0,0,0,3,69,46,118,0,0,0,0,7,9,14,311,72,13,393,1708,2148,4247,4,14,0,18,66,59,147,17,8,0,27,123,105,256,101,24,6,130,299,265,692,163,11,17,189,141,281,613,29,19,8,49,199,227,468,0,33,3,38,279,161,477,0,15,0,15,210,90,316,0,0,0,0,27,14,38,0,0,0,0,5,12,16,310,126,30,469,1353,1213,3030,7,23,0,30,133,105,261,27,17,4,46,278,238,562,179,40,9,231,627,661,1512,308,23,23,352,379,805,1543,76,26,7,114,466,740,1313,9,51,3,64,586,495,1144,5,27,0,29,489,242,758,0,0,0,3,92,65,155,0,0,0,0
SOSR603,12,228,3,244,4829,285,5357,183,190,4,375,5537,338,6254,3023,421,91,3537,12532,1072,17136,5996,241,216,6458,5132,734,12326,3572,333,127,4031,6473,546,11047,693,840,18,1548,8640,473,10655,123,1520,3,1644,7283,433,9363,20,419,4,442,4484,347,5279,0,19,0,21,1614,162,1795,13619,4212,475,18303,56525,4386,79218,34,436,9,471,4394,263,5121,370,407,25,798,5086,289,6173,4518,724,252,5489,10569,842,16898,7200,463,515,8179,4270,547,12997,3623,786,174,4576,6968,413,11958,321,2286,17,2629,9000,417,12048,84,2598,8,2687,7772,478,10946,20,512,0,529,5686,470,6683,0,21,0,24,2751,305,3084,16168,8228,998,25388,56499,4032,85913,43,663,6,719,9222,540,10486,553,595,30,1181,10624,631,12423,7540,1139,344,9023,23100,1913,34039,13199,704,737,14637,9403,1284,25323,7194,1115,301,8609,13441,958,23007,1009,3127,41,4174,17643,889,22706,204,4119,7,4332,15058,918,20305,39,927,4,971,10171,822,11961,3,41,0,44
SOSR611,4,98,0,105,2083,147,2342,113,98,5,217,2350,214,2776,1321,151,40,1515,4355,412,6280,2353,119,89,2556,1948,240,4738,1322,124,40,1484,2956,215,4658,262,324,6,590,3677,199,4467,29,493,3,527,3095,188,3806,9,109,0,119,2076,169,2358,0,4,0,5,704,89,794,5409,1522,187,7117,23243,1862,32220,19,198,0,221,1976,104,2302,215,156,16,390,2061,171,2625,2027,284,133,2442,3309,297,6050,2824,153,172,3154,1673,196,5027,1361,364,74,1799,3223,181,5211,117,859,5,980,3806,184,4964,26,835,3,865,3459,234,4552,14,136,3,151,2586,208,2943,0,12,0,8,1258,142,1412,6604,2995,409,10013,23351,1719,35084,25,299,0,328,4062,252,4638,333,253,17,607,4410,381,5399,3348,432,176,3954,7664,709,12328,5177,271,261,5711,3620,436,9767,2681,494,109,3282,6182,398,9868,375,1181,11,1572,7481,380,9428,56,1327,8,1389,6552,416,8358,20,244,3,265,4660,376,5299,6,14,0,13
SOSR612,11,52,0,66,1137,80,1283,78,38,0,118,1085,61,1266,832,86,44,960,1747,159,2870,1125,59,40,1223,959,127,2305,589,94,24,704,1805,138,2642,119,229,3,352,2202,142,2690,17,218,4,233,2077,133,2439,9,57,0,65,1356,116,1540,0,0,0,0,417,53,472,2780,827,112,3715,12780,1008,17512,15,110,0,125,1041,72,1241,194,93,15,303,958,58,1318,1214,136,98,1451,1397,153,3007,1460,118,107,1683,845,116,2639,581,262,33,870,1880,113,2866,50,581,9,646,2339,131,3119,13,361,0,371,2320,156,2846,0,56,0,56,1531,161,1743,0,3,0,3,693,88,785,3520,1724,263,5514,13003,1049,19567,28,164,0,192,2178,155,2524,272,135,15,422,2043,121,2582,2048,220,149,2417,3147,316,5878,2585,175,149,2901,1797,242,4941,1166,353,55,1574,3681,247,5504,172,809,12,995,4546,271,5814,27,573,4,607,4397,282,5288,9,115,0,122,2890,275,3287,0,7,0,7
SOSR613,3,19,0,21,310,28,358,14,16,0,32,261,20,309,200,15,4,222,354,33,606,297,18,21,332,226,48,606,159,27,9,192,452,42,691,35,76,3,121,713,42,872,9,82,0,86,707,54,847,0,8,0,11,488,44,542,0,0,0,0,169,21,188,719,259,36,1022,3674,335,5030,3,29,0,31,297,23,351,33,31,0,67,239,24,332,294,35,23,346,276,27,651,371,33,30,431,194,32,663,165,99,9,269,520,35,820,8,207,0,219,766,45,1027,6,119,0,124,799,48,973,0,24,0,24,593,55,672,0,0,0,0,256,23,278,879,569,59,1505,3957,309,5771,12,39,0,55,607,52,713,52,45,0,94,507,39,643,494,51,28,571,635,60,1259,662,53,50,765,420,86,1264,321,127,11,462,975,80,1514,48,284,5,337,1478,85,1898,6,201,5,214,1506,101,1817,0,31,0,35,1081,102,1218,0,0,0,0
SOSR614,4,22,0,29,382,38,449,17,20,0,35,382,29,451,322,18,15,352,523,61,938,475,19,23,515,332,67,912,197,37,9,243,608,61,912,53,88,0,137,1010,68,1214,6,103,0,109,885,73,1059,4,20,0,19,475,30,527,0,0,0,0,129,15,144,1086,320,44,1445,4721,439,6611,0,34,0,37,355,43,437,39,32,3,69,309,25,406,478,55,34,567,393,60,1016,557,32,46,631,300,59,991,199,115,16,325,678,57,1061,13,237,5,257,904,53,1216,4,151,0,162,905,77,1142,0,28,0,28,605,50,683,0,0,0,5,199,25,222,1295,688,102,2086,4644,442,7173,6,53,0,64,739,85,890,66,46,3,114,688,52,854,799,76,44,921,920,115,1954,1032,51,64,1152,633,126,1907,393,150,25,566,1286,115,1967,66,322,7,395,1913,125,2430,15,258,4,279,1780,146,2200,4,43,0,42,1080,87,1205,0,4,0,5
SOSR615,0,81,0,87,1544,117,1746,93,70,3,168,1321,86,1575,1208,117,43,1368,2115,202,3688,1783,67,61,1917,1167,211,3288,960,123,26,1106,2253,193,3552,184,322,4,511,3462,224,4196,40,333,0,370,3726,281,4374,7,70,0,78,2171,209,2452,0,0,0,0,651,112,764,4273,1185,138,5597,18403,1633,25639,21,159,0,182,1243,104,1527,201,119,4,325,1192,75,1591,1769,174,145,2086,1643,194,3927,2165,122,167,2454,976,173,3599,859,358,56,1263,2553,211,4031,80,929,8,1015,3415,221,4646,23,583,5,610,3867,266,4744,6,97,0,101,2579,282,2967,0,4,0,3,1011,162,1180,5109,2545,387,8040,18473,1689,28202,22,241,0,264,2782,221,3270,289,194,7,493,2515,159,3169,2968,294,186,3451,3766,400,7612,3947,193,231,4369,2136,383,6894,1816,481,81,2371,4803,401,7584,265,1245,12,1522,6870,439,8836,61,918,5,978,7589,547,9113,11,169,0,176,4747,495,5420,6,4,0,4
SOSR621,0,24,0,24,451,64,540,24,16,0,38,406,47,493,357,40,12,406,650,76,1136,587,27,28,636,466,61,1168,358,37,16,411,876,90,1370,93,117,9,220,1397,105,1718,15,156,0,172,1373,127,1663,0,24,0,27,790,65,878,0,4,0,4,177,23,201,1434,448,63,1939,6588,648,9179,0,38,0,42,405,30,479,52,28,0,81,317,15,420,508,48,30,596,485,76,1150,696,37,55,783,360,70,1216,334,117,23,477,868,77,1430,35,301,3,336,1385,95,1818,10,242,0,251,1289,85,1625,0,26,0,26,732,96,857,0,0,0,0,236,27,270,1644,836,120,2601,6084,577,9263,0,63,0,64,859,92,1022,79,49,0,129,728,69,916,872,90,44,1006,1135,151,2286,1286,62,82,1426,833,128,2385,696,153,47,890,1738,165,2800,124,421,13,552,2783,203,3538,21,399,0,420,2663,210,3294,0,50,0,54,1518,160,1735,0,7,0,7
SOSR622,0,9,0,9,184,17,205,13,6,0,18,158,20,191,141,9,0,150,220,20,396,212,11,12,240,181,17,441,129,29,4,163,389,37,593,38,69,0,104,656,50,807,4,53,0,54,746,68,866,0,10,0,10,331,48,388,0,0,0,0,64,28,98,531,192,18,742,2923,311,3979,0,18,0,16,173,16,214,19,14,0,38,106,14,160,190,23,3,217,178,27,418,264,24,21,307,124,29,458,123,47,3,175,397,35,602,13,143,0,158,642,50,857,3,88,0,87,613,58,757,0,14,0,14,307,42,357,0,0,0,0,95,37,134,615,357,35,1008,2637,296,3945,0,27,0,29,356,34,418,31,20,0,51,265,28,347,329,32,3,365,401,50,810,478,35,38,542,301,50,897,253,76,12,333,786,75,1192,52,214,0,268,1297,98,1662,3,141,0,142,1356,120,1622,0,20,0,18,631,89,744,0,0,0,0
