SOSR_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
SOSR331,8,112,5,118,..,49,8,59,0,59,..,149,3,152,0,158,..,63,17,79,0,79,..,366,33,398,6,405,..,327,21,347,3,348,..,31,5,33,0,34,..,99,38,138,0,140,..,16,0,11,0,18,..,160,102,259,8,260,..,2565,360,2926,73,2999,..,7352,906,8262,149,8413,..,483,61,544,24161,24700,199985,7836,965,8801,24311,233099,188673,..,..,..,..,188673,..,507,5,509,0,512,..,58,4,64,0,65,..,848,38,883,20,906,..,100,12,112,0,117,..,366,109,471,3,478,..,15,14,30,0,30,..,479,136,618,6,619,..,87,5,93,5,100,..,313,5,316,6,326,..,796,15,815,4,819,..,80,5,84,0,84,..,8,0,8,0,8,..,10,0,10,0,10,..,96,7,103,0,103,..,13,0,13,0,13,..,143,18,163,5,166,..,23,5,29,0,29,..,29,7,36,0,36,..,14,0,11
SOSR379,0,8,0,8,..,0,0,0,0,0,..,7,0,8,0,8,..,0,0,0,0,0,..,15,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,16,0,18,..,0,0,0,109,109,27,14,0,16,109,149,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR399,0,0,0,0,..,8,0,8,0,8,..,6,0,6,0,6,..,6,0,6,0,3,..,22,0,24,0,23,..,55,0,63,0,63,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,4,10,0,10,..,146,12,160,7,163,..,484,61,546,10,551,..,29,4,34,2068,2109,5206,516,65,576,2082,7861,4768,..,..,..,..,4768,..,5,0,4,0,4,..,15,0,15,0,16,..,27,0,29,0,29,..,14,0,9,0,9,..,55,27,82,0,82,..,0,0,0,0,0,..,71,26,96,0,96,..,0,0,0,0,0,..,47,0,47,0,47,..,40,0,40,3,41,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,7,0,7,..,0,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0
SOSR401,34,1508,20,1528,..,631,37,662,4,671,..,2047,52,2099,22,2122,..,630,43,673,8,681,..,4784,164,4945,53,4996,..,2864,265,3128,36,3169,..,1558,69,1626,16,1641,..,498,94,593,12,600,..,288,41,321,4,324,..,7094,2312,9406,67,9475,..,17655,4194,21849,477,22330,..,119257,18447,137703,1528,139228,..,2337,431,2771,21736,24511,446408,121598,18879,140476,23264,610146,462865,..,..,..,..,462865,..,973,14,988,6,999,..,4283,811,5094,50,5145,..,529,20,546,4,552,..,4062,1042,5107,36,5140,..,13313,3339,16652,135,16788,..,638,191,829,0,833,..,18011,4572,22589,173,22754,..,1176,182,1355,11,1370,..,1130,39,1168,8,1181,..,2123,59,2180,27,2208,..,8718,1713,10431,61,10494,..,1216,91,1305,3,1315,..,3036,346,3382,28,3409,..,4233,232,4472,25,4496,..,3689,944,4629,47,4668,..,7625,829,8455,88,8543,..,1804,115,1923,12,1938,..,1895,208,2108,28,2127,..,781,50,838
SOSR412,4,105,0,105,..,12,0,12,0,12,..,107,6,109,0,109,..,23,0,28,0,28,..,240,8,246,0,247,..,75,4,78,0,78,..,46,0,45,0,45,..,19,0,19,0,19,..,4,0,3,0,3,..,32,8,40,0,40,..,546,179,720,17,742,..,2301,310,2614,49,2661,..,127,12,144,2138,2282,42635,2437,323,2758,2179,47572,44763,..,..,..,..,44763,..,185,4,187,0,188,..,64,3,63,0,63,..,47,0,51,4,50,..,38,9,45,0,45,..,128,40,166,0,166,..,13,4,17,0,17,..,186,48,226,0,231,..,38,9,44,0,44,..,50,3,57,0,57,..,128,3,129,6,130,..,85,13,95,0,95,..,15,0,11,0,11,..,12,0,16,0,16,..,45,5,47,0,47,..,18,0,18,0,18,..,93,7,98,3,98,..,56,0,58,0,58,..,42,0,45,0,45,..,9,0,9
SOSR413,5,85,0,85,..,14,0,22,0,19,..,146,3,158,0,152,..,41,3,48,0,46,..,294,15,303,3,311,..,46,0,48,4,50,..,17,0,17,0,22,..,16,0,14,0,14,..,19,5,26,0,26,..,65,21,80,0,82,..,508,81,597,13,607,..,2143,266,2407,32,2445,..,165,8,172,3326,3500,38679,2307,275,2577,3360,44620,41122,..,..,..,..,41122,..,60,0,64,0,64,..,44,4,44,0,44,..,236,0,236,8,245,..,27,10,31,0,32,..,149,87,239,0,238,..,6,0,5,0,5,..,179,94,270,6,277,..,48,3,52,0,57,..,60,4,65,0,69,..,152,0,152,0,152,..,81,8,90,0,90,..,12,0,15,0,15,..,12,0,12,0,12,..,25,0,29,0,29,..,31,0,27,0,27,..,105,13,115,0,115,..,26,0,24,0,21,..,28,0,28,0,28,..,6,0,6
SOSR414,0,30,0,30,..,4,0,10,0,10,..,24,0,24,0,24,..,36,10,41,0,41,..,91,13,105,0,105,..,10,0,17,0,17,..,3,0,4,0,4,..,19,5,22,0,22,..,4,0,4,0,4,..,16,10,23,0,23,..,197,88,285,7,291,..,601,172,775,16,790,..,38,6,45,661,703,13764,643,170,818,679,15259,14923,..,..,..,..,14923,..,25,0,25,0,25,..,7,0,7,0,7,..,8,0,8,0,11,..,9,0,9,0,9,..,38,35,69,0,69,..,3,4,8,0,8,..,48,41,86,0,88,..,0,3,5,0,5,..,16,0,19,0,19,..,82,3,86,0,90,..,12,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0
SOSR415,7,79,0,79,..,21,3,24,0,31,..,75,0,79,0,79,..,64,20,88,0,88,..,238,35,270,0,265,..,58,0,60,0,60,..,23,0,24,0,31,..,15,4,24,0,27,..,24,0,23,0,25,..,89,36,130,0,130,..,488,162,652,17,665,..,2540,458,2997,54,3048,..,129,16,147,3372,3522,50634,2672,471,3144,3423,57207,52744,..,..,..,..,52744,..,70,0,72,0,72,..,19,5,18,4,21,..,99,4,101,4,108,..,37,5,40,0,40,..,124,35,157,3,159,..,7,9,13,0,13,..,162,44,208,3,218,..,33,3,40,6,44,..,37,3,41,0,41,..,161,7,163,4,172,..,223,74,298,0,298,..,6,0,6,0,6,..,11,0,12,0,12,..,37,3,38,0,38,..,27,9,29,0,29,..,227,47,267,6,282,..,55,3,53,3,57,..,19,5,23,0,23,..,6,0,9
SOSR421,0,30,0,30,..,5,0,7,0,7,..,20,4,22,0,22,..,8,0,10,0,10,..,65,8,70,0,70,..,3,0,3,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,7,0,7,..,282,69,350,8,361,..,579,92,671,18,684,..,46,5,47,1077,1129,13982,629,100,723,1087,15796,14387,..,..,..,..,14387,..,28,0,28,0,28,..,6,0,6,0,6,..,218,40,252,5,255,..,5,0,8,3,5,..,40,7,45,0,51,..,0,0,0,0,0,..,48,7,56,4,55,..,0,0,0,0,0,..,13,0,13,0,13,..,44,0,50,0,44,..,7,0,9,0,13,..,6,0,6,0,6,..,3,0,5,0,5,..,4,0,4,0,4,..,12,0,12,0,12,..,8,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0
SOSR422,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,6,0,4,..,12,0,13,0,16,..,5,0,6,0,6,..,0,0,0,0,0,..,0,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,595,74,669,33,698,..,726,83,812,32,840,..,37,5,41,733,773,8145,770,85,851,767,9764,7690,..,..,..,..,7690,..,14,0,15,0,15,..,0,0,0,0,0,..,607,65,675,32,704,..,0,0,0,0,0,..,12,0,15,0,15,..,0,0,0,0,0,..,15,0,16,0,19,..,0,0,0,0,0,..,4,0,4,0,4,..,18,3,24,0,24,..,9,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
SOSR431,0,44,0,44,..,24,3,32,0,32,..,49,0,50,0,54,..,26,30,57,0,57,..,141,33,179,3,179,..,60,6,65,0,65,..,16,4,25,0,25,..,35,5,39,4,41,..,33,8,42,0,42,..,174,124,297,3,299,..,701,108,809,56,866,..,2797,505,3303,83,3393,..,152,15,166,6057,6223,66742,2949,520,3472,6140,76352,61211,..,..,..,..,61211,..,114,0,112,4,114,..,30,4,34,0,35,..,378,17,393,44,440,..,26,5,31,0,31,..,90,31,119,0,119,..,5,7,7,0,7,..,117,38,161,0,159,..,27,3,30,0,30,..,81,4,87,0,87,..,235,6,239,0,240,..,312,64,369,3,377,..,6,0,6,0,6,..,10,0,10,0,10,..,10,0,14,0,14,..,5,7,10,0,10,..,111,37,148,4,151,..,3,0,9,0,9,..,0,0,0,0,0,..,0,0,0
SOSR479,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,5,5,0,8,0,8,5,12,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR499,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,41,9,44,3,48,..,126,19,141,6,148,..,21,0,22,472,491,1230,145,18,166,476,1873,1034,..,..,..,..,1034,..,0,0,0,0,0,..,6,0,7,0,7,..,12,0,12,6,26,..,4,0,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,11,7,16,0,16,..,0,0,0,0,0,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR501,95,4413,53,4462,..,4484,392,4877,54,4933,..,6142,160,6301,57,6360,..,3081,251,3330,25,3363,..,18025,899,18923,194,19115,..,4909,411,5319,68,5384,..,3941,248,4188,60,4252,..,1604,213,1817,16,1839,..,842,152,989,4,992,..,7278,2438,9716,80,9804,..,30221,4531,34748,721,35473,..,182042,22775,204816,2431,207247,..,4524,597,5121,50589,55706,744077,186565,23372,209938,53019,1007026,760255,..,..,..,..,760255,..,5774,88,5862,32,5890,..,6252,1203,7451,64,7512,..,959,26,981,8,996,..,8143,2126,10269,68,10342,..,20863,5894,26759,221,26979,..,1746,310,2055,11,2066,..,30756,8328,39081,299,39387,..,2213,322,2531,13,2550,..,4204,156,4358,61,4414,..,3648,92,3738,47,3788,..,1905,232,2130,19,2153,..,1612,164,1781,20,1792,..,4242,478,4722,42,4767,..,4994,369,5368,49,5410,..,2109,198,2301,28,2332,..,8264,901,9173,118,9286,..,2755,181,2934,19,2958,..,3035,298,3332,33,3369,..,1197,89,1290
SOSR511,8,155,5,162,..,40,0,46,0,46,..,174,6,173,0,173,..,80,5,95,0,91,..,449,20,464,6,472,..,81,4,79,0,81,..,22,0,21,0,21,..,19,3,25,0,25,..,3,0,3,0,3,..,32,11,52,0,52,..,449,56,506,14,520,..,2589,267,2861,36,2890,..,103,6,117,2568,2680,31386,2700,276,2974,2602,36962,33008,..,..,..,..,33008,..,333,4,336,0,334,..,72,9,79,0,79,..,66,0,70,0,70,..,44,9,52,0,54,..,220,82,301,0,305,..,14,0,12,0,12,..,271,94,368,3,370,..,12,0,12,0,12,..,62,0,62,0,63,..,63,0,63,0,63,..,48,4,53,0,53,..,19,0,27,0,27,..,24,8,31,0,31,..,48,4,51,0,51,..,30,0,30,0,30,..,70,6,81,0,80,..,19,5,26,0,26,..,45,0,46,0,45,..,7,0,14
SOSR512,7,311,3,313,..,90,6,95,0,95,..,350,5,360,4,366,..,179,31,204,4,212,..,922,49,969,13,982,..,99,3,103,0,107,..,49,0,52,5,57,..,66,6,75,0,75,..,15,0,12,0,12,..,88,29,120,0,121,..,984,171,1148,32,1183,..,4236,433,4666,75,4745,..,241,22,266,5034,5300,49308,4478,455,4932,5111,59351,51242,..,..,..,..,51242,..,434,5,435,0,436,..,39,3,45,0,46,..,183,8,186,0,192,..,43,18,57,0,57,..,184,50,232,0,232,..,10,0,12,0,12,..,236,69,307,0,307,..,19,0,22,0,22,..,117,7,123,0,123,..,186,6,191,4,200,..,15,0,15,6,18,..,17,0,18,0,18,..,35,3,40,0,40,..,81,9,87,0,87,..,35,4,41,0,41,..,92,12,103,4,106,..,37,0,37,0,37,..,50,4,52,0,52,..,20,4,23
SOSR513,9,199,0,198,..,60,6,60,0,61,..,270,7,278,4,283,..,145,17,156,3,162,..,664,35,701,10,705,..,98,8,102,0,108,..,26,0,28,0,28,..,82,4,92,0,93,..,12,0,16,0,16,..,51,7,59,0,58,..,857,73,931,29,954,..,3153,223,3373,57,3432,..,274,18,297,4533,4827,26302,3425,241,3664,4592,34557,25657,..,..,..,..,25657,..,225,0,230,0,228,..,30,3,33,0,33,..,447,12,458,7,463,..,69,8,75,0,74,..,151,29,186,4,191,..,3,3,8,0,8,..,222,42,269,6,275,..,18,0,18,0,18,..,86,0,91,0,91,..,134,4,137,0,139,..,20,6,24,0,26,..,15,0,15,0,15,..,44,9,57,0,56,..,64,0,72,0,72,..,20,7,26,0,24,..,44,3,48,3,51,..,47,6,58,0,58,..,31,0,31,0,31,..,19,0,19
SOSR514,0,30,0,30,..,20,0,23,0,23,..,50,0,50,0,50,..,10,0,6,0,6,..,112,5,113,0,113,..,53,5,54,0,56,..,3,0,3,0,3,..,10,9,17,0,17,..,0,0,0,0,0,..,14,3,22,0,22,..,105,63,168,5,175,..,737,127,867,10,874,..,51,4,56,1201,1255,11933,792,126,919,1210,14058,12329,..,..,..,..,12329,..,27,0,29,0,29,..,5,0,4,0,4,..,24,0,20,0,25,..,12,5,16,0,16,..,41,9,54,0,54,..,3,0,3,0,3,..,55,22,76,0,76,..,0,0,0,0,0,..,72,0,73,0,72,..,99,0,101,0,104,..,7,0,7,0,9,..,3,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,6,0,13,0,13,..,8,0,8,0,8,..,0,0,0
SOSR515,5,232,8,236,..,63,3,65,0,68,..,220,6,228,0,228,..,135,37,172,3,177,..,646,52,695,10,705,..,66,0,70,0,70,..,26,0,26,0,28,..,56,8,63,0,64,..,5,0,5,0,5,..,49,24,71,0,71,..,1154,197,1358,37,1389,..,3186,399,3581,74,3653,..,214,80,301,5162,5457,37275,3399,483,3884,5229,46388,37350,..,..,..,..,37350,..,155,0,155,0,152,..,23,10,34,0,34,..,531,18,557,15,571,..,36,9,49,0,49,..,163,46,211,4,215,..,3,0,9,0,9,..,208,55,261,4,266,..,29,3,32,0,32,..,93,0,93,0,91,..,137,3,142,0,142,..,14,0,12,0,15,..,7,0,7,0,7,..,8,5,5,0,5,..,23,3,27,0,28,..,6,0,7,0,7,..,35,4,39,0,39,..,25,5,24,0,24,..,15,0,23,0,23,..,0,0,0
SOSR521,3,92,0,98,..,13,0,13,0,13,..,93,4,91,0,96,..,14,0,17,0,17,..,211,4,213,3,217,..,34,5,32,0,32,..,5,0,5,0,5,..,12,0,12,0,19,..,0,0,0,0,0,..,23,7,25,0,25,..,744,62,807,31,841,..,1344,123,1468,46,1512,..,90,9,100,2128,2231,15334,1439,129,1572,2176,19079,15035,..,..,..,..,15035,..,73,4,77,0,76,..,4,0,4,5,9,..,701,47,748,24,770,..,10,3,7,0,7,..,44,26,69,0,75,..,4,0,3,0,3,..,54,28,83,0,82,..,4,0,9,0,9,..,30,0,28,0,27,..,63,0,67,0,67,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,8,0,8,..,5,0,5,0,6,..,7,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
SOSR522,0,8,0,8,..,5,0,5,0,5,..,26,0,26,0,26,..,5,0,10,0,10,..,40,0,47,0,47,..,6,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,4,..,1313,149,1458,41,1498,..,1528,165,1692,42,1736,..,41,24,60,1152,1214,8008,1571,186,1750,1198,10961,7673,..,..,..,..,7673,..,15,0,15,0,15,..,0,0,0,0,0,..,1395,118,1513,38,1553,..,0,0,0,0,0,..,16,3,18,0,18,..,0,0,0,0,0,..,20,3,20,0,20,..,5,0,5,0,5,..,15,0,15,0,15,..,24,0,24,0,28,..,4,0,4,0,4,..,0,0,4,0,4,..,3,0,5,0,5,..,3,0,3,0,3,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR531,0,120,0,123,..,53,0,54,0,54,..,155,6,155,3,158,..,85,32,112,0,117,..,407,33,445,5,452,..,130,12,135,0,135,..,20,0,20,0,20,..,38,3,50,0,50,..,7,0,7,0,7,..,140,74,217,5,222,..,1962,186,2151,55,2206,..,4950,475,5421,94,5515,..,226,19,245,13782,14026,69826,5172,493,5664,13875,89366,62474,..,..,..,..,62474,..,369,5,377,3,382,..,32,4,34,0,34,..,1242,75,1322,30,1348,..,32,5,40,0,40,..,193,36,228,3,234,..,7,0,10,0,10,..,232,51,281,3,288,..,77,7,84,0,84,..,179,5,190,0,190,..,364,7,374,3,378,..,42,10,48,0,48,..,10,3,14,0,14,..,7,3,10,0,7,..,9,0,9,0,9,..,0,0,0,0,0,..,29,0,31,0,31,..,12,0,12,0,12,..,8,3,8,0,8,..,6,0,6
SOSR579,0,9,0,8,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,24,0,28,0,28,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,56,3,61,0,60,..,0,0,0,192,192,206,56,3,61,198,455,29,..,..,..,..,29,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR599,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,12,0,16,0,16,..,19,0,22,0,22,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,10,0,10,..,49,12,58,4,59,..,215,26,239,3,243,..,45,3,48,2165,2210,2185,260,28,285,2170,4639,1896,..,..,..,..,1896,..,10,0,10,0,10,..,3,0,8,0,8,..,12,0,15,0,15,..,5,0,5,0,5,..,13,3,18,0,18,..,0,0,0,0,0,..,20,3,25,0,25,..,0,0,0,0,0,..,27,0,25,0,25,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
