SOSR_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_05_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_05_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_05_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_05_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_05_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_05_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_05_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_05_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_05_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_05_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_05_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_05_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_05_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_05_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_05_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_05_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_05_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_05_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
SOSR379,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,41,19,18,73,204,87,19,20,519,0,0,0,0,0,0,0,0,0,17,22,57,42,79,29,26,102,271,132,26,53,827,90,40,22,15,0,0,6,0,12,9,196,23,14,28,5,4,5,4,10,10,5,103,0,5,4,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,5,24,19,32,5,4,4,3,10,18,8,123,0,0,0,0,0,0,0,0,0,25,30,114,57,54,18,6,14,10,11,29,39,350,147,34,16,0,4,5,10,3,4,7,231,18,9,11,3,0,0,0,0,6,0,42,3,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,17,9,7,3,0,0,0,3,3,3,56,0,0,0,0,0,0,0,0,0,21,24,167,42,26,0,4,4,16,9,12,37,310,331,32,9,0,0,0,4,4,3,13,400,30,6,0,0
SOSR401,12548,4150,4658,5411,6089,1991,323,570,47231,7,7,10,8,6,8,10,3,0,84,141,7559,10606,14546,4669,5171,6034,6800,2366,447,907,59106,7248,2845,2225,372,340,385,462,243,82,272,14479,7974,14343,9511,1965,1901,2128,2058,815,184,347,41230,405,1115,1446,336,270,338,457,168,52,89,4672,18,31,9,6,3,0,0,0,0,0,76,8401,15484,10974,2304,2170,2466,2514,981,240,437,45978,6,9,7,0,0,0,0,0,0,60,90,15662,18340,13212,2680,2508,2854,2972,1227,319,771,60552,13071,3763,1801,180,166,187,167,86,31,349,19800,9325,6235,3010,399,394,349,355,169,56,221,20513,1482,1358,1277,226,218,241,326,147,32,98,5412,23,14,10,0,5,0,5,0,0,8,59,10836,7609,4295,631,614,591,687,316,86,326,25976,6,4,0,0,0,5,0,0,0,52,71,23916,11374,6098,810,783,784,849,396,119,725,45848,25902,1980,470,52,49,38,54,43,18,494,29092,10440,1532,532,70
SOSR412,202,62,90,93,65,29,6,11,711,0,0,0,0,0,0,0,0,0,0,5,270,254,299,83,102,100,79,39,14,15,1271,373,148,105,14,12,11,9,9,3,11,696,121,295,244,39,31,53,39,19,6,14,861,0,29,32,8,3,5,5,0,4,0,94,0,0,0,0,0,0,0,0,0,0,5,123,321,271,47,39,62,47,22,13,14,957,0,0,0,0,0,0,0,0,0,3,3,496,471,379,61,52,80,55,31,16,29,1661,1028,222,118,13,13,14,3,4,7,27,1452,164,196,119,17,9,10,11,7,7,11,557,7,39,15,0,3,0,0,0,0,4,80,0,0,0,0,0,0,0,0,0,0,0,176,233,138,18,16,17,12,7,9,20,641,0,0,0,0,0,0,0,0,0,0,0,1202,450,261,31,24,27,20,8,16,43,2090,2408,136,40,7,4,3,6,0,0,66,2677,191,50,28,0
SOSR413,185,65,96,87,111,47,16,14,738,0,0,0,0,0,0,0,0,0,39,42,153,152,246,78,107,99,129,53,26,75,1121,254,115,76,15,15,13,18,3,4,16,532,71,231,212,38,57,43,43,31,7,11,735,3,13,30,11,7,3,5,10,0,3,82,0,0,0,0,0,0,0,0,0,0,5,76,238,241,41,62,44,49,38,6,12,819,0,0,0,0,0,0,0,0,0,35,39,330,356,327,62,76,59,76,46,14,62,1391,707,130,71,9,8,11,10,7,5,25,976,129,146,71,7,16,10,14,11,4,6,416,7,27,10,0,0,0,10,8,0,0,64,0,0,0,0,0,0,0,0,0,0,0,137,177,84,9,16,9,26,16,4,10,481,3,0,0,0,0,0,0,0,0,26,26,845,305,158,12,23,15,33,19,7,58,1479,1481,94,34,3,0,0,5,6,0,43,1674,148,44,21,3
SOSR414,72,27,27,24,58,14,4,10,264,0,0,0,0,0,0,0,0,0,0,0,77,62,102,33,29,36,60,19,8,14,439,86,43,34,5,3,11,7,6,8,10,207,26,51,73,20,12,18,17,6,4,8,237,0,11,21,8,9,7,8,4,0,0,77,0,0,0,0,0,0,0,0,0,0,0,29,63,97,31,27,18,23,4,9,7,312,0,0,0,0,0,0,0,0,0,0,0,113,107,132,37,32,30,29,12,10,10,518,244,59,34,5,5,0,9,0,0,13,360,42,29,29,4,13,3,3,0,0,8,121,4,15,14,0,5,4,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,3,43,43,37,7,16,8,3,0,0,9,174,0,0,0,0,0,0,0,0,0,0,0,285,111,66,7,22,10,13,5,0,18,536,616,47,12,0,0,3,0,0,0,24,709,44,16,6,0
SOSR415,235,89,81,104,153,71,25,36,962,0,0,0,0,0,0,0,0,0,3,7,215,233,356,112,99,119,178,86,23,49,1471,313,189,129,19,12,6,14,14,0,24,705,98,264,222,47,53,44,44,15,13,8,814,8,16,36,7,13,13,8,9,0,10,103,0,0,0,0,0,0,0,0,0,0,0,103,273,255,52,64,52,57,22,13,19,922,0,0,0,0,0,0,0,0,0,0,4,418,461,384,72,74,58,69,33,12,44,1625,936,253,97,4,11,5,3,3,4,33,1354,138,117,77,9,12,8,10,6,0,4,396,19,42,24,3,3,0,16,3,0,4,121,0,0,0,0,0,0,0,0,0,0,0,159,164,104,11,18,8,28,12,0,10,514,0,0,0,0,0,0,0,0,0,0,5,1092,413,198,21,26,16,35,18,3,40,1867,2276,162,39,5,4,7,3,7,0,88,2594,203,33,11,0
SOSR421,48,12,16,22,50,28,7,3,208,0,0,0,0,0,0,0,0,0,0,0,40,43,64,19,13,28,56,28,10,10,312,82,27,19,3,9,4,5,0,0,11,159,6,20,31,13,8,4,12,18,0,0,123,0,0,6,3,0,5,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,20,37,13,8,8,12,23,5,4,141,0,0,0,0,0,0,0,0,0,0,0,91,44,62,19,21,12,19,21,5,15,301,247,59,21,4,5,0,3,0,0,14,349,19,26,15,0,0,0,5,0,0,0,80,0,0,6,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,26,21,3,0,5,10,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,272,82,38,9,5,5,9,0,4,11,440,641,32,8,0,0,0,5,0,0,29,716,34,5,9,4
SOSR422,18,3,11,14,7,4,0,0,66,0,0,0,0,0,0,0,0,0,0,0,23,15,33,5,11,14,7,6,0,0,121,47,25,7,3,3,4,3,0,0,9,94,7,17,7,9,7,4,3,0,0,0,57,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,17,7,9,7,4,7,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,48,41,18,6,11,3,11,3,4,10,149,149,17,9,0,0,0,0,0,0,9,193,6,9,9,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,16,8,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,156,30,16,0,0,0,0,0,0,14,222,386,11,11,0,0,0,0,0,0,23,427,35,3,3,0
SOSR431,125,59,51,68,104,31,17,23,603,0,0,0,0,0,0,0,0,0,25,28,217,178,219,72,80,94,137,57,19,71,1148,398,185,116,12,14,19,3,5,0,25,789,149,155,132,27,18,15,37,11,6,12,568,16,21,20,4,3,10,15,3,0,6,93,0,5,0,0,0,0,0,0,0,0,3,168,176,153,30,23,23,44,16,9,19,661,0,0,0,0,0,0,0,0,0,25,31,568,360,274,47,39,43,54,27,7,68,1476,1285,291,82,20,8,5,14,5,4,64,1767,248,83,46,9,7,7,14,11,0,17,437,69,16,22,4,7,0,9,3,0,9,141,4,0,0,0,0,0,0,0,0,0,3,313,100,66,12,18,8,20,13,0,20,585,0,0,0,0,0,0,0,0,0,25,29,1600,393,156,34,22,7,35,18,3,106,2372,3070,156,47,3,11,6,9,0,0,165,3465,346,42,20,0
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,8,0,3,13,33,13,9,0,85,0,0,0,0,0,0,0,0,0,6,6,13,14,10,0,4,12,36,15,4,3,125,6,5,6,0,0,0,0,0,8,0,30,4,3,4,0,0,0,0,0,4,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,4,4,29,0,0,0,0,0,0,0,0,0,3,3,14,11,13,0,5,4,0,0,12,8,60,39,4,0,0,0,0,0,0,0,0,48,8,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,4,46,7,0,0,0,0,0,0,3,4,65,62,5,0,0,0,0,4,0,0,7,72,7,0,6,0
SOSR501,19898,5287,4963,6173,7393,2479,492,1033,69393,10,20,25,6,9,13,18,8,0,282,388,22635,24825,31567,6905,6502,7871,9477,3434,874,2194,116289,25774,14125,12388,1076,854,813,792,426,213,799,57259,16947,26700,20988,2738,2350,2322,2410,990,289,667,76398,641,2052,1905,389,377,370,425,179,58,153,6546,24,42,35,7,3,3,7,0,0,20,150,17608,28788,22930,3135,2729,2694,2840,1172,349,840,83098,25,34,22,7,3,0,3,3,0,193,296,43410,42947,35337,4214,3590,3510,3639,1596,564,1831,140646,41185,14505,7710,552,447,392,391,238,119,909,66446,18045,14619,8081,820,620,521,547,315,101,439,44108,2021,2325,1302,255,214,227,286,155,29,178,6995,35,25,13,4,0,0,6,4,0,13,111,20100,16975,9393,1077,834,746,842,477,130,632,51219,40,18,9,4,0,0,0,3,0,129,196,61329,31499,17119,1633,1283,1135,1234,716,248,1673,117860,61496,8002,2937,229,169,163,253,166,83,974,74467,18788,4846,1749,174
SOSR511,285,81,89,122,121,41,19,4,950,0,0,0,0,0,0,0,0,0,21,18,299,385,502,109,117,158,158,52,25,48,1854,503,350,230,17,10,15,15,11,3,28,1174,124,428,453,49,50,38,48,26,10,15,1239,4,16,23,4,7,7,8,3,0,0,59,0,0,4,0,0,0,0,0,0,0,6,132,441,475,53,57,48,52,25,10,15,1310,0,0,0,0,0,0,0,0,0,18,23,633,787,708,76,74,64,68,33,15,59,2510,1045,376,197,5,14,14,16,5,5,29,1702,162,318,183,12,26,0,22,6,5,5,737,8,18,14,0,0,0,3,0,0,0,49,0,5,0,0,0,0,0,0,0,0,0,167,339,192,10,27,4,21,6,5,5,788,0,0,0,0,0,0,0,0,0,21,21,1212,722,393,21,35,20,37,9,7,60,2511,1757,250,86,6,9,3,6,11,0,32,2159,207,113,31,5
SOSR512,509,108,102,150,207,83,37,15,1534,0,0,0,0,0,0,0,0,0,37,38,466,558,827,157,159,229,288,110,55,77,2938,712,497,392,37,29,26,35,22,10,41,1800,200,640,540,72,88,87,85,39,27,21,1796,12,23,36,9,3,10,5,8,3,6,110,0,0,0,0,0,0,0,0,0,0,6,210,669,581,79,95,94,85,53,36,20,1915,0,6,0,0,0,0,0,0,0,34,36,922,1161,972,116,117,119,120,76,43,100,3750,1496,424,230,11,19,11,12,10,3,42,2262,289,544,287,21,30,26,18,8,5,4,1231,20,33,30,7,0,3,0,3,4,3,109,0,0,0,0,0,0,0,0,0,0,6,300,581,320,26,35,29,21,14,9,7,1342,0,0,0,0,0,0,0,0,0,19,22,1797,1000,549,39,55,40,41,16,10,69,3616,2545,321,146,8,5,7,12,13,3,52,3118,281,160,86,5
SOSR513,346,118,80,129,212,84,26,34,1296,0,0,0,0,0,0,0,0,0,3,5,461,556,736,172,117,180,302,115,35,71,2735,662,546,440,30,26,20,25,22,0,44,1817,149,456,448,64,57,43,69,22,11,17,1341,4,12,10,3,3,7,7,0,0,0,48,0,4,0,0,0,0,0,0,0,0,6,159,470,458,66,63,49,74,24,7,18,1394,0,0,0,0,0,0,0,0,0,3,8,821,1014,899,98,92,72,97,45,15,69,3211,874,452,230,16,10,10,16,3,9,44,1669,201,314,183,17,10,12,21,8,7,10,786,3,18,9,6,0,3,7,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,204,333,191,21,10,16,24,12,7,12,833,0,0,0,0,0,0,0,0,0,4,6,1083,785,423,35,22,27,40,15,9,60,2504,1267,240,102,6,4,13,0,4,4,37,1684,194,127,54,6
SOSR514,105,24,35,45,70,24,5,24,382,0,0,0,0,0,0,0,0,0,0,5,98,87,210,55,48,71,110,32,7,38,758,258,152,108,8,4,5,0,4,0,9,547,42,123,125,17,12,6,3,0,0,4,334,0,10,3,0,0,0,0,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,42,130,128,19,12,8,3,0,0,14,363,0,0,0,0,0,0,0,0,0,0,0,295,283,238,21,16,8,8,5,0,25,903,410,97,58,4,5,3,4,3,0,14,598,55,54,34,3,0,0,5,0,0,0,157,0,6,3,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,55,62,37,4,0,0,5,0,0,14,176,0,0,0,0,0,0,0,0,0,0,0,464,157,90,9,5,3,7,8,0,28,770,643,45,25,5,0,4,0,4,0,17,738,51,20,8,0
SOSR515,268,96,93,143,235,86,59,32,1246,0,0,0,0,0,0,0,0,0,11,19,389,459,543,147,133,194,305,110,75,79,2430,577,365,264,21,25,21,20,13,8,39,1348,122,296,318,69,37,50,49,27,24,34,1027,5,27,25,5,8,10,8,5,3,6,103,0,0,0,0,0,0,0,0,0,3,5,122,328,342,76,40,60,56,30,33,46,1141,0,0,0,0,0,0,0,0,0,0,7,697,696,610,98,71,86,82,47,37,90,2501,1282,262,148,5,6,10,11,6,0,51,1783,174,239,147,18,10,16,11,10,5,16,653,9,39,33,7,0,3,0,6,0,6,106,0,5,0,0,0,0,0,0,0,0,3,186,281,179,23,15,19,21,10,4,18,761,3,0,0,0,0,0,0,0,0,5,6,1474,545,332,31,15,33,31,15,6,79,2558,2077,188,67,9,10,4,10,7,3,90,2468,220,105,25,5
SOSR521,94,25,14,57,69,31,30,10,398,0,0,0,0,0,0,0,0,0,0,0,138,108,193,55,31,77,97,42,30,19,790,200,131,103,6,12,7,3,9,0,11,490,32,90,122,17,19,20,19,12,8,4,351,0,0,3,0,0,4,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,5,37,91,123,17,18,23,22,14,9,11,368,0,0,0,0,0,0,0,0,0,0,0,237,222,229,22,31,32,29,27,10,22,855,539,120,51,3,0,5,3,0,0,36,762,48,66,61,9,11,11,5,0,3,0,213,0,3,8,0,0,0,0,0,3,0,19,0,3,0,0,0,0,0,0,0,0,3,51,74,65,9,11,10,11,0,8,3,236,0,0,0,0,0,0,0,0,0,0,0,591,191,112,12,14,15,12,3,7,38,998,933,59,36,3,0,0,4,0,0,42,1086,69,34,9,0
SOSR522,39,13,10,25,32,10,0,0,135,0,0,0,0,0,0,0,0,0,0,3,57,51,92,28,11,28,52,13,7,12,348,77,48,38,7,0,0,0,0,0,7,182,16,26,39,8,0,0,7,0,0,0,99,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,26,38,12,0,0,3,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,91,70,75,14,7,4,6,3,3,3,289,226,51,27,4,0,0,0,0,0,12,319,13,18,10,6,4,6,0,0,0,0,53,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,15,17,17,6,4,6,0,0,0,3,65,0,0,0,0,0,0,0,0,0,0,0,239,69,42,10,0,6,6,0,0,12,380,452,31,6,0,0,0,3,0,0,27,528,36,8,11,0
SOSR531,278,55,87,149,284,81,51,55,1266,0,0,0,0,0,0,5,3,0,232,240,593,472,649,117,135,243,415,115,70,355,3157,1176,607,369,33,26,18,29,15,6,72,2349,228,361,317,31,37,32,61,29,22,25,1154,10,11,16,0,4,6,7,4,9,5,72,0,0,0,0,0,0,0,0,0,0,12,239,376,339,37,42,42,73,30,27,31,1236,3,0,0,0,0,0,0,0,0,229,236,1419,986,709,63,66,58,105,49,31,334,3821,3003,686,245,12,15,22,24,7,5,130,4156,342,317,153,14,13,15,14,7,10,22,902,47,10,14,3,8,10,5,0,0,5,100,4,0,4,0,0,0,0,0,0,0,11,391,330,165,18,16,24,19,7,11,25,1014,17,4,0,0,0,0,0,0,0,142,164,3415,1022,413,34,34,48,44,15,9,297,5323,5407,454,138,13,5,11,14,8,7,201,6266,471,135,40,9
SOSR579,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,6,4,0,0,25,4,11,10,0,0,0,0,0,0,0,23,3,0,4,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,3,13,12,8,0,0,3,0,4,0,6,51,7,3,4,0,0,0,0,0,0,0,14,3,8,0,0,0,3,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,9,8,4,0,0,3,0,0,0,8,36,12,0,0,0,0,0,0,0,0,0,13,3,0,0,0
SOSR599,16,8,11,19,84,28,15,4,202,0,0,0,0,0,0,0,0,0,22,26,41,26,40,11,18,38,123,47,25,40,399,41,20,22,3,0,0,0,3,7,5,103,14,13,15,0,4,0,3,0,9,0,55,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,10,14,0,4,0,3,0,12,0,62,0,0,0,0,0,0,0,0,0,35,35,54,37,38,9,4,3,4,5,14,46,202,79,13,6,0,0,3,0,0,3,3,114,15,12,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,33,33,96,23,9,0,0,8,0,0,3,38,178,150,9,3,3,0,0,3,4,0,5,183,12,3,3,0
SOSR603,4645,1719,1602,1406,995,281,34,211,12059,0,0,3,0,4,0,0,0,0,31,42,648,1197,5059,1874,1726,1548,1117,330,48,278,13827,828,364,322,53,51,46,32,14,9,29,1749,480,1123,1413,334,301,286,240,87,21,34,4328,15,43,139,38,43,39,33,17,3,5,378,0,0,3,0,0,0,0,0,0,0,8,495,1168,1555,371,348,320,271,108,28,44,4707,0,0,0,0,0,0,0,0,0,17,18,1326,1530,1876,425,393,369,308,124,32,90,6472,1604,267,132,16,11,20,28,9,11,46,2134,539,397,169,45,41,46,34,21,3,17,1311,36,39,86,20,22,14,21,4,6,4,239,0,0,0,0,0,0,0,0,0,0,3,571,434,260,62,63,61,52,29,6,20,1555,0,0,0,0,0,0,0,0,0,7,9,2177,702,385,77,75,74,82,37,13,71,3699,2479,121,64,6,0,6,6,3,0,55,2734,594,109,46,11
SOSR611,961,439,497,449,328,115,26,42,3110,0,0,0,4,0,0,0,0,0,3,10,221,270,1068,470,522,482,359,134,31,62,3629,302,116,68,10,20,18,17,0,0,11,561,106,314,343,87,87,74,85,27,10,7,1139,0,25,84,32,17,23,21,12,0,0,215,0,0,0,0,0,0,0,0,0,0,4,106,341,430,122,98,102,106,39,10,11,1364,0,3,0,0,0,0,0,0,0,0,0,408,454,496,134,117,122,120,46,11,20,1927,578,97,50,10,4,5,0,4,4,21,773,148,134,72,22,13,8,15,3,3,6,417,14,30,68,25,22,15,15,10,0,0,194,0,0,0,0,0,0,0,0,0,0,4,161,158,141,48,31,25,27,14,3,4,613,0,0,0,0,0,0,0,0,0,0,0,739,260,190,53,41,29,29,19,9,25,1388,902,48,25,0,7,0,3,0,0,17,1008,169,37,11,7
SOSR612,198,112,142,137,117,48,17,22,867,0,0,0,0,0,0,0,0,0,0,0,85,70,220,125,148,150,137,50,22,35,1034,130,42,21,7,0,5,4,0,0,8,218,46,68,104,17,28,25,52,11,7,3,353,0,5,14,0,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,46,72,111,18,23,24,51,11,7,4,381,0,0,0,0,0,0,0,0,0,0,0,171,115,138,24,28,31,58,11,3,13,597,254,27,9,0,3,6,0,0,0,11,323,47,54,40,3,12,10,6,5,0,7,170,4,3,5,0,0,0,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,52,56,40,5,12,7,10,0,5,7,199,0,0,0,0,0,0,0,0,0,0,0,314,79,55,4,15,18,9,9,5,15,514,493,29,9,0,0,0,0,4,0,18,554,84,19,4,5
