SOSR_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SOSR322,19,81,0,36,11,3,0,9,3,150,4,25,0,6,7,0,0,0,0,35,143,722,27,102,118,23,13,43,7,1199,0,6,0,6,0,0,0,0,0,10,55,76,11,72,52,21,7,15,5,303,98,75,24,216,156,38,10,32,10,663,136,85,161,538,375,141,51,166,24,1671,20,11,9,46,47,47,8,32,4,222,15,12,8,53,43,23,0,27,9,180,4,6,0,4,10,0,0,3,3,27,18,23,7,51,33,25,12,38,37,246,549,1283,251,1142,861,320,96,368,107,4985,0,4,0,0,0,0,0,0,0,3,9,53,0,0,3,0,0,0,0,67,70,175,17,18,12,7,0,8,8,310,0,10,0,0,0,0,0,0,4,17,28,102,6,40,10,3,0,10,0,211,6,27,6,6,3,0,0,0,0,50,258,992,69,150,142,40,17,75,16,1754,6,4,0,6,0,0,0,0,0,18
SOSR331,321,1094,22,341,216,24,5,38,20,2085,111,448,15,31,82,10,3,3,0,703,2804,10074,454,1331,2119,438,87,603,181,18102,9,11,8,37,17,8,0,12,4,107,854,953,145,770,884,190,48,185,55,4081,1322,1095,423,2222,2198,465,133,446,107,8410,1954,983,2009,5083,4403,1547,508,1700,291,18468,238,96,125,318,539,344,58,337,28,2080,375,118,131,496,570,244,60,216,34,2247,85,101,26,81,91,33,5,50,6,492,350,229,105,379,338,229,37,338,244,2251,9123,17625,3510,11205,11754,3564,964,3976,1001,62728,31,101,0,0,10,0,0,3,4,150,207,896,9,14,35,9,3,11,11,1195,1158,2637,96,171,340,67,42,99,48,4663,51,173,6,10,12,0,0,0,3,254,516,1481,73,387,248,43,26,58,30,2862,205,520,30,49,99,10,8,13,4,943,5466,14197,1045,1810,2480,694,324,1087,303,27389,25,20,12,43,17,7,7,16,3,149
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SOSR399,5,12,0,0,6,0,0,3,0,30,0,10,0,3,3,0,0,0,0,15,27,151,9,68,26,12,0,94,4,390,0,0,0,0,0,0,0,0,0,4,14,12,0,6,9,5,0,13,0,60,9,21,9,33,28,17,4,23,0,144,21,14,11,89,37,25,11,45,3,265,3,0,0,5,13,6,0,10,0,38,0,0,5,5,0,0,0,7,0,22,0,6,0,0,0,0,0,0,0,8,3,7,3,8,3,4,0,14,11,41,99,277,37,231,135,72,24,226,22,1118,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0,14,26,60,3,14,12,7,3,14,0,144,0,0,0,0,0,0,0,0,0,5,4,18,0,6,6,0,0,5,0,45,0,15,0,5,5,0,0,0,0,30,66,232,17,90,35,15,13,139,8,627,0,0,0,0,0,0,0,3,0,8
SOSR401,1023,5047,121,1407,819,114,7,74,64,8672,475,1607,31,157,260,35,0,22,17,2599,7857,42328,2365,8987,9526,2970,303,2201,733,77273,14,35,16,91,35,26,4,12,0,232,1519,3141,467,2880,2685,664,65,405,107,11945,2621,3293,1146,7462,4857,1296,133,792,294,21900,3241,2951,4868,13609,10883,4011,574,2542,547,43235,353,266,276,824,1223,742,81,520,52,4336,511,424,312,1442,1741,665,72,396,65,5623,137,431,81,338,324,122,14,116,33,1596,319,642,164,819,748,399,34,378,480,3984,21464,76476,10484,41138,35671,11734,1400,8246,2699,209320,126,602,17,61,61,11,8,10,13,905,1051,7431,159,144,264,38,28,64,54,9234,6954,21194,1583,4279,4021,1366,1070,1668,526,42660,260,924,47,149,124,53,35,51,26,1659,1919,7669,296,1660,1159,207,83,170,106,13270,906,2234,97,253,394,66,12,43,30,4035,18041,72301,6872,13366,14264,5576,2697,5305,1485,139908,33,40,49,127,45,31,18,24,4,375
SOSR412,59,266,9,153,51,4,0,10,4,564,31,113,0,7,12,0,0,0,4,174,334,2604,124,379,345,122,11,87,20,4025,0,5,0,4,0,5,0,0,0,17,98,217,27,236,165,38,0,31,9,825,229,281,77,667,381,111,18,50,11,1835,381,313,469,1640,1161,529,93,288,47,4923,52,19,25,110,143,91,19,65,4,530,39,27,23,153,125,56,4,44,3,476,6,29,5,20,26,10,4,8,5,108,24,27,21,76,51,47,3,41,38,319,1380,4512,795,3510,2487,1033,160,637,142,14658,3,34,0,0,0,0,3,0,0,44,35,162,6,0,7,3,4,0,0,210,225,734,38,73,65,23,8,30,10,1202,11,43,6,4,0,0,0,5,0,68,109,384,22,173,59,16,7,14,8,787,51,141,4,14,22,0,4,0,5,244,762,3819,277,561,473,186,80,177,28,6368,0,5,4,10,0,5,0,5,0,33
SOSR413,52,290,0,86,36,4,0,0,3,482,35,94,0,9,12,0,0,4,0,156,362,2285,57,338,300,106,7,106,24,3581,0,0,5,6,3,0,0,0,0,19,114,189,16,197,130,44,0,17,8,718,151,217,47,522,246,79,5,50,15,1330,286,242,325,1321,748,337,34,251,34,3579,41,13,16,107,88,83,8,57,7,415,22,22,23,137,110,41,5,33,3,402,4,32,0,20,13,3,0,5,3,89,27,31,4,82,41,40,6,57,22,314,1241,4087,518,2891,1784,757,62,606,124,12071,12,35,0,6,6,0,0,0,0,51,50,305,11,3,13,0,0,4,3,389,282,812,29,87,76,37,9,30,11,1382,14,47,0,4,5,0,0,0,0,69,112,418,14,105,43,10,0,5,12,715,51,113,8,18,13,0,3,9,3,221,769,3561,205,500,401,174,44,199,39,5893,0,0,4,9,3,0,0,0,0,26
SOSR414,13,73,3,41,14,0,0,6,0,149,3,33,0,4,3,0,0,0,0,46,113,695,33,138,131,44,5,43,12,1200,0,0,0,0,0,0,0,0,0,0,33,75,10,77,59,20,0,18,0,281,73,72,23,193,110,43,4,27,5,551,109,96,190,430,339,136,17,116,15,1440,12,12,10,27,36,26,0,31,0,151,15,8,10,53,31,25,0,16,0,164,0,3,3,6,7,0,0,0,0,30,14,16,0,26,14,9,0,22,7,119,420,1223,288,1008,753,307,36,283,47,4361,5,5,0,0,0,0,0,0,0,6,9,43,0,0,7,0,0,0,0,57,49,174,7,12,15,12,0,11,8,285,0,9,0,0,0,0,0,0,0,7,27,105,3,44,13,0,0,11,0,206,7,35,5,4,7,0,0,0,0,61,212,984,70,181,170,58,20,80,17,1787,0,0,0,0,0,0,0,0,0,9
SOSR415,88,302,11,132,37,16,0,9,3,603,24,103,5,11,22,0,0,6,0,161,452,2596,121,358,363,120,17,132,34,4199,0,5,0,9,5,6,0,0,0,24,132,245,39,272,207,54,3,35,7,987,238,264,98,810,400,112,30,84,18,2056,394,296,586,1739,1143,472,89,407,63,5187,52,25,41,109,140,96,15,96,10,564,42,28,33,152,167,63,17,56,3,564,14,24,3,17,14,10,3,14,3,101,30,45,22,113,70,62,13,82,42,477,1583,4461,951,3789,2622,1021,188,931,198,15740,9,30,0,4,0,6,0,0,0,53,28,170,4,4,12,0,0,3,0,226,216,642,41,75,73,35,14,29,10,1131,6,26,0,4,3,0,0,0,0,43,132,410,23,146,43,22,7,18,8,796,39,114,9,19,24,0,0,5,3,207,883,3762,271,496,467,185,70,270,61,6464,0,5,0,11,5,6,4,0,3,33
SOSR421,13,61,3,30,13,5,0,5,0,135,4,20,0,3,0,0,0,7,0,34,127,698,30,104,106,44,5,38,10,1154,0,0,0,0,0,0,0,0,0,4,45,78,13,88,52,19,0,16,4,322,61,69,20,212,105,35,6,23,5,534,128,67,147,446,297,137,23,122,15,1374,20,5,12,23,54,31,3,19,0,163,9,7,5,44,47,14,0,23,0,164,3,9,0,4,5,0,0,3,0,32,17,21,8,36,24,16,3,30,16,157,461,1201,244,1003,727,287,39,285,63,4306,8,8,0,0,0,0,0,0,0,14,7,40,0,0,0,0,0,0,0,56,46,181,11,14,18,11,0,7,0,288,9,7,0,0,0,0,0,0,0,16,34,88,3,31,17,7,4,6,0,192,12,27,0,5,0,3,0,7,0,54,243,933,67,138,134,56,23,82,21,1703,0,0,4,0,0,0,0,0,0,6
SOSR422,9,35,0,27,0,0,0,0,0,82,5,17,0,0,4,0,0,0,0,23,65,295,15,45,54,16,0,21,0,503,0,0,0,0,0,0,0,0,0,0,18,40,0,40,21,9,0,7,0,132,32,27,9,105,62,13,0,15,0,266,62,36,71,262,170,66,10,83,8,772,12,3,8,12,25,17,6,21,4,101,5,3,5,32,24,9,0,11,0,81,0,3,0,0,4,0,0,0,0,14,6,10,7,23,16,9,0,20,9,106,231,555,122,567,376,145,13,175,30,2214,0,9,0,0,0,0,0,0,0,5,5,21,0,0,0,0,0,0,0,26,30,77,4,13,4,8,0,8,0,143,0,5,0,0,0,0,0,0,0,7,16,40,3,27,3,0,0,3,0,104,10,18,0,0,4,0,0,0,0,31,118,415,30,56,58,26,4,28,6,742,4,3,0,0,0,0,0,0,0,7
SOSR431,141,448,7,147,71,12,0,15,9,852,41,138,0,17,30,3,0,0,5,237,1028,3513,156,495,644,161,27,200,61,6286,3,7,0,4,10,0,0,7,0,32,424,488,45,321,340,82,6,69,22,1797,449,311,116,714,541,131,27,121,40,2449,757,294,679,1702,1456,521,94,527,76,6106,121,34,43,111,202,80,17,105,3,725,165,30,39,171,186,66,9,58,9,743,31,44,20,21,37,11,6,14,3,179,137,91,33,116,126,80,11,88,75,760,3567,6255,1168,3856,3728,1166,208,1235,311,21501,15,26,0,0,0,0,0,3,0,52,117,408,9,4,18,0,4,4,8,576,386,872,34,58,86,29,8,41,16,1533,20,45,3,0,7,0,0,0,0,84,235,583,23,160,85,14,4,28,8,1135,73,176,5,16,28,7,0,0,4,316,2291,4976,361,642,767,245,106,411,101,9882,18,7,0,8,9,0,4,9,5,52
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,28,4,7,4,0,0,12,0,75,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,4,0,0,0,16,0,11,7,8,4,0,0,0,0,28,4,9,9,19,8,4,4,8,0,57,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,19,63,18,41,30,15,3,23,3,228,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,11,0,18,0,6,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,56,12,12,9,5,4,24,4,135,0,0,0,0,0,0,0,0,0,0
SOSR501,1706,9332,291,2141,1404,271,41,144,95,15422,694,3019,70,243,450,75,10,32,32,4627,13829,72018,4195,13478,17000,5429,889,3614,1186,131632,51,50,29,189,103,45,12,26,14,519,2372,5473,1327,4277,4936,1403,253,853,204,21101,4300,5350,2672,12137,9127,3068,580,1759,441,39428,4790,4380,8891,22839,15589,6343,1798,4081,723,69432,617,416,488,1890,2427,1805,272,1009,93,9013,870,726,511,2673,3346,1231,223,754,124,10456,342,926,211,724,860,348,74,287,53,3830,634,1299,399,1756,1663,828,163,729,1066,8537,35736,128180,20084,65243,60870,22069,4490,14172,4383,355238,273,1174,46,73,126,28,12,17,11,1761,1464,11004,220,182,365,80,66,82,111,13568,12573,35643,2400,3883,5563,2043,1384,1834,700,66023,515,1752,72,172,240,74,48,61,47,2975,3398,14050,651,2510,1860,404,205,317,157,23547,1395,4019,205,472,658,124,57,63,58,7049,34037,125272,12495,19407,24380,9409,5444,7742,2438,240616,99,92,117,240,119,62,45,64,21,860
SOSR511,47,260,5,65,28,4,0,7,0,420,15,97,0,7,11,0,0,3,0,125,230,1968,85,274,284,82,16,130,22,3096,0,0,0,5,0,0,0,0,0,8,79,186,35,151,112,33,10,21,5,629,107,156,111,433,275,81,19,66,15,1265,235,236,482,1274,872,426,121,284,39,3963,40,14,31,109,137,114,21,71,5,551,26,22,19,134,147,58,14,42,0,462,5,25,9,16,19,12,3,23,3,103,15,36,15,61,51,38,6,48,40,308,866,3367,798,2562,1966,856,221,702,132,11480,7,29,0,0,0,0,0,0,0,36,23,132,3,0,3,0,0,0,0,159,138,485,36,50,53,14,17,19,3,813,9,25,0,0,3,0,0,0,0,39,71,375,5,78,37,16,3,10,0,590,36,119,8,5,11,3,0,4,4,191,527,2912,252,376,372,124,100,223,33,4911,0,4,7,5,4,0,0,0,0,18
SOSR512,66,452,7,115,50,14,4,21,5,728,19,141,0,11,8,0,0,3,0,185,445,3010,131,448,399,136,27,152,30,4780,3,5,0,17,0,0,0,0,0,31,122,287,49,241,216,61,16,56,18,1059,234,296,110,726,476,145,47,104,22,2155,364,323,624,1700,1205,515,208,415,42,5385,44,31,53,181,227,188,37,115,8,885,55,41,35,185,180,72,18,70,3,655,15,41,9,33,39,16,0,12,3,167,34,53,21,112,90,67,21,73,41,520,1538,5343,1059,3811,2966,1242,383,1029,174,17540,10,43,4,0,0,0,0,0,3,60,20,202,9,5,4,0,0,4,0,249,258,900,30,77,82,28,25,23,12,1426,9,55,0,4,3,0,3,0,0,78,116,611,17,139,63,22,10,28,3,997,41,177,11,21,10,4,0,3,0,274,884,4443,375,616,506,189,147,245,49,7454,5,6,4,19,0,0,0,0,0,42
SOSR513,61,261,9,80,39,7,0,7,0,461,18,96,0,5,13,0,0,0,0,135,345,1743,106,317,384,113,20,138,25,3197,3,0,0,6,0,0,5,0,0,19,89,135,30,109,117,37,15,18,0,555,203,209,78,383,328,83,34,82,14,1416,232,176,377,711,724,202,129,183,41,2780,29,23,41,86,168,61,41,54,9,510,26,23,29,86,94,45,13,25,3,343,17,21,6,17,23,16,4,12,3,107,24,45,13,57,76,32,11,60,52,372,1164,3160,717,1873,2011,620,272,591,163,10572,5,26,3,0,0,0,0,0,0,29,17,89,0,0,11,0,0,0,0,129,202,526,49,47,61,23,11,19,10,952,7,35,3,0,3,0,0,0,0,52,89,353,13,92,50,11,11,12,0,626,41,113,10,7,15,0,0,3,6,197,667,2476,322,419,480,153,82,208,50,4864,4,4,7,7,0,0,5,3,0,30
SOSR514,16,91,3,24,14,8,0,0,3,162,7,33,0,0,5,0,0,0,0,46,160,635,53,124,109,61,4,54,9,1209,0,0,0,0,0,0,0,0,0,3,26,74,12,70,54,26,0,17,3,284,67,49,42,135,91,39,20,42,0,492,105,64,158,381,206,118,40,102,9,1182,13,7,12,38,38,34,5,21,0,167,14,7,12,45,49,23,0,9,0,166,8,13,4,9,15,5,0,9,0,52,9,12,9,30,11,18,5,19,17,127,444,1115,311,884,615,343,82,286,42,4119,3,8,0,0,0,0,0,0,0,10,0,42,0,0,0,0,0,0,0,49,45,188,12,34,20,4,4,7,0,323,0,7,0,0,0,0,0,5,0,13,25,126,4,25,15,12,3,4,3,221,17,37,0,3,5,0,0,0,0,70,298,964,137,162,130,84,43,114,17,1944,0,0,4,0,0,0,0,0,0,5
SOSR515,50,286,13,72,23,8,5,0,0,451,17,105,0,11,3,0,0,0,0,140,317,1879,129,310,320,101,42,188,26,3315,4,6,0,8,3,4,3,4,0,33,107,178,49,172,133,54,16,61,3,773,161,171,82,483,305,92,55,82,23,1454,291,202,491,1112,856,312,192,326,56,3830,49,24,51,139,154,95,30,95,3,640,32,22,29,103,111,47,21,44,3,410,23,26,9,18,26,9,0,16,9,128,39,64,22,97,70,63,22,62,58,493,1187,3324,894,2559,2044,785,394,895,183,12268,4,20,0,0,5,0,0,4,0,27,25,75,9,3,8,0,0,0,0,118,171,449,43,60,50,9,5,31,10,826,9,39,0,0,0,0,0,0,3,48,79,386,26,86,32,8,7,4,6,627,31,119,10,26,11,0,0,6,0,198,664,2657,295,444,386,133,115,332,51,5077,4,7,5,8,3,4,6,3,0,41
SOSR521,21,88,0,18,10,0,0,5,0,149,10,35,0,3,4,0,0,3,0,58,155,623,31,137,113,35,12,65,12,1178,3,0,0,3,0,0,0,0,0,14,26,61,16,57,50,18,10,14,0,262,72,55,28,133,98,26,22,26,0,466,101,71,129,382,284,112,65,99,19,1273,13,14,6,42,53,23,13,42,3,214,16,11,7,42,48,15,11,19,3,171,10,13,0,4,5,4,0,5,0,39,20,19,16,42,30,23,5,32,11,208,492,1112,235,890,716,272,143,316,64,4239,0,7,0,0,0,0,0,0,0,10,5,30,0,4,3,0,0,0,5,52,72,147,5,29,15,6,0,10,3,279,3,14,0,5,0,0,0,0,0,14,33,115,4,22,17,5,8,10,0,202,12,40,9,3,7,0,0,5,0,76,295,883,86,177,128,47,38,105,14,1764,3,0,0,8,0,0,0,0,0,16
SOSR522,9,47,0,16,3,0,0,0,0,83,5,7,0,0,0,0,0,0,0,14,76,318,19,47,62,17,3,22,6,581,0,0,0,0,0,0,0,0,0,4,18,36,5,25,19,10,3,5,3,122,28,29,13,75,54,15,5,23,0,238,80,31,69,215,134,39,27,63,9,664,10,10,8,28,21,14,0,10,0,98,12,6,3,21,18,4,4,3,0,76,4,4,0,0,7,0,0,3,0,21,9,11,8,16,16,10,4,14,12,93,271,563,131,457,350,113,51,140,33,2110,0,3,0,0,0,0,0,0,0,3,7,24,0,3,0,0,0,0,0,31,41,71,0,10,14,3,0,4,3,150,4,5,0,0,0,0,0,0,0,11,18,60,0,19,3,0,0,4,0,111,8,8,0,0,3,0,0,0,0,22,162,453,41,71,73,30,17,34,6,882,4,0,0,0,0,0,0,0,0,6
SOSR531,177,486,20,95,82,17,3,23,6,917,43,145,6,6,16,0,5,5,0,227,1346,3501,203,464,817,173,62,309,72,6948,7,10,5,4,12,5,7,0,0,46,453,401,102,304,390,108,42,69,20,1895,463,300,148,587,605,130,77,160,27,2495,742,303,759,1505,1375,422,244,559,84,5998,121,35,70,167,245,115,49,145,10,948,187,60,57,164,263,68,23,104,9,940,52,60,9,34,51,22,0,28,6,268,193,81,39,176,154,74,44,133,99,991,4052,6119,1435,3569,4112,1160,559,1560,343,22908,20,44,0,4,6,0,0,0,0,75,103,254,5,9,15,3,3,10,3,406,424,813,58,66,87,22,30,47,13,1556,30,54,3,3,3,0,0,4,6,102,274,638,34,102,95,24,12,34,12,1217,74,191,10,18,23,0,3,3,0,323,2814,5104,498,623,949,266,233,578,108,11167,13,7,10,11,12,6,9,3,0,66
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,6,0,0,0,0,14,0,35,0,0,0,0,0,0,0,0,0,0
