SOSR_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
SOSR321,892,865,791,416,106,19,4056,226,485,658,762,817,389,114,10,3450,43,107,113,102,132,70,41,5,612,246,368,281,308,265,159,32,6,1666,10,0,3,0,9,3,5,0,32,6,30,39,42,42,29,13,0,200,589,584,564,620,681,626,451,139,4261,1842,3432,4026,4272,4373,2881,1172,254,22260,27,78,124,140,119,119,51,4,670,36,56,97,100,75,52,14,0,434,396,1099,1262,1313,1597,1351,632,87,7731,165,447,535,549,589,552,192,27,3045,131,195,266,300,286,179,57,8,1413,209,575,687,864,950,707,259,49,4302,141,526,719,758,806,643,226,49,3860,405,872,1174,1244,1181,754,205,32,5867,336,639,839,1003,1054,589,179,14,4662,79,170,154,163,193,132,55,6,956,336,513,424,475,419,276,72,5,2520,29,10,6,0,9,7,7,0,60,31,62,91,124,126,97,37,4,582,1206,1236,1268,1412,1485,1319,906,262,9101,3533,6473,7644,8451
SOSR322,327,382,316,154,37,8,1655,93,219,229,259,360,175,46,6,1388,10,40,43,43,40,28,14,7,225,90,164,109,122,113,57,15,0,668,0,3,0,0,0,0,0,0,9,9,11,11,26,15,10,9,0,89,252,287,273,304,386,335,233,93,2161,792,1535,1548,1737,1986,1266,513,131,9507,14,32,52,67,55,68,19,3,313,14,23,21,25,33,31,0,0,139,210,435,491,536,782,644,282,54,3421,75,190,211,240,282,264,92,7,1361,62,110,120,126,122,61,19,5,627,99,240,238,283,408,284,89,14,1650,90,224,273,284,375,299,93,15,1651,155,387,426,514,483,263,71,15,2307,127,282,297,358,470,280,76,0,1889,27,56,62,75,57,61,27,3,378,126,233,196,192,172,97,29,0,1049,14,6,0,0,0,5,0,0,27,20,28,37,58,45,43,18,3,256,548,588,579,687,828,711,498,160,4587,1574,2839,3005,3441
SOSR331,4247,4648,3797,1784,418,49,19286,1042,2057,2682,3308,3192,1686,349,34,14357,291,537,636,618,512,320,101,13,3031,1009,1449,1473,1503,1094,565,150,25,7269,60,12,14,16,14,15,10,3,151,89,135,225,259,246,143,56,13,1172,2417,2385,2679,3346,3396,2727,1503,364,18819,8390,14929,19554,22622,20918,12640,4345,806,104203,174,394,716,961,882,644,262,31,4064,189,277,475,556,464,219,43,0,2234,2374,5388,6818,7935,8607,6443,2271,361,40191,745,2076,2396,2945,3018,2182,772,110,14239,993,1548,2156,2482,2077,1007,389,47,10707,1034,2780,3407,4377,4734,3028,1008,203,20568,397,1681,3239,4007,3968,3168,1042,120,17624,1956,3863,5673,6629,5698,3043,792,98,27748,1489,2642,3385,4251,4131,2486,644,65,19093,476,820,876,888,781,556,179,26,4606,1332,1999,2070,2276,1719,1005,295,39,10741,108,30,19,28,23,25,15,5,253,195,299,494,624,617,420,154,28,2829,5434,5516,6283,8004,7936,6171,3325,795,43468,16905,29309,38020,45952
SOSR379,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,0,0,0,24,9,13,7,0,4,0,0,0,28,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,50,29,8,0,0,0,140,16,45,64,42
SOSR399,114,116,158,102,3,0,732,42,142,108,91,126,64,8,0,579,17,73,26,25,10,14,0,0,164,33,70,48,33,37,15,4,0,246,7,3,0,0,0,0,0,0,8,0,6,9,0,8,4,0,0,30,194,384,277,233,198,129,35,11,1462,424,1099,721,647,778,458,79,13,4217,13,54,27,13,26,24,6,0,156,6,28,25,18,29,9,0,0,122,46,158,143,131,225,244,43,0,997,9,84,70,63,97,88,19,0,435,18,41,38,23,26,12,5,0,170,38,145,79,93,140,87,21,0,604,6,57,28,44,106,91,10,3,350,80,271,168,167,244,165,17,0,1113,55,196,145,120,159,92,22,4,786,25,108,59,29,24,19,0,0,257,49,104,78,53,61,38,5,3,393,10,4,0,0,0,9,0,0,18,6,20,17,7,24,15,3,0,92,428,809,756,653,533,374,85,16,3651,799,2066,1632,1417
SOSR401,17907,13734,9574,5056,1665,530,68289,4542,12713,12641,10974,9236,5740,1742,354,57930,1773,3576,2980,1907,1174,792,373,151,12719,2572,5107,4194,3398,2266,1534,679,196,19955,115,88,73,86,117,82,39,10,617,269,858,1173,835,600,472,207,96,4511,3254,4342,3820,3401,3131,3482,3844,2861,28133,24974,71914,68574,54833,44780,31703,14768,6226,317761,1653,4595,4745,3696,2865,2404,1065,262,21285,1852,6265,6725,3342,1916,874,156,12,21137,4639,16300,15393,15100,14670,12332,6727,2301,87461,2644,7633,5377,4731,3962,3010,1766,587,29705,826,2146,2033,1787,1370,765,283,88,9292,5481,19187,15842,12914,12259,8452,3609,1277,79026,1896,8922,8620,7935,8230,9041,3977,908,49526,7360,27077,30830,24182,17535,10605,3975,1148,122722,6855,18859,18447,15821,13363,9193,3147,670,86360,3300,6534,5341,3324,2142,1468,627,213,22945,3791,8331,6853,5306,3661,2339,1039,289,31609,207,160,122,127,166,110,49,14,959,618,1841,2293,1849,1319,1037,507,207,9675,6905,9653,8697,7753,6888,6622,6463,4443,57417,48029,137503,131319,107878
SOSR412,1077,1033,686,343,122,26,4511,377,934,853,959,764,407,107,9,4418,89,135,138,82,71,42,23,10,591,257,488,366,324,181,103,48,11,1781,10,9,11,4,12,4,0,3,45,13,31,34,39,26,20,15,5,179,323,361,378,322,339,364,467,319,2873,1891,4704,4532,4310,3386,2231,1221,509,22785,49,177,153,162,92,106,37,11,779,59,199,209,157,78,58,10,0,775,383,1371,1269,1386,1373,1118,572,152,7625,214,520,370,319,272,232,140,34,2102,103,223,244,227,173,109,35,14,1126,331,1010,905,895,937,601,229,92,5012,186,819,779,749,515,541,277,49,3915,390,1397,1615,1567,1149,674,239,54,7093,518,1273,1163,1245,991,568,184,22,5970,183,231,219,134,118,67,43,13,1003,364,709,575,473,288,165,81,17,2672,14,15,13,4,13,11,0,5,67,27,98,95,102,105,54,29,16,533,673,794,782,757,700,693,753,496,5654,3498,8840,8388,8179
SOSR413,839,777,586,427,135,51,3625,288,665,714,889,739,532,150,25,3993,61,117,139,118,104,53,31,11,632,214,322,263,220,157,161,41,20,1395,5,6,5,0,4,10,11,0,42,9,32,41,45,39,34,15,10,222,299,343,327,363,381,458,430,241,2832,1490,3366,3558,3786,3537,3114,1426,528,20804,27,90,150,192,160,178,70,10,873,37,101,130,108,71,53,6,0,504,309,872,813,1039,1175,1146,678,181,6213,131,409,322,310,316,298,175,52,2009,83,168,222,225,183,143,58,8,1085,245,789,733,854,1069,851,345,119,5005,128,592,520,588,645,874,432,83,3865,298,924,1247,1260,1021,835,354,90,6017,399,924,1000,1181,1049,819,288,40,5702,114,193,240,207,181,101,66,21,1126,292,496,428,362,262,231,80,20,2178,9,11,13,5,4,7,14,0,66,31,67,91,94,80,89,36,22,509,684,818,807,820,854,882,777,390,6029,2777,6443,6714,7243
SOSR414,308,263,262,183,65,19,1395,79,214,242,254,285,217,66,11,1372,26,57,36,36,29,18,8,3,219,79,137,129,103,60,56,27,10,604,0,0,3,0,0,0,0,5,14,5,11,11,23,8,16,9,0,84,73,99,101,94,106,170,197,107,951,469,1226,1369,1232,1295,1286,641,217,7729,18,62,73,62,52,53,27,8,352,10,43,59,30,26,28,10,0,208,115,341,310,332,394,458,285,73,2296,47,165,101,117,97,110,83,18,748,47,117,107,108,101,93,37,4,610,80,238,235,265,352,363,159,37,1734,34,204,232,173,217,355,158,30,1397,66,343,457,418,398,356,153,29,2222,104,290,304,343,382,324,115,19,1877,40,80,69,59,56,37,15,7,365,102,215,213,155,103,96,36,10,932,0,3,11,5,4,3,0,5,31,7,31,34,38,35,34,22,10,213,164,214,231,216,230,310,350,185,1902,843,2350,2430,2324
SOSR415,1114,1039,733,447,153,38,4633,319,844,880,988,909,548,144,19,4658,61,148,140,104,86,60,28,10,637,282,550,423,337,209,197,64,17,2090,0,3,5,4,3,5,3,0,30,16,46,42,51,55,29,16,7,255,408,454,424,493,537,694,694,465,4168,1888,4715,4785,4650,4348,3535,1839,779,26535,38,178,249,230,148,165,56,11,1072,54,136,142,93,90,63,7,0,582,472,1441,1390,1460,1504,1408,734,228,8632,228,548,436,391,420,331,168,37,2557,184,326,380,354,316,214,75,17,1862,272,938,891,932,1254,966,424,133,5814,197,822,795,706,719,934,450,95,4726,353,1208,1608,1586,1228,916,296,77,7272,428,1096,1125,1248,1193,768,236,40,6140,121,240,205,167,155,117,51,18,1062,387,801,681,554,384,311,104,23,3255,3,10,7,10,6,5,5,0,52,41,108,124,126,131,92,49,20,689,934,982,967,1122,1176,1356,1281,731,8550,3708,8835,8994,8982
SOSR421,258,256,213,113,45,11,1147,73,224,210,248,258,164,40,6,1219,19,31,26,36,26,13,8,3,163,67,122,115,92,70,52,12,3,525,0,0,0,4,0,0,3,0,7,0,11,11,10,17,5,0,0,60,142,122,142,169,198,216,191,150,1324,503,1179,1263,1316,1378,1066,476,242,7420,5,28,53,49,46,44,14,0,240,19,32,26,29,29,18,0,0,150,125,369,403,437,505,426,180,42,2485,56,156,133,103,151,96,53,6,757,59,103,142,117,109,67,25,8,634,60,239,211,287,396,312,94,36,1637,51,208,244,202,224,289,131,37,1394,83,268,365,373,349,219,85,18,1759,92,284,264,299,348,245,53,3,1588,30,59,48,52,46,29,7,6,278,84,169,166,150,121,88,21,12,811,0,0,0,0,0,4,3,0,13,4,20,24,27,38,20,9,3,153,288,265,327,356,420,458,354,245,2712,967,2202,2417,2496
SOSR422,135,127,156,67,22,3,650,35,96,90,109,178,93,19,0,634,5,18,11,8,14,7,3,0,72,33,62,64,59,48,28,4,0,289,0,5,0,0,0,0,0,0,11,3,7,7,23,11,10,5,0,61,97,89,95,131,157,161,111,44,885,269,631,624,701,890,645,256,62,4083,0,17,12,25,20,26,8,3,119,5,12,9,9,12,7,0,0,69,59,196,180,245,294,316,124,18,1432,30,75,54,71,102,80,39,9,469,28,81,64,67,83,37,16,7,383,34,105,101,131,227,176,53,9,830,28,108,110,107,140,147,48,0,694,29,150,175,176,239,132,49,3,953,48,127,122,136,237,149,36,0,846,18,43,20,19,30,21,5,0,149,45,83,89,90,73,49,11,0,448,0,6,0,0,0,0,0,0,13,5,16,22,30,23,23,4,0,128,204,180,187,271,348,370,236,78,1883,544,1192,1153,1384
SOSR431,1411,1444,1140,485,125,13,5716,339,748,943,1116,1185,624,123,9,5096,81,163,194,187,129,89,28,7,884,221,394,440,453,365,199,44,3,2112,4,0,0,6,8,8,5,0,36,18,34,67,85,87,42,17,4,354,649,536,596,847,948,828,460,159,5019,2319,4684,6181,6997,6946,4475,1446,300,33343,94,185,319,362,351,316,108,8,1746,47,98,135,132,140,77,7,0,635,597,1529,1786,2272,2534,1888,726,98,11428,247,613,551,629,683,480,195,33,3442,530,894,1235,1306,994,557,146,17,5668,343,954,1163,1461,1947,1229,364,64,7523,171,702,953,1066,1133,1280,418,44,5769,378,1131,1909,2170,1841,1041,275,33,8776,460,926,1198,1442,1542,981,246,22,6806,144,235,281,266,210,165,56,9,1374,323,553,627,670,572,316,83,12,3150,5,7,4,10,9,10,13,4,65,36,94,150,182,196,121,46,12,839,1495,1282,1404,1906,2167,1817,1021,301,11395,4881,9203,11712,13866
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,3,6
SOSR499,29,12,20,8,0,0,119,12,27,23,20,17,4,5,0,107,5,9,3,0,3,0,0,0,16,12,22,16,9,9,7,0,0,60,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,11,36,77,88,52,34,29,5,4,316,97,214,187,122,116,75,11,5,826,6,10,4,6,11,6,0,0,33,0,7,3,3,0,0,0,0,24,10,42,37,27,45,39,6,0,213,8,12,11,16,13,7,0,0,71,0,15,7,0,5,4,0,0,36,9,35,25,21,26,27,0,0,129,0,9,8,6,12,8,0,0,46,17,53,36,32,34,20,3,0,198,12,41,37,30,23,15,5,0,157,5,20,8,4,5,0,0,0,41,15,32,17,23,8,12,0,0,98,0,0,0,0,0,0,0,0,0,5,7,0,5,5,0,0,0,30,81,172,189,152,148,78,10,3,826,173,443,376,325
SOSR501,31344,24382,16192,9011,3592,1118,120146,7360,18453,19816,16299,12382,7462,2307,478,84554,3624,6290,5459,3271,1927,1232,602,206,22601,5055,9659,7703,5964,3738,2475,973,239,35808,332,169,101,88,113,99,49,26,966,575,1430,1646,1283,910,621,254,101,6821,6246,9606,8144,6532,5599,5689,5745,4840,52406,46797,121000,121539,95637,71427,46768,22250,9744,535158,3874,9185,9276,7460,5501,3670,1506,322,40790,2681,7605,10326,5610,3019,1135,219,18,30627,9976,36417,37864,31879,28399,21516,9995,2775,178814,3758,12345,10894,8870,7454,5495,2759,840,52416,1210,3293,3774,2980,2184,1304,608,180,15532,8733,29013,25048,20049,16843,11034,5270,1664,117649,4116,14256,16218,16509,15087,11724,5138,1354,84411,14671,41845,51468,41118,28385,17302,7091,1875,203746,11405,26510,27463,23028,17570,11540,3988,833,122348,6540,10472,8820,5227,3189,2198,930,288,37663,7005,14399,12516,9245,6079,3752,1570,354,54919,649,318,178,154,175,156,88,34,1754,1131,2981,3496,2954,2136,1388,699,237,15022,13460,22177,20096,16609,13298,11153,10094,7470,114353,89201,230803,237432,191705
SOSR511,851,680,556,310,112,26,3714,319,487,673,631,455,258,63,13,2896,90,124,94,72,57,41,20,11,503,203,388,292,246,158,111,46,4,1454,11,4,4,6,6,0,0,0,38,16,38,37,47,40,16,9,4,202,237,324,284,267,264,281,259,184,2112,1761,3501,3733,3355,2754,1822,832,339,18099,35,128,156,154,119,86,30,6,710,77,145,163,87,63,25,6,5,565,481,1318,1419,1316,1197,873,386,90,7083,167,466,421,336,327,237,116,28,2102,75,136,163,153,137,69,32,13,786,301,725,793,670,704,490,206,64,3950,187,448,651,781,649,482,186,45,3425,469,1058,1195,1024,846,512,188,36,5329,440,623,817,766,597,368,99,28,3744,143,173,151,108,84,53,30,11,754,252,521,443,375,259,163,65,10,2087,26,9,3,4,16,7,3,0,72,35,78,101,120,96,40,18,5,492,503,776,744,720,644,588,442,296,4716,3180,6617,7221,6620
SOSR512,1165,1077,872,491,179,54,5300,347,774,850,855,749,437,121,20,4153,118,165,182,137,118,65,45,11,840,330,540,443,419,203,138,57,15,2159,29,12,10,8,7,0,4,0,67,22,33,53,54,55,28,4,11,259,559,676,643,607,603,580,508,407,4586,2678,5219,5589,5334,4423,2973,1516,709,28433,92,271,336,221,173,111,53,16,1262,98,185,185,115,67,51,12,0,709,742,2071,1992,1897,1676,1225,554,155,10314,247,694,549,495,510,410,214,62,3178,176,283,328,346,295,208,93,29,1768,472,1142,1139,1144,1066,741,365,130,6188,205,746,994,1145,978,731,305,70,5178,678,1285,1629,1551,1307,793,310,80,7643,471,984,1095,1107,969,626,185,34,5471,188,245,279,197,170,112,53,17,1269,432,806,705,656,373,225,108,23,3330,45,30,12,5,14,3,3,6,119,53,81,135,146,119,73,32,14,660,1171,1555,1519,1422,1350,1130,915,605,9671,5078,10380,10902,10454
SOSR513,920,615,341,136,40,12,3212,173,536,549,381,296,123,28,0,2083,35,152,132,81,42,14,15,0,469,123,372,288,235,110,46,11,5,1182,7,7,3,3,0,0,0,0,18,17,34,51,34,29,7,6,4,180,522,932,773,619,408,208,153,80,3688,1498,4535,4226,2959,1902,841,399,121,16478,33,144,156,101,38,27,14,0,524,43,85,106,54,25,12,3,0,336,449,1702,1751,1300,837,400,130,30,6598,109,531,465,313,270,116,44,5,1862,57,161,200,149,102,33,27,3,730,167,802,720,508,437,184,84,16,2928,111,621,717,555,368,180,72,11,2642,330,1143,1326,916,526,230,72,13,4564,241,706,722,523,400,166,47,4,2801,64,218,182,112,64,32,26,6,700,174,490,426,352,194,62,20,5,1732,17,9,7,5,0,4,0,0,47,31,100,131,111,76,34,10,7,506,1186,1907,1737,1429,1030,462,297,123,8171,3035,8617,8651,6439
SOSR514,334,278,160,110,51,16,1283,60,162,229,194,163,107,35,3,953,24,69,90,63,33,39,18,4,338,52,136,132,107,65,34,4,3,535,3,3,0,0,0,0,0,0,11,0,11,27,17,14,9,0,0,74,136,155,190,164,140,137,131,100,1145,473,1170,1604,1306,977,787,384,158,6857,10,59,97,80,37,59,9,0,359,21,32,36,25,22,13,0,0,146,123,335,402,418,385,341,125,37,2170,46,175,216,152,143,89,28,10,868,25,68,132,94,55,37,23,0,437,59,194,241,223,245,197,103,19,1278,31,155,306,249,217,204,84,17,1258,128,361,461,392,254,192,94,24,1899,75,220,295,237,205,166,52,11,1263,31,88,119,88,51,46,22,4,448,85,208,233,202,109,62,14,3,911,6,8,0,0,6,0,0,0,21,7,26,42,38,24,25,12,0,170,311,381,414,397,315,283,251,159,2496,963,2309,2994,2588
SOSR515,868,653,515,311,113,27,3621,225,540,615,538,514,312,89,10,2837,69,136,115,93,75,56,26,10,578,190,457,332,259,160,118,41,5,1562,13,14,7,5,7,3,0,4,51,22,33,43,38,40,22,3,7,215,656,795,762,707,581,572,428,259,4770,2012,4395,4351,3687,3112,2270,1034,411,21253,62,171,199,151,110,87,30,6,816,64,95,94,63,40,42,5,0,398,511,1616,1563,1392,1332,921,392,91,7816,168,484,414,367,354,301,116,36,2239,148,283,360,300,233,132,65,16,1536,236,755,674,631,653,500,201,67,3717,189,626,751,769,672,501,168,47,3726,412,1056,1125,916,748,506,190,44,5000,307,717,781,704,679,417,140,10,3762,111,201,173,124,122,101,50,7,887,268,594,521,423,288,188,86,9,2370,31,25,9,5,13,3,4,4,91,40,93,107,113,86,58,29,12,541,1399,1719,1629,1612,1364,1184,817,429,10158,3949,8452,8390,7570
SOSR521,273,229,196,124,50,16,1250,78,187,196,196,249,155,21,6,1091,16,51,33,34,35,27,13,0,209,70,145,95,91,73,48,18,0,535,5,7,0,0,0,5,0,0,18,5,9,15,18,17,6,0,0,75,255,309,324,323,334,295,206,102,2141,697,1499,1498,1412,1434,1013,470,172,8187,11,54,62,69,41,32,11,3,284,18,26,42,24,20,12,0,0,143,167,515,527,521,556,396,164,37,2889,35,133,115,134,150,109,42,8,729,62,127,147,121,118,68,24,0,669,70,207,235,246,306,222,93,34,1414,53,237,264,262,270,213,73,13,1391,135,354,342,330,297,192,71,18,1739,108,240,266,254,296,203,44,14,1411,28,62,53,51,45,40,18,5,306,90,188,133,136,129,77,30,0,801,11,9,3,0,0,5,0,0,20,8,23,33,34,42,34,13,4,193,516,646,678,772,779,614,421,157,4589,1311,2824,2893,2949
SOSR522,138,112,88,67,29,4,604,40,99,86,89,122,60,14,0,508,4,25,18,16,12,16,8,0,97,26,55,54,43,29,28,11,0,245,4,0,0,0,0,0,0,0,8,0,3,6,4,4,4,0,0,30,166,144,145,148,210,164,116,48,1137,381,736,739,661,791,549,264,74,4191,12,39,35,27,21,12,12,0,160,6,14,13,11,14,7,0,0,69,76,246,221,241,282,258,89,16,1425,25,63,82,71,67,62,29,10,407,39,71,89,80,79,55,16,5,425,41,121,129,99,167,116,58,8,738,46,141,115,157,163,118,45,5,783,61,154,174,174,141,113,45,9,866,44,121,123,107,148,99,23,5,672,12,34,28,23,23,19,12,0,151,37,84,78,69,46,39,16,0,378,7,0,3,0,0,0,3,0,12,3,16,23,19,24,14,6,0,102,325,320,330,363,439,395,226,92,2493,735,1434,1437,1425
SOSR531,1402,1516,1303,636,181,30,6407,286,647,876,970,938,528,107,5,4354,136,215,241,226,198,131,48,4,1204,264,477,509,514,357,187,53,8,2366,20,6,6,8,12,7,0,0,58,15,37,82,83,88,43,14,0,362,905,946,1068,1229,1201,924,500,90,6873,2909,5356,7051,7898,7459,4617,1570,273,37138,101,283,437,463,383,288,74,6,2039,89,117,134,159,137,64,15,0,713,956,2483,2744,3115,3262,2196,739,88,15576,250,669,706,776,829,601,199,34,4065,469,696,1047,1100,918,600,191,34,5057,374,953,1123,1425,1720,1122,427,92,7227,241,657,1152,1502,1608,1293,361,58,6865,661,1264,1911,2247,1997,1131,343,59,9614,439,855,1091,1222,1251,785,194,18,5855,222,339,328,320,273,224,79,12,1811,365,659,722,757,559,302,105,8,3472,45,4,11,12,19,13,5,0,112,55,105,168,206,217,133,43,9,942,2353,3170,3306,3556,3187,2200,1102,222,19104,6605,12260,14884,16860
