SOSR_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
SOSR331,0,11,..,345,41,377,5,385,..,547,35,582,5,587,..,220,25,237,0,240,..,53,36,86,0,86,..,54,22,72,0,72,..,9,5,8,0,8,..,78,10,90,0,90,..,10,0,10,0,10,..,105,4,104,0,107,..,84,13,99,0,99,..,102,20,118,0,122,..,51,8,57,0,62,..,46,8,50,0,52,..,248,14,256,0,256,..,96,5,100,0,100,..,352,12,365,3,373,..,91,12,111,0,111,..,786,40,829,3,834,..,370,15,390,7,392,..,24,0,27,0,27,..,263,81,338,0,340,..,18,0,23,0,23,..,159,111,275,4,283,..,2399,263,2661,58,2721,..,8066,909,8967,110,9081,..,444,32,479,17240,17715,188673,8508,941,9444,17347,215473,388665,..,..,..,..,388665,..,1013,16,1032,0,1031,..,139,14,154,4,155,..,1696,99,1797,33,1834,..,185,26,209,4,213,..,631,192,830,13,836
SOSR379,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,24,24,0,3,0,3,24,28,32,..,..,..,..,32,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR399,0,0,..,21,6,27,0,27,..,31,0,31,0,31,..,8,0,8,0,8,..,0,0,0,0,0,..,6,4,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,14,0,14,0,14,..,7,0,7,0,7,..,4,3,4,0,4,..,0,0,0,0,0,..,7,0,6,0,6,..,8,3,13,0,13,..,6,0,6,0,6,..,10,0,10,0,8,..,33,0,34,0,37,..,82,0,82,0,82,..,0,0,0,0,0,..,8,3,14,0,14,..,0,0,0,0,0,..,12,3,20,0,20,..,125,20,143,4,145,..,548,78,623,7,630,..,27,0,29,1383,1411,4768,571,74,653,1392,6807,9972,..,..,..,..,9972,..,11,0,16,0,16,..,24,0,27,0,23,..,40,0,47,0,47,..,15,3,19,0,19,..,82,38,119,0,119
SOSR401,13,844,..,24288,2816,27106,240,27347,..,9842,1830,11673,97,11767,..,1049,81,1137,8,1145,..,1458,824,2284,14,2300,..,1516,365,1877,9,1889,..,245,35,283,4,284,..,2146,127,2276,18,2295,..,1995,560,2561,17,2578,..,2280,344,2626,21,2646,..,1180,94,1276,14,1286,..,1570,275,1841,14,1856,..,85,6,84,0,92,..,1678,413,2094,10,2101,..,2169,58,2227,18,2242,..,822,71,894,3,895,..,3061,104,3168,16,3181,..,956,48,1006,12,1019,..,7014,277,7290,44,7339,..,3112,360,3469,25,3497,..,1396,80,1472,12,1482,..,1106,251,1352,5,1362,..,311,39,353,0,350,..,7419,3655,11079,56,11135,..,17026,4609,21633,386,22018,..,123226,24424,147650,1331,148981,..,2569,526,3101,19922,23020,462865,125797,24950,150748,21254,634871,909273,..,..,..,..,909273,..,1908,29,1945,13,1955,..,9043,1479,10523,89,10614,..,930,38,969,9,976,..,7886,1895,9783,71,9849,..,24307,6093,30400,274,30679
SOSR412,0,9,..,288,16,306,3,312,..,208,16,230,0,235,..,50,0,49,0,51,..,13,0,13,0,13,..,15,0,14,0,14,..,7,5,6,0,6,..,29,4,32,0,32,..,26,5,31,0,31,..,47,5,49,4,53,..,33,4,34,0,34,..,21,0,20,0,20,..,0,0,0,0,0,..,23,4,25,0,25,..,166,4,170,0,170,..,23,0,27,0,27,..,156,8,163,5,166,..,51,0,51,0,51,..,389,17,404,5,407,..,88,10,100,0,100,..,28,0,28,0,29,..,47,10,56,0,57,..,9,0,7,0,7,..,42,12,53,0,60,..,561,179,740,16,757,..,2659,367,3024,42,3065,..,162,16,178,2149,2329,44763,2820,380,3204,2191,50153,87393,..,..,..,..,87393,..,323,7,335,0,333,..,132,17,144,0,143,..,87,7,91,5,98,..,70,18,86,0,91,..,225,61,285,0,285
SOSR413,0,6,..,235,17,256,3,256,..,168,22,187,0,187,..,32,0,37,0,34,..,10,3,6,0,6,..,24,0,22,0,22,..,0,0,3,0,3,..,9,3,16,0,16,..,4,0,5,0,5,..,26,3,29,0,29,..,12,5,16,0,16,..,33,6,36,0,36,..,0,0,0,0,0,..,6,0,12,0,12,..,126,7,133,4,133,..,21,0,21,0,21,..,202,12,211,4,213,..,64,12,76,0,78,..,411,27,438,5,447,..,45,3,49,0,51,..,18,0,26,0,26,..,43,7,47,0,47,..,18,10,27,0,27,..,73,31,102,0,102,..,584,74,651,13,667,..,2413,330,2740,31,2768,..,167,5,182,2162,2339,41122,2581,338,2919,2190,46229,79796,..,..,..,..,79796,..,121,3,123,0,124,..,86,5,90,0,95,..,430,14,444,8,457,..,47,13,55,0,60,..,257,153,416,0,419
SOSR414,0,0,..,13,0,10,0,10,..,34,3,38,0,38,..,19,0,24,0,20,..,3,7,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,21,5,24,0,24,..,9,0,9,0,9,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,42,0,42,0,49,..,9,0,10,0,10,..,28,0,32,0,32,..,37,10,42,0,42,..,120,9,130,0,132,..,14,0,13,0,13,..,0,0,0,0,0,..,30,12,33,0,33,..,3,0,4,0,4,..,29,5,35,0,35,..,144,52,199,4,207,..,649,141,786,9,799,..,41,3,42,676,719,14923,686,148,833,684,16437,28686,..,..,..,..,28686,..,48,0,48,0,48,..,9,0,9,0,9,..,17,0,17,0,15,..,11,0,11,0,11,..,74,58,132,0,131
SOSR415,0,9,..,388,62,450,12,462,..,202,32,233,7,236,..,33,6,39,0,39,..,17,16,37,0,37,..,23,3,31,0,31,..,7,0,5,0,5,..,24,0,26,0,25,..,11,0,17,0,17,..,36,3,39,0,39,..,17,4,20,0,20,..,23,7,31,0,31,..,0,0,0,0,0,..,14,0,13,0,13,..,155,8,164,0,161,..,30,3,36,0,34,..,145,3,148,0,148,..,86,10,95,3,98,..,416,21,442,6,441,..,59,0,64,0,64,..,25,0,25,0,25,..,70,9,82,0,82,..,3,7,15,0,15,..,96,52,148,0,148,..,428,83,507,10,521,..,2618,454,3070,51,3128,..,145,11,151,3120,3275,52744,2762,464,3222,3172,59145,103383,..,..,..,..,103383,..,143,4,145,0,149,..,48,3,59,0,63,..,207,5,209,5,215,..,57,12,74,0,74,..,222,71,284,9,300
SOSR421,0,0,..,39,0,36,0,40,..,24,0,19,0,19,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,14,0,14,0,14,..,0,4,5,0,5,..,9,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,29,0,30,0,30,..,7,0,7,0,7,..,33,4,34,0,34,..,12,0,12,0,12,..,77,9,87,0,87,..,4,0,4,0,4,..,0,0,0,0,0,..,11,7,15,0,15,..,0,0,0,0,0,..,13,0,15,0,15,..,308,52,351,13,366,..,643,83,726,17,741,..,48,12,52,1052,1105,14387,689,88,778,1066,16230,28368,..,..,..,..,28368,..,52,5,52,0,52,..,14,0,14,0,14,..,395,83,476,4,479,..,3,3,10,3,12,..,59,11,69,5,71
SOSR422,0,0,..,14,0,14,0,14,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,4,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,15,0,15,0,15,..,11,0,11,0,11,..,27,0,27,0,27,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,648,73,720,35,752,..,806,79,880,35,913,..,40,4,42,653,696,7690,841,84,924,691,9305,15829,..,..,..,..,15829,..,25,0,28,0,28,..,0,0,3,0,3,..,1159,138,1300,64,1359,..,3,0,3,0,3,..,11,0,13,0,14
SOSR431,0,0,..,151,42,192,4,199,..,277,42,319,0,320,..,29,0,28,0,28,..,51,24,74,0,74,..,8,0,12,0,14,..,4,5,8,3,6,..,3,0,3,0,3,..,10,5,11,0,11,..,39,4,42,0,44,..,19,0,18,0,20,..,39,6,42,0,43,..,0,0,0,0,0,..,18,6,23,0,23,..,80,0,80,0,80,..,36,3,35,0,35,..,79,6,84,0,84,..,36,17,51,0,51,..,230,25,253,0,253,..,72,0,76,0,76,..,13,0,11,0,11,..,75,11,85,0,87,..,27,5,31,0,31,..,145,144,289,5,289,..,766,64,836,55,892,..,2899,502,3406,83,3490,..,110,8,120,4227,4349,61211,3012,511,3528,4313,69044,127949,..,..,..,..,127949,..,202,5,211,7,212,..,70,3,72,0,72,..,679,36,714,94,806,..,41,7,48,0,48,..,160,59,214,0,215
SOSR479,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR499,0,0,..,10,0,10,0,10,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,43,6,50,6,53,..,142,13,153,6,167,..,11,0,8,297,306,1034,155,11,167,301,1506,2261,..,..,..,..,2261,..,4,0,4,0,4,..,15,10,23,0,21,..,28,0,26,10,39,..,18,4,19,0,19,..,19,4,23,0,23
SOSR501,6,1293,..,28212,2684,30898,317,31210,..,10591,1355,11947,97,12039,..,2880,446,3325,21,3341,..,603,262,867,6,871,..,2556,886,3440,23,3459,..,2469,420,2893,18,2914,..,4114,264,4371,44,4413,..,3082,549,3627,24,3656,..,2632,273,2906,19,2930,..,3650,429,4076,39,4116,..,1912,226,2141,11,2150,..,337,17,360,0,359,..,2345,406,2751,10,2760,..,5357,157,5515,41,5554,..,5940,616,6551,59,6616,..,7681,294,7975,41,8015,..,4055,304,4362,35,4395,..,23032,1371,24402,174,24573,..,5656,565,6218,64,6286,..,3822,319,4137,36,4174,..,3767,698,4464,21,4490,..,721,213,935,7,944,..,7795,3800,11596,78,11673,..,32257,5385,37649,662,38309,..,197322,30969,228297,2226,230519,..,5059,777,5843,40114,45954,760255,202383,31750,234135,42344,1036733,1504326,..,..,..,..,1504326,..,11170,164,11329,62,11398,..,13246,2047,15291,110,15400,..,1779,48,1828,26,1856,..,15231,3737,18964,151,19118,..,38350,10541,48891,479,49372
SOSR511,0,14,..,271,26,295,3,296,..,220,33,253,7,257,..,42,4,49,0,47,..,4,0,4,0,4,..,44,19,57,0,57,..,5,0,5,0,5,..,102,11,112,0,112,..,19,3,23,0,23,..,58,5,64,0,64,..,34,0,36,0,36,..,50,11,58,0,58,..,5,0,3,0,3,..,10,0,10,0,10,..,174,0,181,5,183,..,65,6,71,0,69,..,251,6,258,0,258,..,110,3,112,3,118,..,605,22,625,13,632,..,75,4,75,0,81,..,30,0,30,0,30,..,82,15,98,0,98,..,6,0,6,0,6,..,44,32,81,0,82,..,495,47,538,16,559,..,3047,350,3399,43,3437,..,134,7,142,1653,1789,33008,3178,357,3539,1696,38239,64393,..,..,..,..,64393,..,642,9,647,4,655,..,146,15,159,0,158,..,106,3,111,0,111,..,76,15,99,3,97,..,355,145,498,4,503
SOSR512,0,23,..,365,41,403,4,404,..,203,19,222,4,227,..,42,7,48,0,48,..,8,0,9,0,9,..,27,9,36,0,37,..,14,0,10,0,10,..,100,8,102,3,104,..,26,0,29,0,29,..,31,0,34,0,38,..,50,10,55,3,58,..,34,3,40,0,40,..,36,0,42,0,42,..,7,0,7,0,7,..,351,9,359,0,362,..,132,3,137,0,138,..,418,15,431,3,439,..,232,40,269,4,273,..,1131,73,1204,10,1212,..,80,3,85,0,88,..,37,0,38,0,38,..,245,40,284,0,288,..,10,0,10,0,10,..,121,52,174,0,173,..,1033,135,1171,17,1190,..,4676,498,5175,55,5222,..,280,36,311,4015,4328,51242,4952,533,5482,4064,60792,100551,..,..,..,..,100551,..,836,13,851,3,856,..,102,5,106,0,106,..,338,15,355,6,360,..,86,36,119,0,119,..,354,94,446,3,448
SOSR513,0,19,..,293,30,324,6,328,..,84,3,84,0,84,..,38,7,44,0,44,..,4,3,8,0,8,..,27,0,31,0,31,..,18,0,17,0,17,..,23,5,29,0,29,..,9,0,11,0,11,..,27,0,28,0,34,..,51,0,56,0,56,..,25,0,25,0,25,..,16,0,16,0,16,..,14,3,13,0,13,..,238,10,244,0,244,..,90,3,96,0,96,..,275,15,289,9,296,..,171,20,183,0,186,..,762,48,810,6,817,..,133,5,139,0,143,..,27,4,29,0,29,..,231,26,258,0,255,..,4,3,15,0,15,..,67,11,81,0,81,..,904,54,957,19,975,..,3543,275,3819,39,3862,..,289,23,313,3802,4110,25657,3831,296,4131,3841,33632,51958,..,..,..,..,51958,..,438,7,448,0,448,..,85,7,95,0,95,..,827,30,854,9,865,..,107,12,118,0,119,..,262,56,312,5,321
SOSR514,0,0,..,34,8,44,0,44,..,63,4,66,0,67,..,26,4,28,0,28,..,3,0,3,0,3,..,19,5,22,0,22,..,0,0,0,0,0,..,12,5,14,0,20,..,0,0,0,0,0,..,29,3,33,0,33,..,29,6,34,0,34,..,5,0,7,0,7,..,0,0,0,0,0,..,3,5,5,0,5,..,45,0,44,0,50,..,26,0,28,6,31,..,59,3,61,0,61,..,22,0,22,0,22,..,142,11,150,5,159,..,62,0,65,0,65,..,5,0,5,0,5,..,22,3,31,0,31,..,0,0,0,0,0,..,11,6,18,0,18,..,140,16,156,3,164,..,890,93,987,15,999,..,39,0,43,1037,1080,12329,932,103,1028,1050,14412,24263,..,..,..,..,24263,..,60,0,61,0,61,..,7,4,14,0,14,..,43,0,48,0,49,..,28,9,33,0,33,..,62,21,83,0,83
SOSR515,0,0,..,118,13,132,3,137,..,214,25,233,0,240,..,35,4,36,0,36,..,17,6,20,0,20,..,18,5,27,0,27,..,18,4,22,0,22,..,51,0,53,0,49,..,13,4,16,0,16,..,41,3,43,0,43,..,46,5,52,0,56,..,17,0,20,0,20,..,6,0,6,0,3,..,15,0,15,0,15,..,255,9,259,7,262,..,76,12,85,0,85,..,241,11,250,0,249,..,149,40,187,3,187,..,716,66,784,7,790,..,66,5,71,0,79,..,25,0,19,0,19,..,129,36,170,4,172,..,0,0,0,0,0,..,61,28,91,0,91,..,1141,151,1290,29,1323,..,3446,432,3875,67,3941,..,222,85,302,4547,4847,37350,3664,512,4181,4610,46132,74624,..,..,..,..,74624,..,314,0,309,0,316,..,65,14,77,3,79,..,1026,38,1064,26,1091,..,61,19,74,0,74,..,290,85,373,5,381
SOSR521,0,0,..,31,3,32,0,30,..,40,0,44,0,46,..,9,0,6,0,6,..,6,0,3,0,3,..,11,0,11,0,11,..,0,0,0,0,0,..,26,4,27,0,27,..,4,0,4,0,4,..,10,0,13,0,13,..,16,0,16,0,16,..,11,0,14,0,14,..,4,0,4,0,4,..,0,0,0,0,0,..,92,3,100,6,106,..,14,0,17,0,17,..,91,0,91,0,91,..,25,0,25,0,25,..,226,5,231,6,241,..,32,0,35,0,35,..,4,0,4,0,4,..,51,8,58,0,58,..,0,0,0,0,0,..,22,8,27,0,27,..,872,64,939,21,960,..,1631,141,1773,41,1817,..,83,10,90,1913,2001,15035,1711,152,1867,1950,18844,30363,..,..,..,..,30363,..,130,3,133,0,136,..,12,0,20,5,23,..,1300,84,1388,47,1433,..,13,3,17,0,17,..,72,40,114,5,116
SOSR522,0,0,..,21,4,26,0,26,..,16,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,14,0,14,..,0,0,0,0,0,..,0,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,3,..,17,0,17,0,17,..,8,0,8,0,8,..,26,0,27,5,31,..,11,0,11,0,11,..,61,0,58,5,61,..,6,0,6,0,6,..,0,0,0,0,0,..,12,3,10,0,10,..,0,0,0,0,0,..,3,0,7,0,7,..,1447,122,1573,40,1612,..,1707,150,1853,42,1903,..,42,14,60,1001,1056,7673,1754,155,1912,1041,10626,15679,..,..,..,..,15679,..,42,0,42,0,42,..,11,0,10,0,10,..,2665,261,2927,79,3006,..,5,0,5,0,5,..,33,3,38,0,38
SOSR531,0,6,..,74,13,84,0,84,..,408,29,443,5,449,..,53,7,60,0,60,..,7,0,4,0,4,..,19,3,20,0,20,..,31,3,33,0,33,..,4,0,5,0,5,..,4,0,6,0,6,..,56,3,57,0,57,..,66,3,70,3,75,..,21,0,20,0,20,..,3,0,3,0,3,..,24,6,22,0,22,..,76,4,84,0,82,..,62,3,63,0,63,..,107,0,107,0,111,..,80,13,96,0,94,..,320,24,347,5,351,..,148,4,150,0,154,..,6,0,6,0,6,..,146,32,177,0,183,..,4,0,6,0,6,..,111,87,205,5,208,..,1833,119,1950,44,1996,..,4672,422,5094,77,5178,..,210,15,226,6410,6634,62474,4883,440,5316,6492,74281,132299,..,..,..,..,132299,..,783,15,799,3,799,..,83,10,96,0,97,..,2460,177,2642,56,2697,..,69,15,85,0,85,..,373,78,455,8,461
SOSR579,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,19,25,29,7,0,7,19,58,232,..,..,..,..,232,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR599,0,0,..,8,0,9,0,3,..,13,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,16,0,20,0,20,..,29,0,29,0,29,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,48,10,53,3,59,..,215,26,236,7,244,..,30,0,25,1247,1280,1896,241,28,263,1253,3416,4079,..,..,..,..,4079,..,23,0,23,0,23,..,15,4,21,0,21,..,21,3,23,0,24,..,8,0,8,0,8,..,19,8,29,0,29
